date,CINDA INTERNATIONAL SECURITIES LTD,MONEYMORE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BMI SECURITIES LTD
2024-10-08,0.0,8.473981658063954,48.1203643256334,0.0,19.99046872025457,23.415185296048076
2024-10-09,0.0,8.434608030918834,48.120898337029836,0.0,20.13810498114387,23.306388650907458
2024-10-10,0.0,8.416205595324747,48.2340869788176,0.0,20.094168122602962,23.255539303254682
2024-10-14,0.0,6.853307106649398,39.276964818718966,18.570108239080447,16.36265935249279,18.936960483058392
2024-10-15,0.0,6.865504491152301,39.168891125717415,18.60315896144379,16.391781299679245,18.97066412200725
2024-10-16,0.0,6.851177018891345,39.26475708008537,18.564336432912974,16.38865481317431,18.931074654936005
2024-10-18,0.0,6.817877257141556,39.64832903063271,18.47410551659679,16.22062696757398,18.839061228054963
2024-10-21,0.0,7.038694885285604,41.324766130125006,19.072445440945632,16.74598115611371,15.81811238753005
2024-10-24,37.24553195582075,4.414678922433353,25.91894903564186,11.962263496237103,10.537435172600155,9.921141417266776
2024-10-25,36.9945957545414,4.382579078313911,25.95771196901831,12.091146556307399,10.724963447643114,9.849003194175872
2024-10-28,36.72133104979153,4.350206669494405,26.301642732767466,12.00183395465825,10.848733158920588,9.776252434367757
2024-10-29,36.706842696409836,4.348490301113705,26.33072032372653,11.997098646688945,10.844452805369759,9.772395226691225
2024-10-30,36.57490595081501,4.332860363575227,26.46072488692105,11.953977036772354,10.94026181237141,9.73726994954495
2024-10-31,2.145776473751716,0.2540636969664426,1.5541983596172408,0.7009391821037887,0.641498485665107,0.5709592726640114
2024-11-01,36.60381324283382,4.3339556702678435,26.512354475711692,11.95699889068711,10.853146279918956,9.739731440580575
2024-11-06,36.58942518544846,4.33225209904493,26.54124065906925,11.9522988889399,10.84888017544369,9.735902992053767
2024-11-18,35.54260394719198,4.208306628904965,28.642891314260215,11.610344341703458,10.538494370763956,9.45735939717543
2024-11-19,35.557028537078885,4.208077090619606,28.630420194197058,11.609711065954418,10.537919558103798,9.456843554046241
2024-11-22,35.62345297812784,4.208191856632211,28.563019044874522,11.610027695193338,10.538206956595504,9.457101468576594
2024-11-25,35.38097644059462,4.224400088918831,28.667556533944506,11.654744768974377,10.578795815672303,9.493526351895364
2024-12-05,35.38388264299871,4.224747082216623,28.66169726889459,11.655702092674119,10.57966476065135,9.494306152564615
2024-12-09,35.384851483232396,4.224862759317175,28.659743966635865,11.656021235523793,10.579954440700948,9.494566114589823
2024-12-10,35.37419715782513,4.223590659513107,28.681224410118215,11.652511625111662,10.576768832377605,9.491707315054274
2024-12-12,35.39163485070164,4.225672676425832,28.646067855200048,11.658255724915598,10.581982645307464,9.496386247449411
2024-12-16,35.40229968437013,4.226946030890007,28.624566225757754,11.661768796823562,10.58517139556642,9.499247866592126
2024-12-19,33.988885414984196,8.053254282182516,27.47911858494254,11.196180104262238,10.162565168632673,9.119996444995838
2024-12-20,34.115398599701564,7.734769444368269,27.557642484933382,11.237854445281817,10.20039219557645,9.153942830138519
2024-12-23,30.149426173025184,18.45375867416477,24.361019125643463,9.93143497799234,9.014579458530045,8.089781590644195
2024-12-27,30.266640489576908,18.157803202688928,24.45338735704085,9.970046205836033,9.030889868382367,8.121232876474917
2024-12-30,30.3156306903596,18.187193792800134,24.331106071045276,9.986183925699752,9.045507450669072,8.134378069426166
2025-01-02,27.30513445904055,26.353878811338603,21.872646073361643,8.994505099003321,8.147242579693872,7.3265929775620116
2025-01-03,27.448382049453723,26.492135945484137,21.46277608308063,9.041691872037678,8.189984462902816,7.365029587041018
2025-01-06,27.42100873807009,26.465716264894333,21.456224890511123,9.032674908975801,8.266690496915603,7.357684700633049
2025-01-07,27.44488454149759,26.488760283629915,21.47278339662674,9.040539768092081,8.188940884604902,7.364091125548773
2025-01-17,27.446050278443884,26.489885408659227,21.469447908822225,9.040923770116438,8.189288714486489,7.364403919471734
2025-01-20,27.446633184054324,26.490448007017385,21.467780058660168,9.041115783361903,8.18946264050822,7.364560326397999
2025-01-23,27.44721611442506,26.491010629273237,21.466112137652228,9.041307804763584,8.189636573917872,7.364716739968021
2025-02-07,27.389625872989008,26.435426715346793,21.418952143853552,9.022337170466711,8.38439413821149,7.349263959132444
2025-02-17,27.39078692027564,26.436547314094692,21.41986009405281,9.022719627683887,8.380510549180665,7.349575494712305
2025-02-27,27.400659797904233,26.446076240639016,21.39153625992614,9.025971823651108,8.383531263969108,7.352224613910398
2025-02-28,2.127881234630093,2.053750157007413,1.6531564165691732,0.7009391821037887,0.6510485144558095,0.5709592726640114
2025-03-03,27.43032118059292,26.47470428075825,21.30644211464783,9.035742493641296,8.392606488103754,7.36018344225595
2025-03-06,27.4629645995948,26.506210469078024,21.33179781911839,9.04649546755914,8.283589225404164,7.3689424192454815
2025-03-10,27.43032118059292,26.47470428075825,21.42530553481318,9.035742493641296,8.2737430679384,7.36018344225595
2025-03-12,27.423336255864957,26.46796269667767,21.445313989061628,9.03344160985784,8.271636221570558,7.358309226967339
2025-03-17,27.423918197052995,26.468524364211955,21.443647007084074,9.033633305415721,8.271811751118271,7.358465375116986
2025-03-18,27.37164221845499,26.41806957495675,21.59339257583494,9.01641322701763,8.256043871015907,7.344438532719787
2025-03-31,2.127881234630093,2.053750157007413,1.6785133895651763,0.7009391821037887,0.6418277970027175,0.5709592726640114
2025-04-01,27.362369568949553,26.409119965802002,21.619954262698744,9.013358750454511,8.253246983620317,7.34195046847488
2025-04-07,27.36294892548029,26.40967913872322,21.618294684522844,9.013549594607932,8.253421733563945,7.342105923101773
