date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,SOFI SECURITIES (HONG KONG) LTD,CHIEF SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,88.2614904454848,0.0,0.04048523393104261,0.0,0.0,11.698024320584164,0.0,0.0,0.0
2024-03-08,99.83597275649032,0.0,0.03663552646916787,0.0,0.0,0.12739171704051555,0.0,0.0,0.0
2024-03-14,91.62186007024786,0.0,0.03662210976645082,0.0,0.0,8.341517819985684,0.0,0.0,0.0
2024-03-15,99.71375774484584,0.0,0.03985651654045436,0.0,0.0,0.2463857386137179,0.0,0.0,0.0
2024-03-19,97.50566893424036,1.1041135204081631,0.03897392290249433,0.0,0.0,1.3512436224489797,0.0,0.0,0.0
2024-03-20,97.50566893424036,2.4022108843537415,0.03897392290249433,0.0,0.0,0.053146258503401364,0.0,0.0,0.0
2024-04-05,97.50566893424036,2.3672229308390023,0.03897392290249433,0.0,0.0,0.08813421201814059,0.0,0.0,0.0
2024-04-17,90.36950685898645,2.193972629729663,0.03612153253811232,0.0,0.0,7.400398978745762,0.0,0.0,0.0
2024-04-18,97.5791367863063,2.3690065685083903,0.039003288686386965,0.0,0.0,0.012853356498922979,0.0,0.0,0.0
2024-04-22,97.58346187259544,2.369111572079499,0.03900501746361009,0.0,0.0,0.00842153786146127,0.0,0.0,0.0
2024-04-26,97.43015573070404,2.365389636539849,0.03894373957259246,0.0,0.0,0.16551089318351794,0.0,0.0,0.0
2024-04-30,96.5753815245189,3.199147244995986,0.03860207837099229,0.0,0.0,0.18686915211412178,0.0,0.0,0.0
2024-05-14,96.57707610445556,3.1992033794957955,0.038602755710356505,0.0,0.0,0.18511776033830052,0.0,0.0,0.0
2024-05-21,96.65339380023971,3.2017314724979475,0.03863326060329349,0.0,0.0,0.10624146665905708,0.0,0.0,0.0
2024-05-23,96.69074858912141,3.202968883813874,0.0206416478183535,0.0,0.0,0.08564087924636027,0.0,0.0,0.0
2024-05-24,95.43336439888164,3.1613168902663693,0.020373220052450205,0.0,0.0,1.3849454907995404,0.0,0.0,0.0
2024-05-27,91.09001013674259,8.656364426239682,0.019445995986677424,0.0,0.0,0.23417944103105154,0.0,0.0,0.0
2024-06-03,91.05233772410513,8.652784383465333,0.019437953638412706,0.0,0.0,0.2754399387911247,0.0,0.0,0.0
2024-06-13,91.0824731605403,8.655648180708686,0.019444386984672032,0.0,0.0,0.2424342717663364,0.0,0.0,0.0
2024-06-17,90.7445953465367,8.623539352472024,0.026791418502565795,0.0,0.0,0.6050738824887167,0.0,0.0,0.0
2024-06-19,90.99776804166322,8.647598578159874,0.02686616516491692,0.0,0.0,0.32776721501198647,0.0,0.0,0.0
2024-06-24,82.66170696424882,8.647241165530069,0.026865054763380865,0.0,0.0,8.281463112213268,0.38272370324447197,0.0,0.0
2024-06-25,88.51515822084532,9.259570701482629,1.3122372206240318,0.0,0.0,0.5032086744855057,0.4098251825625138,0.0,0.0
2024-06-28,88.51515822084532,9.259570701482629,1.7548130117282585,0.0,0.0,0.06063288338127905,0.4098251825625138,0.0,0.0
2024-07-02,88.51594172110397,9.259652663444687,1.758811761998336,0.0,0.0,0.0557650432842955,0.40982881016871137,0.0,0.0
2024-07-16,88.32049742104148,9.239207235215149,1.754928283756094,0.0,0.0,0.2764431569278598,0.40892390305942206,0.0,0.0
2024-07-17,88.32049742104148,9.239207235215149,1.7593443086271463,0.0,0.0,0.16295131774182153,0.40892390305942206,0.10907581431498622,0.0
2024-07-19,88.32049742104148,9.239207235215149,1.7770084081113544,0.0,0.0,0.1452872182576132,0.40892390305942206,0.10907581431498622,0.0
2024-07-24,88.32049742104148,9.239207235215149,1.7853988553663533,0.0,0.0,0.1368967710026143,0.40892390305942206,0.10907581431498622,0.0
2024-07-25,88.32049742104148,9.239207235215149,1.7853988553663533,0.0,0.0,0.12673991379919453,0.40892390305942206,0.11923267151840598,0.0
2024-07-31,88.32049742104148,7.47279728679432,1.7853988553663533,0.0,0.0,1.893149862220024,0.40892390305942206,0.11923267151840598,0.0
2024-08-01,88.32049742104148,6.147989825478698,1.7853988553663533,0.0,0.0,3.217957323535646,0.40892390305942206,0.11923267151840598,0.0
2024-08-02,91.13776384382632,6.34409974116875,1.8423498961029492,0.0,0.0,0.13078269111589078,0.42196784659691594,0.12303598118916553,0.0
2024-08-05,91.13776384382632,5.432722102730487,1.8423498961029492,0.0,0.0,1.0421603295541542,0.42196784659691594,0.12303598118916553,0.0
2024-08-08,90.51903615330303,5.395839745098394,1.829842315839021,0.0,0.6788927711497728,1.0350851784130204,0.41910313738979305,0.12220069880695911,0.0
2024-08-12,90.93058359248549,3.3157837306999838,1.8381617473220944,0.0,0.22732645898121376,3.144379580628148,0.4210086020332078,0.12275628784985543,0.0
2024-08-13,90.93058359248549,3.3157837306999838,1.811337225162311,0.31825704257369924,0.22732645898121376,2.852947060214232,0.4210086020332078,0.12275628784985543,0.0
2024-08-27,93.48065885168359,3.3947501261988893,1.862134724325537,0.3271823059808926,0.2477237459569615,0.12853590592106492,0.43281545048329506,0.12619888944977284,0.0
