date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,MERRILL LYNCH FAR EAST LTD,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD
2024-03-01,8.618899316239316,1.8662684273504273,0.19685846153846154,0.04937803418803419,0.6485742393162394,0.15765794871794872,0.26144647863247866,0.11643741880341879,0.0
2024-03-04,8.630090085470085,1.848035606837607,0.19997299145299147,0.04833958974358974,0.6514834871794872,0.15822242735042735,0.2641725299145299,0.11630408547008547,0.0
2024-03-05,8.616548512820513,1.8435904273504273,0.20306700854700854,0.04783702564102564,0.655093076923077,0.0,0.26483584615384614,0.11625622222222222,0.0
2024-03-06,8.609708974358975,1.8337815384615386,0.1992652991452991,0.04833297435897436,0.6555170085470086,0.15794208547008548,0.26956070085470085,0.11627331623931625,0.0
2024-03-07,8.598817316239316,1.8286821367521369,0.19754905982905985,0.049341777777777776,0.6550845299145299,0.15971986324786325,0.2705871111111111,0.11519297435897435,0.0
2024-03-08,8.60070123076923,1.8178057094017093,0.2078977777777778,0.05255545299145299,0.6556964957264958,0.16029504273504272,0.270912358974359,0.11528186324786326,0.0
2024-03-11,8.58687105982906,1.8168302051282053,0.20930632478632477,0.05013020512820513,0.6561579145299146,0.15932960683760683,0.2724868034188034,0.11525451282051281,0.0
2024-03-12,8.575722837606838,1.8198068547008548,0.20966188034188032,0.0501962905982906,0.657262188034188,0.16047490598290598,0.0,0.11541177777777778,0.0
2024-03-13,8.577588888888888,1.8217702905982907,0.2097917948717949,0.05028979487179487,0.656316923076923,0.15915524786324786,0.27221671794871793,0.11523741880341881,0.0
2024-03-14,8.568141811965813,1.8442617606837606,0.20746700854700853,0.052731623931623936,0.6565137094017094,0.15884900854700856,0.2720117264957265,0.11474852991452993,0.2127669401709402
2024-03-15,8.545945094017092,1.8537517435897437,0.20927897435897436,0.05231164102564102,0.6558060170940171,0.15813181196581197,0.27188010256410255,0.11470750427350428,0.0
2024-03-18,8.548149863247863,1.8491708034188032,0.0696,0.04767521367521367,0.6552983247863248,0.15758622222222224,0.2697228376068376,0.1149228888888889,0.0
2024-03-19,8.572987555555557,1.8266568205128206,0.20782598290598292,0.04929015384615385,0.6535558974358974,0.15758752136752135,0.26875446153846155,0.11498442735042735,0.0
2024-03-20,8.571011435897436,1.830949965811966,0.21026358974358972,0.05080317948717948,0.6536208547008547,0.15758897435897437,0.26904847863247866,0.11509382905982907,0.0
2024-03-21,8.512379794871796,1.901879794871795,0.2108174358974359,0.053828820512820515,0.653889264957265,0.15757615384615387,0.26903822222222223,0.11522374358974359,0.0
2024-03-22,8.510310547008547,1.8956753846153844,0.21110461538461536,0.050644,0.6578653333333333,0.1575760512820513,0.0,0.11520921367521367,0.2127848888888889
2024-03-25,8.521327777777778,1.9085340854700854,0.2081131623931624,0.05071791452991453,0.6536157606837607,0.15958982905982905,0.25324789743589743,0.1144468205128205,0.0
2024-03-26,8.525243264957265,1.8958687350427348,0.2081234188034188,0.05016531623931624,0.661714905982906,0.16003427350427352,0.253800188034188,0.1144365641025641,0.0
2024-03-27,8.50666764102564,1.8881440683760682,0.21143623931623928,0.05038,0.6832875555555556,0.16143940170940171,0.25383779487179486,0.11444767521367522,0.0
2024-03-28,8.480401538461537,1.9187858803418802,0.2110499145299145,0.050545948717948715,0.7020602051282051,0.16143931623931626,0.2518514700854701,0.11512801709401708,0.0
2024-04-02,8.482048153846154,1.9114206495726496,0.21075931623931626,0.050297350427350423,0.7161986666666667,0.163730547008547,0.25106336752136754,0.11506989743589743,0.0
2024-04-03,8.488649128205129,1.9045676239316238,0.20936444444444446,0.058601282051282046,0.7119798632478632,0.16281088888888887,0.2503739487179487,0.11521006837606838,0.0
2024-04-05,8.44889988034188,1.9344790427350427,0.21035931623931625,0.05880982905982905,0.7176396923076923,0.16227755555555554,0.25032305982905984,0.11560664957264957,0.0
2024-04-08,8.440998170940171,1.9718303247863247,0.2112960683760684,0.05266104273504273,0.6966157264957265,0.16114935042735043,0.2504187863247863,0.11573061538461538,0.0
2024-04-09,8.440685435897436,1.9762222905982907,0.0,0.05970035897435897,0.6950651282051282,0.16083849572649572,0.2503709230769231,0.11571694017094017,0.0
2024-04-10,8.431822017094017,2.009667418803419,0.2136208547008547,0.04736782905982906,0.6950241025641026,0.16074410256410257,0.2504461367521367,0.11579215384615385,0.0
2024-04-11,8.408432051282052,2.0151044615384617,0.21492,0.06714555555555556,0.6935642735042735,0.162438,0.2506068205128205,0.11577505982905982,0.0
2024-04-12,8.387157025641025,2.0402735384615385,0.21698495726495728,0.05869641025641025,0.6944056068376069,0.1592083247863248,0.25313331623931623,0.11580241025641025,0.0
2024-04-15,8.387849623931624,2.0406940512820513,0.23536102564102562,0.05525876923076923,0.6925984957264957,0.1590928717948718,0.2581897264957265,0.11578531623931625,0.0
2024-04-16,8.386180273504273,2.0373070085470086,0.25066017094017096,0.04808652991452991,0.6918224273504273,0.15920552136752136,0.25808032478632476,0.11595625641025642,0.0
2024-04-17,8.399664153846153,2.0302695384615386,0.25367555555555554,0.0475702905982906,0.6927625982905983,0.0,0.25800511111111113,0.11607249572649574,0.21298830769230767
2024-04-18,8.406914478632478,2.034624324786325,0.25458153846153847,0.04955888888888889,0.691605452991453,0.157838,0.2581521196581196,0.11701266666666665,0.21413360683760685
2024-04-19,8.411942632478633,2.034709794871795,0.25404820512820514,0.04976977777777778,0.6873765811965812,0.15556791452991453,0.2590957094017094,0.1170434358974359,0.0
2024-04-22,8.41196676923077,2.0299801880341883,0.254294358974359,0.047503094017094016,0.7030908034188034,0.1542345811965812,0.259119641025641,0.0,0.0
2024-04-23,8.408068632478633,2.0285648034188033,0.25536786324786326,0.05106420512820513,0.7035147350427351,0.15665851282051282,0.2588119487179487,0.0,0.0
2024-04-24,8.385520683760683,2.02487011965812,0.255111452991453,0.05503581196581197,0.7033403760683761,0.18445020512820515,0.25878801709401705,0.1169613846153846,0.0
2024-04-25,8.38233611965812,2.0360017264957264,0.2558533333333333,0.05159632478632479,0.6988534871794871,0.1843544786324786,0.25893844444444447,0.1169442905982906,0.0
