date,SHANGHAI PUDONG DEVELOPMENT BANK CO.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,DBS BANK LTD,DBS BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,36.47955916088874,17.627605045524376,7.914749336152769,24.551771991954237,13.426314465479871
2024-03-04,0.0,0.0,0.0,0.0,36.4768757827166,17.671179013822478,7.943590501656256,24.469051757723683,13.439302944080989
2024-03-05,0.0,0.0,0.0,0.0,36.42626805255,17.64372390522841,8.0669014581372,24.442449223059164,13.420657361025231
2024-03-06,0.0,0.0,0.0,0.0,36.47166987103198,17.684590989028216,7.930285856831648,24.47528551746109,13.43816776564707
2024-03-07,0.0,75.12716257885836,0.0,0.0,9.07053819571151,4.399272006253408,1.9730013236038697,6.087941082080538,3.3420848134923076
2024-03-08,0.0,75.1342834975378,0.0,0.0,9.071397945536381,4.40009155194179,1.9664179861055144,6.0854074262964755,3.342401592582049
2024-03-11,0.0,75.13887366074299,0.0,0.0,9.07229535757039,4.399198121484346,1.9617516215010173,6.085324292343996,3.342556946357266
2024-03-12,0.0,75.14093617674112,0.0,0.0,9.06595653370953,4.404991750022783,1.9632694376696866,6.084393355296222,3.340452746560653
2024-03-13,0.0,75.13987857483804,0.0,0.0,9.0661571168098,4.40646937638929,1.962462038293691,6.084708512906343,3.340324380762842
2024-03-14,0.0,75.14014903363316,0.0,0.0,9.066555728649424,4.4064852370537055,1.9628350810633588,6.083815466542897,3.3401594530574465
2024-03-15,0.0,75.13684921187946,0.0,0.0,9.082076956420375,4.405742779280046,1.9546976959865916,6.081352514357049,3.3392808420764792
2024-03-18,0.0,75.09370364191112,0.0,0.0,9.072289876432537,4.402481379307134,2.0173985818119475,6.07786044058549,3.3362660799517787
2024-03-19,0.0,75.17524975415672,0.0,0.0,9.061321820767965,4.413056060504678,1.926375992332198,6.084156159610891,3.339840212627543
2024-03-20,0.0,75.18447176646112,0.0,0.0,9.056757466125402,4.406822917939747,1.9295418244829425,6.082156102417007,3.3402499225737854
2024-03-21,0.0,75.17800235677657,0.0,0.0,9.061836687448274,4.404979090999715,1.93193889956494,6.081449671157992,3.3417932940525032
2024-03-22,0.0,75.16946994471549,0.0,0.0,9.07655121517282,4.403563851593564,1.9300721075672354,6.080393333640261,3.3399495473106313
2024-03-25,0.0,75.14725719117328,0.0,0.0,9.090766763571708,4.402262588213433,1.942556918548482,6.078413559066225,3.3387429794268737
2024-03-26,0.0,75.08102970746656,0.0,0.0,9.082755045909355,4.398382862129861,2.0269639400520836,6.075067908352992,3.335800536089143
2024-03-28,0.0,75.0840499961361,0.0,0.0,9.085680321855492,4.396731293642114,2.023205623644203,6.074398039203177,3.3359347255189133
2024-04-02,0.0,75.1510977065334,0.0,0.0,9.098931655241797,4.398827302026773,1.932773465428007,6.079456259783514,3.3389136109864985
2024-04-03,0.0,75.15305560775694,0.0,0.0,9.099427177452538,4.3983812111163285,1.9301537525411274,6.079851544708885,3.339130706424172
2024-04-05,0.0,75.194380492396,0.0,0.0,9.055120014314745,4.397137255373995,1.6148336846945728,6.397561737936777,3.340966815283909
2024-04-08,0.0,75.19398722178985,0.0,0.0,9.055595660870294,4.397114258112466,1.6148252390285822,6.396429527688276,3.342048092510528
2024-04-09,0.0,75.12702752447609,0.0,0.0,9.046929590898015,4.393198659928946,1.7021238376142673,6.391282439951594,3.3394379471310915
2024-04-10,0.0,75.1187435391794,0.0,0.0,9.068849877796664,4.389604226132682,1.6946184760232919,6.390211812651287,3.3379720682166796
2024-04-11,0.0,69.65751010301746,0.0,7.336905051810091,8.414670059746122,4.070893807784363,1.4980993696099945,5.926692429695586,3.0952291783363846
2024-04-12,0.0,69.65332726930833,0.0,7.336285819451445,8.4074729448572,4.074790818430089,1.7978116729900633,5.6350042855260565,3.095307189436807
2024-04-15,0.0,69.64782150917448,0.0,7.335705921382267,8.421259850733097,4.068091378499754,1.7978391749354374,5.634558865570318,3.094723299704642
2024-04-16,0.0,69.64703701747742,0.0,7.335623294240991,8.429245309604184,4.063805346989672,1.795783623933651,5.633816966063384,3.0946884416906983
2024-04-17,0.0,69.6188587166024,0.0,7.332816110412632,8.43512597052159,4.082764978640522,1.7957745904574531,5.638951396463739,3.095708236901661
2024-04-18,0.0,69.62610233793632,0.0,7.333400475643321,8.420029380090362,4.088177051388972,1.7908309890411211,5.640418116566916,3.101041649332996
2024-04-19,0.0,69.62645650752229,0.0,7.333437778713911,8.418207074102424,4.089893425458775,1.7888054042132027,5.642142386476885,3.101057423512509
2024-04-22,0.0,69.62641681243102,0.0,7.333451456601546,8.418714493945775,4.089222820979993,1.788978298761173,5.640626886281717,3.102589230998771
2024-04-23,0.0,69.62688904476214,0.0,7.3335011948048745,8.418432474156674,4.089080996288954,1.788820872953738,5.640665143117346,3.102610273916274
2024-04-24,0.0,69.71019650276898,0.0,7.342275611574184,8.304273015428013,4.093973516234314,1.7914704550908003,5.648432681856968,3.109378217046752
2024-04-25,0.0,69.7103685718272,0.0,7.3422937348691,8.30421644103845,4.093983621587658,1.7919841649231085,5.648107098917969,3.1090463668365
2024-04-26,0.0,69.64165470421227,0.0,7.335235030079194,8.298921287180383,4.088182170543102,1.8806578820287134,5.649291521598607,3.1060574043577307
2024-04-30,0.0,69.636192105871,0.0,7.334659664044624,8.31791739057607,4.0831809223385624,1.872709404641299,5.649526743163253,3.105813769365182
2024-05-02,0.0,69.63239429848899,0.0,7.334438264287539,8.329876142181398,4.080344373953546,1.8696004182762644,5.650373695795836,3.1029728070164313
2024-05-03,0.0,69.6321581326803,0.0,7.334413388745611,8.32984789050407,4.081348017523192,1.8695940773239081,5.650354531941329,3.1022839612815893
2024-05-06,0.0,69.62342112379822,0.0,7.333493112300923,8.348810691514867,4.081683711124319,1.870715965430093,5.661175582130266,3.080699813701305
2024-05-07,0.0,69.59917772895103,0.0,7.330557608584898,8.348581755699318,4.085925934071777,1.879849792400998,5.660083474866422,3.0958237054255515
2024-05-08,0.0,69.58019009453417,0.0,7.328557729383944,8.357826726713235,4.085150135475397,1.870695006803847,5.658878223956459,3.118702083132945
2024-05-09,0.0,69.55862045305986,0.0,7.326285899391357,8.372243305360005,4.088796270480791,1.8785849571641575,5.658987358584931,3.1164817559589006
2024-05-10,0.0,69.55401465164698,0.0,7.32580079175514,8.371688939994597,4.089338584883744,1.882187058892964,5.664202388009343,3.112767584817232
2024-05-13,0.0,69.49877245815692,0.0,7.319982388506461,8.439893510643138,4.091337486332903,1.8786611437120058,5.660042186330256,3.111310826318315
2024-05-14,0.0,69.49853720359225,0.0,7.31995761023759,8.440034192333103,4.092339142349544,1.8771315265122885,5.66070003049867,3.1113002944765555
2024-05-16,0.0,69.5007721862632,0.0,7.320193010564983,8.44199817607358,4.091962977698419,1.8722834593282462,5.661389840219426,3.1114003498521376
2024-05-17,0.0,69.49692983988194,0.0,7.318718910638757,8.449605396250739,4.098753961505251,1.8686912067587307,5.65652689168267,3.1107737932818997
2024-05-20,0.0,69.50544543154204,0.0,7.319615687256968,8.443024808822885,4.099256189663125,1.8673969943186115,5.653327408385115,3.111933480011252
2024-05-21,0.0,69.48898070130485,0.0,7.31788178717213,8.446608486120741,4.09050180880756,1.8688158694759234,5.653003442672878,3.1342079044459084
2024-05-22,0.0,69.4683958311809,0.0,7.31571399532008,8.446563611240055,4.09047413996619,1.8760432929770432,5.642126931305626,3.1606821980101065
2024-05-23,0.0,69.46722747169954,0.0,7.3155909554296805,8.45268009883416,4.092096843142326,1.8739819416500596,5.6376583294772225,3.160764359767006
2024-05-24,0.0,69.46288010486423,0.0,7.31513313440158,8.455533903541696,4.097084072508839,1.8706510177427897,5.6400117453054825,3.158706021635396
2024-05-27,0.0,69.46053040339265,0.0,7.314885687433289,8.457615751031112,4.098636817643238,1.8707568733580129,5.639651828595755,3.157922638545945
2024-05-28,0.0,69.45914308014072,0.0,7.3142052945813845,8.463255546530148,4.098593819381664,1.8682152149952571,5.63895813946365,3.1576289049071775
2024-05-29,0.0,69.45456213707712,0.0,7.3137229108875434,8.462697381109843,4.105425992713435,1.8674155762941573,5.638755347754813,3.1574206541631002
2024-05-30,0.0,69.4564414252351,0.0,7.313920804192667,8.471381927924103,4.102154850627071,1.858164983207688,5.6400916991794965,3.15784430963388
2024-05-31,0.0,69.45195479319366,0.0,7.313448351663351,8.470834707640238,4.101889866429579,1.8577405718781117,5.647844187724979,3.1562875214700825
2024-06-03,0.0,69.45458414605731,0.0,7.312656944938943,8.472454288306535,4.09434454350407,1.8615975108251248,5.64672577401698,3.15763679235103
2024-06-04,0.0,69.44014261365831,0.0,7.311643581698708,8.47694736620814,4.10228365546429,1.8612104331239616,5.650792117672287,3.1569802321743086
2024-06-05,0.0,69.44037738729115,0.0,7.311668301998251,8.476976026341223,4.102297525079192,1.8608786308078538,5.650811222716488,3.156990905765837
2024-06-06,0.0,69.4355783427615,0.0,7.31116299049092,8.475559369100973,4.1028253859749615,1.862271347189889,5.653463338004362,3.1591392264773845
2024-06-07,0.0,69.43628257583516,0.0,7.311237142142099,8.475645330352652,4.104050260493493,1.8622902348135844,5.654196826925397,3.156297629437611
2024-06-11,0.0,69.18566642971176,0.0,7.284848717992855,8.456338848197014,4.099511597557924,1.8545581123248476,5.9654798249392424,3.153596469276364
