date,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS VICKERS (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,43.53364300359372,13.582354050660975,7.346430382800298,0.0,6.15892750581381,0.0,19.471903348948274,9.906741708182931,0.0
2024-03-04,0.0,43.53154514024587,13.637329865293706,7.298314981990078,0.0,6.231683852041597,0.0,19.46650501824952,9.834621142179234,0.0
2024-03-05,0.0,21.069082963062122,6.49247986881083,3.5866097757162354,11.972351794224943,3.101453464627233,0.0,9.33631074738902,4.782496611965422,39.659214774204194
2024-03-06,0.0,21.085927272396074,6.5002623220167255,3.6583396868829796,11.98800773439724,2.9045443799503383,0.0,9.374068446041896,4.789275833518227,39.69957432479652
2024-03-07,0.0,21.091650914025433,6.515495184448099,3.6447718557987736,11.990242923924063,2.8476251175686453,0.0,9.402792899180383,4.7979586930565015,39.7094624119981
2024-03-08,0.0,21.111082443202157,6.559675575464764,3.5398988556532736,11.999363516389296,2.833760318232173,0.0,9.416965101364553,4.8012407385167455,39.73801345117704
2024-03-11,0.0,21.080044182351013,6.7007722619831265,3.4955298142301006,11.979626188381594,2.84018505206398,0.0,9.43723846809,4.789144001394527,39.67746003150566
2024-03-12,0.0,21.079967525901896,6.70008458115469,3.4730448416743007,11.981621700016738,2.820857422828442,0.0,9.479277407919973,4.78863879377347,39.67650772673049
2024-03-13,0.0,21.152319737200294,6.701061098028048,3.424023206111885,11.986874899522345,2.776403322222935,0.0,9.479139042141348,4.7906060201812934,39.68957267459185
2024-03-14,0.0,21.33572237085895,6.535662729507054,3.4520018842011857,11.999002050603455,2.700787722907724,0.0,9.45408826709071,4.7938469601509865,39.72888801467994
2024-03-15,0.0,21.347326057926786,6.569714191398755,3.3884760063674455,12.007060155246174,2.6706216106386464,0.0,9.473990117901861,4.803369404727789,39.73944245579254
2024-03-18,0.0,21.31995512739513,6.575970671772774,3.337181944509963,12.018596512592723,2.6656655650227887,0.0,9.520199100035597,4.804569374150818,39.75786170452021
2024-03-19,0.0,21.327355191368262,6.577470534348663,3.306311201554841,12.01817017389604,2.6119633486638847,0.0,9.580791913493423,4.80563048239166,39.772307154283226
2024-03-20,0.0,21.334007200051207,6.579756401443401,3.255679973316197,12.034413936418845,2.5815232281831335,0.0,9.607622221463748,4.8087280125421215,39.798269026581345
2024-03-21,0.0,21.29114205744055,6.576410525727006,3.2532600129339033,12.035456878071033,2.5762056714598653,0.0,9.663456458678768,4.8023503210132805,39.8017180746756
2024-03-22,0.0,21.28654600088414,6.570690159074111,3.2563781081734877,12.03286988528306,2.5364601980234958,0.0,9.722359451985653,4.801533406394538,39.79316279018152
2024-03-25,0.0,21.290114794128005,6.566917338681834,3.255564795170929,12.034422418721684,2.528133628465488,0.0,9.726942271249001,4.8011739806296045,39.79673077295345
2024-03-26,0.0,21.240904170473886,6.704922530100808,3.2301964238506535,12.019436370532949,2.5568200448221345,0.0,9.707555399673543,4.792985594773324,39.7471794657727
2024-03-27,0.0,21.24388691095457,6.711567593888633,3.21111791616627,12.017119389547899,2.5766012036181634,0.0,9.708577576747208,4.791611988028826,39.73951742104843
2024-03-28,0.0,21.263743322515598,6.7204669669877495,3.218252433305275,12.013987403144565,2.6033302361657547,0.0,9.700734992532684,4.789747561228924,39.68973708411945
2024-04-02,0.0,21.24812765360809,6.7175901658630215,3.2310647672153054,12.001650917521186,2.624737404826147,0.0,9.772021270965796,4.7848448067153395,39.619963013285115
2024-04-03,0.0,21.236268887770784,6.740928393336522,3.2435751940801554,11.992097063597624,2.6822783409953215,0.0,9.765851961844652,4.779342375594339,39.5596577827806
2024-04-05,0.0,21.217125001082003,6.726008957474989,3.4387108605043766,11.971652957663615,2.685417501902254,0.0,9.74519140644214,4.771194561137587,39.444698753793034
2024-04-08,0.0,21.352059057887377,6.723520487327793,3.439380899390723,11.960369972024623,2.716673920378717,0.0,9.659615211916126,4.769359689912793,39.37902076116185
2024-04-09,0.0,21.406106311077053,6.733958224143779,3.4429667480618797,11.972703343783113,2.719506285229345,0.0,9.574523235542802,4.783603044418855,39.36663280774317
2024-04-10,0.0,21.433265196016837,6.740899401489374,3.447549149164349,11.981331739206185,2.731737596890003,0.0,9.504521501189062,4.788035849726468,39.37265956631772
2024-04-11,0.0,21.27727779518343,6.864304464801917,3.4549404755784594,11.991559010522826,2.796465427377409,0.0,9.402885472741906,4.798717620809421,39.41384973298463
2024-04-12,0.0,21.281131034854507,6.882867254158443,3.478315437283678,11.973267786650629,2.781715902796881,0.0,9.421605977369174,4.798315056165344,39.38278155072135
2024-04-15,0.0,21.208280968068077,6.898848773226223,3.4732018096028376,12.009077659924015,2.820072965408899,0.0,9.420884639861532,4.792932198530705,39.37670098537771
2024-04-16,0.0,21.23556093443725,6.8767025288337225,3.465565771887736,12.00793425579177,2.827651931716751,0.0,9.436998376354166,4.800371910543299,39.349214290435306
2024-04-17,0.0,21.2422280226032,6.874733925225356,3.46237272311484,12.012659297681356,2.832108324950121,0.0,9.433981158206564,4.808494643019961,39.3334219051986
2024-04-18,0.0,21.264463907958493,6.84420571018052,3.4599261250810933,12.027235188256826,2.850854149118429,0.0,9.424820072774926,4.825728120940764,39.30276672568895
2024-04-19,0.0,21.264284404198193,6.846690309839119,3.460231505110608,12.027811639172068,2.8667757768260107,0.0,9.417228613932188,4.82288559473878,39.294092156183034
2024-04-22,0.0,21.23058050451314,6.855168435211848,3.467063281198679,11.998988251152532,2.876561790731901,0.0,9.42445615337166,4.821443378134916,39.325738205685326
2024-04-23,0.0,21.233263459047734,6.86632278311361,3.465893400543004,12.000493528283624,2.879408177896868,0.0,9.422526659926893,4.822048229836079,39.31004376135219
2024-04-24,0.0,21.226723042495767,4.190626040815035,3.462079072932805,11.996973978150468,2.87911152245467,0.0,9.434182808593878,4.823666622124575,41.98663691243281
2024-04-25,0.0,21.235512693597737,4.196934862014904,3.4384325408324443,11.998845022928757,2.885939829051577,0.0,9.434949700667456,4.826414891254148,41.982970459652975
2024-04-26,0.0,21.22717963645069,4.234507882401081,3.4566238369994036,11.993252404890594,2.888526107487913,0.0,9.422004722999247,4.8223267495443976,41.955578659226674
2024-04-29,0.0,21.22354736998867,4.236931795649,3.484720835682118,11.991200192150753,2.8955999657549953,0.0,9.417243989995981,4.822088258572195,41.92866759220629
2024-04-30,0.0,8.317628448118503,1.6712408512675279,1.3454493956038005,4.699333681369079,1.1272035798036604,0.0,3.6810301422981784,1.8894351501110431,16.460453133475525
2024-05-02,0.0,21.24498941752076,4.2684394351279416,3.3475204640360974,12.02105937921792,2.9552133050814358,0.0,9.373940210960194,4.833311517100399,41.955526270955254
2024-05-03,0.0,21.234863043894574,4.2646368169909605,3.3675833058749256,12.014930430407695,3.030301800000915,0.0,9.36400752388608,4.830259411124337,41.89341766782051
2024-05-06,0.0,21.482050281004195,4.259891649205526,3.364284544952835,12.00316104584152,3.027333427654329,0.0,9.183471957968433,4.827426678841784,41.852380414531375
2024-05-07,0.0,21.48116320898965,4.259602138697923,3.3652311787464293,12.008379068675382,3.028185251003039,0.0,9.16396873146781,4.829313691969395,41.864156730450375
2024-05-08,0.0,21.47869900470632,4.283492423165787,3.358333353590283,12.004889873073129,3.0317683557596142,0.0,9.154541686809802,4.829794002047564,41.8584813008475
2024-05-09,0.0,21.46436376958554,4.297231427307414,3.3852707032907845,12.010786024642261,2.9736123836011616,0.0,9.122565319382428,4.866993337940825,41.87917703424959
2024-05-10,0.0,21.27556764294407,4.312191510563852,3.3605930103946804,12.046888618229932,2.9579332554207896,0.0,9.145055031877089,4.89671146821317,42.00505946235642
2024-05-13,0.0,21.27255308342262,4.2980617414761575,3.304056277478045,12.044692288047587,2.9693566573028507,0.0,9.184481218134481,4.900808083488438,42.025990650649824
2024-05-14,0.0,21.299938701049307,4.313461855216655,3.281976852039338,12.071192047979038,2.8780342735696527,0.0,9.137749191997512,4.911172690359296,42.106474387789206
2024-05-16,0.0,21.37103059016955,4.310787203518846,3.3153384369769485,12.064541027912746,2.922098575488356,0.0,9.13044909900636,4.839071067617322,42.04668399930987
2024-05-17,0.0,21.618526982526753,4.302088954108752,3.337592258196076,12.022410467294149,2.9487126747630077,0.0,9.079235120954717,4.8223102346304785,41.86912330752607
2024-05-20,0.0,21.615737821009926,4.263499516705253,3.383628905413441,12.062642851622082,2.930009145511605,0.0,9.072093948242411,4.822917718099004,41.84947009339628
2024-05-21,0.0,21.62348604477339,4.314448520918967,3.335771058822843,12.057440444238916,3.0802184990903423,0.0,9.053133011064435,4.836856708863882,41.698645712227226
2024-05-22,0.0,21.606079060151153,4.306082976324346,3.4114516942553683,12.072046606661099,3.0982718869189774,0.0,9.064490484591865,4.834613218277702,41.606964072819494
2024-05-23,0.0,21.587221917107126,4.320709369775265,3.4351114801040965,12.073459942982868,3.057748382113983,0.0,9.152980313324932,4.834994912334346,41.53777368225738
2024-05-24,0.0,21.60408976728013,4.322732426518665,3.3671470514070054,12.091585139343616,3.0835250596464867,0.0,9.13773762396404,4.8420557359970795,41.55112719584297
2024-05-27,0.0,21.51899901107239,4.347392288065576,3.369008687543252,12.10241452659859,3.1125643471432296,0.0,9.164955114776001,4.847166207744532,41.53749981705643
2024-05-28,0.0,21.514294874926748,4.363228686956641,3.352305937318863,12.11408662640672,3.098535033918065,0.0,9.176418939669565,4.848505831812055,41.53262406899134
2024-05-29,0.0,21.517267360706192,4.379720303434125,3.3739278240463744,12.10261509823999,3.0951735160241736,0.0,9.167206111419318,4.849175717333305,41.51491406879652
2024-05-30,0.0,21.52011469959802,4.3815748689667275,3.3722091297525347,12.10755691415528,3.088109963102403,0.0,9.172433236747173,4.850791860056939,41.50720932762092
2024-05-31,0.0,8.355362403969679,1.7067974071563858,1.3129543203152312,4.715527571483405,1.2031531543578406,0.0,3.5603385277594066,1.8828901514562228,16.078679453334097
2024-06-03,0.0,21.477020033594705,4.399461805767329,3.379892124081737,12.152281324334137,3.130433397560069,0.0,9.176980158762133,4.853687523827486,41.4302436320724
2024-06-04,0.0,21.484330106938014,4.404083186925077,3.3775801118089017,12.158822226759547,3.1072321739298316,0.0,9.183797448798797,4.856299995975676,41.427854748864156
2024-06-05,0.0,21.475489487169234,4.392673240366408,3.377961084262434,12.155456786772517,3.1457440526130136,0.0,9.181620159780564,4.8571233568092715,41.41393183222656
2024-06-06,0.0,21.485016769678555,4.390982712677717,3.3881424950260213,12.160849374955738,3.1130609972074077,0.0,9.190994128282975,4.85927814757344,41.41167537459815
2024-06-07,0.0,21.4943781286217,4.3928959327476464,3.4060224089442968,12.166148047852895,3.1238955092003344,0.0,9.189201118453132,4.861395411312708,41.36606344286729
2024-06-11,0.0,21.538889738465635,4.386039142792947,3.386510598904134,12.136311384597711,3.1592719771272884,0.0,9.19378519038752,4.862680355994681,41.33651161173009
2024-06-12,0.0,21.549420483913067,4.371054602099545,3.356443106905952,12.1422450426188,3.1821436330066364,0.0,9.198953471898825,4.865057806719532,41.33468185283764
2024-06-13,0.0,21.55773206667086,4.331100111505465,3.3455744066469153,12.146928290347548,3.219920238926105,0.0,9.207176631350805,4.866934253031033,41.32463400152127
2024-06-14,0.0,21.469726639498816,4.338263255692226,3.3178909930612317,12.167017920356068,3.2327858290803717,0.0,9.218078548730405,4.874983605598372,41.3812532079825
2024-06-17,0.0,21.475441040801975,4.3396759548744415,3.29666348042654,12.170395240115878,3.2439473511759083,0.0,9.216284581405661,4.876281135517428,41.38131121568217
2024-06-18,0.0,21.475185297885446,4.338373869968797,3.300871630334045,12.17032969829094,3.2491485140533007,0.0,9.213078586349928,4.876223065727054,41.376789337390484
2024-06-19,0.0,21.47842089467689,4.337836477088842,3.2957115141353985,12.172143511855053,3.2477125354202685,0.0,9.214228482805817,4.876957750503319,41.37698883351442
2024-06-20,0.0,21.48265976504262,4.339744864552219,3.299637949722684,12.174545743316706,3.2319535777953443,0.0,9.21604695541376,4.87792024173044,41.37749090242623
2024-06-21,0.0,21.48458779146124,4.339386955745679,3.2988109484081893,12.17635136049349,3.230321118940152,0.0,9.218894595900737,4.878723253879619,41.37292397517089
2024-06-24,0.0,21.48376014489899,4.341721786934572,3.302436863773356,12.175902150413286,3.230832105606278,0.0,9.221101026119934,4.878575026011273,41.365670896242314
2024-06-25,0.0,21.60577033135296,4.348695863096761,3.2844549596630546,12.16561720251705,3.242314004180981,0.0,9.21356509992221,4.874422377157188,41.265160162109794
2024-06-26,0.0,21.617682044596418,4.349497296875106,3.245286678274703,12.17230200640369,3.2590436128724787,0.0,9.218627800380762,4.877100791010717,41.26045976958612
2024-06-27,0.0,21.60777837099944,4.350723492940398,3.256877855594822,12.169401836430263,3.278272432953744,0.0,9.220896845178764,4.875938774059114,41.24011039184346
2024-06-28,0.0,21.609871311843474,4.3455079411059065,3.2597140740777726,12.170679813475346,3.2840879940860996,0.0,9.218356200977503,4.876411060068254,41.235371604365646
2024-07-02,0.0,21.610613373875843,4.343176017806178,3.2537521694034908,12.171097742821956,3.2983532108900917,0.0,9.221034799319309,4.8748119368899925,41.227160748993136
2024-07-03,0.0,21.598711263246486,4.33825948096475,3.250680637839176,12.168887632755775,3.343379184590663,0.0,9.219360381591244,4.874661020853242,41.20606039815866
2024-07-04,0.0,21.59392993962846,4.333615944999429,3.262118675049265,12.16555804291931,3.3756050654377345,0.0,9.220841358314114,4.869140999881279,41.179189973770406
2024-07-05,0.0,21.59151907694167,4.334854729730613,3.273749983242607,12.16469159331941,3.3931204338578205,0.0,9.22018463592806,4.8661953209193385,41.15568422606048
2024-07-08,0.0,21.592611427843792,4.33872457308395,3.2736973691500477,12.165307025322534,3.3895622021611884,0.0,9.221047897794637,4.866877986953979,41.15217151768987
2024-07-09,0.0,21.594234477272277,4.338813889427694,3.276713729485451,12.167004009406643,3.379200945477169,0.0,9.223762845990228,4.867120347933578,41.15314975500696
2024-07-10,0.0,21.554850964416676,4.341684422905323,3.2645655779857043,12.175053626933806,3.3618786772212195,0.0,9.223094417144399,4.87069780957522,41.20817450381765
2024-07-11,0.0,21.552822281434814,4.341099984280131,3.2771448934769243,12.17347040314812,3.3666231845848884,0.0,9.225170836263509,4.869687221651068,41.193981195160546
2024-07-12,0.0,21.553253779462942,4.3411529578794195,3.2543130294938187,12.179288182876803,3.3608555222014567,0.0,9.229226269592273,4.889791418651558,41.192118839841726
2024-07-15,0.0,21.553502265771947,4.34274027982987,3.2547586988030313,12.179172066603774,3.3696622118720967,0.0,9.229336902138595,4.889151790421993,41.1816757845587
2024-07-16,0.0,21.639887992607836,4.342180653833848,3.253778171709962,12.178139272672558,3.3651741076275434,0.0,9.22700810970159,4.88537647160183,41.10845522024483
2024-07-17,0.0,21.641383705289165,4.3418650688979445,3.2502889508208,12.178981005187595,3.365625180250099,0.0,9.228201989397222,4.8845621686279355,41.10909193152924
2024-07-18,0.0,21.65013002565423,4.343580085439614,3.2457608821593125,12.183903115115594,3.368197437079428,0.0,9.229785629905289,4.881827156037245,41.09681566860929
2024-07-19,0.0,21.576675668660176,4.390402124985035,3.2488578179319556,12.189334933594791,3.3771534710128734,0.0,9.233920324430898,4.883983690059476,41.09967196932479
2024-07-22,0.0,21.50557764800245,4.696056325839582,3.2379702044953107,12.147906282075187,3.385446940172004,0.0,9.202727322854306,4.867527074708889,40.95678820185227
2024-07-23,0.0,21.522991008273134,4.698717409187229,3.238953219044433,12.14505503410476,3.418918172527574,0.0,9.201438841947146,4.863690881947045,40.910235432968676
2024-07-24,0.0,21.53109304681812,4.699921686621696,3.2372249938368967,12.147860555302508,3.4079003424978973,0.0,9.20372287586399,4.863308732326597,40.908967766732296
2024-07-25,0.0,21.538647028162668,4.701749020937011,3.231299394092614,12.150534946749952,3.4061538149961277,0.0,9.200220503789804,4.862576169981179,40.90881912129065
