date,CHINA INDUSTRIAL SECURITIES,FUTU SECURITIES INTERNATIONAL,FORTUNE (HK) SECURITIES LTD,KINGSTON SECURITIES LTD,DL SECURITIES (HK) LTD,FOSUN INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-04-05,42.89447121727607,45.80401635313939,0.0,0.0,0.0,5.246533765919516,4.4310324376450465,0.0,0.0,1.6239462260199802
2024-04-09,42.8923676100182,45.80652559253655,0.0,0.0,0.0,5.246276468272629,4.43096374383757,0.0,0.0,1.6238665853350505
2024-04-10,42.90435455810429,45.79821836404242,0.0,0.0,0.0,5.240755978925092,4.432350698484737,0.0,0.0,1.6243204004434662
2024-04-12,42.899252910320556,45.78385455483604,0.0,0.0,0.0,5.260941619286022,4.431823658925454,0.0,0.0,1.6241272566319267
2024-04-15,42.90052820852111,45.77585136497713,0.0,0.0,0.0,5.269421784810033,4.430023103413213,0.0,0.0,1.6241755382785135
2024-04-16,42.900591975421506,45.775770766764715,0.0,0.0,0.0,5.269429617223949,4.430029688153629,0.0,0.0,1.6241779524361966
2024-04-17,42.88478358797788,45.75355387725696,0.0,0.0,0.0,5.309685801853748,4.42839727185184,0.0,0.0,1.623579461059569
2024-04-18,42.8797721606773,45.74531530147883,0.0,0.0,0.0,5.323475293678838,4.428002513147684,0.0,0.0,1.6234347310173443
2024-04-19,42.8881271221462,45.7310132277163,0.0,0.0,0.0,5.326732998667513,4.429970426194569,0.0,0.0,1.6241562252754096
2024-04-22,42.89469413185067,45.72270358617448,0.0,0.0,0.0,5.3275486255004525,4.4306487411673,0.0,0.0,1.6244049153070956
2024-04-23,42.89609705477542,45.721077046052,0.0,0.0,0.0,5.327574204834597,4.430793650900689,0.0,0.0,1.6244580434372962
2024-04-24,41.25222727349932,43.96851911369414,0.0,0.0,0.0,5.123410216869667,4.239979987850638,3.853658055963661,0.0,1.5622053521225703
2024-04-25,41.2525221618992,43.97112091488894,0.0,0.0,0.0,5.120444503215035,4.240010297024148,3.853685603544311,0.0,1.5622165194283626
2024-04-29,41.26048574264197,43.9603048367648,0.0,0.0,0.0,5.1214329778852665,4.24082880853765,3.8544295371234654,0.0,1.5625180970468489
2024-05-17,41.289851247673404,43.981105187376684,0.0,0.0,0.0,5.03726481220782,4.270769159194684,3.8573198246541978,0.0,1.563689768893212
2024-05-20,41.25974171729011,43.96858860669795,0.0,0.0,0.0,5.030257296774194,4.3247126064433585,3.854253171340921,0.0,1.562446601453462
2024-05-21,40.90095970562119,43.59641802722598,0.0,0.8534576810817356,0.0,4.986705828845103,4.292514481384258,3.820883430296084,0.0,1.5490608455456432
2024-05-22,40.89061587614265,43.61652272702952,0.0,0.8532714141727852,0.0,4.978673172032417,4.29214452367229,3.8200495235168765,0.0,1.5487227634334635
2024-05-23,40.92117166867064,43.65269882366336,0.0,0.853876473621842,0.0,4.982203576539669,4.217470144620664,3.822758341627594,0.0,1.5498209712562268
2024-05-24,40.92453796718498,43.64806352539349,0.0,0.8539467160657255,0.0,4.982613427573105,4.217817086384627,3.8230728132128724,0.0,1.5499484641851993
2024-05-27,40.93649860903027,43.632587177872054,0.0,0.8541962912920605,0.0,4.984069650602635,4.218056669830146,3.8241901478717004,0.0,1.5504014535011357
2024-05-28,40.936905161428555,43.63302050591826,0.0,0.8542047745664644,0.0,4.984119148863076,4.217105431202108,3.8242281270279297,0.0,1.5504168509936094
2024-05-29,40.93649860903027,43.632161555218275,0.0,0.8541962912920605,0.0,4.984069650602635,4.218482292483926,3.8241901478717004,0.0,1.5504014535011357
2024-05-30,40.95497585647035,43.608848235723755,0.0,0.8545818444481167,0.0,4.9863192784731645,4.218257288228049,3.8259162482960436,0.0,1.5511012483605202
2024-05-31,40.95381327391372,43.6073264496517,0.0,0.854557585565654,0.0,4.986177732600075,4.221260098175188,3.825807642604052,0.0,1.5510572174896138
2024-06-03,40.96189458766891,43.59634058636572,0.0,0.8547262132810916,0.0,4.987019680373725,4.2220930688943605,3.8265625796771903,0.0,1.5513632837389995
2024-06-04,40.96078975948368,43.59786191132633,0.0,0.8547031595229442,0.0,4.986885169996248,4.221979190191481,3.826459369260946,0.0,1.5513214402183653
2024-06-05,40.96881565689495,43.5868104209441,0.0,0.8548706309002221,0.0,4.987862305178727,4.22280644894435,3.8272091294712935,0.0,1.5516254076663611
2024-06-06,40.969281022761486,43.58616962202347,0.0,0.854880341398452,0.0,4.987918962439294,4.222854415915101,3.8272526028415728,0.0,1.5516430326206294
2024-06-07,40.968641147420605,43.58705071678624,0.0,0.8548669895202593,0.0,4.987841059037851,4.222788461611256,3.827192827212058,0.0,1.5516187984117382
2024-06-11,40.96625633359324,43.590334554807825,0.0,0.854817227102955,0.0,4.987550713251583,4.222542650082457,3.8269700435873473,0.0,1.5515284775745903
2024-06-12,40.96794312438966,43.585172215771195,0.0,0.8548524243106169,0.0,4.987756076284302,4.225556177724026,3.8271276195639055,0.0,1.5515923619562886
2024-06-13,40.9626156655739,43.59540446328861,0.0,0.8547412595623589,0.0,4.987107470006979,4.222110607152149,3.8266299410567375,0.0,1.5513905933592642
2024-06-14,40.964011372350825,43.5934826066161,0.0,0.8547703829019969,0.0,4.987277394206887,4.2222544658460235,3.826760324657851,0.0,1.5514434534203134
2024-06-18,40.96313904446966,43.59525164856792,0.0,0.8547521805821553,0.0,4.987171190224995,4.221596686829269,3.826678833865961,0.0,1.5514104154600372
2024-06-19,40.96249936096887,43.59613246941634,0.0,0.8547388327069694,0.0,4.987093310179656,4.221530762053712,3.8266190761576904,0.0,1.5513861885167688
2024-06-20,40.96183921573745,43.59565903664253,0.0,0.8547072848409372,0.0,4.986909239741272,4.22307845711305,3.826477838084314,0.0,1.5513289278404465
2024-06-21,39.93925259946976,42.49569388676876,0.0,0.8333700537243949,0.0,4.8624141793939355,4.117651953021088,3.7309522196163183,2.5080641335338756,1.512600974471862
2024-06-24,39.937483654325,42.50142421171191,0.0,0.8333331430209044,0.0,4.862198818730062,4.1142861706400895,3.7307869724125107,2.5079530491348696,1.5125339800246553
2024-06-25,39.93759420880583,42.50168027308567,0.0,0.8333354498440828,0.0,4.862212278212655,4.113882331492602,3.730797299933903,2.507959991621524,1.5125381670037432
2024-06-26,39.936378143179674,42.50343104780223,0.0,0.8333100754915289,0.0,4.862064228002428,4.113757067289976,3.7306837003432305,2.5078836263822555,1.5124921115086747
2024-06-27,39.93781531960369,42.506067885366996,0.0,0.8333400635287541,0.0,4.862239197401394,4.109199161209343,3.7308179551482197,2.5079738767101416,1.5125465410314616
2024-06-28,39.93825754854447,42.50543125863875,0.0,0.8333492910513576,0.0,4.862293036673091,4.109244662115639,3.7308592662629945,2.5080016473486237,1.5125632893650738
2024-07-02,39.93842338692217,42.50519251998083,0.0,0.8333527514250186,0.0,4.862313226707375,4.109261725215287,3.7308747581669013,2.508012061496611,1.512569570085803
2024-07-03,39.94505805155805,42.49591821818998,0.0,0.8334911899401178,0.0,4.863120965593342,4.109667494839634,3.7314945398387795,2.5084286983470334,1.5128208416930655
2024-07-04,39.980203212400404,42.451004810127145,0.0,0.8342245267622431,0.0,4.867399721886824,4.108156722173768,3.7347776487434086,2.510635708033969,1.5135976498722332
2024-07-05,39.98363802264734,42.44675346115727,0.0,0.8342961973072262,0.0,4.86781789370931,4.121119443749694,3.735098513859321,2.510851403717417,1.500425063852419
2024-07-08,39.97001305560798,42.47384568645238,0.0,0.8340118995606595,0.0,4.866159118729458,4.119438072846842,3.733825728373636,2.509995797041581,1.4927106413874678
2024-07-09,46.48403521985024,37.86485350929001,0.0,0.743512646057217,0.0,4.338128561964056,3.672434773921868,3.3286655126647657,2.237634280318977,1.3307354959328612
2024-07-10,46.48598701903515,37.8666903928886,0.0,0.7435438651062878,0.0,4.338310713873871,3.668143123379392,3.328805278642562,2.2377282354316037,1.3307913716425321
2024-07-11,46.48793898213353,37.86408139315963,0.0,0.7435750867771566,0.0,4.338492881080934,3.6682971500114068,3.328945056358005,2.237822198434648,1.3308472520446848
2024-07-12,46.495174157356104,37.865527660146725,0.0,0.7436908134830886,0.0,4.339168104738592,3.657751243518902,3.329463158500548,2.238170483088197,1.331054379167845
2024-07-15,46.497643819915844,37.868156579915095,0.0,0.7437303157624406,0.0,4.339398586314432,3.6579455305919737,3.3296400080479605,2.238289366949686,1.3251957925025684
2024-07-16,46.49902235031348,37.866314537441994,0.0,0.7437523653710593,0.0,4.339527237840987,3.6580539788635966,3.329738722941602,2.2383557262246416,1.3252350810026448
2024-07-17,46.50022863146504,37.86470266067852,0.0,0.7437716598511241,0.0,4.339639814184512,3.658148876376341,3.3298251032751685,2.2384137938180353,1.3252694603512591
2024-07-18,46.50045840639949,37.86439562705109,0.0,0.7437753351036857,0.0,4.339661257959805,3.658166952651297,3.3298415571801776,2.2384248546536027,1.3252760090008535
2024-07-22,46.500573294718265,37.8642421090995,0.0,0.7437771727435869,0.0,4.339671979926923,3.6581759908557663,3.3298497841936614,2.2384303851123786,1.3252792833499205
2024-07-23,46.50063073909054,37.864165349839226,0.0,0.7437780915669429,0.0,4.33967734093035,3.658180509974749,3.3298538977156475,2.238433150352014,1.3252809205305214
2024-07-26,46.49982653079382,37.863510505476064,0.0,0.7437652282465393,0.0,4.339602288087685,3.6598467000742008,3.3297963093326755,2.2383944376188194,1.3252580003701957
2024-07-29,46.49925211332668,37.86304277336986,0.0,0.7437560404329403,0.0,4.339548680503728,3.6610368005750153,3.3297551759929456,2.2383667864863477,1.3252416293124807
2024-07-30,46.498930445743966,37.86297849682897,0.0,0.743750895356476,0.0,4.339518660835224,3.661505595621374,3.3297321417665913,2.238351302150564,1.32523246169683
2024-08-01,46.50387083143837,37.86700133596785,0.0,0.7438299168790873,0.0,4.339979722965193,3.6512698909500423,3.3300859168079024,2.2385891209271715,1.3253732640643847
2024-08-02,46.502894160321134,37.870035819802546,0.0,0.7438142950140045,0.0,4.3398885750076355,3.6494636363865336,3.3300159785710477,2.238542106231434,1.325345428665666
2024-08-05,46.504502816963736,37.867886581967184,0.0,0.7438400254944003,0.0,4.340038703095583,3.649589880871455,3.3301311725266207,2.2386195432532356,1.3253912758277848
2024-08-08,46.50513481966665,37.867042197848676,0.0,0.7438501343844683,0.0,4.34009768482907,3.6496394793088,3.3301764294754017,2.238649966406187,1.3254092880807495
2024-08-09,46.52654112346036,37.884472389422136,0.0,0.7441925284451538,0.0,4.300267974127966,3.647116885344162,3.3317093089867167,2.239680416515718,1.3260193736977826
2024-08-14,46.56549544840251,37.9161911463313,0.0,0.7448156032938867,0.0,4.22014341794573,3.650170432262182,3.334498781057951,2.2415555879040228,1.327129582802421
2024-08-15,46.563824968668605,37.918418326424515,0.0,0.7447888839524771,0.0,4.2199920255040535,3.6500394868985895,3.3343791600256223,2.2414751748611477,1.3270819736649904
2024-08-22,46.56411297386504,37.918034341257126,0.0,0.7447934905987088,0.0,4.220018126874228,3.6500620630151372,3.334399783729229,2.2414890387672695,1.3270901818932614
2024-08-23,46.566559700831625,37.90281382309074,0.0,0.7448128391351829,0.0,4.220127756154935,3.6625275481104795,3.3344864060703876,2.2415472690458236,1.3271246575608295
2024-08-29,46.56621406788476,37.903274729663785,0.0,0.744807310879325,0.0,4.220096432922086,3.6625003635772533,3.334461656370813,2.241530631514662,1.3271148071873171
2024-08-30,46.5662716730196,37.90319791237675,0.0,0.7448082322496024,0.0,4.220101653428603,3.662504894304767,3.3344657812952283,2.241533404419371,1.3271164489060814
2024-09-02,46.56638688371684,37.90329168956144,0.0,0.7448100749969958,0.0,4.2201120944803865,3.6622665434644976,3.334474031174675,2.2415389502493706,1.327119732355795
2024-09-04,46.56419797795025,37.90621061567968,0.0,0.7447750643556883,0.0,4.219913723330778,3.6620943944769504,3.334317290445496,2.241433584171764,1.327057349589394
2024-09-05,46.56408277808396,37.90735383611646,0.0,0.7447732217815314,0.0,4.218913682912721,3.6620853344522337,3.3343090413416197,2.241428038863128,1.3270540664483572
2024-09-09,46.57180242962448,37.89866814049713,0.0,0.7448966944112032,0.0,4.218004750624693,3.662692455241627,3.334861821561736,2.2417996352176752,1.3272740728214503
2024-09-10,46.57422254878754,37.89544102418546,0.0,0.7449354032150415,0.0,4.218223940640846,3.6628827882701316,3.335035118762606,2.2419161310794173,1.3273430450589565
2024-09-11,46.62752887893029,37.93893796010032,0.0,0.7457880158914465,0.0,4.101041328417156,3.6745072408210144,3.33885221915311,2.244482106739247,1.3288622499474219
2024-09-12,46.629723743047634,37.94505943720977,0.0,0.745823121834107,0.0,4.101234373784815,3.66563737542796,3.3390093865412416,2.2445877596305017,1.328924802523967
2024-09-13,46.63035913701565,37.944213853497196,0.0,0.7458332846975079,0.0,4.101290258730582,3.6656873247669295,3.339054885125687,2.244618345218591,1.328942910947858
2024-09-16,46.62937717181806,37.93994634740358,0.0,0.7458175785708054,0.0,4.101203891729044,3.6711844384807457,3.3389845696541625,2.2445710769337723,1.328914925409846
2024-09-17,46.62781766503531,37.942021928946346,0.0,0.7457926349056095,0.0,4.101066728085125,3.671061656719981,3.3388728982272706,2.2444960078672067,1.3288704802131575
2024-09-23,46.62764439294303,37.942128671649364,0.0,0.7457898634902458,0.0,4.100927619348188,3.6712957526058814,3.3388604907520367,2.2444876671697678,1.3288655420414823
2024-09-24,46.6287995645502,37.9405912255293,0.0,0.7458083399817441,0.0,4.10102921734248,3.6713867067312744,3.3389432089954605,2.244543272990295,1.3288984638792438
2024-09-25,46.62827973024393,37.941283085710324,0.0,0.7458000254472795,0.0,4.1009834976220905,3.6713457768171534,3.338905985278725,2.2445182500301053,1.328883648850388
2024-09-26,46.61673084668968,37.93188579585124,0.0,0.7456153058372386,0.0,4.099967766800668,3.6952044397787223,3.3380790056722356,2.2439623281720626,1.3285545111981623
2024-09-27,46.61257464894952,37.9317234614384,0.0,0.7455488291754722,0.0,4.099602226865592,3.700571115020327,3.3377813932878433,2.2437622637104844,1.3284360615523627
2024-09-30,46.614049277760216,37.93157831442009,0.0,0.7455922223195635,0.0,4.0998408358247715,3.6985574498940563,3.3379756620242103,2.243892857301951,1.328513380455135
2024-10-02,46.635590655751884,37.90946147570638,0.0,0.7459367768935059,0.0,4.089841705758625,3.705222366659729,3.339518214035391,2.24492980957194,1.329498995622544
2024-10-03,46.63951991607447,37.9115403863716,0.0,0.7459996254548599,0.0,4.090186293497604,3.6982242279334194,3.3397995836123693,2.2451189551044335,1.3296110119512525
2024-10-04,46.63836418254364,37.91097263534167,0.0,0.7459811394845353,0.0,4.09008493813513,3.70023889679246,3.3397168229327576,2.245063320756958,1.3295780640128467
2024-10-07,46.63824861234087,37.90567487653402,0.0,0.7459792909378921,0.0,4.091313806480888,3.699486325410352,3.339708547090386,2.245057757473859,1.3345307837317357
2024-10-08,46.623558321230796,37.91594591003374,0.0,0.7457621504694316,0.0,4.089379716607143,3.6995242535414476,3.338736421071278,2.2444042636046584,1.3426889634415091
2024-10-09,46.62985391489667,37.910288063248544,0.0,0.7458628509659144,0.0,4.086587119263816,3.7141462378476366,3.3391872516947085,2.2447073262145145,1.3293672358681947
2024-10-10,46.63158694547654,37.91021039766769,0.0,0.7458905714715688,0.0,4.085376258207867,3.7098243941433093,3.3393113548846878,2.2447907523055823,1.3330093258427584
2024-10-14,46.637769137101074,37.90222663594582,0.0,0.745989458057804,0.0,4.085917877752492,3.7100684207287147,3.3397540647309993,2.245088355872108,1.333186049810984
2024-10-15,46.6386359304859,37.89574462115237,0.0,0.7460033227588684,0.0,4.085993817203561,3.7154652619099635,3.339816136240503,2.245130082304809,1.3332108279440313
2024-10-16,46.642450204182154,37.89599383690588,0.0,0.7460643335666364,0.0,4.0863279843255,3.710440803016165,3.3400892782950384,2.245313697036388,1.3333198626722376
2024-10-17,46.6422768145703,37.89238336885974,0.0,0.7460615601316078,0.0,4.086312793725091,3.714268344513383,3.340076861777875,2.2453053502606783,1.333314906161324
2024-10-18,46.641120916768095,37.89144431258617,0.0,0.7460430710916948,0.0,4.086211525941871,3.716654515884183,3.3399940873558833,2.24524970667514,1.3332818636969566
2024-10-22,46.64135209174521,37.89163212011737,0.0,0.7460467688263652,0.0,4.0862317790969716,3.7161772910715984,3.340010641912067,2.2452608351716115,1.333288472058811
2024-10-23,46.64201325892564,37.891162604780064,0.0,0.7460375245584171,0.0,4.086181146585656,3.716131243906653,3.339969255829299,2.245233014137273,1.333271951277001
2024-10-24,46.64178208353601,37.891470439577084,0.0,0.7460338269153831,0.0,4.086160893932466,3.7161128253601925,3.339952701683367,2.245221885916586,1.3332653430789134
2024-10-30,46.63966047415754,37.90329878898876,0.0,0.7459959281874999,0.0,4.077527903388659,3.715428433289757,3.3397830311483094,2.245107828014354,1.3331976128251228
2024-10-31,46.64116301046498,37.90129829097498,0.0,0.7460199610804479,0.0,4.077659264416101,3.7155481289749743,3.3398906250975844,2.24518015607145,1.3332405629194823
2024-11-04,46.627874701914315,37.90908078714213,0.0,0.7458074161354264,0.0,4.076373646389951,3.724523167010268,3.3389390729859483,2.244540492633833,1.3328607157881325
2024-11-05,46.62377418816929,37.91441727948265,0.0,0.7457418288964508,0.0,4.076139025902421,3.7241956277746153,3.338645442498818,2.2443431049295866,1.3327435023461685
2024-11-06,46.6085072555432,37.93446036211079,0.0,0.7455174415387914,0.0,4.074912550425207,3.722951225413413,3.337640872552524,2.2436678012259694,1.332342491190107
2024-11-07,46.60839183111777,37.934614065365274,0.0,0.7455155952895248,0.0,4.074902459039159,3.722942005647936,3.3376326069953817,2.2436622448569272,1.3323391916880292
2024-11-08,46.55109655300299,38.00682934042927,0.0,0.7445991396536858,0.0,4.069274862338042,3.7230649293670175,3.3335296851619995,2.240904130979484,1.3307013590675094
2024-11-11,46.53814684628107,38.03235842472276,0.0,0.7443920051026678,0.0,4.060848293847515,3.7210401435381257,3.3326023550888504,2.2402807503625515,1.330331181056455
2024-11-12,46.53768654490185,38.03630949537836,0.0,0.7443846424402102,0.0,4.060684493141487,3.717788816220429,3.3325693928511084,2.2402585921033786,1.3303180229631713
2024-11-13,46.54205977567495,38.055216079496326,0.0,0.74445459361456,0.0,4.036336658575887,3.7181381835754923,3.3328825604385908,2.2404691132646577,1.3304430353595311
2024-11-14,46.54631871126117,38.05362841150089,0.0,0.7445227166021621,0.0,4.036706012616427,3.714397691734636,3.3331875433338425,2.240674132416846,1.330564780534026
2024-11-15,46.550290583217475,38.04834242835723,0.0,0.7445862479185106,0.0,4.037050471208454,3.7147146472412116,3.333471969567646,2.240865332730774,1.3306783197586987
2024-11-18,46.542289968483644,38.037722671213054,0.0,0.7444582756194965,0.0,4.009277768230497,3.7624224618477164,3.3328990445736144,2.240480194421797,1.3304496156101817
2024-11-19,46.542692811378,38.03879379636125,0.0,0.7444647192157758,0.0,4.007705035746367,3.7624550271803487,3.3329278922022683,2.2404995867105497,1.3304611312054457
2024-11-21,46.5641110708935,38.05394827880194,0.0,0.744807310879325,0.0,3.966128619801694,3.7639390419789684,3.334461656370813,2.241530631514662,1.3310733897590914
2024-11-22,46.566645717185736,38.056019687375866,0.0,0.7448478533281236,0.0,3.9607774501981807,3.7642676386930494,3.3346431627000337,2.2416526458122275,1.3311458447067848
2024-11-25,46.5718887021555,38.06030445249384,0.0,0.7449317164889679,0.0,3.9612233980718177,3.7534323618429815,3.335018613491309,2.2419050357138066,1.3312957197417776
2024-11-26,46.57223443496049,38.06479372612663,0.0,0.7449372465917627,0.0,3.9612528047571547,3.7485111345028383,3.335043371459519,2.241921678803407,1.3313056027981942
2024-12-02,46.569929646549326,38.06785880443767,0.0,0.7449003807906299,0.0,3.9610567684348936,3.748325626439359,3.334878325281114,2.241810729540037,1.3312397185269695
2024-12-04,46.56474470659832,38.075001536334426,0.0,0.7448174460777541,0.0,3.960615757644396,3.747660885644067,3.3345070311006904,2.2415611338437924,1.3310915027565497
2024-12-05,46.56462949882387,38.07490733338718,0.0,0.7448156032938867,0.0,3.960605958519977,3.7477753204828304,3.334498781057951,2.2415555879040228,1.331211916530281
2024-12-06,46.56474470659832,38.075001536334426,0.0,0.7448174460777541,0.0,3.960615757644396,3.747537178255335,3.3345070311006904,2.2415611338437924,1.3312152101452817
2024-12-11,46.562555856363204,38.077912419842995,0.0,0.7447824347434874,0.0,3.9604295825716673,3.747361019281729,3.334350287269171,2.2414557656806946,1.331152634247055
2024-12-12,46.561519104389795,38.07953856152433,0.0,0.7447658515760736,0.0,3.960341400488236,3.7470301836989366,3.3342760453342772,2.2414058579029614,1.331122995085392
2024-12-13,46.560252025784806,38.080728821209746,0.0,0.744745584263185,0.0,3.960728409531488,3.7469282157677064,3.3341853096812866,2.2413448625260437,1.3310867712357384
2024-12-18,46.56036721189922,38.080575638184655,0.0,0.7447474267005934,0.0,3.960738208037636,3.7469374853503092,3.3341935581729474,2.241350407423129,1.3310900642315115
2024-12-23,46.56042480517014,38.08049904638789,0.0,0.744748347922716,0.0,3.960743107308891,3.74694212015881,3.3341976824340827,2.2413531798819606,1.3310917107355082
2024-12-27,46.56088555646693,38.07988630519233,0.0,0.7447557177817439,0.0,3.9607823019152666,3.746979199039599,3.334230676890476,2.2413753597995303,1.331104882914122
2025-01-02,46.56128872133209,38.07935014669813,0.0,0.7447621665280455,0.0,3.960816597832185,3.747011643662279,3.3342595475754986,2.241394767587503,1.3311164087842644
2025-01-03,46.5620950720085,38.07827780185407,0.0,0.7447750643556883,0.0,3.960885191447837,3.747076534593273,3.334317290445496,2.241433584171764,1.3311394611233658
2025-01-06,46.563131849631674,38.07714642439966,0.0,0.7447916479333779,0.0,3.96072598052267,3.7471599690928885,3.3343915342171715,2.2414834931842407,1.3311691010183164
2025-01-09,46.586240928664466,38.096043945917465,0.0,0.7451612847763343,0.0,3.913062108153959,3.7490196682246806,3.336046378176967,2.242595931655132,1.3318297544309945
2025-01-14,46.58664453274907,38.09637399441756,0.0,0.7451677405480862,0.0,3.9123534159024635,3.7489283826240185,3.336075280314547,2.242615360586509,1.3318412928577523
2025-01-15,46.598179033075844,38.10580636806659,0.0,0.745352238436549,0.0,3.8885628424014147,3.749856588896184,3.3369012672856386,2.24317061516363,1.332171046674147
2025-01-16,46.59921741827087,38.10417953137091,0.0,0.7453688477278458,0.0,3.8888970923589596,3.7499401500062133,3.33697562617573,2.243220601562348,1.3322007325271308
2025-01-17,46.594429694016874,38.10954857821208,0.0,0.7452922666024935,0.0,3.8884975370024133,3.7505451614624623,3.336632776659675,2.242990127269513,1.3320638587744873
2025-01-20,35.63003738661645,29.14121251172621,19.726607619793317,0.5699134316566776,3.805228533184699,2.973473729177387,2.8679833284948875,2.5517552067178664,1.7151796893091105,1.0186085633233968
2025-01-21,35.63000366017203,29.14118492743059,19.726588947111946,0.5699128921918022,3.8052249312567183,2.9734709145663505,2.868075271074853,2.551752791294351,1.7151780657656985,1.0186075991356605
2025-01-22,35.63155514270201,29.138478077828054,19.727447927044125,0.5699377086331443,3.8053906270017936,2.9736003921892373,2.8685788051548253,2.5518639055090535,1.715252751943961,1.0178946619937883
2025-01-27,35.62956522220478,29.14243549126044,19.7263462054709,0.5699058792413589,3.8051781068134853,2.9734343251077613,2.8684186032287666,2.5517213912047687,1.7151569599810406,1.0178378154867016
2025-02-03,35.62905934565034,29.143441542846134,19.726066126385238,0.5698977875899244,3.8051240800416823,2.973392107620631,2.868377876778398,2.5516851612924136,1.71513260779802,1.0178233639972192
2025-02-04,35.629187499685514,29.143262403281017,19.726137079001404,0.5698998374532228,3.805137766678773,2.973402802603988,2.8683124699017863,2.551694339439575,1.715138776952316,1.0178270250024093
2025-02-05,34.01914361700949,27.826310357881756,18.834734592398107,5.063036946515431,3.6331877668637422,2.839037993047033,2.738696577150668,2.4363860725387374,1.6376335378615599,0.9718325387334781
2025-02-06,34.02000451994457,27.82701454234122,18.83521123221228,5.063165073884442,3.6332797098605263,2.8391098389514604,2.7387658837724955,2.4364477287621993,1.6351443379292563,0.9718571323415482
2025-02-11,34.01631524269157,27.827611671499497,18.83316865998647,5.062616002242658,3.632885701206603,2.838801953532413,2.7456985033743564,2.4361835097736755,1.6349670157655347,0.9717517399272289
2025-02-12,34.01877467194686,27.829623648451186,18.834530325576694,5.062982036770953,3.6331483641467517,2.8390072030582565,2.7386668753865213,2.4363596493982187,1.6350852262677986,0.9718219989967667
