date,BOCOM INTERNATIONAL SECURITIES LTD,FORTUNE ORIGIN SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,CNI SECURITIES GROUP LTD,ZHESHANG INTERNATIONAL FINANCIAL,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-06-18,0.7792068595927116,7.700428724544481,6.60182207931404,3.066988210075027,0.024115755627009645,0.20685959271168278,0.010182207931404072,0.009646302250803858,0.0,0.005894962486602358
2024-06-20,4.126917670982984,42.61192021292503,28.744878734411916,16.624300965937977,0.023924160411495556,5.11977032806005,0.3080235652980053,1.6866533090104368,0.0,0.7536110529621101
2024-06-21,4.124697372747108,42.58899482918373,28.5291568281675,16.615357025435635,0.02391128911737454,4.880891891084078,0.4184475595540545,1.7754132169650598,0.0,1.0431299877454643
2024-06-24,4.115594524469893,42.49500462258805,28.233574900838033,16.57868837791894,0.023858518982434167,5.201157138170648,0.4264710268110107,2.0190271688884915,0.0,0.9066237213324982
2024-06-25,4.089858336790943,42.22926916009721,28.898701914527887,16.427597652776953,0.0237093236915417,5.005630964376741,0.47715013929227673,1.9234188844763203,0.0,0.9246636239701264
2024-06-26,4.1003090087948655,42.337176135013074,28.743760399334445,16.252674114570954,0.023769907297361538,5.131328737817922,0.39814594723080576,2.0531257428096032,0.0,0.9597100071309721
2024-06-27,4.106653969765504,42.40269015593382,28.51446256398048,16.19152481847399,0.023806689679800024,5.237471729556005,0.3928103797167004,2.216997976431377,0.0,0.9135817164623259
2024-06-28,4.109099571224393,42.42794187708432,28.55228680323964,16.201167222486898,0.023820867079561697,4.9934492615531205,0.449618866126727,2.233206288708909,0.0,1.009409242496427
2024-07-02,4.111180623826973,42.44942949921053,28.62335031429678,16.14978997229422,0.023832931152620133,4.852980605952275,0.39622248041230973,2.335627252956773,0.0,1.0575863198975184
2024-07-03,4.117190763172027,42.511486365534935,28.551822901127753,16.173399367504025,0.002983471567515962,4.901843785428725,0.3669670028044633,2.410645026552897,0.0,0.9636613163076556
2024-07-04,4.113876881800566,42.47726933969295,28.48710687136682,16.16038157698614,0.002981070204203309,4.8651065732598004,0.5872708302280519,2.3610076017290207,0.0,0.9449992547324491
2024-07-05,4.1136316213074196,42.47473693623871,28.464542283959815,16.159418129788058,0.002980892479208275,4.861835633588696,0.7720511521149432,2.2058604346141237,0.0,0.9449429159090231
2024-07-08,4.107265097175511,42.40900026786512,28.40560730974136,16.134408762165542,0.0029762790559242835,5.0150302092324175,0.8869311586654365,2.1161344087621656,0.0,0.9226465073365279
2024-07-09,4.102625085471356,42.36109046585605,28.370544341053005,16.116181585753782,0.002972916728602432,5.0123376044237,0.9394416862383684,2.1791479620655823,0.0,0.9156583524095491
2024-07-10,4.106409569719693,42.40016663691007,28.352079985716838,16.13104802713801,0.002975659108492531,4.966375052074035,0.946259596500625,2.1781824674165327,0.0,0.9165030054156996
2024-07-11,4.103723087902938,42.372427738789106,28.318663018912808,16.120494825740455,0.0029737123825383607,5.016652789342215,1.0110622100630426,2.14107291542762,0.0,0.9129297014392768
2024-07-12,4.104577496207727,42.38124981410428,28.29779007168139,16.12385116445079,0.002974331518991107,4.99985128342405,1.0231700425329406,2.1831593349394725,0.0,0.8833764611403586
2024-07-15,4.107509599071346,42.41152483852725,28.663273506563087,16.135369229395483,0.00297645623121112,4.539095752596959,1.1012888055481145,2.154954311396851,0.0,0.8840075006697026
