date,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,CMB INTERNATIONAL SECURITIES LTD,VALUABLE CAPITAL LTD,UBS SECURITIES HONG KONG LTD,DBS BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-05-03,74.15953984666181,0.0,0.0,13.317666095537184,12.522794057801006,0.0,0.0
2024-05-09,74.15946869723086,0.0,0.0,13.31770276455773,12.522828538211412,0.0,0.0
2024-05-13,45.483470653455726,15.299990664744495,23.368198013333338,8.167841949666085,7.6804987188003535,0.0,0.0
2024-05-14,45.48354746252534,15.300016502219762,23.368237475791283,8.167686870413803,7.680511689049814,0.0,0.0
2024-05-16,45.483470653455726,15.299990664744495,23.368198013333338,8.167841949666085,7.6804987188003535,0.0,0.0
2024-05-17,45.48362427185437,15.30004233978229,23.36827693838251,8.167531790637748,7.6805246593430825,0.0,0.0
2024-05-22,45.48370108144282,15.300068177432088,23.368316401107023,8.167376710337916,7.680537629680156,0.0,0.0
2024-05-24,45.47617497460063,15.297536502457135,23.36444968749808,8.18257209061796,7.679266744826198,0.0,0.0
2024-06-11,45.476067636725055,15.297613990280146,23.36456803729524,8.182444692475427,7.6793056432241364,0.0,0.0
2024-06-13,45.476758707806184,15.297846458459308,23.364923093880666,8.181049399071426,7.679422340782413,0.0,0.0
2024-06-24,45.47583728436537,15.297536502457135,23.366475828909646,8.180883639441653,7.679266744826198,0.0,0.0
2024-06-28,45.474378440277754,15.297045764473749,23.368934197360375,8.180621200431364,7.679020397456761,0.0,0.0
2024-07-02,45.47428637922582,15.29707159200371,23.368973653465652,8.180635012591072,7.679033362713743,0.0,0.0
2024-07-03,45.471292204009565,15.29606438295682,23.37249983015816,8.181615832744345,7.678527750131113,0.0,0.0
2024-07-05,45.56811984094279,15.18916856085741,23.42244370874776,8.125332161548489,7.6949357279035455,0.0,0.0
2024-07-08,45.62192580685204,15.088921900722738,23.450971192973956,8.13387328551225,7.704307813939017,0.0,0.0
2024-07-12,45.62262135167768,15.089151944092604,23.45132872285418,8.132472708751028,7.704425272624513,0.0,0.0
2024-08-07,45.62269863574524,15.089177504900023,23.45136844906937,8.132486485043394,7.704268925241972,0.0,0.0
2024-08-08,45.62262135167768,15.089151944092604,23.45132872285418,8.132472708751028,7.7042558743427945,0.0001693982817186933,0.0
2024-08-15,45.62231221802577,15.089049701728916,23.451169819339313,8.133095192583875,7.704203671188238,0.00016939713389535688,0.0
2024-08-26,45.611649671862985,15.015578522997636,23.540867905925815,8.129331446193516,7.702403095476535,0.0001693575435135417,0.0
2024-08-28,45.611340686878385,15.01547680362699,23.540708434063696,8.129953801607382,7.702350917427308,0.0001693563962422119,0.0
2024-08-29,45.611340686878385,15.030041453703822,23.540708434063696,8.115389151530552,7.702350917427308,0.0001693563962422119,0.0
2024-08-30,45.617984786734674,15.01766407384906,23.544137555312233,8.116571301738887,7.703472901299147,0.00016938106600177145,0.0
2024-09-02,45.61898929582946,15.017994763164147,23.544655997773333,8.114548026484194,7.703642531953086,0.00016938479577681696,0.0
2024-09-03,45.621200613695095,15.018834270682142,23.54597214656886,8.109750408392632,7.704073166396867,0.00016939426440506803,0.0
2024-09-04,45.91358240560395,14.989427270896527,23.698195860804006,7.6389476603706745,7.753879673634205,0.005967128690643522,0.0
2024-09-05,45.83470778967399,14.9680678948291,23.664426813570742,7.62806244421875,7.742830683640284,0.16190437406713457,0.0
2024-09-09,45.762733910622494,14.94900573129101,23.634289645759573,7.6183479389925495,7.732970018537991,0.30265275479638304,0.0
2024-09-10,45.69065161344258,14.927178391802304,23.59978075112502,7.607224238206256,7.721678955782071,0.45348604964176475,0.0
2024-09-11,45.62875703168072,14.907234342469902,23.56824932708893,7.597060304239155,7.711362100045448,0.5873368944758388,0.0
2024-09-12,45.29934446436085,14.799832932914134,23.398448333803433,7.543336139555826,7.655804433203095,1.3032336961626618,0.0
2024-09-13,45.30169120163497,14.799015831782455,23.397156501746963,7.542919670767008,7.655381755021885,1.3038350390467117,0.0
2024-09-16,44.286120353083874,14.467413566089752,22.872895280937687,9.424223268392769,7.4838472446488336,1.4655002868470806,0.0
2024-09-23,44.15089723312299,14.423292396687263,22.803139973065583,9.395482280972168,7.461023808341086,1.7661643078109084,0.0
2024-09-24,44.01054164686062,14.37744078806691,22.73064885102466,9.372809329035976,7.437305233264165,2.0712541517476732,0.0
2024-09-25,44.013708548304514,14.378475356974436,22.732284498348537,9.3662879964131,7.437840405334323,2.071403194625093,0.0
2024-09-27,44.01404887324581,14.378639961210379,22.732544736672022,9.365413967455343,7.437925553446805,2.0714269079696392,0.0
2024-09-30,14.164654210526315,4.627368421052632,7.315842105263158,3.0140000000000002,2.3936910526315787,0.6666315789473685,0.0
2024-10-03,43.92765710265404,14.350523885526432,22.68809338730732,9.347100782854376,7.423381390830838,2.2632434508269963,0.0
2024-10-07,43.929951617012435,14.351273469849332,22.689278475688436,9.347589018703275,7.423769143247255,2.2581382754992685,0.0
2024-10-08,43.92306879293365,14.349024951766257,22.685723581897875,9.34612446414748,7.422606007501968,2.2734522017527747,0.0
2024-10-09,43.892409093097484,14.339008875702975,22.669888224881586,9.34416713517432,7.417424792289867,2.3371018788537716,0.0
2024-10-10,43.89403568810379,14.339593542329105,22.670812579359506,9.340633782634074,7.417727234443677,2.3371971731298458,0.0
2024-10-14,43.86963693787339,14.331622797425837,22.658210878810152,9.334789707886578,7.413604048429148,2.3921356295748883,0.0
2024-10-15,43.86749171831797,14.330921982930164,22.65710289523744,9.334333237880786,7.413241524152885,2.396908641480756,0.0
2024-10-16,43.859913622545434,14.328446320542337,22.65318888764451,9.332720734669898,7.411960888947762,2.4137695456500516,0.0
2024-10-18,43.83769487777766,14.3211877542247,22.641713137226883,9.32799292462957,7.408206105738711,2.463205200402479,0.0
2024-10-22,43.80644103372657,14.310977541987386,22.625570852067657,9.321342583251246,7.402924465840159,2.532743523126976,0.0
2024-10-24,43.792826023876934,14.306529700629032,22.618538841186716,9.321862681527927,7.400623642327905,2.5596191104514863,0.0
2024-10-25,43.78997578461782,14.305598565639203,22.617066722274963,9.321255971676216,7.400141975581033,2.5659609802107624,0.0
2024-10-29,43.78185463782443,14.30294549575649,22.61287223448189,9.319527281794835,7.398769569266602,2.5840307808757514,0.0
2024-11-05,43.77573015171363,14.314933348358652,22.60970900114993,9.318223606656614,7.397734582013575,2.583669310107593,0.0
2024-11-13,43.764340317117366,14.311208802302438,22.603826270127506,9.315799134803306,7.395809794626039,2.609015681023343,0.0
2024-11-14,43.76424886862788,22.55085003248103,14.364245069905277,9.315814283834438,7.395821821436751,2.609019923714625,0.0
2024-11-19,43.76432003665513,22.55088670395492,14.364268428582989,9.315666816100677,7.395833848286578,2.609024166419706,0.0
2024-12-03,43.770085415650314,22.553857489481047,14.352987036626585,9.316894033837471,7.396808153041801,2.609367871362783,0.0
2024-12-04,43.76999396415994,22.553894170736857,14.353010380109598,9.316909186694296,7.3968201830997256,2.609372115199583,0.0
2024-12-11,43.76358808421932,22.55059333550326,14.350909770697665,9.315545626952515,7.395737634583178,2.6236255480440573,0.0
2024-12-20,43.76358808421932,22.55059333550326,14.350909770697665,9.315545626952515,7.395737634583178,2.6236255480440573,0.0
2024-12-27,43.763730416735996,22.550666676900587,14.350956444226814,9.315250693488899,7.39576168777434,2.623634080873366,0.0
2025-02-10,43.76363896784955,22.550703347778143,14.350979781105238,9.315265841529643,7.395773714428593,2.623638347308834,0.0
2025-02-13,43.76354751866568,22.550740018774963,14.35100311805956,9.315280989619652,7.39578574112196,2.6236426137581774,0.0
2025-02-14,43.75500921396214,22.546340350546775,14.348203225354991,9.313463570511784,7.394342817141611,2.642640822482692,0.0
2025-03-05,42.998320664877895,22.156429392384506,14.100068868269878,9.152398783582868,7.266466840464888,2.596939631107394,1.7293758193125646
2025-03-12,42.99811456759517,22.15632319335575,14.100001284563465,9.1528342295134,7.266432011219289,2.5969271835933254,1.729367530159601
2025-03-14,43.05479697331606,22.185530839159725,14.118588657556769,9.164899983291459,7.276011009078734,2.6003505913805816,1.599821946216674
2025-03-18,42.99811456759517,22.15632319335575,14.100001284563465,9.1528342295134,7.266432011219289,2.5969271835933254,1.729367530159601
2025-03-26,42.99261936877973,22.153491594756815,14.09819929135665,9.164444581333434,7.26550335448673,2.5965952938970775,1.7291465153895638
2025-04-03,42.992528298684526,22.153526985272325,14.09822181342901,9.164459221663007,7.265514961230888,2.5965994419947096,1.7291492777255284
2025-04-09,42.99243722829836,22.15356237590091,14.098244335573328,9.164473862039356,7.265526568012132,2.596603590105595,1.7291520400703186
2025-04-23,42.98927812823653,22.1519345240092,14.097208391406785,9.163800453137448,7.264992694454129,2.603760827411934,1.7290249813439735
2025-04-24,42.98918705920495,22.151969909549997,14.0972309103133,9.163815091409083,7.265004299566772,2.6037649866642503,1.729027743291647
