date,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CLSA LTD,TOTAL_CCASS_PCT
2024-03-01,0.8427447189812282,3.5029505984611222,2.9330365633047517,0.5646969072799387,0.850500160952106,0.7466436084548603,0.7254457814490441,0.318954000087513,0.5121340313905167,0.0,10.997106370361081
2024-03-04,0.811068937722537,3.499656317210218,2.9012763132960377,0.7511420480498446,0.7846990046840517,0.7386472334526664,0.7254739376990519,0.3166170313368718,0.5114301251403237,0.0,11.040010948591602
2024-03-05,0.8076057189715867,3.520689035965989,2.897418907044979,0.8178652651931517,0.8045210046894905,0.735803452201886,0.7229117189483489,0.31737725008708034,0.502166718887782,0.0,11.126359071990295
2024-03-06,0.7997219689694237,3.480538223454973,2.8944343445441603,0.8525525826401691,0.7943847546867093,0.7354092647017779,0.7154784689463094,0.31932003133761344,0.48651184388348667,0.0,11.078351483164623
2024-03-07,0.8388310002301542,3.4750195984534584,2.8925760320436504,0.9456197727594545,0.7781385984322517,0.7376054522023805,0.7193358751973679,0.3216288438382469,0.4798669688816635,0.0,11.188622142038627
2024-03-08,0.8459263752321011,3.4759487547037136,2.8933925632938746,0.9084971086242689,0.7759142546816414,0.739294827202844,0.7217573126980322,0.3152373750864933,0.4738978438800257,0.0,11.149866415402995
2024-03-11,0.8495585596393476,3.480172192204872,2.887113719542152,0.30847004855338644,0.7687907234296869,0.7237525771985797,0.7202650314476227,0.30946534383490953,0.4724618751296318,0.0,10.520050070980188
2024-03-12,0.851360559639842,3.49244831720824,2.889338063292762,0.28682042635994637,0.7553883484260097,0.7193883584473821,0.7209970939478236,0.3097469063349868,0.4724055626296163,0.0,10.497893636286609
2024-03-13,0.836606684635794,3.4883938172071276,2.8874515945422443,0.3222151977446578,0.7503483796746268,0.7093928896946397,0.7229117189483489,0.31005662508507176,0.4722647813795776,0.0,10.49964168891209
2024-03-14,0.841224309637061,3.4956018172091055,2.8876205320422907,0.3426533128127655,0.7285272859186397,0.7045500146933109,0.7162105314465103,0.310028468835064,0.47325025012984806,0.0,10.499666522724596
2024-03-15,0.8408864346369681,3.4896608484574756,2.88750790704226,0.3376274221863865,0.7319341921695744,0.6891485459390851,0.7147182501961008,0.31000031258505634,0.47209584387953135,0.0,10.473579757092438
2024-03-18,0.834241559635145,3.4869578484567345,2.889675938292855,0.3366701096861239,0.726753442168153,0.6723674209344808,0.6986410314416897,0.30833909383460056,0.498168531386685,0.0,10.451814975836466
2024-03-19,0.8244994971324721,3.47896147345454,2.8902390632930093,0.33459719024805507,0.723768879667334,0.6728742334346198,0.6978526564414733,0.3103100313351413,0.4982248438867004,0.0,10.431327868893346
2024-03-20,0.8226130283819544,3.406064942184539,2.8902109070430013,0.3304666683719218,0.7121685046641513,0.6598097334310352,0.6940234064404227,0.3099440000850409,0.4875254688837648,0.0,10.31282665948583
2024-03-21,0.8257102158828044,3.4175808484376984,2.890802188293164,0.322430874619717,0.7105917546637186,0.6596689521809967,0.6957127814408862,0.31000031258505634,0.4875817813837803,0.0,10.320079709487821
2024-03-22,0.8252034033826652,3.4140050046867176,2.8908303445431716,0.3340109771228943,0.7139986609146534,0.6411421396759134,0.6954593751908167,0.3097469063349868,0.4876662501338034,0.0,10.312063061985622
2024-03-25,0.8197410908811665,3.4225081921890506,2.8907177195431406,0.330547758371944,0.7079450671629924,0.643845139676655,0.692869000190106,0.310028468835064,0.4806553438818798,0.0,10.298857780731998
2024-03-26,0.8212615283815836,3.423690754689375,2.891337157043311,0.32916021837156334,0.7081140046630388,0.6432820146765005,0.6961632814410098,0.31033818758514903,0.47806496888116906,0.0,10.301412115732699
2024-03-27,0.8321861533845811,3.392268379680754,2.8916468757933957,0.25020049206864875,0.7061712234125057,0.6289504834225683,0.6996546564419678,0.3118586250855662,0.47955725013157857,0.0,10.192494139421566
2024-03-28,0.8355085908854927,3.430307473441191,2.890802188293164,0.31629571221178365,0.7009623171610765,0.6339904521739511,0.700555656442215,0.3174335625870958,0.4802048438817562,0.0,10.306060797077725
2024-04-02,0.8059163721273733,3.43402409844221,2.890999282043218,0.32585092983940533,0.7028487859115942,0.6055414897911454,0.6893213126891325,0.32188225008831645,0.49262175013516313,0.0,10.269006271067559
