date,CELESTIAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HUAAN SECURITIES (HONG KONG) BROKERAGE,KGI ASIA LTD,M&F ASSET MANAGEMENT LTD,ORIENT SECURITIES (HONG KONG) LTD,CITIBANK N.A.
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-12,0.0,0.0,84.54048085127742,0.0,0.0,0.0,0.0,15.459519148722581,0.0,0.0
2024-03-13,0.0,0.0,44.436553055286744,47.43754399332198,0.0,0.0,0.0,8.12590295139127,0.0,0.0
2024-03-18,0.0,56.24452240952106,19.44342601408728,20.75652393147159,0.0,0.0,0.0,3.5555276449200743,0.0,0.0
2024-03-20,0.0,56.18382515460256,19.470397781972235,20.78531721847629,0.0,0.0,0.0,3.5604598449489098,0.0,0.0
2024-03-21,0.0,56.17774616596265,19.473099074984436,20.7882009413867,0.0,0.0,0.0,3.560953817666215,0.0,0.0
2024-03-22,0.0,52.395641651870484,18.207059024770984,19.43665977876353,6.631200501889153,0.0,0.0,3.32943904270585,0.0,0.0
2024-03-25,0.0,52.39620804791192,18.207255842785475,19.435788890354722,6.63127218505966,0.0,0.0,3.3294750338882184,0.0,0.0
2024-03-27,0.0,52.46213257570728,18.215132054137843,19.444196548401727,6.547623502229053,0.0,0.0,3.330915319524108,0.0,0.0
2024-03-28,0.0,52.50756068954926,18.23090493739622,19.374441507381402,6.553293233352249,0.0,0.0,3.333799632320867,0.0,0.0
2024-04-02,0.0,52.57585056667451,18.254615546720046,19.399639368651933,6.431759038294441,0.0,0.0,3.338135479659071,0.0,0.0
2024-04-03,0.0,52.5786562387144,18.268919484109507,19.373294509248883,6.43806121002482,0.0,0.0,3.3410685579023887,0.0,0.0
2024-04-05,0.0,52.558070948132396,18.276849900803153,19.381704327810986,6.440855929665415,0.0,0.0,3.342518893588046,0.0,0.0
2024-04-09,0.0,52.66081906934519,18.23726651904516,19.33972808979994,6.426906542298559,0.0,0.0,3.3352797795111506,0.0,0.0
2024-04-10,0.0,52.6632142496217,18.233547691840265,19.340607721679813,6.427198858294799,0.0,0.0,3.33543147856342,0.0,0.0
2024-04-12,0.0,51.621744080423184,17.872960206433476,18.9581269657422,6.3000942753748745,0.0,1.9776046411865134,3.269469830839754,0.0,0.0
2024-04-15,0.0,51.62667631011787,17.87466788885747,18.907919068558797,6.300696221562821,0.0,2.020258296658338,3.2697822142447084,0.0,0.0
2024-04-19,0.0,51.84684239208982,17.950895836827623,18.562095416647104,6.3275660435219985,0.0,2.028873849421695,3.283726461491761,0.0,0.0
2024-04-25,0.0,44.99036920500324,15.525901602749745,15.953100881401888,5.399002909064057,13.536706550279515,1.7547924090723377,2.840126442429217,0.0,0.0
2024-04-26,0.0,45.07980586302834,15.481247675357872,15.980775639453354,5.3786936501507245,13.497773731633146,1.7497454639848686,2.8319579763916947,0.0,0.0
2024-04-29,0.0,44.92577222781014,15.756315003300406,15.960412537351,5.749426071664707,13.053174427814831,1.7395091691968925,2.815390562862022,0.0,0.0
2024-04-30,0.0,44.481823318714866,15.698571188159521,15.460407476788557,6.098952743250345,13.054040209127175,1.7251276748589592,3.48107738910058,0.0,0.0
2024-05-02,0.0,44.260693369846116,15.839671691671366,15.42126390474365,6.011172225767026,12.912480976244325,1.720759894803428,3.8339579369240857,0.0,0.0
2024-05-03,0.0,42.79412962850699,15.372616130859987,14.61551662931776,6.746599730571147,12.531737854718825,1.670020807950275,3.720908158543965,0.0,2.5484710595310553
2024-05-06,0.0,42.4971281096362,15.333289372172773,14.479995557756176,7.310374075579438,12.47546448303405,1.662521632437941,3.7041995383798576,0.0,2.537027231003563
2024-05-07,0.0,41.75551874079308,16.329439925689204,14.21709035879706,7.557228113859875,12.308363181114048,1.6402531606204505,3.689061233555191,0.0,2.503045285571092
2024-05-08,0.0,41.227148827682335,16.181597407199924,14.324111420597205,8.342933430507875,12.196926449697807,1.625402733457628,3.655661428901024,0.0,2.4462183019561987
2024-05-09,0.0,41.25462079676391,16.139695615119027,14.294564753445504,8.32572427386968,12.171767574881684,1.6220499786414462,3.7504045748935164,0.0,2.441172432385234
2024-05-10,0.0,41.10362541904695,16.1139377222645,14.29645042201548,8.277465208243104,12.10121537895668,1.6126479598147452,4.067635421498043,0.0,2.4270224681604993
2024-05-13,0.0,40.78419702515983,16.196950712791597,14.24581797652484,8.233508388390591,12.036952838308421,1.604084121239561,4.585505843165113,0.0,2.3129830944200496
