date,BOCOM INTERNATIONAL SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,DONGXING SECURITIES (HONG KONG) CO LTD,TIGER FAITH SECURITIES LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CGS INTERNATIONAL SECURITIES HK LTD,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD
2025-02-12,74.44153749551775,0.0,9.104578284038347,7.197570168016725,5.512065405142377,1.889738071808044,0.0,1.0859506906238914,0.0,0.7685598848528652
2025-02-13,74.41583420058106,0.0,9.101434640465389,7.1950849793024645,5.512738918784411,1.9210370138125692,0.0,1.0855757318061818,0.0,0.7682945152479176
2025-02-14,74.41525895681748,0.0,9.101364285230206,7.195029360390075,5.513555207490988,1.9209362736674709,0.0,1.0855673401691555,0.0,0.768288576234625
2025-02-17,74.4139806691829,0.0,9.101207944157332,7.194905765885524,5.515178273186191,1.9209032762806464,0.0,1.0855486925513567,0.0,0.768275378756036
2025-02-18,74.39941129354114,0.0,9.099426035487214,7.193497088593063,5.514098466632761,1.9186380022733058,0.0,1.0853361549806342,0.0,0.7895929584918786
2025-02-19,74.39947518185535,0.0,9.09943384935267,7.193503265797887,5.51625000344186,1.9383902258428516,0.0,1.0633538371776916,0.0,0.789593636531693
2025-02-20,74.39947518185535,0.0,9.09943384935267,7.193503265797887,5.517967444832763,1.9366727844519487,0.0,1.0633538371776916,0.0,0.789593636531693
2025-02-21,74.39890019097753,0.0,9.099363525046698,7.193447671336403,5.518783513685662,1.936571945612732,0.0,1.0633456191256856,0.0,0.7895875342152846
2025-02-25,74.45023715764162,0.0,9.10564229692035,7.198411317067123,5.522591602307149,1.8894433334089997,0.0,1.043541924727983,0.0,0.7901323679267821
2025-02-26,74.44673940709171,0.0,9.1041636992916,7.197242420512976,5.522553996725953,1.895923940473437,0.0,1.0433724717047819,0.0,0.7900040641995416
2025-02-27,74.43912868510156,0.0,9.103232976745256,7.196506643344029,5.525597556403103,1.8416081283677443,0.0,1.0432658072910337,0.0,0.8506602027472754
2025-02-28,74.44226232334108,0.0,9.10361619239357,7.1968095921937385,5.534421319435605,1.8199500346309196,0.0,1.043309725290686,0.0,0.8596308127144054
2025-03-03,74.44194255224986,0.0,9.103577087277834,7.196778677877264,5.534397546005172,1.8203717727771438,0.0,1.043305243692748,0.0,0.859627120119978
2025-03-04,74.42020456107497,0.0,9.100918727331837,7.194677127245674,5.533640292568209,1.8262816573206644,0.0,1.0434300157443919,0.0,0.8808476187142542
2025-03-05,74.43113590481013,0.0,9.102255531920065,7.1957339301556535,5.535312098116633,1.8802366001811759,0.0,1.0438409779067868,0.0,0.8114849569095559
2025-03-06,54.543309062188484,25.1242571111295,6.670153969912028,5.273050517241831,4.083356655765519,1.3672666859855533,0.921100014549358,0.7648661434285006,0.6579825361911049,0.5946573036081187
2025-03-07,54.543137396485456,25.124178036842764,6.670132976747325,5.273033921220436,4.083343804101345,1.3675771155835645,0.9210971155451669,0.7648637361436017,0.6579804653040136,0.5946554320263273
2025-03-10,54.54310306347452,25.12416222204515,6.670128778130242,5.273030602028693,4.083341233778218,1.3676392012686809,0.9210965357465186,0.7648632546884403,0.6579800511281595,0.5946550577113827
2025-03-11,54.53846850375026,25.122027407122637,6.6695620133432305,5.272582549499952,4.092435446681233,1.3672712274416554,0.9210182696291369,0.76410591083836,0.6579241421740838,0.5946045295194483
2025-03-12,54.539566994834686,25.12253340452019,6.669696348879407,5.272688747658452,4.092517874809031,1.365284608158762,0.921036820394964,0.764121301140905,0.6579373938077332,0.5946165057958702
2025-03-17,54.533663125491,25.11981390814398,6.6689743589925135,5.272117982850968,4.092074862659305,1.37552119652848,0.9209371188141127,0.7644791349849673,0.6578661725527177,0.5945521389819542
2025-03-18,54.52930469337461,25.11780628574306,6.668441362117488,5.271696625344047,4.091747816400501,1.3834034489069855,0.9208635158011155,0.764418036385987,0.657813594660634,0.594504621265577
2025-03-19,54.52844681636295,25.117411122285226,6.6683364515087735,5.271613688886801,4.09168344337376,1.3849549249733881,0.9208490284049249,0.7644060102531691,0.6578032456718841,0.5944952682791274
2025-03-20,54.527794847886746,25.11711080637286,6.668256721653827,5.271550658924561,4.091634521228063,1.3857564409714427,0.9208380182886843,0.7647744438093611,0.6577953806582122,0.5944881602062443
2025-03-24,54.52865270438399,25.11750596038114,6.668361629753812,5.271633593398546,4.091698892715452,1.385778242332928,0.9208525053384375,0.7647864755947538,0.6578057293994867,0.5929242667014585
2025-03-31,54.5299910144194,25.118122425461877,6.668525292981241,5.271762976388794,4.091799316280284,1.38581225382664,0.906715542124982,0.7765104854442082,0.6578218740860935,0.5929388189864869
2025-04-07,54.52741739957896,25.116936942548058,6.668210563135542,5.271514168582687,4.09160619841526,1.3904664804703717,0.9066727484891889,0.7764738370077805,0.6577908273152062,0.5929108344569531
2025-04-09,54.5299910144194,25.118122425461877,6.668525292981241,5.271762976388794,4.091799316280284,1.395251963107508,0.9019956874845478,0.7765104854442082,0.6578218740860935,0.5882189643460528
