date,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,VALUABLE CAPITAL LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.5438709677419354,0.0,0.0,0.5438709677419354
2024-03-11,0.0,0.0,0.0,2.7922580645161292,0.0,0.5438709677419354,0.0,0.0,3.3361290322580643
2024-03-28,0.0,4.8993548387096775,0.0,2.7922580645161292,0.0,0.5516129032258064,0.0,0.0,8.243225806451612
2024-04-05,0.0,4.970322580645161,0.0,2.781935483870968,0.0,0.5451612903225806,0.4845161290322581,0.0,8.781935483870967
2024-04-16,0.0,5.016774193548387,3.7477419354838712,2.781935483870968,0.0,0.5387096774193548,0.47677419354838707,0.0,12.561935483870968
2024-04-29,0.0,5.0438709677419356,3.7477419354838712,2.781290322580645,0.0,0.5277419354838709,0.47677419354838707,0.0,12.577419354838709
2024-05-03,0.0,5.054193548387096,3.747096774193549,2.778064516129032,0.0,0.5206451612903226,0.47677419354838707,0.0,12.576774193548387
2024-05-06,0.0,5.063870967741935,3.747096774193549,2.778064516129032,0.0,0.5206451612903226,0.4735483870967742,0.0,12.583225806451612
2024-05-07,0.0,5.095483870967741,3.7212903225806446,2.778064516129032,0.0,0.5206451612903226,0.4735483870967742,0.0,12.589032258064517
2024-05-09,0.0,5.114193548387097,3.708387096774193,2.7722580645161288,0.0,0.5206451612903226,0.4735483870967742,0.0,12.589032258064517
2024-05-27,0.0,5.114193548387097,3.709032258064516,2.7722580645161288,0.0,0.5206451612903226,0.4735483870967742,0.0,12.589677419354839
2024-05-28,5.4148387096774195,5.2064516129032254,3.709032258064516,2.7,0.0,0.5206451612903226,0.4735483870967742,0.2670967741935484,18.291612903225808
2024-06-04,5.518064516129032,5.2064516129032254,3.709032258064516,2.5974193548387094,0.0,0.5206451612903226,0.4735483870967742,0.2670967741935484,18.29225806451613
2024-06-17,5.518064516129032,5.2064516129032254,3.709032258064516,2.5974193548387094,0.5464516129032257,0.5206451612903226,0.4735483870967742,0.2670967741935484,18.838709677419356
2024-06-19,5.550322580645161,5.2064516129032254,3.6774193548387095,2.5974193548387094,0.5464516129032257,0.5206451612903226,0.4735483870967742,0.2670967741935484,18.839354838709678
