date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,MIB SECURITIES (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,25.457367893859978,41.60951850289034,0.0,3.2996302416563594,4.590870034644136,1.0951063511991674,0.0,1.1362959970191036,0.8449792184221202,0.6293990095451527,78.66316724923635
2024-03-04,25.467627834130397,41.608116939186694,0.0,3.302458255586223,4.5945935863184575,1.0984680113575962,0.0,1.1310641712488565,0.8529919245567331,0.6294461431106504,78.6847668654956
2024-03-05,25.456068327192078,41.58870740761508,9.380635160946527,3.305356969864332,4.616604961405893,1.096275829226297,0.0,1.131111304814354,0.8489855714894267,0.6413238016160765,88.06506933417006
2024-03-06,25.49412927050106,41.49411668112572,9.380635160946527,3.326897009296792,4.648802017831302,1.1020962353956971,1.6500045152777407,1.0799713862493248,0.8518607189847877,0.644670284766415,89.67318328037535
2024-03-07,25.493777583402093,41.490204595189404,9.380635160946527,3.328075348434235,4.646507202361132,1.1020962353956971,1.6523611935526268,1.0745510262170865,0.8518607189847877,0.6456129560763694,89.66568202055996
2024-03-08,25.507117796444916,41.461170318842804,9.380635160946527,3.3289708861786913,4.629162050257969,1.100399427037779,1.6523611935526268,1.0837420714891426,0.8489855714894267,0.6463199595588353,89.63886443579871
2024-03-11,25.515163401808245,41.447563989689186,9.379944889879813,3.317376029066252,4.664653625077754,1.0971992936083113,1.6530681970350927,1.0427358695061237,0.8566212091000577,0.6428792092775014,89.61720571404832
2024-03-12,25.49288148005485,41.433315277171396,9.38012800378177,3.3187558641961976,4.697128651705686,1.091262821033873,1.6502401831052294,1.053246654612116,0.854877267176642,0.6392970582996745,89.61113326113744
2024-03-13,25.479589814584497,41.41767659580708,9.378996798209824,3.3121536300091043,4.694771973430799,1.0901370358219598,1.6503815838017226,1.0507014420752387,0.86614572434801,0.638872856210195,89.57942745429844
2024-03-14,25.484976049915314,41.414012008223196,9.378996798209824,3.313002034188063,4.687560537909649,1.0899956351254667,1.6503815838017226,1.0516441133851933,0.8660007886341045,0.6403811303061221,89.57695067969865
2024-03-15,25.4664610427165,41.413260628488814,9.378996798209824,3.3133555359292957,4.704905690012811,1.0907497721734303,1.6503815838017226,1.0431129380301056,0.8665663914200773,0.6414180687470721,89.56920844952964
2024-03-18,25.450830114823702,41.40613106397093,9.378996798209824,3.312789933143323,4.71112732065851,1.0900404120126894,1.6505229844982157,1.046270886918453,0.8722129925667045,0.6496193091436758,89.56854181594603
2024-03-19,25.43496424967369,41.41307296619778,9.378996798209824,3.3126485324468304,4.7196113624480995,1.0904174805366713,1.6505229844982157,1.045563883435987,0.8706495957659276,0.6526829909010278,89.56913084411406
2024-03-20,25.434634314715204,41.40619146563512,9.378996798209824,3.3128842002743184,4.722769311336447,1.0912187511501326,1.6505229844982157,1.0456110170014847,0.8708381300279187,0.6515046517635847,89.56517162461225
2024-03-21,25.440493087606917,41.379200712154244,9.37809501526794,3.3127386753908445,4.73304442861495,1.0843843841529628,1.6505229844982157,1.043490006554087,0.8660556756711266,0.6482053021787442,89.53623027209004
2024-03-22,25.435743815280237,41.378425930604585,9.37809501526794,3.31283294252184,4.7362079156972445,1.085682913882425,1.6505229844982157,1.0438199415125713,0.8660556756711266,0.6485823707027258,89.53596950563892
2024-03-25,25.49043524800552,41.35719883448025,9.376869542565,3.2707426685323733,4.7407327379850255,1.0891707977292564,1.648449107616316,1.0423588009821418,0.8676806053416607,0.6502320454951461,89.5338703887327
2024-03-26,25.4963417436323,41.33801547332268,9.377623679612963,3.273664949593232,4.730881822796001,1.0839713055849407,1.648449107616316,1.043867075078069,0.8673506703831766,0.636139109411327,89.496304937031
2024-03-27,25.48870426781262,41.33144964981493,9.377623679612963,3.272392343324794,4.729986285051544,1.0859037817703474,1.648449107616316,1.0436314072505803,0.8688136491226603,0.6402868631751266,89.48724103455189
2024-03-28,25.49895169412139,41.29660470038021,9.377623679612963,3.272156675497305,4.739318731020094,1.0174139977456063,1.6486847754438045,1.0492403015448095,0.8919019319145891,0.6521880884633017,89.44408457574407
2024-04-02,25.47116881393876,41.232290950258566,9.37772749129097,3.308213853103063,4.820199929414186,1.0700244835541646,1.6486847754438045,1.0295384711667612,0.8966152884643613,0.6403104299578756,89.4947744865925
2024-04-03,25.50866931558719,41.234510941193506,9.37772749129097,3.3054801063041954,4.856634175543926,1.1272175538350218,1.6486847754438045,1.0290671355117842,0.8990814815786813,0.6379066181174916,89.62497959440657
2024-04-05,25.521108499825175,41.240768746850726,9.37772749129097,3.3010495511474094,4.864741148809534,1.129779263119823,1.6486847754438045,1.0362785710329356,0.9004915057573285,0.6534606947317403,89.67409024800943
2024-04-08,25.491240077203177,41.21008908486617,9.34107442758341,3.3008138833199205,4.89815884674742,1.127520716928303,1.648967576836791,1.0343932284130268,0.9070934807098119,0.6543562324761969,89.61370755508422
2024-04-09,25.488165130523672,41.2177247224768,9.34107442758341,3.3019450888918658,4.891795815405228,1.1255953107777212,1.6482605733543252,1.0343932284130268,0.9008454081338682,0.6557702394411286,89.60556994500104
2024-04-10,25.55626002953667,41.145846035092774,9.34107442758341,3.3020393560228616,4.897593243961448,1.1305735815323732,1.6482605733543252,1.0365142388604243,0.9044537418073292,0.6650084182786824,89.6276236460303
2024-04-11,25.555527102593185,41.122750587998894,9.34107442758341,3.3092507915440135,4.908358456053996,1.1296568336834427,1.6482605733543252,1.0391065849627992,0.9040295397178495,0.6677421650775502,89.62575706256945
2024-04-12,25.593196342406095,41.118082408971645,9.34107442758341,3.2846942039197,4.914910021658179,1.128572761676995,1.648449107616316,1.0409447940172103,0.902426998490927,0.6671765622915776,89.63952762863205
2024-04-15,25.592604981126577,41.09875764711758,9.341169048216145,3.291261559268325,4.905436174993137,1.1301753029039174,1.648449107616316,1.042830136637119,0.8996609651996932,0.6704287783109205,89.62077370138974
2024-04-16,25.58903275176429,41.11499219101692,9.342851009500933,3.2972623691596676,4.904399236552188,1.1291383644629676,1.648449107616316,1.0410390611482057,0.9032042074192017,0.6700517097869386,89.64042000842763
2024-04-17,25.593526725133454,41.1215437566211,9.342851009500933,3.309140027665093,4.906520246999585,1.12909123089747,1.648449107616316,1.0415575303686806,0.9051366836046083,0.6668937608985913,89.66471007930583
2024-04-18,25.591252695565665,41.10598418894647,9.342851009500933,3.308668692010116,4.916371162188609,1.128839066322057,1.6562025791406914,1.040991927582708,0.9261582538165928,0.6692504391734774,89.68657001424732
2024-04-19,25.585055503673676,41.08896979663919,9.34204973888747,3.302776996322901,4.9138259496517325,1.1298712914064573,1.6562025791406914,1.0470721575319142,0.9255870657031086,0.6657684470223332,89.65717952597949
2024-04-22,25.584786583115726,36.947677101998,9.33832618721315,7.4280951829456,4.9274946836460725,1.1307196955854164,1.6562025791406914,1.051172777730216,0.9280712638394488,0.6613850254310448,89.65393108064538
2024-04-23,25.5778409573372,34.71630341098756,11.459713703134662,7.4280009158146045,4.937486999531589,1.2532669658794957,1.6562025791406914,1.0560746685419793,0.9286368666254214,0.6642130393609083,89.67774010635411
2024-04-24,25.585687611920566,30.218208046554164,11.459713703134662,7.43285567306087,9.433369278097386,1.246878694512979,1.6562025791406914,1.055461932190509,0.928413382824614,0.6685375439953244,89.68532844543176
2024-04-25,25.617701554444018,30.21037032378146,11.459713703134662,7.433656943674332,9.426770578927703,1.2512609848986955,1.6562025791406914,1.0628147684081537,0.9332681400708795,0.5593290727371003,89.61108864921769
2024-04-26,25.624962951544596,30.185813736157147,11.459713703134662,7.433374142281345,9.428467387285622,1.2503048569557913,1.6562025791406914,1.068847864791862,0.9337866092913545,0.5492424897205876,89.59071632030366
2024-04-29,25.636796728700546,30.06835689093682,11.459713703134662,7.43389261150182,9.421208818198973,1.3678088357416147,1.6562025791406914,1.0779446429329227,0.9380757637516471,0.5494781575480763,89.60947873158777
2024-04-30,25.639712269661537,30.01801477866819,11.459713703134662,7.433845525069888,9.41413890120823,1.4262261768194924,1.6562025791406914,1.0771433723194614,0.9310057524937715,0.5517877022574647,89.60779076077338
2024-05-02,25.648846448286815,30.003583706385488,11.459713703134662,7.434599662117851,9.413007695636283,1.4326213768201372,1.6562025791406914,1.070921741673762,0.9335038314651508,0.5605074118745434,89.61350815653539
2024-05-03,25.64311265004402,29.95683098009699,11.459713703134662,7.435495199862308,9.403062513316263,1.4992988752514909,1.6562025791406914,1.0738911563001186,0.9164772551311879,0.5660691726032747,89.610154084881
2024-05-06,25.56448316347445,29.96340611248392,11.459713703134662,7.436626617535298,9.408105804824519,1.5827889164958822,1.6562025791406914,1.0738911563001186,0.9175254820610745,0.5840741946234048,89.64681773007402
2024-05-07,25.55830788869042,29.978206052050204,11.459713703134662,7.433703676604522,9.414374710436412,1.6042346887973462,1.6562025791406914,1.0738911563001186,0.9162536534964667,0.5698398578430925,89.66472796649394
2024-05-08,25.610496222719597,29.979581008856123,11.459713703134662,7.434127878694001,9.404759463074878,1.5999820628503143,1.6562025791406914,1.0733255535141457,0.9126234969821803,0.5673653456544622,89.69817731462105
2024-05-09,25.61232048023862,29.97759011061628,11.459713703134662,7.434693481479974,9.40306265471696,1.6003119978087983,1.6562025791406914,1.0647001110280627,0.9115507134646695,0.6999991989650544,89.82014503059376
2024-05-10,25.61792937453285,29.94280553927896,11.459713703134662,7.434175012259499,9.401130178531552,1.6018674054702233,1.6562025791406914,1.070073337494803,0.9280945949543701,0.7111698539880147,89.82316157878563
2024-05-13,25.643570340531785,29.88358021105454,11.459713703134662,7.433845077301015,9.403958192461417,1.5963996055043113,1.6562025791406914,1.0803013212078088,0.9350710932182984,0.7205965670875593,89.81323869064208
2024-05-14,25.62818594475333,29.88199652325381,11.459713703134662,7.43332660808054,9.399857572263116,1.5991616324424782,1.6562025791406914,1.0751166290030594,0.9407742546435229,0.7272423998227382,89.80157784653795
2024-05-16,26.982510715810225,28.500003500845576,11.459713703134662,7.433043806687555,9.404429528116394,1.5985012440562896,1.6562025791406914,1.0859573490675356,0.9492111628676152,0.738507321976694,89.80808091170324
2024-05-17,26.990111592416298,28.489209914346596,11.45802019412633,7.429980172063767,9.406833434223909,1.5998681174557234,1.6562025791406914,1.094394257291628,0.9468421120317859,0.7432678120919639,89.8147301851887
2024-05-20,26.990978307985458,28.417229654128924,11.45802019412633,7.429744504236278,9.417462053243646,1.6088234949002906,1.6562025791406914,1.1087228612029356,0.9463239727462694,0.7435034799194525,89.77701110163028
2024-05-21,26.997397145469197,28.377260390586855,11.45802019412633,7.426775089609923,9.429292578183574,1.610850238216693,1.6563439798371844,1.118385242129969,0.9521685348679871,0.7453416889738638,89.77183508200157
2024-05-22,27.02400291198709,28.32748734542126,11.45802019412633,7.428141963009356,9.416189446975206,1.5956625543738407,1.6563439798371844,1.1236642014657139,0.9572589599417413,0.7712062330407392,89.75797779017847
2024-05-23,27.016460952337884,28.305530598136237,11.45802019412633,7.436013268447477,9.407658271620118,1.5929358776097975,1.6563439798371844,1.1370501340670671,0.9608411109195681,0.7754011203700365,89.7462555074717
2024-05-24,27.02798748934714,28.283000753828325,11.45802019412633,7.433303088431358,9.406549855127091,1.6377858218591557,1.6563439798371844,1.1417163570513418,0.9610767787470567,0.7738457127086118,89.77963003106359
2024-05-27,27.01250983980934,28.269825249030134,11.45802019412633,7.434198626175814,9.403109104845758,1.681561120815166,1.6563439798371844,1.1453456415946666,0.964611796159386,0.7726673735711687,89.79819292596495
2024-05-28,27.007021513175655,28.306281176600002,11.458055072964799,7.432171882859412,9.40306197128026,1.6859822492588523,1.6560140448787004,1.1291316950634498,0.9656958681658336,0.7740342469706025,89.81744972121757
2024-05-29,26.94538499670785,28.31339834499016,11.458055072964799,7.432313283555906,9.403014837714762,1.6840106286472998,1.6560140448787004,1.1278590887950113,0.9681468135717152,0.7830367579806676,89.77123386980686
2024-05-30,26.94346666059209,30.44779472498904,9.337044625567268,7.432690352079886,9.403156238411256,1.6838550878811573,1.6560140448787004,1.1292259621944452,0.9699378890606286,0.7836966278976358,89.7868822135521
2024-05-31,26.924281979694687,30.44647498515511,9.337144195224381,7.432699778792987,9.414421160565212,1.6838385911332334,1.6560140448787004,1.1305928355938792,0.9701265411565333,0.7909551969842851,89.786549309179
2024-06-03,26.861477045704973,30.445716912454422,9.337144195224381,7.440179804937126,9.4146096948272,1.6850569938013493,1.6560140448787004,1.1284718251464816,1.0179527579660281,0.6149113298502901,89.60153460479096
2024-06-04,26.706373514082827,30.489337141979945,9.337168233342785,7.439944137109637,9.416259369619622,1.6837443240022378,1.6560140448787004,1.1284718251464816,1.0193203383689444,0.6198132206620532,89.49644614919323
2024-06-05,26.674048843528837,30.433625267561638,9.337168233342785,7.439190000061674,9.418710315025503,1.686549666687097,1.6560140448787004,1.1344106543991948,1.0603402562195232,0.619341885007076,89.45939916671203
2024-06-06,26.676608973839187,30.420640347335535,9.336517672305003,7.439849869978643,9.418521780763513,1.6859747550219382,1.6560140448787004,1.1443087031537165,1.0626969344944095,0.6198132206620532,89.4609463024327
