date,MIRAE ASSET SECURITIES (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,CMB WING LUNG BANK LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2025-02-10,70.83340624981771,29.16659375018229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-12,70.8540719691444,28.095624318031966,0.8169028877517082,0.058350206267979154,0.058350206267979154,0.0,0.0,0.0,0.0,0.11670041253595831
2025-02-13,74.41459991788159,23.808210615336534,0.857953535687803,0.06128239540627164,0.06128239540627164,0.6128239540627164,0.06128239540627164,0.0,0.0,0.12256479081254328
2025-02-14,74.50591794034814,22.364844550524914,2.2088735358543126,0.061357598218175345,0.061357598218175345,0.6135759821817535,0.061357598218175345,0.0,0.0,0.12271519643635069
2025-02-17,74.43740843136413,22.43623144873076,2.206842437580075,0.061301178821668745,0.061301178821668745,0.6130117882166874,0.061301178821668745,0.0,0.0,0.12260235764333749
2025-02-19,74.55166104899956,22.317180238090852,2.2102296797008822,0.06139526888058007,0.06139526888058007,0.6139526888058007,0.06139526888058007,0.0,0.0,0.12279053776116014
2025-02-20,74.57455367287153,21.986255519594174,2.517978984087601,0.061414121563112226,0.061414121563112226,0.6141412156311222,0.061414121563112226,0.0,0.0,0.12282824312622445
2025-02-21,74.57455367287153,21.372114303963052,2.517978984087601,0.061414121563112226,0.12282824312622445,0.6141412156311222,0.6141412156311222,0.0,0.0,0.12282824312622445
2025-02-24,74.57455367287153,21.3414072431815,2.517978984087601,0.061414121563112226,0.12282824312622445,0.6141412156311222,0.6141412156311222,0.0,0.0,0.15353530390778056
2025-02-26,74.57455367287153,20.113124811919253,2.517978984087601,0.061414121563112226,1.2282824312622445,0.7369694587573467,0.6141412156311222,0.0,0.0,0.15353530390778056
2025-02-28,74.57455367287153,20.235953055045478,2.517978984087601,0.061414121563112226,1.1668683096991321,0.7369694587573467,0.55272709406801,0.0,0.0,0.15353530390778056
2025-03-05,74.57455367287153,20.20524599426392,2.517978984087601,0.061414121563112226,1.1668683096991321,0.7369694587573467,0.55272709406801,0.0,0.0,0.18424236468933666
2025-03-06,74.57455367287153,18.976963563001675,2.517978984087601,1.2896965528253568,1.1668683096991321,0.7369694587573467,0.55272709406801,0.0,0.0,0.18424236468933666
2025-03-07,71.8816781014509,21.902692847290876,2.427055153348448,1.2431258102516443,1.1247328759419637,0.7103576058580824,0.5327682043935618,0.0,0.0,0.1775894014645206
2025-03-10,71.08219330441553,22.771309321016922,2.400060879593043,1.22929947491351,1.1122233344455568,0.7024568428077199,0.5268426321057901,0.0,0.0,0.17561421070192998
2025-03-19,71.08219330441553,22.537157040081016,2.400060879593043,1.22929947491351,1.1122233344455568,0.7024568428077199,0.5268426321057901,0.0,0.23415228093590668,0.17561421070192998
2025-03-20,71.0613943199574,22.55982303267224,2.39935861047876,1.228939776098877,1.1118978926608887,0.7022513006279296,0.5266884754709473,0.0,0.23408376687597657,0.1755628251569824
2025-03-26,71.0613943199574,22.208697382358277,2.39935861047876,1.228939776098877,1.1118978926608887,0.7022513006279296,0.5266884754709473,0.3511256503139648,0.23408376687597657,0.1755628251569824
2025-03-31,71.10300446776243,22.163146522698927,2.400763559922473,1.2296593843505348,1.112548966793341,0.7026625053431628,0.526996879007372,0.3513312526715814,0.23422083511438757,0.1756656263357907
2025-04-03,71.0613943199574,22.15017644063928,2.39935861047876,1.228939776098877,1.1118978926608887,0.7022513006279296,0.5266884754709473,0.3511256503139648,0.29260470859497073,0.1755628251569824
2025-04-08,59.09132272768637,31.312304039576766,3.3918215736397554,1.7372744645471918,1.5718197536379355,0.9927282654555382,0.7445461990916536,0.4963641327277691,0.41363677727314097,0.24818206636388454
2025-04-10,58.99371484733108,31.4257633445932,3.386218914923315,1.7344048100826732,1.5692233995986091,0.9910884629043847,0.7433163471782885,0.49554423145219234,0.4129535262101603,0.24777211572609617
2025-04-11,58.9450317299202,31.482352552835064,3.383424520750295,1.7329735350184439,1.5679284364452588,0.9902705914391108,0.742702943579333,0.4951352957195554,0.4126127464329628,0.2475676478597777
