date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SYSTEM SECURITIES LTD,BOCI SECURITIES LTD,CCB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-01,0.0,57.843694214447275,0.0,0.0,25.185418616050903,0.0,0.0,16.97088716950183,0.0,0.0
2024-03-04,0.0,37.79363398132977,25.46319985905736,0.0,16.45300782704878,9.408208193938856,0.0,10.881950138625234,0.0,0.0
2024-03-05,0.0,37.83235701084718,25.489289232739644,0.0,16.469865436138495,9.417847762438141,0.0,10.790640557836534,0.0,0.0
2024-03-06,0.0,37.84061526923446,25.473024618246836,0.0,16.473460570439443,9.419903542897496,0.0,10.792995999181763,0.0,0.0
2024-03-07,0.0,37.8230762211322,25.48569964871546,0.0,16.487693225840534,9.415537436792135,0.0,10.787993467519676,0.0,0.0
2024-03-08,0.0,37.81920224904894,25.48308931399853,0.0,16.49624684911431,9.41457306443475,0.0,10.786888523403466,0.0,0.0
2024-03-11,24.62295201702796,28.590192596255427,19.177802561699657,0.0,12.389501964996628,7.092832018936872,0.0,8.126718841083466,0.0,0.0
2024-03-13,24.63431939851488,28.63442601679662,19.186656146665783,0.0,12.395221677043002,7.096106481207934,0.0,8.053270279771784,0.0,0.0
2024-03-14,24.65064131377046,28.664392937102562,19.199368613797425,0.0,12.403434356050445,7.100808135301039,0.0,7.981354643978069,0.0,0.0
2024-03-18,24.650912336502614,28.664708089231482,19.198480247137944,0.0,12.403570726241568,7.100886205497947,0.0,7.981442395388442,0.0,0.0
2024-03-19,24.650442411404484,28.66413669634502,19.19811426280475,0.0,12.405265545899526,7.100750839934135,0.0,7.981290243612083,0.0,0.0
2024-03-21,24.649490314330592,28.663029574605837,19.19737275609632,0.0,12.40864879918846,7.100476580998562,0.0,7.98098197478023,0.0,0.0
2024-03-22,24.64037295023747,28.653045435255354,19.225870119321492,0.0,12.404831275792551,7.09785025366286,0.0,7.978029965730273,0.0,0.0
2024-03-25,20.703695591177613,24.070091538982314,16.149376426599016,15.986589937056724,10.422969291601296,5.9638598531108045,0.0,6.703417361472237,0.0,0.0
2024-03-26,20.70651691401335,24.050659695428863,16.144439096827877,15.988768453015695,10.440612437764718,5.9646725570031425,0.0,6.704330845946354,0.0,0.0
2024-03-27,19.693692681955334,23.060648110749568,15.341491997628268,15.206704902819098,9.883639702236845,5.6729206932246505,0.0,6.376399848729093,0.0,4.764502062657145
2024-03-28,19.693704836344715,23.06066234312848,15.341439748794736,15.206714287966697,9.883645802139355,5.6729241943906406,0.0,6.376403784062494,0.0,4.764505003172883
2024-04-02,19.692824850544156,23.060932761665768,15.341557930753117,15.206892607972144,9.883761701717653,5.672990717365564,0.0,6.3764785563200626,0.0,4.764560873661539
2024-04-03,19.666835277856027,23.041742219643506,15.336150249383657,15.186109431168221,9.993520703005569,5.649829086505084,0.0,6.36776385801589,0.0,4.758049174422046
2024-04-05,18.659088936390607,21.868898310226392,14.562591937392483,14.407959515122268,9.481443707163121,5.360326758784816,5.103974476444546,6.04147390640092,0.0,4.514242452074846
2024-04-08,18.661718851722444,21.871980633867835,14.538841377082088,14.41000206642242,9.494476799508071,5.361082272924581,5.104693858873916,6.042325425191977,0.0,4.514878714406668
2024-04-09,18.660441995263458,21.870484127572514,14.537846612684124,14.409133076608152,9.500552333179947,5.360715461454442,5.104344589796581,6.041912002274841,0.0,4.514569801165941
2024-04-10,18.65771425496468,21.881904919696478,14.535721503853747,14.407026782825108,9.499163564389452,5.359931844453397,5.103598448497249,6.04102880953726,0.0,4.513909871782628
2024-04-11,18.632971938977636,21.839514829151405,14.691626042480499,14.387921376652448,9.457369791918193,5.35282394658594,5.096830478757863,6.0330176972622045,0.0,4.507923898213814
2024-04-12,18.630943831470457,21.83713770519484,14.70170436722436,14.386355322055671,9.45762492162353,5.35224131798186,5.096275713785822,6.032361032908132,0.0,4.505355787755326
2024-04-15,18.63257568681049,21.83029154187742,14.702992066602139,14.387615400501952,9.458453300253835,5.352710112459203,5.096722088634731,6.032889398011564,0.0,4.505750404848668
2024-04-17,18.627137280376648,21.823919798111575,14.757075863553002,14.383415997183969,9.426504976700901,5.351147783471338,5.0952344764728785,6.0311285408403235,0.0,4.504435283289367
2024-04-18,18.613555143404533,21.808006699737696,15.096311733553488,14.372928205997374,9.142551299249,5.347245948151228,5.091519242536347,6.026730891716622,0.0,4.501150835653708
2024-04-23,18.613663721905425,21.808133912441377,15.095816464642148,14.373012047637834,9.142604630517893,5.3472771402552866,5.091548942909132,6.026766047462016,0.0,4.501177092228889
2024-04-24,18.61393517369973,21.808451950693787,14.662790906686057,14.373221656018442,9.144196308346869,5.347355122107547,5.088706501487853,6.460099645952681,0.0,4.501242735007035
2024-04-25,18.61523825253057,21.80297810810956,14.663817383476339,14.374227861353111,9.14483645286888,5.347729466661537,5.089062739202048,6.4605518888027405,0.0,4.501557846995216
2024-04-26,18.61522171314534,21.802298176314544,14.663804354874637,14.374381119737468,9.145411706898916,5.347724715276861,5.08905821763923,6.460546148690523,0.0,4.501553847422481
2024-04-29,18.617046326804562,21.80443517858441,14.655439931898659,14.375790057677513,9.146308115406791,5.3482488847824206,5.089557033354648,6.461179393941673,0.0,4.501995077549326
2024-04-30,18.63716248057046,21.842597047772188,14.694638144954336,14.391323434896977,9.199995916906582,5.354027792728182,5.095056418707514,6.278339174990228,0.0,4.506859588473537
2024-05-02,18.648400894685473,21.8478312059578,14.703499173499612,14.400235328889059,9.211387804597692,5.357256330418976,5.098128793809275,6.223683193729726,0.0,4.509577274412386
2024-05-03,18.648376078884706,21.847802132611,14.703479607258615,14.400216166207338,9.211375546819353,5.357249201410622,5.098122009627128,6.223674911749782,0.0,4.509704345431457
2024-05-06,17.753311056780877,20.813083640006433,13.997757551675683,13.709049828367311,8.822112634178923,5.100117623058032,4.85342774402822,5.92495754896773,4.732930044697101,4.293252328239687
2024-05-07,17.751633158672877,20.81111655715921,14.00588578192109,13.707754160832625,8.821278840074257,5.099635601553257,4.852969037638017,5.9243975703232055,4.73248272676627,4.292846565059192
2024-05-08,17.751813210690997,20.810535885147058,14.006027841413763,13.707670668067893,8.821368312915622,5.099687326353649,4.853018260538316,5.924457660554293,4.732530727592903,4.2928901067255065
2024-05-09,17.751684827461048,20.81110859279447,14.005926548150269,13.70757153255905,8.82130451572808,5.099650444806794,4.852983162931558,5.9244148141700315,4.7324965013663505,4.29285906003235
2024-05-10,17.751892216678584,20.81135172461937,14.004921897392927,13.707731675247596,8.821407573182004,5.099710022955332,4.8530398593178825,5.924484027868033,4.732551790132232,4.292909212606041
2024-05-13,17.755764371734553,20.821455675472958,14.00797673957378,13.710777336888022,8.824722866202334,5.100822403974117,4.854098435079762,5.896952477673389,4.733584084274068,4.293845609127015
2024-05-14,17.75477641658764,20.820297141046044,14.007197316484579,13.710014450382287,8.824231846486526,5.10610272471847,4.853828346367603,5.896624363128193,4.733320701146116,4.293606693652538
2024-05-16,17.765402699532455,20.835541880484126,14.008621328354105,13.718219932068399,8.829513173728916,5.109158741365769,4.856733376099539,5.844478832477622,4.736153606718046,4.296176429171025
2024-05-17,17.765215586771525,20.83014017604084,14.022392306184564,13.718075445954014,8.829420177548894,5.10910492953756,4.856682222922408,5.836734251484412,4.736103723538221,4.296131180017561
2024-05-20,17.76896492370137,20.834536363266057,14.025351722751253,13.720970636649824,8.845205080873406,5.110183202733694,4.8577072224742555,5.816861156897912,4.723181815007472,4.2970378756447545
2024-05-21,17.768984713318265,20.834559567065185,14.02536734303857,13.720985917942432,8.845214931937925,5.110188894036946,4.857712632590451,5.816756263436552,4.723187075300294,4.297042661333381
2024-05-22,17.78734866786256,20.89210201347743,14.039862330372403,13.735166332060924,8.854356316635211,5.115470190525007,4.862732998999303,5.6834091538032885,4.728068411749979,4.301483584513898
2024-05-23,17.806396470358138,20.942376152691484,14.054897090736503,13.74987480494366,8.835936540530293,5.120948155098624,4.867940316822955,5.582409065030052,4.733131522333476,4.306089881454815
2024-05-24,17.8128575580883,20.913689930621462,14.059996939169778,13.754863975410652,8.839142678350573,5.122806301711656,4.869706659019397,5.584434653687187,4.734848948880453,4.307652355060541
2024-05-27,17.860074838703856,20.936320736355725,14.082624428358798,13.769748180711646,8.834736607346825,5.145114855777966,4.874976192313078,5.444117921788522,4.739972551989165,4.3123136866544165
2024-05-28,17.885910044433786,20.933059794077213,14.0642027334252,13.768126499584286,8.835093059439055,5.144508908918937,4.874402060035299,5.443476760950064,4.739414319265451,4.311805819870715
2024-05-29,17.934231495322837,20.940548431703704,14.06923409142122,13.77305193863454,8.838253744545261,5.146349316549934,4.876145839063904,5.367727000752032,4.741109807490675,4.313348334515895
2024-05-30,17.984056942902367,20.933480887774408,14.06409450338639,13.768403462023038,8.869412456105724,5.144612396908654,4.874500114500594,5.365915364991774,4.683631314371674,4.311892557035379
2024-05-31,18.03036860416434,20.947879799423493,14.07376188137551,13.777873937863221,8.88462763888511,5.1481510735276546,4.877852996749773,5.25777270422472,4.686852909186892,4.314858454599284
2024-06-03,18.127869826837582,20.943492686413798,14.073487721852585,13.77760554229297,8.904360550339186,5.148050786578495,4.8777579752578815,5.17379674670756,4.658803763373202,4.3147744003467405
2024-06-04,18.16719355157624,20.94008939970152,14.072259457985057,13.775624152284378,8.903079993208037,5.14731043323038,4.877056493357646,5.173052690772082,4.630179945439955,4.314153882444705
2024-06-05,18.253096000001147,20.94243108386191,14.073833127822116,13.77716465004736,8.870527264625709,5.170251605935923,4.877601883862997,5.089760330770489,4.6306977282837165,4.314636324788631
2024-06-06,18.26452137359841,20.939504060482918,14.071866095511867,13.775239081670632,8.86928747347713,5.169528984609619,4.876920164787962,5.089048959324549,4.630050517821022,4.314033288715889
2024-06-07,18.357411863677502,20.9565228458619,14.07879248911856,13.782019470800144,8.873653076136737,5.172073508005847,4.879320661525243,4.951719859747126,4.632329501438947,4.316156723687995
2024-06-11,18.406507089894507,20.97305419003946,14.08425970592756,13.787371441757237,8.87709898140827,5.174081979062026,4.881215447882654,4.864449973676671,4.63412837373106,4.317832816620557
2024-06-12,18.429710109035614,20.967622042100867,14.071549382707174,13.783800429129448,8.881792363021484,5.172741860522209,4.879951183546484,4.863190051699765,4.632928106442165,4.316714471794789
2024-06-13,18.442664815722278,20.966444033188502,14.07076316558403,13.78303028935133,8.881296112249796,5.164062188936097,4.879678526920247,4.862918331565203,4.632669251691454,4.31647328479106
2024-06-14,18.455307190439655,20.958207448188826,14.069740027906114,13.782028073804176,8.88065032007959,5.163686690710847,4.879323707291898,4.862564730633179,4.632332393028925,4.316159417916789
2024-06-17,18.47814760162831,20.952506443837702,14.052976561803995,13.778205574548979,8.878187237066527,5.174780182123986,4.877970407825586,4.861216079334426,4.63104759756723,4.314962314263253
2024-06-18,18.50181351732396,20.942612207590557,14.04971647612163,13.77500923172974,8.876407152829088,5.173579708565454,4.876838789807465,4.8600883480762525,4.629973262041174,4.313961305914679
2024-06-19,18.524799483421287,20.94616222392238,14.039060927538644,13.777344255997912,8.854148089467795,5.1744566904948,4.877665470699986,4.860912189574092,4.630758096355692,4.314692572527414
2024-06-20,18.53840197460422,20.942578974486953,14.064052753991074,13.77498737264624,8.841452401933013,5.157694460509254,4.876831050921449,4.86008063577093,4.629965914897485,4.313954460239383
