date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CGS INTERNATIONAL SECURITIES HK LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,21.263482280431433,0.0,0.0,25.346687211093993,53.38983050847458,0.0,0.0,0.0,0.0
2024-03-04,0.0,21.263482280431433,0.0,0.0,25.346687211093993,53.38983050847458,0.0,0.0,0.0,0.0
2024-03-05,0.0,16.48745519713262,0.0,0.0,42.11469534050179,41.39784946236559,0.0,0.0,0.0,0.0
2024-03-06,0.0,17.79497098646035,0.0,0.0,37.524177949709866,44.680851063829785,0.0,0.0,0.0,0.0
2024-03-07,45.27818448023426,10.102489019033674,0.0,0.0,19.25329428989751,25.366032210834554,0.0,0.0,0.0,0.0
2024-03-08,37.99140049140049,24.201474201474202,0.0,0.0,16.52334152334152,21.283783783783782,0.0,0.0,0.0,0.0
2024-03-11,37.99140049140049,24.6007371007371,0.0,0.0,15.847665847665848,21.56019656019656,0.0,0.0,0.0,0.0
2024-03-12,37.99140049140049,26.842751842751845,0.0,0.0,13.605651105651106,21.56019656019656,0.0,0.0,0.0,0.0
2024-03-13,37.99140049140049,29.668304668304668,0.0,0.0,10.78009828009828,21.56019656019656,0.0,0.0,0.0,0.0
2024-03-14,47.71859296482412,0.4422110552763819,0.0,0.0,14.110552763819095,26.090452261306535,7.618090452261307,0.0,4.0201005025125625,0.0
2024-03-15,41.71498857845721,0.3865752943243718,0.0,12.089263749780354,13.002987172728869,22.63222632226322,6.659638024951678,0.0,3.5143208574942895,0.0
2024-03-18,41.452767592107556,1.0127466387288282,0.0,12.013270473197137,12.921250218264364,22.48995983935743,6.6177754496245855,0.0,3.4922297887200977,0.0
2024-03-19,40.53269591941267,0.9902680553184224,0.0,11.746627966535769,13.932047123100563,22.912753969609014,6.470889533891071,0.0,3.414717432132491,0.0
2024-03-20,40.54520358868185,1.2939958592132506,0.0,11.870255348516217,13.146997929606624,23.153899240855765,6.538992408557625,0.0,3.450655624568668,0.0
2024-03-21,40.468400206647146,1.4120888582744964,0.0,11.847769932839675,13.122094024453245,23.17892199070088,6.526605820561391,0.0,3.4441191665231616,0.0
2024-03-22,39.12102547028467,5.626768769768603,0.0,11.453304478108874,12.41884468120526,21.741301814549693,6.309305809888463,0.0,3.32944897619444,0.0
2024-03-25,39.004149377593365,13.477178423236513,0.0,11.41908713692946,4.813278008298756,21.67634854771784,6.29045643153527,0.0,3.319502074688797,0.0
2024-03-26,15.769409626855508,6.215630236198915,0.0,4.616746307777272,60.74913419230762,8.763765520286507,2.543236701522654,0.0,1.3420774150515324,0.0
2024-03-27,15.81823701373225,7.459947887322996,0.0,4.6310413044458665,59.40252836007962,8.790901080823113,2.5511114162572435,0.0,1.3462329373389148,0.0
2024-03-28,16.023160626389668,8.006602905851318,0.0,4.691035962108976,59.65388609373754,8.904786288538258,2.5841607988943336,0.0,0.13636732447991207,0.0
2024-04-02,16.023160626389668,7.215672423867828,0.0,4.691035962108976,59.65388609373754,9.013880148122187,2.5841607988943336,0.0,0.8182039468794724,0.0
2024-04-03,16.023160626389668,9.547553672474324,0.0,4.691035962108976,57.32200484513103,9.013880148122187,2.5841607988943336,0.0,0.8182039468794724,0.0
2024-04-05,31.109346041832143,20.310696319830555,0.0,9.10775747948107,16.001191421763306,16.865236960550703,5.01720942546995,0.0,1.5885623510722795,0.0
2024-04-08,38.68949621336846,2.3752057951926244,0.0,11.326967402041488,18.02321369772802,21.36977280210734,6.239710240368785,0.0,1.975633849193283,0.0
2024-04-09,40.366008042282964,1.4085160253051927,0.0,11.817792992804545,15.540569555784964,22.295778059099273,6.510092360861806,0.0,2.061242963861258,0.0
