date,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,ABCI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,54.832751297626345,34.28035736662643,0.0,0.0,0.0,10.886891335747215,0.0
2024-03-20,0.0,0.0,45.68721783939076,41.22149645000565,0.0,0.0,0.0,13.09128571060359,0.0
2024-03-21,0.0,0.0,35.14761540383445,31.746535580220524,0.0,16.41628599388188,6.607372820488057,10.08219020157509,0.0
2024-03-26,0.0,0.0,35.13523471566223,31.752596173983033,0.0,16.41941995601915,6.608634205447722,10.08411494888787,0.0
2024-04-09,48.01936799121283,0.0,18.26351706297202,16.505200170434353,0.0,8.534918265315678,3.4352098271406164,5.2417866829245,0.0
2024-04-19,65.93533849438555,0.0,11.968698775093472,10.816414405912003,0.0,5.593219829203232,2.251208872230019,3.4351196231757175,0.0
2024-04-25,59.23518166111891,10.155670504529448,10.75459593606349,9.719199104139149,0.0,5.025844527880937,2.0228466137770234,3.0866616524910415,0.0
2024-04-30,59.23172047923213,10.16092021521082,10.753967532273553,9.718631199813546,0.0,5.025550861827118,2.0227284164513293,3.0864812951915006,0.0
2024-05-07,59.136037252885565,10.34970597906859,10.73765477093657,9.703888946704737,0.0,4.9712535312740505,2.0196601269285948,3.0817993922018907,0.0
2024-05-10,55.2499411375274,9.669580051313849,10.032034975769157,9.066202573192852,6.571451683074255,4.644570007423254,1.8869391375251663,2.8792804341740674,0.0
2024-05-17,55.25043805547657,9.669667019513081,10.032125203887839,9.065384714654051,6.571510786708144,4.644611780684099,1.8869561086550375,2.879306330421176,0.0
2024-05-20,55.25646201423938,9.65981829758333,10.033219007134628,9.06637311412403,6.572227278945704,4.6451181830009105,1.8871618435991544,2.8796202613728643,0.0
2024-06-04,55.25585220708068,9.659949950702748,10.033355749311282,9.066496679212472,6.572316851461059,4.645181491054956,1.8871875636216129,2.8796595075551914,0.0
2024-06-07,55.25585220708068,9.654498373235656,10.033355749311282,9.066496679212472,6.441478992250828,4.781470927732281,1.8871875636216129,2.8796595075551914,0.0
2024-06-11,55.25886468689652,9.660476599068236,10.02299900593243,9.066990973249315,6.441830173613041,4.781731607535134,1.887290450722563,2.8798165029827616,0.0
2024-06-14,55.258291335988595,9.686679761187042,10.00010112124931,9.066002439066338,6.441127849176375,4.781210276350201,1.8870846877379908,2.8795025292441427,0.0
2024-06-18,55.258295854415486,9.686680553259205,10.00010193894969,9.066003180386204,6.441120198941219,4.781210667305992,1.887084842043417,2.8795027646987927,0.0
2024-06-19,55.263173314441985,9.685624572087045,9.999011790543419,9.065014861569189,6.440418028407125,4.780689449700329,1.8868791238871812,2.8791888593637314,0.0
2024-07-02,55.248191571076646,9.682998817303723,9.996301077068814,9.062557352922585,6.438672043074034,4.779393413693906,1.913477408234234,2.878408316626059,0.0
2024-07-17,55.261123589301256,9.592113051456948,10.009500690999028,9.041785579902275,6.436261177989651,4.7529659376328635,2.024040862356311,2.882209110361668,0.0
2024-07-18,55.21292134672199,9.670972521093505,10.000769772243364,9.03389876339251,6.43064706444193,4.748820100519607,2.022275366067044,2.8796950655200475,0.0
2024-07-23,55.21047958116873,9.671499776906533,10.001315008411256,9.03439128631375,6.4309976595903375,4.74907900343734,2.022385619347154,2.879852064824899,0.0
2024-08-01,55.21153311643641,9.671684330023687,10.001505855115802,9.032655465910592,6.431120376923932,4.749169626128124,2.022424210835418,2.879907018626043,0.0
2024-08-02,55.223739228194134,9.669048525138365,9.99878016462654,9.030193814290039,6.429367716484532,4.74787534438002,2.021873043589547,2.8791221632968216,0.0
2024-08-05,55.226809602109874,9.66958611268308,9.999336084856422,9.030695882276179,6.429725181647291,4.742579440063343,2.0219854573148894,2.879282239048916,0.0
2024-08-08,55.23584209275856,9.671167599043937,10.0009715026966,9.03217287645157,6.430776780191463,4.743355101463153,2.005960894127032,2.879753153267689,0.0
2024-08-12,55.23425575567597,9.671510322609207,10.001325913741024,9.032492955538055,6.431004671883237,4.74352319487639,2.006031980690509,2.87985520498561,0.0
2024-08-13,55.23515917331415,9.67166851090909,10.001489496541446,9.03264069199872,6.4311098581118245,4.743600780470017,2.004429180436695,2.879902308218052,0.0
2024-08-14,55.266797419578396,9.677208363327622,10.007218267716123,9.037814514522399,6.434793545105554,4.689038696068379,2.005577301035586,2.8815518926459425,0.0
2024-08-15,55.26661439874644,9.677247956529616,10.007259211116265,9.037851491716879,6.43481987233455,4.689057880739131,2.0055855066279644,2.8815636821891517,0.0
2024-08-16,55.27272023476462,9.66726913081925,10.008364809575644,9.038849990354173,6.4355307889588875,4.689575926195886,2.0058070830056227,2.8818820363259263,0.0
2024-08-19,55.27109800294896,9.668321459070638,10.009454267714938,9.036832903798093,6.435985790061566,4.690086408853127,2.0060254246522367,2.8821957429004463,0.0
2024-08-20,55.261481598829064,9.67040951859119,10.011616001410669,9.038784581249065,6.43733210421866,4.691099322999567,2.0064586643313413,2.8828182083704386,0.0
2024-08-21,55.59921562329052,9.729510835284323,10.07280262300843,9.061080213294458,6.237252677334134,4.449616425512697,2.0187212627998297,2.8318003394756044,0.0
2024-08-22,54.185350007472934,9.552037819370137,9.889067727135693,8.530812131836807,6.05852228935058,4.368452340281071,1.9818983888789836,2.7801463400894297,2.653712955584369
2024-08-23,53.980934340611206,9.616242496918014,9.95553777433152,8.588152570861808,6.099245062580767,4.397815192396486,1.8916892085650023,2.798833284454263,2.6715500692809266
2024-08-26,53.980934340611206,9.621669484720533,9.95553777433152,8.588152570861808,6.099245062580767,4.392388204593967,1.8916892085650023,2.798833284454263,2.6715500692809266
2024-09-04,53.978004960865945,9.626574039524128,9.954997517830485,8.587686518161949,6.0989140752578175,4.392149843157711,1.8915865523935298,2.7986814003560347,2.671405092452403
2024-09-10,53.226400938661136,10.002613113151018,9.839132635230214,8.487735585130315,6.027929631308615,4.603843303747372,2.4059239039138127,2.7661079224313023,2.640312966426216
2024-09-11,53.22354627633112,10.007439893576056,9.838604938433164,8.487280367069076,6.02760633866919,4.603596388347857,2.4057948683183885,2.7659595692842234,2.640171359970927
2024-09-12,52.75567468143689,10.094758829696591,9.940432724330442,8.575122187477174,6.08999097669134,4.651242780323509,2.4306944111191093,2.7945867517541045,2.667496657170843
2024-09-23,52.755482676634614,10.09479985562214,9.940473123062077,8.575157037475115,6.090015726912778,4.651261683354599,2.4307042896600057,2.794598109183237,2.667507498095436
2024-09-30,52.74623053735733,10.189996805061893,9.95406625329261,8.450137857672454,6.098343537456309,4.657622065301757,2.434028163639868,2.7984195908742846,2.671155189343492
2024-10-02,52.67651519193639,10.285838659176001,9.947049563413207,8.444181297280275,6.094044773082881,4.654338875419746,2.432312400418346,2.7964469656252695,2.6692722736478913
2024-10-03,52.680800006420604,10.286675330134749,9.947858676580417,8.436733961467306,6.094540475033095,4.654717468774965,2.4325102496375943,2.7966744342878984,2.66948939766338
2024-10-04,52.595405835163255,10.241502189297755,9.983115042088317,8.46663472563263,6.116140233692345,4.670534075022719,2.4411313482328967,2.806586173011528,2.6789503778585506
2024-10-07,51.98330913615333,10.358581500491832,9.970093252940687,8.455591005138338,6.108162454393529,4.6644419174471174,2.981439414176245,2.8029253143300914,2.6754560049288223
2024-10-09,51.85648295562147,10.33330917079088,9.94576873670981,8.434961492913317,6.09326007655279,4.902458328153387,2.9687437905021907,2.7960868825749774,2.6689285661811764
2024-10-15,51.86491877814673,10.318722522272694,9.947386677903625,8.4363336615238,6.094251305762262,4.903255842100277,2.9692267348576937,2.796541739737713,2.6693627376952027
2024-10-16,51.86492299674449,10.318723361578737,9.947387487005887,8.43633434771977,6.094251801457531,4.903256240922151,2.969226976369173,2.79654196720331,2.669354820998946
2024-10-17,51.95789852913531,10.157956431654453,9.965219647820245,8.451457722673117,6.105176647635358,4.9120460517057705,2.9745497541343004,2.801555181592355,2.674140033649083
2024-10-22,51.95789923475809,10.157956569606249,9.965219783154547,8.451457837449526,6.105175372481291,4.912046118414619,2.974549794530662,2.801555219639335,2.6741400699656808
2024-10-24,51.875565383033276,10.31218259101524,9.946308935706313,8.435419633239585,6.093589673156438,4.902724602499731,2.9689050361996276,2.7962387505067667,2.669065394643033
