date,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,ABCI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-10-25,51.692964897636315,10.632473547775929,9.911298216764596,8.40518691363392,6.0721404142633055,4.881415000244278,2.95845457659105,2.7863960712153077,2.659670361875305
2024-10-28,51.748883414456635,10.535800827590393,9.922019696895266,8.414279168000423,6.0787089112834085,4.886695438062822,2.9616548649152135,2.7894102364094473,2.6625474423863875
2024-10-29,51.818041003755035,10.40636959118745,9.937876287295122,8.427726206239901,6.088423425093166,4.8945049698252365,2.966387948453981,2.7938680521492962,2.6668025160008164
2024-10-30,51.8027958586357,10.409837812366295,9.941188369641448,8.43053498775221,6.0904525668494385,4.895323329165227,2.9673765823303144,2.794799188821356,2.6676913044380077
2024-10-31,51.833694349811175,10.356400526021403,9.947117928384792,8.435563496476615,6.094085301179164,4.898243212198183,2.969146514968577,2.796466185295999,2.669282485664095
2024-11-06,51.8287314778407,10.35746760993394,9.948142841383358,8.43643266468594,6.094713212427882,4.898747908450351,2.969452444472957,2.796754322479453,2.669557518325425
2024-11-22,51.74738712796976,10.35746760993394,9.948142841383358,8.517777014556884,6.094713212427882,4.898747908450351,2.969452444472957,2.796754322479453,2.669557518325425
2024-11-26,51.74850964766951,10.357692287199344,9.94835863945424,8.515792554989398,6.0948454207581,4.8988541735457805,2.9695168587178378,2.796814990505349,2.6696154271604455
2024-11-29,51.73542252819851,10.36050157568798,9.951056905499582,8.518102270062311,6.096498508975609,4.900182876335518,2.970322272635986,2.797573562969158,2.670339499635342
2024-12-10,51.77466260642554,10.352078278238858,9.942966494853358,8.511176880533764,6.091541932311431,4.8961989284908185,2.967907340517171,2.795299079047261,2.668168459581803
2024-12-12,51.76063722869447,10.376367309086625,9.94027301789306,8.508867200916493,6.089891778118931,4.894872583982492,2.9671033561080797,2.794541852954781,2.6674456722450666
2024-12-13,51.762951239655344,10.376831194946087,9.940717407721875,8.5047769984875,6.090164032810518,4.895091414147997,2.9672360034257257,2.794666785738158,2.667564923066802
2024-12-20,51.76978228476119,10.378200602992786,9.942029262772069,8.492702571115696,6.090967738631262,4.8957374088111,2.967627583165553,2.7950355918902803,2.667916955860062
2025-01-02,51.7838147250385,10.381013662536796,9.944724096045613,8.467899092533424,6.092618723766822,4.897064421206568,2.968431972424851,2.7957931992875924,2.66864010715983
2025-01-09,51.781462150426464,10.381520175216107,9.945209321189385,8.468312260110011,6.092915996146391,4.897303359840248,2.9685768088040896,2.795929612238216,2.668770316029092
2025-01-14,51.781449079926254,10.381522989313499,9.945212017016887,8.468314555598056,6.09291764774064,4.8973046873422295,2.9685776134901194,2.795930370125124,2.668771039447191
2025-01-23,51.782852747100115,10.381804406757267,9.945481607147974,8.468544110687201,6.093082811687324,4.897437441174966,2.9686580842962313,2.796006160890942,2.6661326302579833
2025-02-03,51.81094208022491,10.387435961353962,9.950876480762103,8.418893359145383,6.096387972059434,4.900094030073513,2.9702684170886458,2.7975228395655574,2.6675788597264902
2025-02-07,51.824008485439,10.38461942056098,9.948178312548286,8.416610586316168,6.094734943778246,4.898765375458794,2.9694630323725364,2.7967642946054485,2.6668555489205445
2025-02-12,51.82435978826281,10.38468981546545,9.948245748920638,8.416667640549374,6.094776258559921,4.898120706448279,2.9694831616674127,2.7967832532160024,2.6668736269101174
2025-02-14,51.830213194031494,10.440098987669497,9.949369373395555,8.417618277877487,6.095017196146276,4.8335904312498,2.969818555870825,2.797099141483509,2.6671748422755535
2025-02-26,51.83049430321006,10.440155611161273,9.949423335339363,8.417121566663875,6.095050253414842,4.833616646975184,2.9698346631411465,2.79711431198337,2.6671893081108804
2025-02-28,51.87382154026804,10.448882965649554,9.957740466581031,8.340563680468161,6.100145356032715,4.837657265478371,2.972317269803552,2.799452534616644,2.669418921101931
2025-03-03,51.87170976961426,10.448457594166282,9.957335089389398,8.340224138150026,6.099897020599462,4.837460325628117,2.9762672431602453,2.7993385695850788,2.669310249707134
2025-03-04,51.843569248409736,10.442789282021007,9.95193321232639,8.335699547477143,6.096587812512511,4.834835992335962,3.0289028401188256,2.797819922007701,2.667862142790725
2025-03-10,51.84330799725405,10.44284593469908,9.951987202084608,8.33574476908319,6.09662088682028,4.8348622215741095,3.0289192720751617,2.7978351003271196,2.667876616082394
2025-03-13,51.8313575146665,10.467557746675046,9.94969315383876,8.333823283426401,6.095215545136553,4.829679878541553,3.0282210711227466,2.7971901669511268,2.667261639641309
2025-03-19,51.82109855580816,10.492599548547028,9.947723815245046,8.325395362981702,6.094009121679623,4.828723942028432,3.027079423772221,2.7966365202743337,2.6667337096634425
2025-03-20,51.82109855580816,10.465485907359628,9.947723815245046,8.352509004169102,6.094009121679623,4.828723942028432,3.027079423772221,2.7966365202743337,2.6667337096634425
2025-03-24,51.8232062295365,10.465911560815767,9.948128410221347,8.352848718383667,6.094256977925127,4.824853124854936,3.027202541497489,2.7967502653991136,2.6668421713660497
2025-04-08,51.82320763470951,10.465911844596288,9.94812867996231,8.352848944869026,6.094254431694881,4.824853255679597,3.027202623579313,2.796750341232283,2.6668422436767942
2025-04-09,51.70255329500771,10.474437165486817,9.956232225120752,8.359653007301667,6.099218688549916,4.8287834839162915,3.111079017284683,2.799028517703072,2.6690145996290857
2025-04-10,51.73062940280493,10.48012511333913,9.96163877143988,8.309889425103696,6.102530755565281,4.831405664775528,3.1127684307524577,2.8005484779638756,2.6704639582552243
2025-04-23,51.723888356387825,10.505907472374403,9.9603406648805,8.29468958338647,6.101735531467681,4.830776081678975,3.1123628042074176,2.800183536970479,2.6701159686462517
2025-04-30,51.75198764647715,10.457289308753609,9.965751675356017,8.29919571964596,6.105050333239074,4.833400427658928,3.1140536126148612,2.801704752254344,2.6715665240000597
2025-05-02,51.734002138472036,10.482458957953373,9.963857153066465,8.297618015144742,6.1038897430184935,4.832481582283003,3.1134616207438874,2.8011721389327606,2.6710586503852425
