date,THE HONGKONG AND SHANGHAI BANKING,DBS VICKERS (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,OCBC SECURITIES BROKERAGE (HK) LTD
2024-03-01,92.99105420207778,0.0,0.0,7.008945797922217,0.0,0.0,0.0,0.0,0.0
2024-03-05,92.4390299624099,0.0,0.0,7.012505182873498,0.0,0.5484648547166058,0.0,0.0,0.0
2024-03-06,92.42408429135511,0.0,0.0,7.0262889805453215,0.0,0.5496267280995689,0.0,0.0,0.0
2024-03-07,92.40783953570518,0.0,0.0,7.0424437692507835,0.0,0.5497166950440291,0.0,0.0,0.0
2024-03-08,85.33683722596948,0.0,7.636879709973446,6.507017321948945,0.0,0.5192657421081313,0.0,0.0,0.0
2024-03-11,85.31408024253082,0.0,7.638227471575141,6.520771446396696,0.0,0.5269208394973407,0.0,0.0,0.0
2024-03-12,85.22894945475534,0.0,7.582594618791408,6.661196114867157,0.0,0.527259811586103,0.0,0.0,0.0
2024-03-13,85.21925444896715,0.0,7.585047038462369,6.666830418028955,0.0,0.5288680945415208,0.0,0.0,0.0
2024-03-14,85.19509224637912,0.0,7.59031637470803,6.67146186869594,0.0,0.5431295102169229,0.0,0.0,0.0
2024-03-15,85.19345793532834,0.0,7.593097700931861,6.670115834104565,0.0,0.5433285296352355,0.0,0.0,0.0
2024-03-18,85.09745770568922,0.0,7.596823743857492,6.762575319440218,0.0,0.5431432310130642,0.0,0.0,0.0
2024-03-19,85.09877525209596,0.0,7.596152102225575,6.761977434419232,0.0,0.5430952112592378,0.0,0.0,0.0
2024-03-20,85.07279765794294,0.0,7.567519249276815,6.784693042003694,0.0,0.57499005077655,0.0,0.0,0.0
2024-03-21,84.95254263880317,0.0,7.569528050808332,6.871185381961229,0.0,0.6067439284272726,0.0,0.0,0.0
2024-03-22,84.81241003594339,0.0,7.572591133270048,7.002951132139024,0.0,0.6120476986475415,0.0,0.0,0.0
2024-03-25,84.733148147127,0.0,7.572379903203079,7.069691729392155,0.0,0.6247802202777758,0.0,0.0,0.0
2024-03-26,84.69103701875015,0.0,7.572551759201356,7.107717520051534,0.0,0.6286937019969588,0.0,0.0,0.0
2024-03-27,81.1907641260797,0.0,7.281221138456543,6.663986403392711,0.0,0.600857713439134,3.4725683641067353,0.7906022545251763,0.0
2024-03-28,81.04928412453168,0.0,7.334648048980755,6.683775547868269,0.0,0.6173005206202578,3.4898871017244275,0.8251046562746018,0.0
2024-04-02,81.05251374081669,0.0,7.336710741521127,6.6734279879181475,0.0,0.621142284574039,3.490868548147404,0.8253366970225912,0.0
2024-04-03,80.79981080856422,0.0,7.365168267352986,6.786462705405618,0.0,0.7156113400167259,3.504408877783452,0.8285380008769984,0.0
2024-04-05,77.47939292588734,0.0,7.64944361042558,6.621723805003457,3.287174038948007,0.7656202824891561,3.394170662277237,0.8024746749692242,0.0
2024-04-08,77.2869300448718,0.0,7.66421310310635,6.702703220207804,3.2924974735291537,0.816872790900904,3.4330091197774144,0.8037742476065747,0.0
2024-04-09,77.20597486879001,0.0,7.675823698341917,6.711814410250097,3.296973066317546,0.8179831911370115,3.486563922572335,0.8048668425910825,0.0
2024-04-10,77.08340659598112,0.0,7.678936849991323,6.752708705978772,3.298310248819754,0.8517155579230755,3.5118355777668553,0.8230864635391067,0.0
2024-04-11,76.93879315285051,0.0,7.684992917316137,6.752789258579204,3.298349594137188,0.9901013248223746,3.5118774702133386,0.8230962820812512,0.0
2024-04-12,76.83400743637463,0.0,7.69761794306368,6.762833093587474,3.303255430504141,1.060864673521764,3.517100899603686,0.8243205233446139,0.0
2024-04-15,76.41562691846615,0.0,7.712544502668939,6.979434282369297,3.42935922189527,1.1131951400916584,3.523920959601981,0.8259189749067142,0.0
