date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,ICBC (ASIA) SECURITIES LTD,THE BANK OF EAST ASIA LTD,CHINA CONSTRUCTION BANK (ASIA),STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,57.224880382775126,0.0,0.0,0.0,0.0,25.358851674641148,0.0,0.0,17.416267942583733,0.0
2024-03-04,31.09850438370294,31.614234141309954,0.0,0.0,0.0,13.666838576585869,0.0,0.0,9.386281588447654,14.234141309953586
2024-03-05,23.2109751575825,23.655913978494624,17.945865776789024,0.0,0.0,10.381905821282906,6.080830552465702,1.7426770485724878,6.748238783833889,10.233592880978867
2024-03-06,25.1793400286944,22.88378766140603,17.53945480631277,0.0,0.0,10.043041606886657,5.88235294117647,2.0444763271162123,6.5279770444763265,9.899569583931134
2024-03-07,22.793404461687683,20.85354025218235,17.39411574523117,0.0,0.8406078241189783,9.052699644358228,8.535402521823473,2.489492402198513,8.794051083090851,9.246686065308761
2024-03-08,23.459942547079475,20.587296520906477,17.172039578678582,0.0,1.149058410469199,8.937120970315991,8.426428343440792,2.4577082668368977,8.68177465687839,9.12863070539419
2024-03-11,24.41713925645873,20.321361058601134,16.95022054190296,0.0,1.1342155009451798,8.82167611846251,8.31758034026465,2.299936988027725,8.56962822936358,9.168241965973536
2024-03-12,25.589330024813894,20.00620347394541,16.687344913151364,0.0,1.1166253101736971,8.6848635235732,8.188585607940446,2.2642679900744414,8.436724565756824,9.02605459057072
2024-03-13,25.80346106304079,20.055624227441285,16.625463535228675,0.0,1.1124845488257107,8.65265760197775,8.15822002472188,2.2558714462299134,8.34363411619283,8.992583436341162
2024-03-14,25.963930348258707,20.180348258706466,16.728855721393035,0.0,0.4975124378109453,8.706467661691542,8.208955223880597,2.2699004975124377,8.395522388059701,9.048507462686567
2024-03-15,26.012461059190027,20.031152647975077,16.7601246105919,0.0,0.4984423676012461,8.722741433021806,8.224299065420562,2.3676012461059193,8.411214953271028,8.97196261682243
2024-03-18,26.310890474713,19.95035681042507,16.692522494570277,0.0,0.49643189574930185,8.687558175612784,8.19112627986348,2.358051504809184,8.377288240769468,8.935774123487434
2024-03-19,28.434313137372524,19.67606478704259,16.076784643071385,0.0,0.4799040191961607,8.398320335932812,7.918416316736653,2.2795440911817635,8.098380323935213,8.638272345530893
2024-03-20,29.269014501331753,19.53240603728914,15.862681266646936,0.0,0.4735128736312519,8.286475288546907,7.812962414915655,2.249186149748446,7.990529742527375,8.523231725362534
2024-03-21,28.794901506373115,19.640787949015063,15.52723059096176,0.0,0.4634994206257242,8.111239860950175,7.6477404403244496,3.650057937427578,7.821552723059096,8.342989571263036
2024-03-25,30.085146641438033,20.466729738252916,16.52475559760328,0.0,0.5045726900031535,2.522863450015768,8.325449385052035,3.9735099337748347,8.514664143803216,9.082308420056764
2024-03-26,29.868503443957422,20.726361928616154,16.405760801502815,0.0,0.5009392611145899,2.817783343769568,8.265497808390734,3.9448966812773953,8.453350031308704,9.016906700062616
2024-03-27,30.156778358438363,21.27267138026437,16.108207808177067,0.0,0.49185367353212417,2.766676913618199,8.115585613280048,3.873347679065478,8.300030740854595,8.914847832769752
2024-03-28,29.45945945945946,20.78078078078078,15.735735735735737,2.1921921921921923,0.4804804804804805,2.7027027027027026,7.927927927927928,3.783783783783784,8.108108108108109,8.82882882882883
2024-04-02,29.423808131032462,20.53231939163498,15.326118748171979,2.1351272301842648,0.46797309154723604,2.632348639953203,7.721556010529394,5.1477040070195965,7.926294238081311,8.686750511845569
2024-04-03,29.3997668997669,20.454545454545457,15.268065268065268,2.4184149184149186,0.4662004662004662,2.6223776223776225,7.6923076923076925,5.128205128205128,7.896270396270396,8.653846153846153
2024-04-05,30.442748091603058,20.213740458015266,15.847328244274808,2.5343511450381677,0.4885496183206107,2.7480916030534353,8.061068702290077,5.374045801526718,5.221374045801527,9.068702290076336
2024-04-08,30.21120293847567,20.26323844505663,15.886134067952252,2.5405570860116313,0.48974594429139884,2.7548209366391188,8.080808080808081,5.387205387205387,5.234159779614325,9.152127333945517
2024-04-09,30.58750388560771,19.956481193658686,15.915449176251165,2.5800435188063413,0.4973577867578489,2.486788933789245,8.206403481504507,5.470935654336338,5.31551134597451,8.983525023313646
2024-04-10,31.882656350741456,20.6963249516441,15.538362346872987,2.6756931012250162,0.5157962604771116,2.5789813023855577,8.51063829787234,5.673758865248227,2.611218568665377,9.316569954867827
2024-04-11,29.906542056074763,21.328437917222963,16.088117489986647,2.7703604806408544,0.5340453938584779,2.67022696929239,8.845126835781041,5.874499332443257,2.67022696929239,9.31241655540721
2024-04-12,29.899665551839465,21.03678929765886,16.05351170568562,2.6421404682274248,0.5351170568561873,2.6755852842809364,8.862876254180602,5.88628762541806,2.608695652173913,9.799331103678929
2024-04-15,30.753968253968257,20.80026455026455,15.873015873015872,2.6785714285714284,0.5291005291005291,2.6455026455026456,8.763227513227513,5.82010582010582,2.579365079365079,9.556878306878307
2024-04-16,30.02680965147453,21.079088471849865,16.0857908847185,2.714477211796247,0.5361930294906166,2.680965147453083,8.880697050938338,5.898123324396782,2.714477211796247,9.383378016085791
2024-04-17,29.610046265697292,22.273628552544615,15.76338400528751,2.676801057501652,0.5287508261731658,2.6437541308658297,8.757435558493059,5.816259087904825,2.676801057501652,9.253139458030404
2024-04-18,28.220255653883974,23.402163225172075,16.28974106850213,2.6548672566371683,0.5244182235332678,2.6220911176663386,8.685676827269747,5.768600458865945,2.6548672566371683,9.177318911832186
2024-04-19,27.77232580961727,23.225384363755317,16.912005233889435,2.649656526005888,0.5233889434085706,2.6169447170428524,8.66862937520445,5.757278377494275,2.649656526005888,9.224730127576054
2024-04-22,27.890267798824297,23.187459177008492,16.88438928804703,2.6453298497713913,0.5225342913128674,2.612671456564337,8.654474199869366,5.747877204441541,2.6453298497713913,9.209666884389287
2024-04-23,27.926749509483322,23.152387181164162,16.906474820143885,2.648790058862001,0.5232177894048398,2.6160889470241986,8.665794637017658,5.755395683453238,2.648790058862001,9.156311314584697
2024-04-24,27.908496732026144,23.202614379084967,16.895424836601308,2.6470588235294117,0.522875816993464,2.6143790849673203,8.660130718954248,5.751633986928105,2.6470588235294117,9.15032679738562
2024-04-25,28.16393442622951,23.278688524590162,16.459016393442624,2.6557377049180326,0.5245901639344263,2.622950819672131,8.688524590163935,5.770491803278689,2.6557377049180326,9.180327868852459
2024-04-26,29.18900804289544,21.380697050938338,16.823056300268096,2.714477211796247,0.5361930294906166,2.680965147453083,8.880697050938338,5.898123324396782,2.513404825737265,9.383378016085791
2024-04-29,29.583613163196777,21.42377434519812,17.159167226326392,1.8132975151108126,0.5372733378106112,2.6863666890530555,8.898589657488246,5.97716588314305,2.5184687709872398,9.402283411685696
2024-04-30,30.01010441226002,21.45503536544291,16.908049848433816,1.8187942068036378,0.5389019872010778,2.694509936005389,8.925564163017851,5.995284607611991,2.526103065005052,9.127652408218255
2024-05-02,27.677954388389768,22.183828610919143,17.829993089149966,1.7277125086385625,0.55286800276434,2.7643400138217,9.156876295784382,6.150656530753283,2.5915687629578437,9.364201796821009
2024-05-03,27.034482758620687,22.137931034482758,17.482758620689655,2.7586206896551726,0.5517241379310345,2.7586206896551726,9.137931034482758,6.137931034482759,2.586206896551724,9.413793103448276
2024-05-06,27.20359488420325,22.364327687521605,17.52506049083996,2.76529554096094,0.5530591081921881,2.76529554096094,9.160041479433115,6.152782578638092,2.5924645696508817,8.918078119599032
2024-05-07,30.437804030576785,22.480889506601805,16.921473245309244,2.3974982626824186,0.5559416261292565,2.9881862404447532,9.207783182765809,6.219596942321056,2.6059763724808898,6.184850590687978
2024-05-08,30.416666666666664,22.46527777777778,16.90972222222222,2.3958333333333335,0.625,2.986111111111111,9.20138888888889,6.215277777777778,2.604166666666667,6.180555555555555
2024-05-09,30.40610898993405,22.457480041652204,16.90385282887886,2.742103436306838,0.6247830614370011,2.6379729260673375,9.19819507115585,6.213120444290177,2.6379729260673375,6.178410274210344
2024-05-10,31.970754403456297,22.13359920239282,16.849451645064807,2.6254569624459956,0.5317381189764041,2.5257560651379194,8.806912595546693,5.948820206048521,2.5257560651379194,6.0817547357926225
2024-05-13,32.65573770491803,21.934426229508198,16.81967213114754,2.5901639344262297,0.5245901639344263,2.4918032786885247,8.688524590163935,5.868852459016393,2.4918032786885247,5.934426229508197
2024-05-14,32.04081632653061,21.802721088435373,17.482993197278912,2.687074829931973,0.5442176870748299,2.585034013605442,7.993197278911565,6.088435374149659,2.7551020408163267,6.020408163265306
2024-05-16,31.717171717171716,21.582491582491585,18.013468013468014,2.65993265993266,0.8417508417508417,2.558922558922559,7.912457912457913,6.026936026936027,2.727272727272727,5.95959595959596
2024-05-17,31.824324324324326,21.722972972972972,18.074324324324326,2.668918918918919,0.8445945945945946,2.5675675675675675,7.939189189189189,6.047297297297297,2.5675675675675675,5.743243243243244
2024-05-20,32.79494382022472,19.31179775280899,18.433988764044944,2.7036516853932584,0.877808988764045,2.457865168539326,8.251404494382022,6.285112359550562,2.563202247191011,6.320224719101124
2024-05-21,32.07750269106566,19.806243272335845,18.29924650161464,2.7628274129888766,0.897021887334051,2.5116612845353425,8.43200574094008,6.422676713311805,2.619303911015429,6.171510584858271
2024-05-22,32.06326383896477,19.841840402588065,18.33213515456506,2.7677929547088427,0.7907979870596693,2.516175413371675,8.447160316319195,6.434219985621854,2.624011502516175,6.182602444284687
2024-05-23,32.01164059658058,19.89814477991997,17.970170971262277,2.8010185522008,0.8002910149145145,2.5463805020007277,8.548563113859585,6.511458712259004,2.655511094943616,6.256820662058931
2024-05-24,32.517354767994156,19.437340153452684,17.93934965290464,2.7767628790646692,0.8037997807818781,2.557544757033248,8.586043112897332,6.540007307270734,2.557544757033248,6.284252831567409
2024-05-27,30.129179331306993,20.212765957446805,18.65501519756839,2.8875379939209727,0.8358662613981762,2.6595744680851063,8.928571428571429,6.800911854103344,2.2796352583586628,6.6109422492401215
2024-05-28,30.31812955155232,19.96933691069375,18.5511690302798,2.9129934840935223,0.8432349559218091,2.683020314296665,8.968953622077425,6.707550785741663,2.3763894212341894,6.669221924108854
2024-05-29,30.493446414803394,20.277563608326908,17.887432536622978,2.929838087895143,0.8481110254433308,2.6985350809560527,9.020817270624518,6.746337702390131,2.3901310717039324,6.707787201233615
2024-05-31,30.428134556574925,20.298165137614678,17.737003058103976,2.90519877675841,0.8409785932721712,2.86697247706422,8.944954128440367,6.8807339449541285,2.3700305810397553,6.727828746177369
2024-06-03,30.899510726383138,20.737674068498308,17.350395182536698,2.8603688370342493,0.7150922092585623,2.822732404968009,8.806925103500188,6.774557771923222,2.3710952201731272,6.6616484757245
2024-06-04,30.42357274401473,20.331491712707184,18.158379373848987,2.7992633517495396,0.6998158379373849,3.167587476979742,8.61878453038674,6.629834254143646,2.394106813996317,6.777163904235728
2024-06-05,30.345334313005146,20.462894930198384,18.11168258633358,2.792064658339456,0.698016164584864,3.159441587068332,8.596620132255694,6.686260102865541,2.387950036737693,6.759735488611315
2024-06-06,31.1046511627907,20.239825581395348,17.914244186046513,2.761627906976744,0.690406976744186,3.125,8.502906976744185,6.613372093023257,2.3619186046511627,6.686046511627906
2024-06-07,31.070780399274046,20.217785843920144,17.894736842105264,2.79491833030853,0.6896551724137931,3.121597096188748,8.493647912885663,6.606170598911071,2.35934664246824,6.751361161524501
2024-06-11,30.824630896651062,20.777817788980915,17.824990997479297,2.772776377385668,0.6841915736406193,3.0968671227943823,8.426359380626575,6.55383507382067,2.340655383507382,6.697875405113432
2024-06-13,31.0933147632312,20.264623955431755,19.080779944289695,2.681058495821727,0.6615598885793872,2.9944289693593316,8.147632311977716,6.337047353760446,2.2632311977715878,6.476323119777158
2024-06-14,31.148671955846847,20.075888237323213,19.282511210762333,2.6560883063125216,0.6553984132459468,2.966540186271128,8.1062435322525,6.278026905829597,2.242152466367713,6.588478785788203
2024-06-18,30.381944444444443,20.208333333333332,19.72222222222222,2.673611111111111,0.6597222222222222,2.986111111111111,8.159722222222223,6.319444444444445,2.256944444444444,6.631944444444445
2024-06-21,29.421654337592468,19.334229993275052,22.46133154001345,2.6227303295225286,0.6388702084734365,2.89172831203766,7.901815736381977,6.1197041022192336,2.1856086079354404,6.422326832548755
2024-06-25,30.479896238651104,19.45525291828794,22.11413748378729,2.594033722438392,0.6160830090791181,2.7885862516212714,7.619974059662776,5.901426718547341,2.172503242542153,6.25810635538262
2024-06-26,31.3758389261745,20.13422818791946,19.53020134228188,2.684563758389262,0.6375838926174496,2.8859060402684564,7.885906040268456,6.10738255033557,2.2818791946308723,6.476510067114094
