date,BOCI SECURITIES LTD,EAST ASIA SECURITIES CO LTD,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,J.P. MORGAN BROKING (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CELESTIAL SECURITIES LTD,WOCOM SECURITIES LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,46.775403074615674,30.471981818599204,21.126236771423983,0.0,0.0,1.6263783353611412,0.0,0.0
2024-03-11,46.84048821870486,30.43471947295614,21.10040277278876,0.0,0.0,1.6243895355502396,0.0,0.0
2024-03-13,46.80471655605874,30.41147674942532,21.160657690750938,0.0,0.0,1.6231490037649972,0.0,0.0
2024-03-14,46.690613501138934,30.337338016044125,21.124307687619513,0.0,0.0,1.8477407951974283,0.0,0.0
2024-03-15,47.02202962648968,30.506219213552292,20.843545475206138,0.0,0.0,1.6282056847518827,0.0,0.0
2024-03-18,46.078362681386984,29.894001686564287,20.425244414194164,0.0,0.0,1.5955298539395288,2.0068613639150312,0.0
2024-03-19,45.38335276242209,29.443103987933426,21.625487678343013,0.0,0.0,1.5714641317661906,1.976591439535279,0.0
2024-03-21,45.36546368767384,29.431498192944723,21.65638111005176,0.0,0.0,1.5708446967177374,1.9758123126119402,0.0
2024-03-22,45.349822312085486,29.421350625170856,21.683392891005767,0.0,0.0,1.5703030914988092,1.9751310802390847,0.0
2024-03-25,44.961961611917964,29.214142308322472,21.569807961773314,0.0,0.0,1.559243780705208,2.6948443372810438,0.0
2024-03-26,43.928548389794265,28.542679590681143,23.372460572119394,0.0,0.0,1.5234058616792776,2.6329055857259247,0.0
2024-03-27,43.970570299103905,28.569983426960242,23.299158912253766,0.0,0.0,1.5248631468687,2.63542421481338,0.0
2024-03-28,44.00213952887287,28.590495609658035,23.244090568602534,0.0,0.0,1.5259579417445057,2.637316351122056,0.0
2024-04-02,43.98108834131884,28.5768175500958,23.280811579503837,0.0,0.0,1.5252279039060015,2.6360546251755177,0.0
2024-04-03,44.00213952887287,28.590495609658035,23.244090568602534,0.0,0.0,1.5259579417445057,2.637316351122056,0.0
2024-04-09,43.4027675320742,28.20105221834794,22.748066483278738,1.541549216478097,0.0,1.5051722147692517,2.601392335051779,0.0
2024-04-10,43.42737115395108,28.217038480624822,22.70427486653221,1.5424230707547582,0.0,1.5060254481029185,2.6028669800342152,0.0
2024-04-12,43.39457251876508,28.195727488811052,22.762652664283372,1.5412581517127832,0.0,1.5048880184602618,2.6009011579674546,0.0
2024-04-15,43.42737115395108,28.217038480624822,22.70427486653221,1.5424230707547582,0.0,1.5060254481029185,2.6028669800342152,0.0
2024-04-17,42.78739121106013,27.771001533546592,23.87962414741946,1.518041430631367,0.0,1.4822191583834927,2.561722518958955,0.0
2024-04-18,43.04602424658294,27.71302171085459,23.69058314792661,1.5148720896596055,0.0,1.4791246065399104,2.5563741984363437,0.0
2024-04-19,42.86639490057544,27.834081079998047,23.757381242858497,1.5126263755176106,0.0,1.476931886065784,2.5525845149846207,0.0
2024-04-22,42.87433975543932,27.839239846788743,23.743250440819452,1.51290672559241,0.0,1.4772056205262125,2.5530576108338603,0.0
2024-04-23,42.8789520327418,27.812177633949787,23.771088829704627,1.511436045931658,0.0,1.4757696455093086,2.5505758121628213,0.0
2024-04-24,42.91470938220191,27.835370592447106,23.707520489377675,1.5126964532951526,0.0,1.4770003101696019,2.552702772508549,0.0
2024-04-25,42.8438861377591,27.849563119250448,23.761325282580184,1.513467737618004,0.0,1.4777533939635112,2.5540043288287526,0.0
2024-04-26,42.88364113052981,27.87540482690772,23.69058314792661,1.5148720896596055,0.0,1.4791246065399104,2.5563741984363437,0.0
2024-05-02,43.01583065886285,27.810890269448223,23.635753899804968,1.5113660848830295,0.0,1.4757013353798711,2.5504577516210563,0.0
2024-05-03,42.98996181933958,27.79416536965296,23.681677793344257,1.5104571802748443,0.0,1.4748138788215646,2.5489239585668013,0.0
2024-05-06,43.05009977117509,27.79416536965296,23.62153984150874,1.5104571802748443,0.0,1.4748138788215646,2.5489239585668013,0.0
2024-05-07,42.26413457671603,27.28672760050257,25.01598054222803,1.4828807802728239,0.0,1.4478882181791923,2.502388282101361,0.0
2024-05-08,40.64156964157031,26.669023632466025,27.379242677149172,1.4493120300910407,0.0,1.4151116129835524,2.4457404057398997,0.0
2024-05-14,40.704806822629976,26.55492262035617,27.421844036833882,1.451567120336499,0.0,1.4173134883067526,2.449545911536717,0.0
2024-05-21,41.42096489673553,26.234196416042625,27.09064729117024,1.4340353195676658,0.0,1.4001953975510084,2.4199606789329247,0.0
2024-05-22,45.67543328021707,24.32951415152367,24.465080763896605,1.9572647869985849,0.0,1.3094983090627133,2.263208708301355,0.0
2024-05-23,46.11940029720598,24.56329371621942,23.921624394819034,1.972741421898148,0.0,1.141835643313911,2.281104526543508,0.0
2024-05-24,47.12649790644746,24.126262256197894,23.456475642471688,1.9343820615154728,0.0,1.1196329945260537,2.2367491388414327,0.0
2024-05-27,46.429161446142466,24.825662861244783,23.301036572108604,1.9904582149556191,0.0,1.1520902390625885,2.3015906664859367,0.0
2024-05-28,46.82894440352629,24.640396451653228,23.127147987155038,1.9756040276177846,0.0,1.143492538235441,2.2844145918122187,0.0
2024-05-29,47.56959888487684,24.48810700798291,22.572179234704294,1.9633938491464658,0.0,1.1364252070408836,2.270295816248602,0.0
2024-05-30,47.633292361764,24.567590074427244,22.456519203860303,1.9533334030198444,0.0,1.1306021549938685,2.2586628019347432,0.0
2024-05-31,48.04636347804998,24.7614595377245,21.807418743168732,1.9687476824561596,0.0,1.13952404079249,2.276486517808136,0.0
2024-06-03,45.80736524986139,25.828581451489,22.74723306986543,2.0535929958522177,0.0,1.1886330633579218,2.3745941695740362,0.0
2024-06-04,45.97618493277464,25.725617009054748,22.69441887972572,2.0488249939321865,0.0,1.1858733126479466,2.369080871864757,0.0
2024-06-05,45.94655214752396,25.709036214337104,22.679791766970816,2.0475044756867034,0.0,1.2495614546749845,2.367553940806425,0.0
2024-06-06,45.940630173657674,25.70572261987849,22.689757438628217,2.047240576276859,0.0,1.249400400799709,2.367248790759051,0.0
2024-06-07,46.509164342757956,25.429316589148737,22.458531431365554,2.025227204001536,0.0,1.2359659679038155,2.3417944648224007,0.0
2024-06-11,46.8165704027029,25.283177050969652,22.32946467488965,2.0135884418168377,0.0,1.228863004868167,2.328336424752794,0.0
2024-06-13,47.0205739524748,25.166198982837617,22.226152593705184,2.0042721408843294,0.0,1.2652384556612386,2.3175638744368285,0.0
2024-06-18,46.94751147164881,25.253081801522892,22.221013679467443,2.0011578212885834,0.0,1.2632724766729668,2.313962749399304,0.0
