date,QUAM SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,ZHESHANG INTERNATIONAL FINANCIAL,UBS SECURITIES HONG KONG LTD,IFAST SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD,CGS INTERNATIONAL SECURITIES HK LTD,VALUABLE CAPITAL LTD
2024-03-01,86.3384847342631,9.322276667923106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339238597813796
2024-03-04,61.40008576329331,6.8192538593481995,0.0,0.0,0.0,5.23156089193825,7.620068610634648,15.843696397941681,0.0,3.085334476843911
2024-03-05,61.369533980998945,6.820862553346629,0.0,0.0,0.0,5.243517982371486,7.632589161251582,15.847434000300243,0.0,3.086062321731111
2024-03-06,61.451734135079995,6.694942553419951,0.0,0.0,0.0,5.250724793299689,7.643079566197788,15.869215075700632,0.0,3.0903038763019435
2024-03-07,61.458333333333336,6.691365979381443,0.0,0.0,0.0,5.251288659793815,7.6439003436426125,15.870919243986254,0.0,3.084192439862543
2024-03-08,61.43537181576465,6.719058238270864,0.0,0.0,0.0,5.242730937473197,7.678617377133545,15.845055322068788,0.0,3.0791663092889614
2024-03-11,53.23290673700243,5.8110593086539,13.373702100785707,0.0,0.0,4.541486338391812,6.647844419265561,13.725690510243885,0.0,2.6673105856567045
2024-03-12,53.177003135261494,5.807654490473628,13.35732705044246,0.0,0.0,4.645381518653878,6.639704654657439,13.708884477672855,0.0,2.6640446728382465
2024-03-13,53.20198872068863,5.783429801127931,13.357079252003562,0.0,0.0,4.645295339863461,6.6395814781834375,13.708630157316712,0.0,2.663995250816266
2024-03-14,52.97914551568045,5.808332479532055,13.412441902703911,0.0,0.0,4.692491826793216,6.667101329135735,13.765449922226466,0.0,2.675037023928169
2024-03-15,52.97233886059568,5.783608144720549,13.406947405662573,0.0,0.0,4.7594663290102135,6.645749345945795,13.759810813075498,0.0,2.6720791009896936
2024-03-18,52.86889445784928,6.068510634333572,13.41519084040581,0.0,0.0,4.83505836539626,6.649835570751157,13.488788067933037,0.0,2.67372206333088
2024-03-19,52.84326418837731,6.073081902774803,13.4129416257603,0.0,0.0,4.834247710951108,6.648720647547016,13.486526513846067,0.0,2.7012174107433937
2024-03-20,52.75997134430561,6.1293413842188995,13.397467506489399,0.0,0.0,4.903100955499939,6.641050212591759,13.4709675018375,0.0,2.698101095056893
2024-03-21,52.78354353795318,6.0799553218224975,13.40345325080281,0.0,0.0,4.9052915716479735,6.642155722064504,13.4769860846093,0.0,2.7086145110997344
2024-03-22,52.80320312863728,6.0449741608082315,13.408445458354674,0.0,0.0,4.907118580939522,6.644629638251315,13.48200567996648,0.0,2.7096233530425065
2024-03-25,52.8061533304156,6.045311903453799,13.409194610248724,0.0,0.0,4.90739274972297,6.6394137202134305,13.48275894179106,0.0,2.709774744154429
2024-03-26,52.351818959278994,6.119898127002923,13.532944261185825,0.0,0.0,4.952681684475645,6.700686984878815,13.607187497063164,0.0,2.7347824861146353
2024-03-27,52.35092335886472,6.120013157276444,13.533198627884028,0.0,0.0,4.952774775621446,6.700812931723134,13.607443259245336,0.0,2.7348338893848974
2024-03-28,52.36882897270891,6.117713373103481,13.528113110056836,0.0,0.0,4.950913617361079,6.698294894076754,13.602329841702288,0.0,2.7338061909906526
2024-04-02,52.41079902647133,6.100529050809551,13.531672571111757,0.0,0.0,4.9446986853604225,6.70005732166853,13.605908830356054,0.0,2.706334514222352
2024-04-03,52.49062667380825,6.0214811264905705,13.531418261776562,0.0,0.0,4.944605756490852,6.699931403226868,13.605653125851585,0.0,2.7062836523553124
2024-04-05,52.47386170422628,6.012042873380741,13.527096465106666,0.0,0.0,4.982480531314288,6.697791513625731,13.60130761932496,0.0,2.7054192930213334
2024-04-08,52.51996359166362,6.00174534808434,13.512372265855923,0.0,0.0,4.977057117923598,6.690500989968941,13.586502641481108,0.0,2.7118580450224736
2024-04-09,52.51700680272109,6.007037297677692,13.511611541168191,0.0,0.0,4.976776917663617,6.690124325592306,13.58573774337321,0.0,2.711705371803894
2024-04-10,52.48768588450532,6.006473706431486,13.510343857015528,0.0,0.0,5.1451892855467465,6.689496645869494,13.449359665994276,0.0,2.711450954637144
2024-04-11,52.51922156194553,6.008204954891524,13.518461148505928,0.0,0.0,5.148280620722674,6.693515832558838,13.3992358314323,0.0,2.713080049943204
2024-04-12,52.54388518939429,6.011026476693184,13.524809572559665,0.0,0.0,5.1506983122164725,6.696659184191001,13.358567121563619,0.0,2.7143541433817657
2024-04-15,52.54585928034039,6.011252312923253,13.525317704077318,0.0,0.0,5.147134792940536,6.696910779866062,13.359069007298036,0.0,2.7144561225544064
2024-04-16,52.5527697669394,6.0176791635745355,13.527096465106666,0.0,0.0,5.1252665495570815,6.697791513625731,13.360825904389731,0.0,2.7185706368068536
2024-04-17,52.6021832952526,6.025217906406025,13.53981552001354,0.0,0.0,5.128205128205128,6.704089212340038,13.279362124246614,0.0,2.7211268135360545
2024-04-18,48.03922410462051,5.509235009745919,12.364866605414782,0.1373874067268309,8.631363827613152,4.6831932268008485,6.108587571591719,12.041147528314685,0.0,2.484994719171554
2024-04-19,48.036816663661575,5.510479183301994,12.36380496097674,0.13737561067751933,8.630622740815152,4.68279112896994,6.113214675149611,12.040113678317836,0.0,2.4847813581296307
2024-04-22,48.03269258836357,5.499703809270341,12.362743498828115,0.13736381665364572,8.629881781265293,4.682389100181148,6.131577365877111,12.039080005837963,0.0,2.484568033722817
2024-04-23,48.03577406037302,5.50858731943455,12.359560205649348,0.1373284467294372,8.627659665776893,4.681183427889691,6.1299985408852535,12.035980053043112,0.0,2.4839282802186955
2024-04-24,48.06869161684351,5.503564106743067,12.352138892939552,3.590698153183678,8.622479177210304,4.678372605700855,2.6728656104444197,12.028753034423008,0.0,2.4824368025116015
2024-04-25,48.07532349485924,5.503485769656225,12.348113911350831,3.589528113396846,8.619669516451289,4.676848143924127,2.6702796333296175,12.024833429088384,0.0,2.4919179879434386
2024-04-26,48.087843567188855,5.5107791662741,12.333730182522077,3.5853468433359312,8.609628874632772,4.679965397034766,2.696290459345798,12.005687220028607,0.0,2.490728289637097
2024-04-29,48.01991633087801,5.48896816638007,12.319379924543798,3.581175303065301,8.59961159732738,4.674520271368563,2.8403014826031536,11.986585564082164,0.0,2.489541359751559
2024-04-30,11.2136,1.2756,2.88,0.8772,2.0104,1.0928,0.6656,2.7946,0.0,0.582
2024-05-02,47.93120233652442,5.427978513540056,12.297496946975585,3.8310118961203106,8.58433606326379,4.6662168971024025,2.842088183301024,11.932842002784017,0.0,2.4868271603883962
2024-05-03,47.93209164894662,5.427885806027379,12.297286911075243,3.8309464641030235,8.58418944653669,4.666137200146885,2.842039641670723,11.932638195031554,0.0,2.4867846864618826
2024-05-06,47.93113166457431,5.428163938066324,12.297917040301298,3.83114276686053,8.584629311743656,4.666376299180993,2.8421852715363003,11.933249639175699,0.0,2.4852040685608876
2024-05-07,47.95734390621128,5.455058147980415,12.304642439053568,3.8332379153884935,8.589324013706005,4.5903152210135945,2.8437395859146024,11.9397756111733,0.0,2.486563159558742
2024-05-08,47.97386850453624,5.405867615244513,12.31327011381224,3.8359256757334514,8.59534661000282,4.5935338230138445,2.8457335374143846,11.948147451409612,0.0,2.48830666883289
2024-05-10,47.97557868094094,5.405867615244513,12.31327011381224,3.834215499328756,8.59534661000282,4.5935338230138445,2.8457335374143846,11.948147451409612,0.0,2.48830666883289
2024-05-13,47.06484441200406,5.332527916907872,12.081246381918401,3.7619658872584796,8.433381154933596,4.513687884355625,2.7921102749322526,11.723003867676793,2.0269646707440874,2.270267549268833
2024-05-14,47.020639566577486,5.302045506009041,12.076788245259442,3.8444442580742555,8.430269127871384,4.512022274964986,2.7910799500155155,11.718677927153484,2.0262166944824176,2.277816449591989
2024-05-16,47.01521948765251,5.2962139952203255,12.074965410255336,3.8438639889312816,8.428996687769905,4.511341243553729,2.800721143767557,11.71690914427068,2.025910863276173,2.285858035302503
2024-05-17,47.03987382656186,5.253311633291667,12.080435566815714,3.778491791176249,8.432815160946637,4.513384954824205,2.8019899161919786,11.722217095494166,2.02682863398797,2.350651420709558
