date,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,SINOPAC SECURITIES (ASIA) LTD,TOTAL_CCASS_PCT
2024-03-01,4.098273799025789,0.0,2.5681191826642573,0.0,0.0,0.591504117200527,0.0,0.3476948953115541,0.0,0.0,7.605591994202128
2024-03-04,4.134401994558432,0.0,2.567325156388815,1.5723010546462641,0.9616241804923296,0.5854298161933904,0.0,0.36603690227428,0.16957796837272177,0.26810297190322063,10.624800044829454
2024-03-05,4.135473930030279,0.0,2.5653003893864357,1.5720628467636315,0.9616241804923296,0.5863032450963774,0.3292032937985348,0.37648198046656134,0.16945886443140537,0.26790446533435996,10.963813195799915
2024-03-06,4.123920847722588,0.0,2.558352659476313,1.5684897285241397,0.9616241804923296,0.5990076655034603,0.3281313583266872,0.37588646075997934,0.17446122996669425,0.26393433395714655,10.953808464729338
2024-03-07,4.118997884814844,0.0,2.5538664110200617,1.5684897285241397,0.9616241804923296,0.6023425758603195,0.3143153011339846,0.37588646075997934,0.18041642703251434,0.26393433395714655,10.939873303595318
2024-03-08,4.117608338832819,0.0,2.5494992665051264,1.5661870523253556,0.9616241804923296,0.6040497323525212,0.3133227682896812,0.3740999016402334,0.18045612834628647,0.26393433395714655,10.9307817027415
2024-03-11,4.112288362787353,0.0,2.5485067336608234,1.5661870523253556,0.9616241804923296,0.6035733165872557,0.3113377026010745,0.3655244178654524,0.19002414496537076,0.26393433395714655,10.923000245242163
2024-03-12,4.10291885273713,0.0,2.542511835281231,1.565393026049913,0.9616241804923296,0.6022631732327752,0.31054367632563185,0.3647700929037819,0.19987007078086,0.26393433395714655,10.9138292417608
2024-03-13,4.102402735658091,2.652784715615444,2.542511835281231,1.5657900391876343,0.9616241804923296,0.601588250898649,0.3100275592465941,0.36381726137325066,0.20872346375204587,0.26393433395714655,13.573204375462417
2024-03-14,4.102640943540725,2.652784715615444,2.5415193024369276,1.565393026049913,0.9616241804923296,0.6033351087046229,0.3100275592465941,0.36381726137325066,0.20856465849695732,0.26393433395714655,13.57364108991391
2024-03-15,4.102879151423357,2.652784715615444,2.541320795868067,1.5650357142259639,0.9616241804923296,0.6044864468040148,0.3100275592465941,0.36353935217684574,0.20856465849695732,0.26393433395714655,13.574196908306721
2024-03-18,4.10331586587485,2.652784715615444,2.5412413932405227,1.563646168243939,0.9616241804923296,0.6053598757070017,0.30915413034360717,0.3632614429804408,0.20856465849695732,0.26393433395714655,13.572886764952239
2024-03-19,4.100338267341941,2.652784715615444,2.5392563275519158,1.563606466930167,0.9616241804923296,0.6062333046099887,0.3119332223076565,0.3632614429804408,0.2078500348490589,0.26393433395714655,13.57082229663609
2024-03-20,4.092358303273742,2.652784715615444,2.533976052820222,1.5634079603613065,0.9616241804923296,0.6208830893919061,0.3083998053819366,0.3597280260547208,0.214400751621461,0.26393433395714655,13.571497218970215
2024-03-21,4.091167263860577,2.652784715615444,2.5296089083052875,1.5623360248894587,0.9616241804923296,0.624972324710436,0.30550160947657085,0.3578223629936584,0.21531388183822006,0.26393433395714655,13.565065606139129
2024-03-22,4.09902812398746,2.652784715615444,2.5267504137136942,1.5627330380271802,0.9616241804923296,0.6340639255642546,0.30550160947657085,0.3435298900356902,0.2149565700142709,0.26393433395714655,13.56490680088404
2024-03-25,4.098392902967106,2.652784715615444,2.5247653480250873,1.5623360248894587,0.9616241804923296,0.6334287045439004,0.30550160947657085,0.343768097918323,0.2149565700142709,0.26393433395714655,13.561492487899637
