date,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,ZHESHANG INTERNATIONAL FINANCIAL,CMB INTERNATIONAL SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-03-26,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-03-27,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-04-10,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-04-12,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-04-25,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-04-29,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-05-09,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-05-16,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-05-21,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-07-02,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-07-03,0.0,98.91304347826086,0.0,0.0,0.0,0.0,0.0,1.0869565217391304
2024-07-17,63.0648330058939,17.87819253438114,0.0,18.860510805500983,0.0,0.0,0.0,0.19646365422396855
2024-07-18,63.188976377952756,17.913385826771652,0.0,18.700787401574804,0.0,0.0,0.0,0.19685039370078738
2024-07-24,63.188976377952756,17.913385826771652,0.0,18.700787401574804,0.0,0.0,0.0,0.19685039370078738
2024-07-31,63.31360946745562,17.94871794871795,0.0,18.54043392504931,0.0,0.0,0.0,0.19723865877712032
2024-08-06,63.31360946745562,17.94871794871795,0.0,18.54043392504931,0.0,0.0,0.0,0.19723865877712032
2024-08-08,63.31360946745562,17.94871794871795,0.0,18.54043392504931,0.0,0.0,0.0,0.19723865877712032
2024-08-14,63.188976377952756,17.913385826771652,0.0,18.503937007874015,0.0,0.0,0.0,0.39370078740157477
2024-08-15,63.188976377952756,14.173228346456693,0.0,22.244094488188974,0.0,0.0,0.0,0.39370078740157477
2024-08-21,63.43873517786561,14.229249011857709,0.0,22.134387351778656,0.0,0.0,0.0,0.1976284584980237
2024-08-30,63.43873517786561,14.229249011857709,0.0,22.134387351778656,0.0,0.0,0.0,0.1976284584980237
2024-10-03,63.56435643564357,14.257425742574256,0.0,21.980198019801982,0.0,0.0,0.0,0.19801980198019803
2024-11-14,64.07185628742515,14.37125748502994,0.0,21.35728542914172,0.0,0.0,0.0,0.19960079840319359
2024-11-26,66.32231404958677,14.87603305785124,0.0,18.59504132231405,0.0,0.0,0.0,0.2066115702479339
2024-11-27,42.51655629139073,9.536423841059603,38.675496688741724,9.13907284768212,0.0,0.0,0.0,0.13245033112582782
2024-11-28,42.971887550200805,9.63855421686747,39.08969210174029,8.165997322623829,0.0,0.0,0.0,0.13386880856760375
2024-11-29,43.029490616621985,9.651474530831099,39.14209115281501,8.04289544235925,0.0,0.0,0.0,0.13404825737265416
2024-12-02,44.13198350206224,3.374578177727784,40.14498187726534,7.26159230096238,1.9247594050743655,3.0246219222597173,0.0,0.137482814648169
2024-12-03,78.74665477252452,6.021409455842997,5.95450490633363,3.635147190008921,3.4344335414808205,1.9625334522747548,0.0,0.24531668153434436
2024-12-04,30.87691303401755,19.583665772104155,19.366069485747442,11.822731558714732,11.169942699644594,6.3828243997969105,0.0,0.7978530499746138
2024-12-05,29.281206934068326,19.583665772104155,16.9725103358236,11.822731558714732,11.169942699644594,6.3828243997969105,3.989265249873069,0.7978530499746138
