date,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,WK SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,2.0773046060053075,0.0,0.0,0.8898538123655372,0.0,0.7271098525305384,3.694268270901383
2024-03-04,0.0,0.0,3.5235503241143045,2.1643417305221964,2.0773046060053075,0.0,0.81231855966842,0.8898538123655372,0.0,0.7271098525305384,10.194478885206305
2024-03-05,0.0,0.0,3.5235503241143045,2.1630072167064114,2.0785056684395142,0.8642252752416729,0.81231855966842,0.8898538123655372,0.0,0.7316471995042078,11.063108056040068
2024-03-06,0.0,0.0,3.5274922110233704,2.1630072167064114,2.081174696071084,0.8642252752416729,0.8113843999973706,0.8915886803260579,0.0,0.7353838381884062,11.074256317554374
2024-03-07,0.0,0.0,3.5274922110233704,2.1630072167064114,2.081174696071084,0.8642252752416729,0.8115178513789489,0.8914552289444794,0.0,0.732714810556836,11.071587289922803
2024-03-08,0.0,17.102461806194576,3.5249566347733787,2.1630072167064114,2.082642661268448,0.8642252752416729,0.8115178513789489,0.8907879720365868,0.0,0.7339158729910426,28.173515290591062
2024-03-11,0.0,17.102461806194576,3.5116114966155276,2.1630072167064114,2.0837102723210763,0.8642252752416729,0.812051656905263,0.8909214234181654,0.0,0.7371187061489269,28.165107853551618
2024-03-12,0.0,17.102461806194576,3.5116114966155276,2.1630072167064114,2.0837102723210763,0.8642252752416729,0.8091157265105358,0.8930566455234216,0.0,0.7371187061489269,28.164307145262146
2024-03-13,0.0,17.102461806194576,3.5116114966155276,2.1630072167064114,2.0843775292289686,0.8642252752416729,0.8091157265105358,0.8925228399971076,0.0,0.7384532199647121,28.165775110459514
2024-03-14,27.053016120929563,17.102461806194576,3.5028037054313454,2.1592705780222126,2.0889148762026384,0.8698302332679705,0.8091157265105358,0.8987950549312976,0.21592433539403708,0.7516649067409851,55.45179734362517
