date,SUNHIGH FINANCIAL HOLDINGS LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,QUAM SECURITIES LTD,WEALTH LINK SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,CMB INTERNATIONAL SECURITIES LTD
2024-11-11,0.0,25.7396449704142,13.927240850317773,11.75761560376945,14.464168310322156,13.510848126232741,9.242822704361165,11.357659434582512
2024-11-12,0.0,25.757326759791837,13.924952067926597,11.755683374417968,14.456313338811286,13.508627773212819,9.241303752396604,11.355792933442892
2024-11-13,0.0,25.741055284641938,13.928003944989314,11.758259821379651,14.459481672237137,13.511588406114733,9.243329132650265,11.35828173798696
2024-11-14,0.0,25.8584864391951,13.899825021872267,11.767279090113735,14.430227471566054,13.484251968503939,9.224628171478564,11.335301837270341
2024-11-15,0.0,25.78544061302682,13.91351943076081,11.77887246852764,14.444444444444443,13.497536945812808,9.233716475095784,11.346469622331691
2024-11-18,0.0,25.8584864391951,13.899825021872267,11.767279090113735,14.430227471566054,13.484251968503939,9.224628171478564,11.335301837270341
2024-11-19,0.0,25.903054811738347,13.891469479206513,11.760205475709055,14.421553090332806,13.476146237499318,9.219083010000546,11.328487895513415
2024-11-20,0.0,26.297765940098927,13.817470239712998,11.697559384682284,14.344730119041149,13.404359406424959,9.16997336522259,11.26814154481709
2024-11-21,0.0,26.380802089568483,13.83250802633727,11.547042498775644,14.360341731512216,13.418947597540404,9.17995320237253,11.280404853893454
2024-11-22,0.0,27.216550241805482,13.659322944653413,11.488447071466954,14.180548092423429,13.250940354648039,9.06501880709296,11.139172487909727
2024-11-25,0.0,27.224371373307545,13.65785514721685,11.487212551042338,14.179024285407262,13.2495164410058,9.064044702342574,11.137975499677626
2024-11-26,0.0,27.427132447492497,13.619802828975569,11.455207886840977,14.139519931418773,13.212601800257179,9.038791255893699,11.106943849121304
2024-11-27,0.0,27.442682665523893,13.616884508249411,11.452753374758947,14.13649025069638,13.209770730662097,9.036854510392114,11.104563959717163
2024-11-28,0.0,27.434908389585345,13.618343512268297,11.453980499303547,14.138004928747455,13.211186113789777,9.037822779384978,11.105753776920604
2024-11-29,0.0,27.396012006861064,13.625643224699829,11.460120068610635,14.145583190394511,13.218267581475128,9.042667238421956,11.111706689536877
2024-12-03,0.0,27.406216505894964,13.622722400857448,11.463022508038586,14.142550911039656,13.215434083601284,9.040728831725616,11.109324758842444
2024-12-04,0.0,27.472292124002784,13.610322856989882,11.452588745515875,14.129678213845906,13.203405257803716,9.032499866145526,11.099212935696311
2024-12-05,0.0,27.511103976026114,13.603039546208596,11.446460105956012,14.122116979718522,13.196339701396692,9.027666292074704,11.09327339861936
2024-12-06,0.0,28.160797624098432,13.481120067882902,11.34386932541366,13.99554518455664,13.078065337293168,8.94675434874841,10.993848112006788
2024-12-09,0.0,28.03500397772474,13.481835057014054,11.466454521347123,13.996287456907982,13.078758949880667,8.947228851763459,10.994431185361973
2024-12-10,0.0,27.817517087903354,13.755099878132782,11.455518465532771,13.982938589519419,13.06628516928946,8.938695490912945,10.983945318709267
2024-12-11,0.0,27.24336915665202,14.37873894859442,11.445815024617502,13.97109428768066,13.055217322251044,8.931123934565091,10.97464132563926
2024-12-12,0.0,27.07739415056488,14.708056171470806,11.413789462569952,13.9320029563932,13.018688628444727,8.906134515890614,10.943934114665822
2024-12-13,0.0,27.266982622432863,14.670879410215903,11.379673512374934,13.896787783043706,12.985781990521328,8.883622959452344,10.916271721958925
2024-12-16,0.0,26.997885835095136,14.725158562367865,11.421775898520083,13.948202959830866,13.033826638477802,8.916490486257928,10.956659619450317
2024-12-17,0.0,27.15589592950063,14.613932018464121,11.728913134704154,13.842845153168277,12.935375577003777,8.849139739823752,10.873898447335293
2024-12-18,0.0,26.89513581806696,14.666245525373764,11.770899136660349,13.892398399663087,12.981680353758687,8.880817014108233,10.912823752368919
2024-12-23,0.0,27.927881118154424,14.475735217707575,11.534864387405175,13.711940143406423,12.813052062766289,8.765457757456096,10.771069313104022
2024-12-27,0.0,27.93162570790253,14.474983114251572,11.53426508027225,13.711227723801112,12.81238634592404,8.765002338026706,10.77050968982179
2024-12-30,0.0,27.18386346004655,14.409102663563486,12.55753814326351,13.648823377295061,12.754072924747867,8.725109904318593,10.721489526764934
2025-01-02,0.0,26.847240573228987,14.112206525053358,13.93942473828641,13.461733916048379,12.531761357861571,8.573025713995325,10.534607175525968
2025-01-03,0.0,26.84978714778026,14.316845732819786,13.901277113318466,13.37928238394486,12.49746604500304,8.549564159740523,10.505777417393066
2025-01-06,0.0,26.437189496096526,14.47328399067221,14.148839095609855,13.378282469836764,12.501267362871339,8.552164655784244,10.508972929129069
2025-01-07,0.0,26.324343542079333,14.759510386510232,13.880847173548682,13.413581187465082,12.52476001828432,8.568236070902534,10.528721621209812
2025-01-08,0.0,26.282929800517742,14.938328003654636,13.770874574894677,13.40541089284808,12.517131110095933,8.563017105730673,10.52230851225826
2025-01-09,0.0,26.24549286476055,14.945914377126607,13.777868061550963,13.41221878015337,12.523487887867555,8.567365801635265,10.527652226905692
2025-01-10,0.0,25.95613190821134,15.394356922141736,13.742971480674736,13.368117116660757,12.491768400790233,8.545666379616028,10.500987791905173
2025-01-13,0.0,25.952380952380956,15.3951367781155,13.743667679837893,13.368794326241135,12.49240121580547,8.546099290780141,10.501519756838906
2025-01-14,0.0,25.392696858425133,15.559975520195838,13.836189310485517,13.458792329661362,12.576499388004898,8.603631170950631,10.572215422276622
2025-01-15,0.0,25.35899786128934,15.683878195335573,13.815052449332926,13.438231999185254,12.557286892758937,8.590487829717894,10.55606477238008
2025-01-17,0.0,25.427350427350426,15.669515669515668,13.802401302401302,13.425925925925927,12.545787545787546,8.582621082621083,10.546398046398046
2025-01-20,0.0,25.808574176241333,15.589411347876702,13.731841878827758,13.357291086703446,12.481652072683099,8.538745760996102,10.49248367667156
2025-01-21,0.0,25.816083809909408,15.587833392378156,13.730451945948682,13.355939065742191,12.480388683637836,8.5378814717344,10.491421630649324
2025-01-22,0.0,25.92967366557045,15.583101441942828,13.635213761699974,13.351884644573742,12.476600050594486,8.535289653427776,10.488236782190741
2025-01-23,0.0,25.66698729306941,15.81025666987293,13.643497190300208,13.359995949982281,12.48417961828583,8.540474864577533,10.494608413911811
2025-01-24,0.0,25.265943910011707,15.895556573522676,13.71710693744592,13.432076143940549,12.551534585432892,8.586552654349266,10.551229195296992
2025-01-27,0.0,25.700839995951824,15.803056370812671,13.63728367574132,13.35391154741423,12.478494079546605,8.536585365853659,10.489828964679688
2025-02-03,0.0,25.526967598443107,16.03902340393267,13.622807460951321,13.3397361370874,12.465247940150634,8.527523631400697,10.47869382803417
2025-02-04,0.0,25.501794832903585,16.042267050912585,13.625562465240911,13.342433894534608,12.467768845745487,8.529248192527428,10.490924718135396
2025-02-05,0.0,25.017750278932954,16.345471143117962,13.667714778375089,13.383710315447814,12.506339385333199,8.555634445684145,10.523379653108835
2025-02-06,0.0,25.41115931792957,16.259711431742506,13.596004439511653,13.313490061547775,12.44072242962365,8.51074563616184,10.468166683482998
2025-02-10,0.0,25.39450466347366,16.31459541215024,13.58709352155281,13.304764305520544,12.432568691706578,8.505167632972018,10.461305772624149
2025-02-11,0.0,24.951820671467694,16.411400750583223,13.667714778375089,13.383710315447814,12.506339385333199,8.555634445684145,10.523379653108835
2025-02-14,0.0,25.41706567209314,16.309661811400638,13.58298472859231,13.300740890076105,12.428809031802833,8.50259563530064,10.458142230734339
2025-02-19,0.0,24.909930481554778,16.420561221900847,13.67534378647181,13.391180798700969,12.513320140051759,8.56041000659664,10.529253564723193
2025-02-20,0.0,25.341809192270826,16.326118762928207,13.596690378891074,13.31416174764139,12.441350083245045,8.51117501639675,10.468694818626709
2025-02-21,0.0,25.336764038141364,16.331163917057665,13.596690378891074,13.31416174764139,12.441350083245045,8.51117501639675,10.468694818626709
2025-02-24,0.0,25.332996972754795,16.331987891019175,13.597376387487387,13.314833501513624,12.441977800201816,8.511604439959637,10.469223007063572
2025-02-25,0.0,25.336764038141364,16.331163917057665,13.596690378891074,13.31416174764139,12.441350083245045,8.51117501639675,10.468694818626709
2025-02-26,0.0,25.314155942467824,16.336109008327025,13.600807469089075,13.318193287913196,12.445117335352005,8.513752207923291,10.47186474892758
2025-03-03,0.0,25.378176684146837,16.32210568777733,13.58914885034288,13.30677692617991,12.434449374747881,8.50645421540944,10.462888261395724
2025-03-04,0.0,25.398346107301332,16.32210568777733,13.568979427188383,13.30677692617991,12.434449374747881,8.50645421540944,10.462888261395724
2025-03-05,0.0,25.42090936586349,16.317169069462647,13.564875491480995,13.302752293577983,12.430688577477568,8.503881439661257,10.459723762476056
2025-03-06,0.0,25.40210759844703,16.321282710633792,13.568295265466645,13.306105984974536,12.433822417183482,8.50602531134977,10.462360711944738
2025-03-07,0.0,25.454728674358844,16.309769738499522,13.55872424043936,13.296719907290774,12.4250516450849,8.50002519272434,10.454980601602257
2025-03-10,0.0,25.4371378180902,16.311413454270596,13.570168808264047,13.29805996472663,12.426303854875284,8.500881834215168,10.456034265558076
2025-03-11,0.0,25.448407900040305,16.30894800483676,13.568117694478033,13.296049979846835,12.424425634824669,8.499596936719064,10.454453849254334
2025-03-12,0.0,25.03923454665114,16.36207158406318,13.699184933934086,13.359995949982281,12.48417961828583,8.540474864577533,10.514858502505948
2025-03-13,0.0,25.11505588428665,16.345521670965457,13.685328478227888,13.346482577251809,12.47155211652253,8.53183634248723,10.504222930258432
2025-03-14,0.0,26.39732987944605,16.100428414865,13.335658065158912,13.146358473647505,12.28454717545083,8.403905549466973,10.33177244196473
2025-03-17,0.0,23.287024901703802,16.849279161205764,13.384010484927916,13.8348623853211,12.927916120576672,8.844036697247706,10.872870249017039
2025-03-18,0.0,23.428391365999683,16.95814295467675,13.32913187332598,13.581219473767133,12.951000472664251,8.8598287905047,10.892285069061499
2025-03-19,0.0,23.42143906020558,16.96559681141179,13.394168239983218,13.561988672120831,12.932662051604781,8.847283406754771,10.876861757919027
2025-03-20,0.0,23.36721396924681,16.815220224133437,13.880635913474068,13.479280688037528,12.853792025019548,8.793328120927809,10.810529059160803
2025-03-21,0.0,23.401481172420986,16.772713048920412,13.862522165432356,13.487013664337121,12.861166162511733,8.798372796495254,10.816730989882133
2025-03-24,0.0,23.38549817423057,16.77621283255086,13.865414710485133,13.489827856025038,12.863849765258218,8.800208659363589,10.818988002086593
2025-03-25,0.0,23.381501382440398,16.77708800667745,13.866138035369607,13.490531587458918,12.864520840941102,8.800667744796286,10.81955240231624
2025-03-26,0.0,23.553526023558717,16.714233822842615,14.000311348658606,13.41912718592704,12.796429868714648,8.754086451144207,10.76228529915417
2025-03-27,0.0,23.62477986118305,16.694291929969957,14.031907179115302,13.394799544183156,12.77323111985911,8.738216098622189,10.742774267067233
2025-03-28,0.0,23.65050557428053,16.717656209489242,14.00051853772362,13.414570910033705,12.787140264454239,8.747731397459166,10.681877106559503
2025-03-31,0.0,23.826808400311123,16.717656209489242,14.00051853772362,13.419756287269898,12.787140264454239,8.747731397459166,10.500388903292714
2025-04-01,0.0,24.174003107198345,16.696012428793374,14.044536509580526,13.66649404453651,12.770585189021233,8.736406007250128,9.911962713619886
2025-04-02,0.0,24.18778175034976,16.70552878387481,14.052541582465414,13.674283641639462,12.77786413803824,8.741385564018861,9.860614539613453
2025-04-03,0.0,24.811301509587924,16.564667482660138,14.279885760913913,13.458792329661362,12.576499388004898,8.603631170950631,9.705222358221134
2025-04-07,0.0,24.804976291235405,16.560444603069392,14.276245347473616,13.480854535257228,12.573293223882118,8.601437821852853,9.702748177229388
2025-04-08,0.0,24.85956490654683,16.586661219487283,14.298845878868349,13.507302624859566,12.593197834746196,8.61505464201818,9.539372893473598
2025-04-09,0.0,24.849412965798876,16.6156202143951,14.293006636038797,13.506891271056661,12.588055130168454,8.611536498213374,9.535477284328739
2025-04-10,0.0,25.0,16.62750306497752,14.303228442991417,13.465467919901922,12.597057621577443,8.61769513690233,9.389047813649366
2025-04-11,0.0,25.095658384776286,16.60629559716341,14.284985459925515,13.448293454415591,12.580990765777255,8.606703739605122,9.377072598336818
2025-04-14,59.79638564069016,10.188895248998282,6.654264453348597,5.724098454493418,5.388829830730232,5.041295281707417,3.4487693188322837,3.757461771199608
2025-04-17,60.04064289673009,10.747788246402692,6.628076441488598,5.813165835334688,5.410842211137796,5.061888047293552,3.4628569082661085,2.8347394133464707
2025-04-22,59.990155461667825,10.886418638992575,6.622502973870954,5.744698305919028,5.406292300750646,5.057631568152918,3.459945034660979,2.832355715985069
2025-04-23,59.97785433070866,10.906742125984252,6.62114501312336,5.741469816272966,5.405183727034121,5.056594488188977,3.4592355643044623,2.831774934383202
2025-04-24,59.976624495068585,10.908568967991963,6.621009247677828,5.741352088416822,5.405072894666694,5.056490803584244,3.4591646332711354,2.8317168693227255
2025-04-25,60.18518518518518,10.843621399176955,6.6440329218107,5.761316872427984,5.423868312757202,5.0740740740740735,3.4711934156378597,2.5967078189300414
2025-04-28,60.18642358896273,10.841786868042552,6.644169633120023,5.761435420481903,5.4239799172822485,5.074178481038705,3.4712648408403464,2.596761250231486
2025-04-30,60.20128841048017,10.819766604235701,6.645810607775743,5.762858377755366,5.425319529915409,5.075431699837405,3.472122172597608,2.5974025974025974
