date,SUNHIGH FINANCIAL HOLDINGS LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,QUAM SECURITIES LTD,WEALTH LINK SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,CMB INTERNATIONAL SECURITIES LTD
2024-03-12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,0.0,63.231672665277515,0.0,36.768327334722485,0.0,0.0,0.0,0.0
2024-03-22,0.0,43.85527758397289,30.270108641483105,25.874613774544002,0.0,0.0,0.0,0.0
2024-03-25,0.0,43.251828077953874,30.953247526718066,25.79492439532806,0.0,0.0,0.0,0.0
2024-03-26,0.0,43.288557378131294,30.88880821149213,25.822634410376583,0.0,0.0,0.0,0.0
2024-03-27,0.0,43.0907469194939,30.91737967031152,25.99187341019458,0.0,0.0,0.0,0.0
2024-03-28,0.0,42.04461799443075,31.67109432512883,25.183241045994304,0.0,0.0,0.0,1.1010466344461158
2024-04-02,0.0,41.90013736702552,31.7637287160975,25.237197712679293,0.0,0.0,0.0,1.0989362041976807
2024-04-03,0.0,41.9124218051832,31.77582024767011,25.213838886761135,0.0,0.0,0.0,1.0979190603855482
2024-04-05,0.0,41.896375701888715,31.801939765186322,25.204185809086265,0.0,0.0,0.0,1.0974987238386933
2024-04-10,0.0,41.87707217546544,31.841366998214742,25.18490181076256,0.0,0.0,0.0,1.0966590155572558
2024-04-11,0.0,41.8334820859365,31.888308045390794,25.181690679586893,0.0,0.0,0.0,1.096519189085809
2024-04-12,0.0,41.85572266122865,31.87611521794545,25.172062197297983,0.0,0.0,0.0,1.0960999235279123
2024-04-15,0.0,41.773926341276926,31.961259079903147,25.168854339237924,0.0,0.0,0.0,1.0959602395820058
2024-04-24,0.0,42.065299924069855,31.852695520121486,24.99367248797773,0.0,0.0,0.0,1.088332067830929
2024-04-25,0.0,41.97453032404489,31.900138696255205,25.040978439036692,0.0,0.0,0.0,1.0843525406632204
2024-04-26,0.0,41.62121019916275,32.09438031206393,25.19345426867944,0.0,0.0,0.0,1.0909552200938728
2024-05-06,0.0,41.79840647527507,31.99696471480966,25.116984950044262,0.0,0.0,0.0,1.0876438598710003
2024-05-07,0.0,41.78368121442125,32.00506008855155,25.12333965844402,0.0,0.0,0.0,1.0879190385831752
2024-05-08,0.0,41.81219944317894,32.017210832700584,25.120222728423187,0.0,0.0,0.0,1.0503669956972919
2024-05-09,0.0,41.87135983793365,32.03342618384401,25.044315016459862,0.0,0.0,0.0,1.0508989617624716
2024-05-10,0.0,41.74597132343611,32.10252506027154,25.098337774394114,0.0,0.0,0.0,1.0531658418982361
2024-05-13,0.0,41.959544879898864,31.997471554993677,25.0063211125158,0.0,0.0,0.0,1.0366624525916561
2024-05-14,0.0,42.132998745294856,31.75658720200753,25.144291091593473,0.0,0.0,0.0,0.9661229611041405
2024-05-16,0.0,42.47298316159839,31.364664488564962,25.182206584568988,0.0,0.0,0.0,0.9801457652676551
2024-05-17,0.0,42.61613999748206,31.17210122120106,25.229762054639306,0.0,0.0,0.0,0.9819967266775778
2024-05-21,0.0,41.838625973063145,30.5943407883356,24.7621401210923,0.0,0.0,1.7916718151488942,1.0132213023600642
2024-05-22,0.0,41.98745541753782,30.451358996433402,24.64641495511007,0.0,0.0,1.7832984872709383,1.131472143647768
2024-05-23,0.0,42.31380701968937,30.280053809465574,24.507765684236272,0.0,0.0,1.7732664791488322,1.1251070074599487
2024-05-24,0.0,36.65173957974509,21.322769548742677,17.25800895625215,22.72648983809852,0.0,1.2487082328625558,0.7922838442990011
2024-05-27,0.0,36.66264852763906,21.31909764077837,17.255037024281037,22.72257620113656,0.0,1.2484931978646463,0.7921474083003273
2024-05-29,0.0,36.941196698762035,21.23452544704264,17.1509628610729,22.687414030261348,0.0,1.2465612104539203,0.7393397524071527
2024-05-30,0.0,36.930352536543424,21.238177128116938,17.153912295786757,22.691315563198625,0.0,1.246775580395529,0.7394668959587274
2024-05-31,0.0,36.96474634565779,21.20378331900258,17.153912295786757,22.691315563198625,0.0,1.246775580395529,0.7394668959587274
2024-06-03,0.0,37.272182767177206,21.10036793017883,17.070248994609393,22.58064516129032,0.0,1.240694789081886,0.7358603576623599
2024-06-04,0.0,37.381339262806804,21.089540750876594,16.984520653382365,22.569058411015135,0.0,1.2400581544513811,0.7354827674677158
2024-06-11,0.0,37.49893299189074,21.049935979513446,16.952624839948786,22.526675202731543,0.0,1.2377294067434912,0.7341015791720017
2024-06-13,0.0,31.118930330752992,17.353976073187898,13.97607318789585,18.571428571428573,17.353976073187898,1.0204081632653061,0.6052076002814919
2024-06-14,0.0,31.181888490473174,17.33811432187302,13.963298882092385,18.554454053293963,17.33811432187302,1.0194754974337341,0.6046544329606974
2024-06-17,0.0,31.31540136245523,17.26244820563242,13.94760868038486,18.533604887983707,17.318631926399323,1.0183299389002036,0.6039749982442587
2024-06-18,0.0,31.384507535927092,17.230984928145812,13.978268489309498,18.49982474588153,17.28706624605678,1.0164738871363477,0.6028741675429373
2024-06-19,0.0,28.322894919972164,15.550072752577973,12.61466438919466,16.695135066742584,15.600683241601823,10.67248687290441,0.5440627570063895
2024-06-20,0.0,28.41347065141846,15.530422695393947,12.598723700006317,16.674038036267138,15.580969229797182,10.659000442282176,0.543375244834776
2024-06-21,0.0,28.621863573319885,15.496154331105789,12.520489219518346,16.637246248896734,15.5465893329971,10.635481023830538,0.5421762703316102
2024-06-24,0.0,28.346653346653344,15.347152847152849,12.400099900099901,16.477272727272727,15.397102897102895,10.533216783216783,1.4985014985014986
2024-06-25,0.0,28.565184815184814,15.128621378621379,12.400099900099901,16.477272727272727,15.397102897102895,10.533216783216783,1.4985014985014986
2024-06-26,0.0,27.594481103779245,14.535092981403718,11.913617276544691,15.830833833233354,14.793041391721657,10.11997600479904,5.212957408518296
2024-06-27,0.0,27.598824305680523,14.534221102513348,11.912902645312219,15.829884230100175,14.792154039949612,10.119368964069341,5.212644712374782
2024-06-28,0.0,27.685579054580312,14.516805464022529,11.898628003115451,15.81091606254868,14.774429333173567,10.107243424600084,5.2063986579593795
2024-07-03,0.0,27.702905061395626,14.513327343516021,11.895777178796047,15.80712788259958,14.770889487870619,10.10482180293501,5.205151242887092
2024-07-04,0.0,26.75738274464389,14.030110017371165,11.563404748118124,15.280833815865662,14.279096699478867,9.768384481760279,8.320787492762015
2024-07-05,0.0,26.765863825845297,14.028485409911998,11.562065771190365,15.279064381658175,14.277443260768873,9.767253358036127,8.319823992589162
2024-07-08,0.0,26.82700127802951,13.76786336702684,11.601022423608692,15.330544905309631,14.325548971767166,9.800162658301383,8.347856395956779
2024-07-09,0.0,25.854258710362956,13.254292265533246,11.168279179016833,14.75868240031318,13.791174990213076,9.434595380571556,11.73871707398915
2024-07-10,0.0,25.84596453940377,13.255774931483863,11.169528497119526,14.76033335197718,13.792717713518654,9.435650763465517,11.74003020303149
2024-07-11,0.0,25.850111856823265,13.25503355704698,11.168903803131991,14.759507829977627,13.791946308724832,9.435123042505593,11.739373601789708
2024-07-12,0.0,25.85840510010066,13.253551056928755,11.167654624762331,14.757857062968348,13.790403757968908,9.434067777653505,11.738060619617492
2024-07-15,0.0,25.86255102611419,13.252809931219595,11.167030140356763,14.75703181792764,13.789632611977856,9.433540233741542,11.737404238662418
2024-07-16,0.0,25.841816758026624,13.256516388857815,11.170153260991162,14.76115896632733,13.793489204609017,9.436178543461239,11.740686877726816
2024-07-17,0.0,25.86255102611419,13.252809931219595,11.167030140356763,14.75703181792764,13.789632611977856,9.433540233741542,11.737404238662418
2024-07-19,0.0,25.866696488481324,13.252068888391857,11.166405725788414,14.756206665175576,13.788861552225454,9.433012748825766,11.736747931111609
2024-07-23,0.0,25.8712311909157,13.257257929182748,11.1372154164569,14.761984673043576,13.794260782010404,9.436706382502658,11.741343625888012
2024-07-25,0.0,25.879523463280947,13.255774931483863,11.135969573242352,14.76033335197718,13.792717713518654,9.435650763465517,11.74003020303149
2024-07-26,0.0,25.869784092180332,13.256516388857815,11.142185926837454,14.76115896632733,13.793489204609017,9.436178543461239,11.740686877726816
2024-07-30,0.0,25.873930309301414,13.255774931483863,11.141562727221881,14.76033335197718,13.792717713518654,9.435650763465517,11.74003020303149
2024-07-31,0.0,26.037714795804508,13.244811426020977,11.113590716357956,14.72327605445213,13.75808971211783,9.411961615710778,11.710555679535819
2024-08-01,0.0,26.01027014958696,13.250725608394731,11.112971645456575,14.729850413038626,13.7642330877428,9.416164322393392,11.715784773386916
2024-08-02,0.0,26.007142060037943,13.246289476620912,11.109251199642896,14.724919093851133,13.75962504184801,9.413011940631625,11.739761187367481
2024-10-24,0.0,26.13079322638146,13.224153297682708,11.090686274509803,14.700311942959003,13.73663101604278,9.3972816399287,11.720142602495544
2024-11-05,0.0,26.609182776801404,13.05470123022847,11.64872583479789,14.493629173989456,13.543497363796133,9.265158172231985,11.385105448154658
2024-11-06,0.0,26.4911604339924,13.113399790714325,11.571294817425787,14.534339373244478,13.581538800462631,9.291182464063446,11.417084320096931
2024-11-07,0.0,26.50622315232955,13.134706465469764,11.537614274699855,14.533538936006169,13.580790835995154,9.290670778720123,11.41645555677938
2024-11-08,0.0,25.898450379162547,13.864160896801847,11.517749203209144,14.50708869106495,13.550939663699307,9.270249477964612,11.391361688097593
