date,THE HONGKONG AND SHANGHAI BANKING,IFAST SECURITIES (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,SOFI SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-08,50.858369098712444,0.0,0.0,49.141630901287556,0.0,0.0
2024-03-12,50.141043723554304,0.0,0.0,48.30747531734838,1.5514809590973202,0.0
2024-03-22,45.0,0.0,0.0,53.60759493670886,1.3924050632911391,0.0
2024-03-25,43.4331093463653,0.0,0.0,55.222968845448996,1.3439218081857056,0.0
2024-03-26,9.197930142302717,0.0,0.0,90.51746442432082,0.28460543337645533,0.0
2024-03-27,90.0,0.0,0.0,7.215189873417721,2.7848101265822782,0.0
2024-04-03,90.0,0.0,0.0,6.962025316455696,3.0379746835443036,0.0
2024-05-16,89.88621997471556,0.0,0.0,7.079646017699115,3.034134007585335,0.0
2024-05-21,88.49557522123894,0.0,0.0,8.470290771175728,3.034134007585335,0.0
2024-05-22,88.62199747155499,0.0,0.0,8.34386852085967,3.034134007585335,0.0
2024-05-27,72.11934156378601,18.930041152263374,0.205761316872428,6.275720164609054,2.4691358024691357,0.0
2024-05-31,71.97125256673512,18.8911704312115,0.41067761806981523,6.262833675564681,2.4640657084188913,0.0
2024-06-11,72.07392197125256,18.8911704312115,1.4373716632443532,5.133470225872689,2.4640657084188913,0.0
2024-06-17,71.00409836065575,18.852459016393443,1.4344262295081966,6.25,2.459016393442623,0.0
2024-06-26,71.00409836065575,18.852459016393443,1.8442622950819672,5.84016393442623,2.459016393442623,0.0
2024-06-28,62.94277929155313,16.71207992733878,1.6348773841961852,16.530426884650318,2.17983651226158,0.0
2024-07-02,73.80191693290735,19.59531416400426,1.9169329073482428,2.1299254526091587,2.5559105431309903,0.0
2024-07-04,73.80191693290735,19.59531416400426,2.4494142705005326,1.5974440894568689,2.5559105431309903,0.0
2024-07-15,73.80191693290735,19.59531416400426,3.727369542066028,0.3194888178913738,2.5559105431309903,0.0
2024-07-16,73.72340425531915,19.574468085106382,3.723404255319149,0.425531914893617,2.553191489361702,0.0
2024-07-19,71.07692307692308,18.871794871794872,3.5897435897435894,4.0,2.4615384615384617,0.0
