date,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,I WIN SECURITIES LTD,USMART SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,ROOFER SECURITIES LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),MAGIC COMPASS SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,75.32657200811359,6.653144016227181,0.0,0.0,0.0,0.0,11.740365111561866,0.0,6.279918864097363
2024-03-04,0.0,75.33846777462504,6.6477503040129715,0.0,0.0,0.0,0.0,11.738954195379003,0.0,6.274827725982974
2024-03-05,0.0,75.33436005511874,6.654778309151334,0.0,0.0,0.0,0.0,11.737051146956311,0.0,6.273810488773608
2024-03-06,0.0,75.22846744844318,6.80145572179539,0.0,0.0,0.0,0.0,11.710473109583502,0.0,6.259603720177921
2024-03-11,0.0,75.20907044065616,6.762624638147314,0.0,0.0,0.0,0.0,11.699903505950466,0.0,6.32840141524606
2024-03-12,0.0,75.22102555859188,6.759363446391256,0.0,0.0,0.0,0.0,11.69426137276965,0.0,6.325349622247227
2024-03-13,80.49380780686629,14.67001097350682,1.3215237498040444,0.0,0.0,0.0,0.0,2.280921774572817,0.0,1.2337356952500391
2024-03-15,78.64089565497066,14.33231740002757,1.2911031810454414,2.303462852066837,0.0,0.0,0.0,2.226884964697594,0.0,1.205335947191889
2024-03-19,77.9958379536099,14.214755517749458,1.2805128127231022,2.2845685294609086,0.8248143028572297,0.0,0.0,2.204061792717938,0.0,1.1954490908814728
2024-03-20,78.00176216807438,14.214316096493892,1.280610074740232,2.2847420550525612,0.8248769520568754,0.0,0.0,2.1981527617427234,0.0,1.1955398918393387
2024-03-21,77.99820753140617,14.215187373729702,1.280551715757014,2.2846379365344593,0.8354726496635323,0.0,0.0,2.190457383299661,0.0,1.1954854096094545
2024-03-22,77.98754556500607,14.210206561360875,1.2803766707168893,2.284325637910085,0.844471445929526,0.0,0.0,2.1658566221142164,0.0,1.227217496962333
2024-03-25,77.98636108200057,14.20391549338558,1.2803572242219892,2.2842909433331813,0.8444586200088091,0.0,0.0,2.1567108640512753,0.0,1.2439057729985876
2024-03-26,77.98280784885488,14.207824555008807,1.2802988882813924,2.284186865925521,0.8444201445841687,0.0,0.0,2.156612599477553,0.0,1.2438490978676873
2024-03-27,77.98517663497464,14.206737340907019,1.2803377783177912,2.2842562498101513,0.844445794477689,0.0,0.0,2.1551593207982744,0.0,1.2438868807144376
2024-03-28,77.99465321870159,14.19631193608166,1.2804933620925358,2.2845338275055442,0.8445484096363581,0.0,0.0,2.1554212109244464,0.0,1.2440380350578728
2024-04-02,78.12875640967118,14.15529282877619,1.2553065230291687,2.209339480531337,0.846000517338446,0.0,0.0,2.1591272196101703,0.0,1.2461770210435021
2024-04-03,78.12637889323372,14.151818997915495,1.255268323113674,2.209272248680066,0.8520609223559485,0.0,0.0,2.1590615157555195,0.0,1.2461390989455745
2024-04-05,78.14778175176927,14.105471425310098,1.2677878395860285,2.209877482687771,0.8629480252644395,0.0,0.0,2.1596529944448672,0.0,1.2464804809375238
2024-04-08,78.2347025841053,14.118113115553388,1.2478668941979523,2.2123354461238423,0.871526084836665,0.0,0.0,2.0675889809848855,0.0,1.2478668941979523
2024-04-09,78.84134076496692,13.43221705283523,1.2575429545349854,2.2294900732415126,0.8982449675249896,0.0,0.0,2.083621232361386,0.0,1.2575429545349854
2024-04-10,78.83649874867574,13.428321383058758,1.2574657229276383,2.229353149805776,0.9074020051895411,0.0,0.0,2.083493267414902,0.0,1.2574657229276383
2024-04-11,78.84618337607296,13.414615420051287,1.2576201956298083,2.2296270134975353,0.9105845860909355,0.0,0.0,2.083749213027655,0.0,1.2576201956298083
2024-04-12,78.84618337607296,13.433042089584324,1.2576201956298083,2.2296270134975353,0.9121201418853553,0.0,0.0,2.063786987700198,0.0,1.2576201956298083
2024-04-15,78.82668711656441,13.418711656441717,1.397239263803681,2.226993865030675,0.8128834355828221,0.0,0.0,2.061349693251534,0.0,1.2561349693251533
2024-04-16,77.6792532690587,13.215826259065071,2.8476559805073456,2.1945768216105312,0.7995393516749112,0.0,0.0,2.0252981687039338,0.0,1.237850149379494
