date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-01,72.14652286772164,15.594802741180654,0.4394557225838352,0.8988888062563163,0.5422497656504136,0.6260609525113513,2.3857334037705105,6.259607172799883,0.7060721780411311,0.4006063894842684
2024-03-04,64.91724808691842,21.519484434100075,0.49340482428096627,0.9371794053109334,1.7728415399493653,0.4532042227009066,2.9921327477357265,5.782780859700696,0.7237114150872648,0.40801246421564724
2024-03-05,63.459052735114675,23.209250138084077,0.4963037528477891,0.9214897480223874,0.45757914083980705,0.38431468141499586,2.945865502688617,6.993395198469537,0.7254723777459459,0.4072767247721665
2024-03-06,62.99760373106127,21.132997155351443,0.49542965092666047,0.9082288704668071,1.8855907039046165,0.39662793278861347,2.950724666077435,8.099849559509359,0.724490595038304,0.40845713487548924
2024-03-07,63.74230865709142,21.763591655328852,0.5032100678110403,0.9294994195450104,1.5211772200709859,0.4006326293647862,1.677501174363474,8.30372963475198,0.7423066042705947,0.4160429374018566
2024-03-08,65.45232914251132,21.160528579671805,0.5071353637935444,0.9384788937670597,0.1363662622326155,0.4341285219283704,1.8076849122944623,8.394086771399238,0.7494047122366222,0.4198568401649684
2024-03-11,65.55051986551561,21.08088750224072,0.5216526368631267,0.9637937107095828,0.06082451477310162,0.41281231001424395,1.8149235280947493,8.400479506595483,0.7654098995926952,0.428696525600684
2024-03-12,64.65061121710822,21.813245183697973,0.5247602122949159,0.9859914832247675,0.3008323421777349,0.41504959049131673,1.8066069622241059,8.28981653021463,0.7797903240454268,0.43329615452090936
2024-03-13,64.8296738824058,22.05140095595248,0.5223386350576598,0.9618143838871878,0.06539046836284114,0.4032500190331452,1.66352562867794,8.29441295591057,0.7753384399981882,0.4328546307141833
2024-03-14,64.89849146349736,21.414506173177738,0.5218623898436725,0.9515257196401913,0.05712042671120318,0.4051888483305367,2.2317863316303517,8.331287148437413,0.7599147148139888,0.4283167839175407
2024-03-15,65.1169096553797,21.73820409091238,0.5200206184870142,0.9523475713871031,0.055939809878038545,0.5267015879979788,1.5290193172520778,8.366888031443615,0.7645262182232899,0.42944309903880634
2024-03-18,65.08831081587039,21.696643676606755,0.532468197715362,0.9715278420330493,0.05888442257635356,0.4779734863055137,1.519633244958633,8.424189014033278,0.7971002112972884,0.433269088603377
2024-03-19,65.15621504272703,21.586497453247343,0.5369120838748508,0.9924000208445842,0.07679477503546854,0.4317552356545908,1.5529933362854667,8.428683540951413,0.8039851253520877,0.4337633860271687
2024-03-20,64.99365220182725,21.866630139043767,0.5412699592213054,0.9994463778686864,0.05694165346763967,0.432630593920919,1.4337112514926595,8.429998084624854,0.8104686716831795,0.43525106684974313
2024-03-21,64.38077434887775,21.738009121754057,0.5639805321760943,1.02009756077316,0.05980022002658535,0.33515785310522167,2.360354263566747,8.315609661584404,0.7906516047759261,0.4355648333600532
2024-03-22,64.36048716986893,21.759817974429144,0.5663201102921332,1.026145844832106,0.08345540656562828,0.30043383402708634,2.370069590141422,8.297462886203055,0.7974343873384245,0.43837279630207654
2024-03-25,63.54132307914486,23.408793079751163,0.5601131593901724,1.0016117445744483,0.12351718261766592,0.2975617433907373,2.3829513013104795,7.4600293257347055,0.7887645826019178,0.4353348014838436
2024-03-26,64.5586531249236,20.441549273172768,0.5940505949036751,1.0625084716146902,0.06839209329686416,0.31256432761346836,4.1335386557424965,7.560184689802929,0.8171091693239856,0.4514495996055302
2024-03-27,64.20468395572564,21.00665538329748,0.5890338174315369,1.0409613220731888,0.05920469880096182,0.47442983117881943,4.317866263192941,7.028279960503095,0.8330266554957914,0.44585811230054995
2024-03-28,64.77047106560515,20.314602825730944,0.5921761620568655,1.0477149680107376,0.06435689411227716,0.3808276139627986,4.393444539352791,7.150342821351222,0.8380063894493375,0.44805672036787714
2024-04-02,64.29801721119536,20.728499281057314,0.5958005211108122,1.0463668798326076,0.06855569601198822,0.4979005714123786,4.355224925516186,7.122343881999176,0.8416735954705459,0.44561743639363327
2024-04-03,64.81031017306627,20.176749432118385,0.6013835119951039,1.0631819604698958,0.07462951664962632,0.413157799750787,4.379983264187263,7.182553856480492,0.8487914853954481,0.4492589998867198
2024-04-05,64.72453159562414,20.213213868521404,0.6080661707059967,1.0708567765463315,0.09091306856945387,0.4175617797423298,4.369055337477931,7.202187047095683,0.8531097043167836,0.45050465139993945
2024-04-08,64.54728444697018,20.380044277025966,0.6131825462199849,1.088303614959057,0.1012813273643756,0.4202214136011696,4.395789937276469,7.14107730055097,0.8591811977059718,0.4536339383258654
2024-04-09,64.71024396910977,20.162966449669362,0.61308846588032,1.0881366369940364,0.05695399616258541,0.4426488661186556,4.406621620463018,7.128601574305306,0.8665102039683183,0.5242282173286323
2024-04-10,64.79130625696764,19.624472277482415,0.646618990236133,1.4057509561283361,0.07970973928065207,0.43044781125546594,4.44123372709385,7.153283452883376,0.898794655505424,0.5283821331667068
2024-04-11,64.60410344617321,20.04095606485817,0.6586962725469149,1.3919762603028458,0.06684052802318836,0.4413266171845209,4.17295025985695,7.205400925895344,0.8880190535382285,0.5297305716206177
2024-04-12,65.39852658187536,19.17573016014968,0.670575741348302,1.4211914733524613,0.08306344361560165,0.40309620014283687,4.260007776549778,7.14787211741016,0.9050404277772092,0.5348960777786081
2024-04-15,65.37484431032347,19.06879694624362,0.6753366720134254,1.4437813721012631,0.07690539464068448,0.40046539747255516,4.27509827032789,7.229401754875048,0.9128408674992905,0.5425290145027584
2024-04-16,65.52756312773451,18.797830151177504,0.6837312151906176,1.4614963907582195,0.10932082892234538,0.421134632961469,4.301694297870004,7.169052814898988,0.953695922793633,0.5744806176927011
2024-04-17,65.07637278661869,19.189911822392684,0.8711360902451973,1.456917169980616,0.10662217537405004,0.39214168788981074,4.27379082446964,7.019944291357339,0.9508977544912225,0.6622653971807481
2024-04-18,65.00179732022569,19.04683438811505,0.8763983919319744,1.5311132278129993,0.06828153189860774,0.3981400845299749,4.620897187411123,6.841996701214563,0.9407324401217606,0.6738087267382614
