date,FULBRIGHT SECURITIES LTD,KAISA FINANCIAL GROUP CO LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,4.218198590398584,0.0,2.272532480773111,0.0,2.353762781964702,0.0,1.0325643370444444,9.877058190180842
2024-03-04,0.0,0.0,0.0,4.218198590398584,0.0,2.272532480773111,0.0,2.3378965009942623,0.0,1.0325643370444444,9.861191909210401
2024-03-05,0.0,0.0,0.0,4.21661196230154,0.0,2.269557553091153,0.0,2.318063649781213,0.6260711705586423,1.035539264726402,10.46584360045895
2024-03-06,0.0,0.0,0.0,4.214430348668105,0.0,2.2715408382124584,0.0,2.318063649781213,0.6260711705586423,1.035539264726402,10.465645271946821
2024-03-07,0.0,0.0,0.0,4.214430348668105,0.0,2.2715408382124584,0.0,2.2950575423740753,0.6260711705586423,1.0418857771145775,10.44898567692786
2024-03-08,0.0,0.0,0.0,4.214430348668105,0.0,2.2796723072098084,0.0,2.279191261403636,0.6260711705586423,1.0424807626509691,10.44184585049116
2024-03-11,0.0,0.0,0.0,4.214430348668105,4.119481525462489,2.3018851005684238,0.0,2.2434921292201473,0.6260711705586423,1.0426790911630996,14.548039365640907
2024-03-12,0.0,0.0,0.0,4.2104637784254955,4.119481525462489,2.3066449848595556,0.0,2.2355589887349274,0.6260711705586423,1.0430757481873605,14.54129619622847
2024-03-13,0.0,0.0,0.0,4.2104637784254955,4.119481525462489,2.3016867720562937,0.0,2.2038264267940484,0.6260711705586423,1.0462490043814485,14.507778677678418
2024-03-14,0.0,0.0,6.048186640229116,4.2130420490831915,4.119481525462489,2.296728559253031,0.0,2.187960145823609,0.6260711705586423,1.0466456614057094,20.538115751815788
2024-03-15,0.0,0.0,6.048186640229116,4.230296629638544,4.119481525462489,2.3205279807086905,0.0,2.0907791748796667,0.6260711705586423,1.0563637585001036,20.491706879977254
2024-03-18,0.0,0.0,6.049971596838291,4.230296629638544,4.119481525462489,2.323106251366387,0.0,2.082846034394447,0.6260711705586423,1.0575537295728865,20.489326937831688
2024-03-19,0.0,0.0,6.049971596838291,4.249336166803072,4.11987818248675,2.323106251366387,0.0,2.0511134724535682,0.6266661560950338,1.058148715109278,20.47822054115238
2024-03-20,0.0,0.0,6.049971596838291,4.249336166803072,4.11987818248675,2.342939102579436,0.0,2.026520736949387,0.6266661560950338,1.0668751696430199,20.48218711139499
2024-03-21,0.0,0.0,6.0727793757332975,4.390942724464245,4.119481525462489,2.3506739145525253,0.0,1.7702802992767885,0.6504655775506931,1.139661733594911,20.49428515063495
2024-03-22,0.0,0.0,6.073969346806081,4.32093275968218,4.119481525462489,2.397876100439583,0.0,1.7702802992767885,0.6423341085533428,1.085716378295417,20.410590518515882
2024-03-25,0.0,0.0,6.073969346806081,4.32093275968218,4.119481525462489,2.4177089516526324,0.0,1.7702802992767885,0.636384253189428,1.073816667567587,20.412573803637184
2024-03-26,0.0,0.0,6.0727793757332975,4.30903304895435,4.119481525462489,2.4490448565692504,0.0,1.7653220864735264,0.636384253189428,1.0849230642468948,20.436968210629235
2024-03-27,0.0,0.0,6.073374361269689,4.310024691515003,4.119481525462489,2.4627295239062543,0.0,1.7554056608670017,0.636384253189428,1.0803615084678935,20.437761524677757
2024-03-28,0.0,0.0,6.0906289418250426,4.312007976636307,4.119481525462489,2.4577713111029924,0.0,1.712963359271076,0.636384253189428,1.0769899237616751,20.40622729124901
2024-04-02,0.0,0.0,6.0872573571188235,4.312007976636307,4.119481525462489,2.4577713111029924,0.0,1.712963359271076,0.636384253189428,1.0662801841066283,20.392145966887746
2024-04-03,0.0,0.0,6.125733088472139,4.294356739056695,4.119481525462489,2.4611428958092105,0.0,1.6554480907532327,0.6518538771356065,1.0712383969098909,20.37925461359926
2024-04-05,0.0,0.0,6.125534759960009,4.294356739056695,4.119481525462489,2.4611428958092105,0.0,1.6554480907532327,0.6518538771356065,1.0712383969098909,20.37905628508713
2024-04-08,0.0,0.0,6.10570190874696,4.294356739056695,4.119481525462489,2.4611428958092105,0.0,1.6508865349742312,0.6518538771356065,1.1059458865327272,20.38936936771792
2024-04-09,0.0,0.0,6.111651764110874,4.294356739056695,4.119481525462489,2.458167968127253,0.0,1.6508865349742312,0.6518538771356065,1.1027726303386391,20.389171039205788
2024-04-10,0.0,0.0,6.1068918798197425,4.294356739056695,4.119481525462489,2.458167968127253,0.0,1.6508865349742312,0.6518538771356065,1.1073341861176407,20.388972710693658
2024-04-11,0.0,0.0,6.1128417351836575,4.294356739056695,4.119481525462489,2.444483300790249,0.0,1.6508865349742312,0.6518538771356065,1.1132840414815555,20.387187754084483
2024-04-12,0.0,0.0,6.112246749647266,4.294356739056695,4.11987818248675,2.44071505905977,0.0,1.6449366796103166,0.6439207366503867,1.112689055945164,20.368743202456347
