date,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,SHANGHAI COMMERCIAL BANK LTD,OCBC BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD
2024-09-16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19,99.59917458729365,0.0,0.01250625312656328,0.3751875937968985,0.0,0.0,0.0,0.01250625312656328,0.0006253126563281642,0.0
2024-09-20,99.4613161154698,0.0,0.028154209992867597,0.37538946657156796,0.0,0.03128245554763067,0.0,0.04066719221191986,0.0006256491109526133,0.06256491109526134
2024-09-23,99.31195101642177,0.0,0.15338671608431886,0.37564093734935233,0.0,0.0438247760240911,0.0,0.040694434879513165,0.0006260682289155872,0.0738760510120393
2024-09-24,99.31807081042494,0.0,0.14715643668516037,0.37571856174934565,0.0,0.043833832204090324,0.0,0.04070284418951244,0.0006261976029155761,0.07389131714403797
2024-09-25,99.30929971883552,0.0,0.1471573581810098,0.3757209145047059,0.0,0.04383410669221569,0.0,0.04070309907134314,0.0006262015241745098,0.0826586011910353
2024-09-26,99.2999066959729,0.0,0.1471573581810098,0.3757209145047059,0.0,0.05322712955483334,0.0,0.04070309907134314,0.0006262015241745098,0.0826586011910353
2024-09-27,99.3124307264564,0.0,0.1471573581810098,0.3757209145047059,0.0,0.05322712955483334,0.0,0.028179068587852945,0.0006262015241745098,0.0826586011910353
2024-09-30,99.31268896358753,0.0,0.14710208884966167,0.3755798013182851,0.0,0.05320713852009039,0.0,0.028168485098871383,0.0006259663355304752,0.08262755629002272
2024-10-04,97.35324865565315,1.959397281884026,0.14711129752164415,0.37560331282121906,0.0,0.05321046931633937,0.0,0.02817024846159143,0.0006260055213686984,0.0826327288206682
2024-10-07,97.35417618383094,1.9587106302292254,0.14705974380315273,0.3754716863059218,0.0,0.05319182222667225,0.0,0.028160376472944136,0.000625786143843203,0.0826037709873028
2024-10-09,97.35406027836187,1.9587964353659757,0.14706618604185442,0.37548813457494745,0.0,0.05319415239811756,0.0,0.02816161009312106,0.0006258135576249124,0.08260738960648843
