date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,TIGER BROKERS (HK) GLOBAL LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-03-01,33.22106605500167,30.8111154057506,10.947387558474945,14.564979677085441,6.977142724494789,1.128458965494195,0.5615650916231608,0.0,1.5838245614950348,0.20445996058016344
2024-03-04,33.124658748721124,30.88728185382415,11.011126346957559,14.258181837175732,6.983611197985029,1.1398451112313883,0.5626960772938947,0.24860137986418468,1.5750753646803746,0.20892208226656253
2024-03-05,33.59170558969294,30.756443093877454,11.094435105100118,13.651505482447854,7.14662267677727,1.1492295617820938,0.5663245577482175,0.2469075911397839,1.5865078725398245,0.21031846889443817
2024-03-06,33.23147756250889,31.097063961853888,11.146282510879528,13.553075529843959,7.234795594332898,1.1519526442369559,0.5712848198651419,0.24387790150920205,1.5734939815412616,0.196695493428276
2024-03-07,33.66407049845363,31.168775935454818,11.133847797201359,13.109132325360187,7.2064571605708245,1.1684666083427189,0.5698193008267595,0.25289791698127034,1.5303415470490338,0.1961909097593957
2024-03-08,33.944660699827544,31.2622563070816,11.087182501650677,12.680164931357913,7.221559499325214,1.1688071247873228,0.5943201403420737,0.25331853288805195,1.591213051291386,0.19651721144821854
2024-03-11,36.10962467060772,31.05888365065247,10.467600090751684,11.195758588398824,7.257262621841462,1.2017796152942162,0.5968829457572037,0.2539352907002068,1.6478871711252896,0.21038535487092005
2024-03-12,35.936386485550095,30.34504101460383,10.526666174178752,12.018311425337188,7.273221224565162,1.229352270813245,0.6114432049717929,0.2362018562589701,1.6125257614009667,0.21085058231999249
2024-03-13,35.39011253344281,30.172985232464676,10.544391666362115,12.692791257969876,7.3038674098194285,1.2300823484844492,0.6137930838934788,0.2178260293625713,1.640308863334619,0.1938415748659705
2024-03-14,35.003087387192856,30.140300634932338,10.488296570354205,13.698006144996928,6.747529409907253,1.1970470926685985,0.6139621690881505,0.28326010005181146,1.6434696739860815,0.1850408168217812
2024-03-15,35.11856193974227,30.282375210332024,10.506560562816333,13.298720462256416,6.773650974460814,1.2068187578693612,0.6151775234015009,0.39482107760094326,1.6176343111564198,0.18567918036391493
2024-03-18,35.195549606069086,30.80139247542129,10.379733402318097,12.92831925568886,6.713491690592282,1.207903576808112,0.609441496734119,0.3912832387021981,1.5799235195619834,0.1929617381039687
2024-03-19,35.640416466846055,30.96757178421382,10.546136345497391,12.151392629546944,6.739168564098007,1.2141701363465034,0.6129725796808442,0.39282949779248405,1.5416177185875841,0.19372427739036963
2024-03-20,36.111516860574184,31.385176104519612,10.241112599914421,11.591902323848425,6.7493925118339275,1.2173533341100156,0.6138984253942896,0.34844644975956274,1.5485337992970811,0.19266759074848167
2024-03-21,36.70512986847845,31.8288835880674,9.833075756769064,10.890759870378254,6.804036506294786,1.2322594485774279,0.61821772386894,0.3599566339245535,1.5336574322356382,0.19402317140549344
2024-03-22,36.4923355985855,31.64143197274386,9.764137857965656,11.407644444882518,6.755086650474061,1.2325061702088616,0.6137619472934684,0.35286562394802545,1.5254365472822746,0.21479318661577845
2024-03-25,36.59950952392779,31.779372267022847,9.905316410186009,10.9995961822246,6.7784680728238955,1.2350404125864518,0.6177728123054059,0.3539786091965856,1.5200309666101675,0.2109147431162403
2024-03-26,36.64656250853191,31.700901952412785,9.868930335954747,10.88673378453511,6.7492822954123355,1.2317623015679797,0.614492680009035,0.5722530624497848,1.5189793889646572,0.21010169016165917
