date,SUNCORP SECURITIES LTD,ASTRUM CAPITAL MANAGEMENT LTD,GRANSING SECURITIES CO LTD,KINGSTON SECURITIES LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-07-05,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.621240527604074,2.7969226049580937,28.35652428685923
2024-07-08,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078782876324566,2.621240527604074,2.803422287982202,28.36367393818575
2024-07-09,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.079432844626976,2.6196688392520144,2.803422287982202,28.3627522181361
2024-07-11,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.6196688392520144,2.802772319679791,28.360802313228866
2024-07-12,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.617556442269179,2.802772319679791,28.358689916246032
2024-07-16,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.617556442269179,2.8020573545471392,28.35797495111338
2024-07-17,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.617556442269179,2.7987100177897237,28.354627614355966
2024-07-19,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.6162565056643574,2.7987100177897237,28.353327677751146
2024-07-22,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.626746994065268,2.7941602396728475,28.35926838803518
2024-07-29,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.626746994065268,2.794095242842607,28.35920339120494
2024-07-31,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.626746994065268,2.793835255521642,28.358943403883973
2024-08-01,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.626746994065268,2.7949727000508613,28.360080848413194
2024-08-02,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.626746994065268,2.7429752358579953,28.30808338422033
2024-08-05,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.627396962367679,2.7429752358579953,28.308733352522736
2024-08-06,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.64364616992795,2.742942737442875,28.324950061667884
2024-08-07,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078132908022155,2.64364616992795,2.7436577025755264,28.32566502680054
2024-08-08,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078067911191914,2.64364616992795,2.7436577025755264,28.3256000299703
2024-08-09,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078067911191914,2.643451179437226,2.7436577025755264,28.325405039479573
2024-08-13,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078067911191914,2.644751116042048,2.743430213669683,28.326477487178554
2024-08-15,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078067911191914,2.6473509892516915,2.7401803721576288,28.32582751887614
2024-08-20,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078067911191914,2.6473509892516915,2.739692895930821,28.325340042649334
2024-08-21,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.080017816099146,2.6532007039733885,2.7136941638343877,28.30714093018183
2024-08-22,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.081967721006379,2.637601464715529,2.7136941638343877,28.293491595831206
2024-08-23,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.0826176893087895,2.637601464715529,2.7136941638343877,28.29414156413361
2024-08-26,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.081967721006379,2.6428012111348154,2.7097943540199223,28.294791532436026
2024-08-28,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.081967721006379,2.651250799066156,2.7097943540199223,28.303241120367368
2024-08-30,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078067911191914,2.651250799066156,2.7097943540199223,28.2993413105529
2024-09-02,9.278297516914524,6.610015143442487,0.0,2.9719155859178974,4.078067911191914,2.6499508624613344,2.707454468131244,28.2957014880594
2024-09-03,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.078067911191914,2.649820868800852,2.707454468131244,28.295473999153558
2024-09-05,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.077417942889503,2.649820868800852,2.707454468131244,28.294824030851146
2024-09-09,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.077417942889503,2.6495608814798883,2.707454468131244,28.29456404353018
2024-09-11,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.077417942889503,2.649495884649647,2.706739502998592,28.293784081567285
2024-09-13,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.076767974587092,2.649498029545045,2.706739502998592,28.293136258160274
2024-09-17,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.076767974587092,2.649498029545045,2.7057645505449752,28.29216130570666
2024-09-19,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.076767974587092,2.649498029545045,2.7056020584693727,28.291998813631057
2024-09-23,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.076767974587092,2.649498029545045,2.7046271060157565,28.29102386117744
2024-09-24,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.076767974587092,2.649498029545045,2.7028396931841265,28.28923644834581
2024-09-27,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.077417942889503,2.649498029545045,2.6968924832170678,28.283939206681165
2024-09-30,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.080017816099146,2.6481980929402233,2.6960800228390545,28.28442668290797
2024-10-02,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.0793678477967354,2.6475481246378125,2.69942735959647,28.286474083060565
2024-10-03,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.090417308937719,2.65339783935951,2.6981274229916483,28.30207332231842
2024-10-04,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.080017816099146,2.671726945487495,2.671543719423046,28.283419232039236
2024-10-07,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.079855324023543,2.651902912263965,2.6773934341447427,28.2692824214618
2024-10-08,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.079855324023543,2.650927959810349,2.5512020882316815,28.142116123095118
2024-10-09,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.077905419116311,2.653527833019992,2.623316071384162,28.214880074550013
2024-10-10,9.278297516914524,6.610015143442487,0.0,2.971818090672536,4.081155260628365,2.6515779281127596,2.6242260270075377,28.217089966778207
2024-10-14,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.077905419116311,2.6489780549031163,2.6254609667821183,36.590674049667015
2024-10-15,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.0792053557211325,2.6538853155863182,2.6374203835464773,36.60884066371939
2024-10-16,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.088954880257295,2.652585378981496,2.6445440361409,36.62441390424516
2024-10-17,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.089604848559706,2.652585378981496,2.6445440361409,36.62506387254757
2024-10-18,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.083105165535597,2.651935410679086,2.640644226326435,36.614014411406586
2024-10-21,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.076605482511489,2.651837915433724,2.6374918800597427,36.604264886870425
2024-10-23,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.076605482511489,2.64858807392167,2.6374918800597427,36.60101504535837
2024-10-24,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.076605482511489,2.6466381690144374,2.6374918800597427,36.59906514045114
2024-10-28,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.076605482511489,2.64559821973058,2.6361919434549206,36.59672525456246
2024-10-29,9.278297516914524,6.610015143442487,8.37819885783592,2.971818090672536,4.076605482511489,2.64559821973058,2.63554197515251,36.596075286260046
2024-10-30,9.278297516914524,6.610015143442487,8.384048572557619,2.971818090672536,4.076605482511489,2.64559821973058,2.6348270100198583,36.60121003584909
2024-10-31,9.278297516914524,6.610015143442487,8.390548255581727,2.971818090672536,4.076605482511489,2.646248188032991,2.6315771685078038,36.605109845663556
2024-11-01,9.278297516914524,6.610015143442487,8.397047938605835,2.971818090672536,4.079855324023543,2.646248188032991,2.6314146764322013,36.61469687812412
2024-11-04,9.278297516914524,6.610015143442487,8.397047938605835,2.971818090672536,4.079855324023543,2.64559821973058,2.6314146764322013,36.61404690982171
2024-11-05,9.278297516914524,6.610015143442487,8.429546353726376,2.971818090672536,4.079855324023543,2.6286990438678983,2.63193465107413,36.630166123721494
2024-11-06,9.278297516914524,6.610015143442487,8.436046036750485,2.971818090672536,4.079855324023543,2.6286340470376577,2.631869654243889,36.63653581308512
2024-11-07,9.278297516914524,6.610015143442487,8.442545719774593,2.971818090672536,4.076605482511489,2.6286340470376577,2.6250449870685753,36.63296098742187
2024-11-08,9.278297516914524,6.610015143442487,8.463344705451739,2.971818090672536,4.076267498994236,2.6259691769977733,2.623095082161343,36.64880721463464
2024-11-11,9.278297516914524,6.610015143442487,8.463344705451739,2.971818090672536,4.076267498994236,2.6233693037881296,2.6229650885008606,36.64607734776451
2024-11-13,9.278297516914524,6.610015143442487,8.475044134895134,2.971818090672536,4.076267498994236,2.623044319636924,2.6229650885008606,36.6574517930567
2024-11-14,9.278297516914524,6.610015143442487,8.475694103197545,2.971818090672536,4.076267498994236,2.623044319636924,2.6229650885008606,36.65810176135911
2024-11-15,9.278297516914524,6.610015143442487,8.499742930386747,2.971818090672536,4.076917467296647,2.623044319636924,2.615165468871931,36.67500093722179
2024-11-18,9.278297516914524,6.610015143442487,8.499742930386747,2.971818090672536,4.076917467296647,2.6500505026020944,2.6151004720416893,36.70194212335672
2024-11-20,9.278297516914524,6.610015143442487,8.500392898689157,2.971818090672536,4.076917467296647,2.6500505026020944,2.6151004720416893,36.70259209165913
2024-11-21,9.278297516914524,6.610015143442487,8.507542550015675,2.971818090672536,4.076917467296647,2.650700470904505,2.614580497399761,36.709871736646136
2024-11-22,9.278297516914524,6.610015143442487,8.512092328132551,2.971818090672536,4.076917467296647,2.650635474074264,2.614580497399761,36.714356517932764
2024-11-25,9.278297516914524,6.610015143442487,8.515992137947016,2.971818090672536,4.076267498994236,2.6512854423766745,2.6137680370217473,36.71744386736922
2024-11-26,9.278297516914524,6.610015143442487,8.515992137947016,2.971818090672536,4.076267498994236,2.6512854423766745,2.6136055449461444,36.717281375293624
2024-11-27,9.278297516914524,6.610015143442487,8.536791123624162,2.971818090672536,4.078867372203879,2.6512854423766745,2.613508049700783,36.740582738935046
2024-11-29,9.278297516914524,6.610015143442487,8.536791123624162,2.971818090672536,4.076267498994236,2.651935410679086,2.612565595662287,36.73769037998932
2024-12-02,9.278297516914524,6.610015143442487,8.544590743253092,2.971818090672536,4.076267498994236,2.651935410679086,2.612565595662287,36.74548999961825
2024-12-03,9.278297516914524,6.610015143442487,8.5510904262772,2.971818090672536,4.076267563991066,2.651935410679086,2.612565595662287,36.751989747639186
2024-12-04,9.278297516914524,6.610015143442487,8.557590109301309,2.971818090672536,4.076267563991066,2.651935410679086,2.612565595662287,36.758489430663296
2024-12-05,9.453788958565447,6.610015143442487,8.557590109301309,2.978317773696644,4.076267563991066,2.6408859495381014,2.6268648983153255,36.94373039685038
2024-12-06,9.453788958565447,6.610015143442487,8.557590109301309,2.982217583511109,4.076267563991066,2.6408859495381014,2.6268648983153255,36.94763020666485
2024-12-09,9.453788958565447,6.610015143442487,8.557590109301309,2.9965168861641476,4.076267563991066,2.6408859495381014,2.6267024062397226,36.96176701724228
2024-12-10,9.453788958565447,6.610015143442487,8.557590109301309,3.010816188817185,4.076267498994236,2.6408859495381014,2.6266374094094815,36.976001258068244
2024-12-11,9.453788958565447,6.610015143442487,8.557590109301309,3.010816188817185,4.076267498994236,2.6408859495381014,2.626507415749,36.975871264407765
2024-12-12,9.453788958565447,6.621064604583469,8.557590109301309,3.010816188817185,4.076267498994236,2.6298364883971175,2.624622507672008,36.97398635633078
2024-12-13,9.453788958565447,6.622364541188292,8.557590109301309,3.010816188817185,4.076267498994236,2.6298364883971175,2.624622507672008,36.97528629293559
2024-12-16,9.453788958565447,6.622364541188292,8.576439190071222,3.010816188817185,4.075292546540619,2.6298364883971175,2.6296272636005718,36.998165177180454
2024-12-17,9.453788958565447,6.622364541188292,8.580988968188098,3.010816188817185,4.075292546540619,2.6298364883971175,2.6296272636005718,37.002714955297336
2024-12-19,9.453788958565447,6.622364541188292,8.60568776367971,3.010816188817185,4.075292546540619,2.6298364883971175,2.6296272636005718,37.027413750788945
2024-12-20,9.453788958565447,6.622364541188292,8.608937605191763,3.010816188817185,4.075292546540619,2.6298364883971175,2.6296272636005718,37.030663592300996
2024-12-23,9.453788958565447,6.622364541188292,8.610237541796586,3.010816188817185,4.075292546540619,2.6291865200947067,2.6283273269957497,37.030013623998585
2024-12-27,9.453788958565447,6.622364541188292,8.05386467493292,3.010816188817185,4.075292546540619,2.6291865200947067,2.6264424189187583,36.47175584905793
2024-12-30,9.453788958565447,6.622364541188292,8.064914136073902,3.010816188817185,4.075292546540619,2.6286990438678983,2.6258574474465886,36.48173286249993
2025-01-03,9.453788958565447,6.622364541188292,8.07141381909801,3.010816188817185,4.075292546540619,2.6286990438678983,2.616627897552355,36.47900299562981
2025-01-09,9.453788958565447,6.622364541188292,8.07141381909801,3.0634636213124624,4.075292546540619,2.6286990438678983,2.616627897552355,36.53165042812508
2025-01-13,9.453788958565447,6.622364541188292,8.18060849390303,3.056963938288354,4.08309216616955,2.6286990438678983,2.616628092542846,36.64214523452542
2025-01-14,9.453788958565447,6.622364541188292,8.18060849390303,3.056963938288354,4.075292546540619,2.6286990438678983,2.616628092542846,36.63434561489648
2025-01-16,9.453788958565447,6.622364541188292,8.18060849390303,3.056963938288354,4.075292546540619,2.6286990438678983,2.6157831337497117,36.63350065610335
2025-01-17,9.453788958565447,6.622364541188292,8.18060849390303,3.056963938288354,4.075292546540619,2.629284015340068,2.6157831337497117,36.63408562757552
2025-01-22,9.453788958565447,6.622364541188292,8.18060849390303,3.056963938288354,4.075292546540619,2.629132377735116,2.6156423506154094,36.633793206836266
2025-01-23,9.453788958565447,6.622364541188292,8.18060849390303,3.056963938288354,4.075292546540619,2.629132377735116,2.615639555751709,36.63379041197257
2025-01-24,9.453788958565447,6.622364541188292,8.18060849390303,3.706932240699179,4.075292546540619,2.629132377735116,2.615574558921468,37.28369371755315
2025-02-04,9.453788958565447,6.622364541188292,8.18060849390303,3.706932240699179,4.079192356355085,2.629132377735116,2.61508708269466,37.2871060511408
2025-02-05,9.453788958565447,6.622364541188292,8.18060849390303,3.706932240699179,4.075292546540619,2.629132377735116,2.615022085864419,37.28314124449611
2025-02-06,9.453788958565447,6.622364541188292,8.18060849390303,3.706932240699179,4.075292546540619,2.628482409432705,2.615022085864419,37.28249127619369
2025-02-07,9.453788958565447,8.572269448420766,8.18060849390303,3.706932240699179,4.075292546540619,2.628482409432705,2.615022085864419,39.23239618342617
2025-02-10,10.803978252668973,8.572269448420766,8.18060849390303,3.706932240699179,4.075292546540619,2.628482409432705,2.615022085864419,40.58258547752969
2025-02-11,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.075292546540619,2.6284499110175843,2.615022085864419,41.54821088600633
2025-02-12,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.075292546540619,2.628287418941982,2.618921895678884,41.55194820374519
2025-02-14,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.075292546540619,2.6282224221117407,2.6183044257915933,41.55126573702766
2025-02-17,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.080492292959907,2.628221122175136,2.6183044257915933,41.55646418351034
2025-02-18,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.075942514843031,2.628025741703431,2.6183044257915933,41.551719024921766
2025-02-20,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.079842324657496,2.628025741703431,2.6175504625607973,41.55486487150543
2025-02-21,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.074155102011401,2.628025741703431,2.6174854657305557,41.549112652029095
2025-02-24,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.072205197104168,2.628025741703431,2.6174118243218927,41.547089105713205
2025-02-25,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.072855165406579,2.628025741703431,2.6174118243218927,41.54773907401561
2025-02-26,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.072855165406579,2.6273757734010204,2.6174118243218927,41.547089105713205
2025-02-27,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.072205197104168,2.627050789249815,2.6171518370009283,41.54585416593862
2025-02-28,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.080004816733098,2.6250358875123414,2.6171518370009283,41.55163888383008
2025-03-03,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.079354848430687,2.6268233003439714,2.6171518370009283,41.5527763283593
2025-03-04,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.079354848430687,2.6268233003439714,2.6165993639438794,41.552223855302245
2025-03-05,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.079354848430687,2.6268233003439714,2.6163068782077943,41.55193136956616
2025-03-06,10.803978252668973,8.572269448420766,8.18060849390303,4.672590147590942,4.079354848430687,2.6268233003439714,2.6153644241692984,41.55098891552767
2025-03-07,10.803978252668973,9.129292283586842,8.18060849390303,4.672590147590942,4.0806547850355095,2.6268233003439714,2.6148769479424905,42.108824211071756
2025-03-10,10.803978252668973,9.129292283586842,8.182558398810261,4.672590147590942,4.084554594849974,2.6291306878175296,2.6148769479424905,42.11698131326701
2025-03-11,10.803978252668973,9.129292283586842,8.185808240322316,4.672590147590942,4.08195472164033,2.6283507258546366,2.6148769479424905,42.11685131960653
2025-03-12,10.803978252668973,9.129292283586842,8.18905808183437,4.672590147590942,4.082604689942741,2.6283507258546366,2.6138694970737535,42.119743678552254
2025-03-13,10.803978252668973,9.129292283586842,8.192307923346425,4.672590147590942,4.082604689942741,2.6283507258546366,2.6138694970737535,42.12299352006431
2025-03-14,10.803978252668973,9.129292283586842,8.192307923346425,4.672590147590942,4.082604689942741,2.6283507258546366,2.6136745065830302,42.12279852957359
2025-03-17,10.803978252668973,9.129292283586842,8.192307923346425,4.672590147590942,4.083904626547563,2.6281232369487926,2.6136745065830302,42.12387097727257
2025-03-18,10.803978252668973,9.129292283586842,8.194257828253658,4.672590147590942,4.083904626547563,2.6281232369487926,2.6136745065830302,42.125820882179795
2025-03-19,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.083904626547563,2.6281232369487926,2.613668201890497,42.12646454578967
2025-03-20,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.063755609172827,2.622143528566613,2.616918043402551,42.10358566154482
2025-03-21,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.622143528566613,2.616918043402551,42.10033582003276
2025-03-26,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.6208435919617914,2.616918043402551,42.099035883427945
2025-03-27,10.803978252668973,9.129292283586842,8.194907796556068,4.672590147590942,4.060505767660773,2.6104440991232183,2.6225402692184048,42.09425861640522
