date,FUTU SECURITIES INTERNATIONAL,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,LIVERMORE HOLDINGS LTD,BOCOM INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,GUODU SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.
2024-03-01,76.3448257815015,0.0,23.6551742184985,0.0,0.0,0.0,0.0,0.0
2024-03-04,76.34688060900484,0.0,23.653119390995155,0.0,0.0,0.0,0.0,0.0
2024-03-05,76.3633192290316,0.0,23.6366807709684,0.0,0.0,0.0,0.0,0.0
2024-03-06,76.37975784905835,0.0,23.620242150941646,0.0,0.0,0.0,0.0,0.0
2024-03-07,76.40236095159514,0.0,23.59763904840486,0.0,0.0,0.0,0.0,0.0
2024-03-08,76.41263508911186,0.0,23.58736491088814,0.0,0.0,0.0,0.0,0.0
2024-03-11,76.42290922662858,0.0,23.57709077337142,0.0,0.0,0.0,0.0,0.0
2024-03-12,76.43112853664195,0.0,23.568871463358043,0.0,0.0,0.0,0.0,0.0
2024-03-13,76.45578646668208,0.0,23.54421353331791,0.0,0.0,0.0,0.0,0.0
2024-03-14,76.46400577669546,0.0,23.535994223304538,0.0,0.0,0.0,0.0,0.0
2024-03-15,76.48044439672222,0.0,23.519555603277784,0.0,0.0,0.0,0.0,0.0
2024-03-18,76.48914681421313,0.0,23.51085318578687,0.0,0.0,0.0,0.0,0.0
2024-03-19,76.50353031118048,0.0,23.496469688819516,0.0,0.0,0.0,0.0,0.0
2024-03-20,76.51996859342889,0.0,23.480031406571104,0.0,0.0,0.0,0.0,0.0
2024-03-21,76.5281877345531,0.0,23.471812265446903,0.0,0.0,0.0,0.0,0.0
2024-03-22,76.54160719231528,0.0,23.45839280768471,0.0,0.0,0.0,0.0,0.0
2024-03-25,76.57815113364246,0.0,23.42184886635754,0.0,0.0,0.0,0.0,0.0
2024-03-26,76.58637365386937,0.0,23.413626346130627,0.0,0.0,0.0,0.0,0.0
2024-03-27,76.60426148382199,0.0,23.395738516178007,0.0,0.0,0.0,0.0,0.0
2024-03-28,76.60679783515964,0.0,23.39320216484035,0.0,0.0,0.0,0.0,0.0
2024-04-02,68.87477938840364,0.0,21.030404641449664,0.0,0.0,0.0,0.0,10.094815970146694
2024-04-03,68.88159577468245,0.0,21.023401714455918,0.0,0.0,0.0,0.0,10.09500251086162
2024-04-08,68.88529154715577,0.0,21.0197059419826,0.0,0.0,0.0,0.0,10.09500251086162
2024-04-10,68.87605211597248,0.0,21.02894537316589,0.0,0.0,0.0,0.0,10.09500251086162
2024-04-11,68.87790000220915,0.0,21.02709748692923,0.0,0.0,0.0,0.0,10.09500251086162
2024-04-15,68.86681268478921,0.0,21.03818480434918,0.0,0.0,0.0,0.0,10.09500251086162
2024-04-16,68.86866057102587,0.0,21.036336918112518,0.0,0.0,0.0,0.0,10.09500251086162
2024-04-17,68.87420422973584,0.0,21.030793259402547,0.0,0.0,0.0,0.0,10.09500251086162
2024-04-18,68.6137040918468,0.0,20.955493361634574,0.0,0.3019152166659114,0.0717969112803082,0.0,10.057090418572404
2024-04-22,68.61922693117606,0.0,20.949970522305318,0.0,0.3019152166659114,0.0717969112803082,0.0,10.057090418572404
2024-04-24,68.61738598473298,0.0,20.951811468748403,0.0,0.3019152166659114,0.0717969112803082,0.0,10.057090418572404
2024-04-25,68.60554818840805,0.0,20.962768527142135,0.0,0.3018874287365042,0.07363108017963517,0.0,10.056164775533674
2024-04-29,68.60244459337898,0.0,20.96606414266363,0.0,0.30188187176442804,0.0736297248205922,0.0,10.05597966737238
2024-04-30,68.59439707072715,0.0,20.97449568509343,0.0,0.3018707584339906,0.07362701425219283,0.0,10.055609471493234
2024-05-02,68.48444796377707,0.0,20.957676677768212,0.14153140713805934,0.30144351650184065,0.07352280890288797,0.0,10.041377625911924
2024-05-03,68.49363831488994,0.0,20.959514747990784,0.13050298580262612,0.30144351650184065,0.07352280890288797,0.0,10.041377625911924
2024-05-06,68.46015746344027,0.0,20.995321387880605,0.13047420731199327,0.30137704224178724,0.0735065956687286,0.0,10.039163303456608
2024-05-09,68.46634915734593,0.0,20.997930795976774,0.13047900284564598,0.30138811924909775,0.06432063520560014,0.0,10.039532289376957
2024-05-10,68.45454590307803,0.0,21.010702053020676,0.13046701467242156,0.3013604282574244,0.064314725542743,0.0,10.038609875428717
2024-05-13,68.45087077590415,0.0,21.014377180194547,0.13046701467242156,0.3013604282574244,0.064314725542743,0.0,10.038609875428717
2024-05-14,68.44903321231722,0.0,21.016214743781482,0.13046701467242156,0.3013604282574244,0.064314725542743,0.0,10.038609875428717
2024-05-16,68.45270833949108,0.0,21.012539616607608,0.13046701467242156,0.3013604282574244,0.064314725542743,0.0,10.038609875428717
2024-05-17,68.43104314686535,0.0,21.035559714325377,0.1304502349303085,0.3013216694164872,0.06430645383888446,0.0,10.037318780623593
2024-05-20,68.42978586776076,0.0,21.037010522850462,0.1304478381766273,0.3013161332530546,0.06430527234059093,0.0,10.03713436561852
2024-05-21,68.42852863485511,0.0,21.038461278065302,0.13044544151101534,0.3013105972930495,0.06430409088571178,0.0,10.036949957389812
2024-05-22,68.44709749908428,0.0,21.018731173303923,0.13045982282582205,0.3013438161047157,0.06431118026625031,0.0,10.038056508415012
2024-05-24,68.44342257449763,0.0,21.022406097890563,0.13045982282582205,0.3013438161047157,0.06431118026625031,0.0,10.038056508415012
2024-05-27,68.43471780137043,0.0,21.031885059820297,0.1304502349303085,0.3013216694164872,0.06430645383888446,0.0,10.037318780623593
2024-05-29,68.44187141245709,0.0,21.025892518595217,0.1304358557291621,0.30128845548707867,0.06429936550029118,0.0,10.036212392231162
2024-05-30,68.48847884350513,0.0,20.97889809270143,0.13044064844397948,0.30129952598327653,0.06430172810618706,0.0,10.036581161259999
2024-05-31,68.4756184978839,0.0,20.997270015017484,0.12492907174916344,0.30129952598327653,0.06430172810618706,0.0,10.036581161259999
2024-06-03,68.47068617529334,0.0,21.002395737329362,0.12492677660412847,0.30129399063348633,0.06430054678153671,0.0,10.036396773358144
2024-06-05,68.50252496672013,0.0,21.00934328609928,0.08269947934521235,0.30139365805810725,0.0643218172684985,0.0,10.039716792508779
2024-06-06,59.88740185946978,0.0,18.367132960273167,0.07229889636216696,0.263489311186564,0.05623247494835208,0.0,21.35344449775997
2024-06-07,59.860133886024855,0.0,18.412629007657912,0.06103278980207612,0.26340467177738114,0.05621441165980695,0.0,21.34658523307796
2024-06-11,68.47000752867439,0.0,21.058573891441203,0.06980945719922933,0.3012829205440424,0.06429818426244807,0.0,10.03602801787868
2024-06-12,59.47742541362406,0.0,18.277970688862787,13.209343722871877,0.26170658223969767,0.0558520145023745,0.0,8.717701577899199
2024-06-13,59.480658394845435,0.0,18.27651243166652,13.208289852019927,0.261685702705894,0.055847558504306644,0.0,8.717006060257921
2024-06-14,59.47246205486052,0.0,18.288966954146765,13.205761247938025,0.2616356054152189,0.055836867009345495,0.0,8.715337270630128
2024-06-18,59.47914586012259,0.0,18.2815735650265,13.206182614716516,0.2616439536315862,0.05583864864088729,0.0,8.715615357861923
2024-06-19,59.472764300277916,0.0,18.28795512487117,13.206182614716516,0.2616439536315862,0.05583864864088729,0.0,8.715615357861923
2024-06-20,59.48169021499818,0.0,18.278674401240593,13.206393308189588,0.26164812793955294,0.05583953949929482,0.0,8.715754408132788
2024-06-25,59.475350405043656,0.0,18.286788142542186,13.205339908047591,0.26162725773156403,0.055835085491492326,0.0,8.715059201143504
2024-06-27,59.47789453700808,0.0,18.295056442195406,13.20555057463196,0.2616314315068056,0.04466878098896681,0.0,8.715198233668776
2024-06-28,59.47440161695828,0.0,18.304044310016973,13.20512924818459,0.26162308408948787,0.03988156769656827,0.0,8.714920173054098
2024-07-02,59.46323477800324,0.0,18.315211148972015,13.20512924818459,0.26162308408948787,0.03988156769656827,0.0,8.714920173054098
2024-07-03,59.465476672845554,0.0,18.327680875976686,13.204918595042642,0.26161891058057063,0.025523796154202017,0.0,8.71478114940035
2024-07-04,59.47629922340134,0.0,18.315795519083142,13.20555057463196,0.2616314315068056,0.025525017707981035,0.0,8.715198233668776
2024-07-08,59.471857621884105,0.0,18.321299926938135,13.204918595042642,0.26161891058057063,0.025523796154202017,0.0,8.71478114940035
2024-07-09,59.46707191010518,0.0,18.327680875976686,13.204918595042642,0.26161891058057063,0.023928558894564387,0.0,8.71478114940035
2024-07-10,59.472806354250416,0.0,18.32159219980346,13.20512924818459,0.26162308408948787,0.023928940617940965,0.0,8.714920173054098
