date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD,DBS VICKERS (HONG KONG) LTD
2025-03-28,234609261.0,184253500.0,163513804.0,47992220.0,34697875.0,11180677.0,0.0,0.0,0.0
2025-03-31,233819261.0,184894574.0,163327804.0,47982220.0,34918962.0,11170677.0,0.0,0.0,0.0
2025-04-02,233297261.0,184717184.0,0.0,48648220.0,35265350.0,11144677.0,0.0,0.0,0.0
2025-04-03,233075337.0,185530770.0,163389810.0,48678220.0,35086381.0,10844677.0,23591332.0,0.0,0.0
2025-04-07,233175337.0,185752312.0,163409810.0,0.0,34780381.0,10843677.0,0.0,0.0,0.0
2025-04-08,233345337.0,184803126.0,163740850.0,0.0,35143279.0,10627677.0,23591779.0,0.0,0.0
2025-04-09,234793337.0,183875268.0,163784843.0,51064220.0,34262286.0,9776677.0,22581779.0,172528000.0,0.0
2025-04-10,236545337.0,184055610.0,164264843.0,51074220.0,33951286.0,8700677.0,22587779.0,0.0,0.0
2025-04-11,236671337.0,185154038.0,164130843.0,51064220.0,33630603.0,7042937.0,0.0,0.0,0.0
2025-04-14,237937337.0,182345731.0,164256843.0,51162220.0,34765600.0,6810937.0,22687779.0,0.0,0.0
2025-04-15,238235337.0,182653497.0,164136929.0,52006220.0,34048732.0,6685641.0,0.0,0.0,0.0
2025-04-16,239705337.0,182295063.0,164134929.0,52022220.0,33900856.0,6721641.0,0.0,0.0,0.0
2025-04-17,240635337.0,182173087.0,164148758.0,52000220.0,34384749.0,6897641.0,0.0,0.0,0.0
2025-04-22,241535337.0,181235087.0,0.0,51920220.0,34719525.0,6916641.0,0.0,0.0,0.0
2025-04-23,239145337.0,182936778.0,164148922.0,51992220.0,36518811.0,0.0,0.0,0.0,0.0
2025-04-24,238943337.0,182749156.0,0.0,51982220.0,36660296.0,7008641.0,0.0,0.0,0.0
2025-04-25,238229337.0,181866457.0,164213609.0,0.0,35462090.0,9278485.0,22585779.0,0.0,0.0
2025-04-28,238037337.0,182405729.0,164194337.0,51814220.0,36149655.0,9330641.0,0.0,0.0,0.0
2025-04-30,238371337.0,182163135.0,164169609.0,52286220.0,36192273.0,9387937.0,0.0,0.0,0.0
2025-05-02,237149337.0,182729277.0,164295609.0,52632220.0,35934973.0,9401937.0,0.0,0.0,0.0
