date,BNP PARIBAS,ZHONGRONG PT SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,26.766755392578556,0.0,2.4261946937375756,4.859233900733542,12.344594633868473,5.015567528568606,6.530847482010207,1.5598066169888747,0.32905736680577996,1.14866573278618,60.980723348077795
2024-03-04,26.7569261067065,0.0,2.416749325746039,4.757505689017798,12.155178677299729,5.03910829187059,6.67358759053022,1.568380104858116,0.3363101379314354,1.151935283244789,60.855681207205215
2024-03-05,26.7077920289813,0.0,2.4859911387916904,4.798993705025517,11.489134920542659,4.984466002487765,7.02750643738157,1.5745559223910441,0.3240301060206229,1.1515719998604992,60.54404226148266
2024-03-06,26.735653466885996,0.0,2.4733488770184024,4.7982231809674385,11.45491362574255,4.985047255902629,7.1105306407737645,1.5561737831459759,0.32829904906941326,1.1439430487904116,60.58613292829658
2024-03-07,26.73548058032341,0.0,2.477490307599307,4.991054001348508,11.365763883237815,4.991368386789272,7.00113725863452,1.5554472163773962,0.3161653840341312,1.1439430487904116,60.57785006713476
2024-03-08,26.742551746085258,0.0,2.481050484765348,5.090738961997652,11.337427779263203,5.049203101568222,7.036860875542018,1.5550112763162485,0.31318646028295416,1.1387117680566372,60.74474245387754
2024-03-11,26.73423255658502,0.0,2.507642828495367,5.278367673300706,11.355228665093406,5.072889178223923,6.972014791446275,1.549997965613048,0.3077806945397054,1.1354422175980283,60.91359657089548
2024-03-12,26.723195462445215,0.0,2.5012490409318655,5.234110166412853,11.3920656002604,5.0735430883156445,7.043729801443834,1.5452752816172795,0.3077806945397054,1.1395109915020751,60.96046012746888
2024-03-13,26.71491260128341,0.0,2.493256806477488,5.313170221515676,11.441254170493252,5.0025575150254005,7.050672982469397,1.553267516071657,0.30773030713430444,1.1408188116855187,61.017640932156105
2024-03-14,26.73118958597319,0.0,2.4676089995466226,5.338963341800258,11.411755559688913,4.984248032457191,7.0863818500714935,1.5454205949709956,0.32102647899931414,1.1319910254472745,61.01858546895526
