date,CITIBANK N.A.,DBS BANK LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,MIRAE ASSET SECURITIES (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BNP PARIBAS,HANG SENG SECURITIES LTD
2024-07-11,41.53577661431064,0.0,0.0,0.0,0.0,0.0,58.289703315881326,0.17452006980802792,0.0,0.0
2024-07-15,41.53625987504218,0.0,0.0,0.0,0.0,0.0,58.29038150531128,0.17335861964653457,0.0,0.0
2024-07-16,41.55648408948067,0.0,0.0,0.0,0.0,0.058195023161619217,58.31141320794245,0.06226867478293256,0.0,0.011639004632323844
2024-07-17,41.43347006979942,0.0,0.0,0.0,0.0,0.058021131296018005,58.137173558610044,0.3353621388909841,0.0,0.03597310140353117
2024-07-18,31.1869276821701,0.0,0.0,0.0,24.759500967236235,0.061134570289472195,43.75488530717938,0.2104775919966114,0.0,0.027073881128194827
2024-07-19,31.193465964927608,0.0,0.0,0.0,24.764691751654254,0.06289445524229652,43.76405843943133,0.1878098316263021,0.0,0.027079557118211
2024-07-22,31.192103596619567,0.0,0.0,0.0,24.76361015875789,0.06289170833970258,43.762147053043044,0.19216910881575786,0.0,0.02707837442403861
2024-07-23,35.58003520526943,0.0,0.0,0.0,20.380618756633748,0.06289775184216158,43.7663523235041,0.18301498626295626,0.0,0.027080976487597348
2024-07-24,37.92080821248167,0.0,0.0,0.0,21.72303824576922,0.11639004632323843,40.07542075001746,0.13547801392024952,0.0,0.02886473148816313
2024-07-25,33.247515072511,0.0,0.0,0.0,26.397262506110476,0.13221909262319886,40.07542075001746,0.1187178472497032,0.0,0.02886473148816313
2024-07-26,34.271679225922675,0.0,0.0,0.0,25.21137158218768,0.21729137938239104,39.96675627614577,0.3041150715715088,0.0,0.028786464789974882
2024-07-29,27.114771441585727,0.0,0.0,0.0,19.94651542089719,21.059185682589593,31.620553359683797,0.23619906842793542,0.0,0.02277502681575738
2024-07-30,27.474763800931573,0.0,0.0,0.0,19.586523061551347,21.059185682589593,31.620553359683797,0.23619906842793542,0.0,0.02277502681575738
2024-07-31,27.483575113541157,0.0,0.0,0.0,19.592280670811473,21.065376192365918,31.629848464805914,0.20613783676528946,0.0,0.022781721710245895
2024-08-01,45.90525399001165,0.0,0.0,0.0,1.175964750456605,21.11187467155672,31.633451787282674,0.15067048365225252,0.0,0.022784317040096723
2024-08-02,45.92196104669544,0.0,0.0,0.0,1.1763927387158204,21.11955826452661,31.64496467145557,0.11065444198545685,0.0,0.026468836621105957
2024-08-05,45.9304035768914,0.0,0.0,0.0,1.1766090128250382,21.123440993058008,31.65078244499353,0.09229026944346393,0.0,0.026473702788563362
2024-08-06,45.91200285213377,0.0,0.0,0.0,1.1761376375070294,21.114978480356665,31.638102448939087,0.11393833363349345,0.0,0.04484024742995549
2024-08-07,45.575149652159844,0.0,0.0,0.0,1.5325557794413966,21.13698871909517,31.65124795928873,0.059199011633892726,0.0,0.04485887838096218
2024-08-08,44.26452528550523,0.0,0.0,0.0,2.841448079595844,21.136211549633423,31.650084199224928,0.06287365704074653,0.0,0.04485722899983087
2024-08-09,44.24212996682043,0.0,0.0,0.0,2.842702332869849,21.145541356757672,31.66405497068279,0.06069434328720563,0.0,0.04487702958205508
2024-08-12,43.56537196628742,0.0,0.0,0.0,3.2296331986436124,20.982760445753623,31.42030128155992,0.0631472133098265,0.6942543336143931,0.044531560831207136
2024-08-13,44.069546622292286,0.0,0.0,0.0,3.2288199918257723,20.977477082968413,31.412389793892686,0.13903485724294973,0.12821130378933848,0.04452034798855608
2024-08-14,44.44906434285047,0.0,0.0,0.0,2.849302271267589,20.977477082968413,31.412389793892686,0.13903485724294973,0.12821130378933848,0.04452034798855608
2024-08-16,50.00899868632317,0.0,0.0,0.0,3.199532914902934,20.979783973142606,25.49992701795358,0.13903079842358781,0.12820756094000876,0.04451904831411473
2024-08-19,53.07424463581959,0.0,0.0,0.0,0.13428696540651,20.979783973142606,25.49992701795358,0.13903079842358781,0.12820756094000876,0.04451904831411473
2024-08-20,53.293190775069334,0.0,0.0,0.0,0.13428696540651,21.01262589403007,25.28098087870384,0.13903079842358781,0.09536564005254708,0.04451904831411473
2024-08-22,53.32880298842097,0.0,0.0,0.0,0.13437670024866993,21.041273365296487,25.297874438119166,0.06134588489613192,0.09177782565353451,0.04454879736504818
2024-08-26,52.94605545577993,0.0,0.0,0.0,0.49936484296289807,21.03975937039146,25.289470994495307,0.061325507030531336,0.1067136828887234,0.05731014645115132
2024-08-27,52.94642048855987,0.0,0.0,0.0,0.49936484296289807,21.03975937039146,25.289470994495307,0.061325507030531336,0.10634865010877978,0.05731014645115132
2024-08-28,52.60340371473629,0.0,0.0,0.0,0.8447228549734245,21.04104608375679,25.290578821330527,0.0678990713159278,0.09503679691606799,0.05731265697097132
2024-08-29,52.60340371473629,0.0,0.0,0.0,0.8447228549734245,21.04104608375679,25.290578821330527,0.0678990713159278,0.09357660183400503,0.058772852053034286
2024-09-02,50.57338156469575,0.0,0.0,0.0,0.2548115644180298,24.92536173521815,24.05087899575083,0.06457077790429638,0.07510345210653485,0.05589190990640709
2024-09-03,50.51714250006943,0.0,0.0,0.0,0.2548115644180298,24.92536173521815,24.05087899575083,0.10206348765517816,0.09384980698197573,0.05589190990640709
2024-09-04,50.625713059370845,0.0,0.0,0.0,0.2540706690296854,24.852888236597252,23.980948161276032,0.12253544528134691,0.10465357775808597,0.059190850686752325
2024-09-05,50.629218072806324,0.0,0.0,0.0,0.254088259322339,24.854608897935446,23.982608454838754,0.11562054307038314,0.10466082332904084,0.059194948697711136
2024-09-10,50.62956424209696,0.0,0.0,0.0,0.254088259322339,24.854608897935446,23.982608454838754,0.11527437377975323,0.10466082332904084,0.059194948697711136
2024-09-11,50.625353926244884,0.0,0.0,0.0,0.2540653924168057,24.854795051609198,23.980450118033104,0.10903351309440573,0.10326685173519048,0.07303514686641144
2024-09-12,50.627807316330205,0.0,0.0,0.0,0.25407770485447645,24.876768851596466,23.98161225111462,0.10903879704245244,0.06381019633906566,0.08688488272271606
2024-09-13,50.40314139759572,0.0,0.0,0.0,0.3539798439712374,24.937880007773675,24.04286626502679,0.10515283600322052,0.06570837613481774,0.09127127349454454
2024-09-16,49.3906374543413,0.0,0.0,0.0,1.2961178843474706,24.916999937619995,24.009370862992714,0.14174123387650145,0.1512160635444319,0.09391656327758409
2024-09-19,49.400738314355536,0.0,0.0,0.0,1.2963829529107957,24.93249449730498,24.0142810100695,0.11092046655921248,0.15124698868264613,0.09393577011733306
