date,CORE PACIFIC - YAMAICHI INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-07,9.714092772122667,0.0,6.325875656618139,0.0,2.7383160086431566,0.0,0.0,0.0,0.0,18.778284437383963
2024-03-11,9.714092772122667,0.0,6.325875656618139,0.0,2.7383160086431566,0.0,0.0,2.984923203019955,0.0,21.76320764040392
2024-03-18,9.714092772122667,0.0,6.325875656618139,0.0,2.738022292456453,0.0,2.116518841390388,2.984923203019955,0.0,23.879432765607604
2024-03-19,9.714092772122667,0.0,6.325875656618139,3.2930357417573566,2.7286233744819186,0.0,2.116518841390388,2.984923203019955,0.7688022655563088,27.93187185494673
2024-03-21,9.714092772122667,0.0,6.354366126728446,3.2930357417573566,2.7286233744819186,0.0,2.116518841390388,2.984923203019955,0.765865103689267,27.957425163189995
2024-03-22,9.714092772122667,0.0,6.325875656618139,3.2930357417573566,2.7283296582952143,0.0,2.116518841390388,2.984923203019955,0.765865103689267,27.92864097689299
2024-03-26,9.716861151544709,0.0,6.32767844195332,3.293974210495239,2.7291071937645324,0.0,2.117122019406526,2.9516930765960043,0.7660833644412332,27.902519458201564
2024-03-27,9.716861151544709,0.0,6.32767844195332,3.293974210495239,2.7291071937645324,0.0,2.1227042173483417,2.9516930765960043,0.7660833644412332,27.90810165614338
2024-03-28,9.716861151544709,0.0,6.32767844195332,3.293974210495239,2.7291071937645324,0.0,2.1227042173483417,2.944054279412467,0.7660833644412332,27.90046285895984
2024-04-03,9.716861151544709,7.045725377205825,6.32767844195332,3.293974210495239,2.7291071937645324,2.8864451152532538,2.1227042173483417,2.944054279412467,0.7660833644412332,37.83263335141892
2024-04-10,9.716861151544709,7.045725377205825,6.358821230470818,3.293974210495239,2.7291071937645324,2.8864451152532538,2.1227042173483417,2.912911490894969,0.7660833644412332,37.83263335141892
2024-04-12,9.716861151544709,7.045725377205825,6.364403428412634,3.293974210495239,2.7291071937645324,2.8864451152532538,2.1227042173483417,2.912911490894969,0.7660833644412332,37.83821554936074
2024-04-15,9.716861151544709,7.045725377205825,6.379974822671383,3.293974210495239,2.7291071937645324,2.8864451152532538,2.1227042173483417,2.8974380789000933,0.7660833644412332,37.83831353162461
2024-04-16,9.705109155877729,7.045725377205825,6.400540815088599,3.293974210495239,2.7291071937645324,2.8864451152532538,2.1227042173483417,2.8974380789000933,0.7572693676909978,37.83831353162461
2024-04-18,9.705109155877729,7.04543157731415,6.422869606855862,3.293974210495239,2.707072201888944,2.8864451152532538,2.1227042173483417,2.8974380789000933,0.7572693676909978,37.83831353162461
2024-04-19,9.705109155877729,7.04543157731415,6.451955796131638,3.293974210495239,2.6938512067635907,2.8776311185030186,2.1227042173483417,2.8974380789000933,0.7572693676909978,37.8453647290248
2024-04-22,9.705109155877729,7.045137777422476,6.4886807825909525,3.293974210495239,2.6938512067635907,2.8776311185030186,2.1227042173483417,2.8930310805249753,0.7572693676909978,37.87738891721732
2024-04-23,9.705109155877729,7.045137777422476,6.5327507663421285,3.293974210495239,2.6820992110966104,2.8776311185030186,2.1227042173483417,2.8930310805249753,0.7572693676909978,37.90970690530152
2024-04-24,9.705109155877729,7.045137777422476,6.579171149226701,3.293974210495239,2.6820992110966104,2.869992321319481,2.1227042173483417,2.8930310805249753,0.7558003682326253,37.947019491544175
2024-04-25,9.705109155877729,7.044843977530801,6.579171149226701,3.293974210495239,2.697376805463685,2.859415525219199,2.1227042173483417,2.8930310805249753,0.7558003682326253,37.9514264899193
2024-04-26,9.705109155877729,7.044843977530801,6.66437311781231,3.293974210495239,2.697376805463685,2.859415525219199,2.1227042173483417,2.889505481824881,0.7558003682326253,38.03310285980481
2024-04-29,9.705109155877729,7.044843977530801,6.742230089106055,3.293974210495239,2.6970830055720105,2.852070527927336,2.1227042173483417,2.8889178820415324,0.7558003682326253,38.10273343413167
2024-04-30,9.705109155877729,7.044550177639127,6.742230089106055,3.293974210495239,2.7117730001557363,2.852070527927336,2.1227042173483417,2.883629483991391,0.7558003682326253,38.11184123077358
2024-05-02,9.705109155877729,7.044550177639127,6.742230089106055,3.293974210495239,2.71206680004741,2.852070527927336,2.1227042173483417,2.883629483991391,0.7558003682326253,38.11213503066526
2024-05-03,9.705109155877729,7.044550177639127,6.742230089106055,3.293974210495239,2.71206680004741,2.852070527927336,2.1227042173483417,2.883629483991391,0.7531561692075546,38.10949083164018
2024-05-07,9.705109155877729,7.044550177639127,6.2689184636184185,3.293974210495239,2.71206680004741,2.849132529010591,2.1227042173483417,2.883629483991391,0.7531561692075546,37.6332412072358
2024-05-08,9.705109155877729,7.044550177639127,6.2689184636184185,3.293974210495239,2.71206680004741,2.8403185322603557,2.1227042173483417,2.883629483991391,0.7531561692075546,37.624427210485564
2024-05-10,9.705109155877729,7.044550177639127,6.2689184636184185,3.293974210495239,2.7349831915980225,2.8344425344268656,2.1227042173483417,2.8601989426303485,0.7531561692075546,37.618037062841644
2024-05-20,9.724206148836572,7.044550177639127,6.2689184636184185,3.293974210495239,2.7349831915980225,2.8344425344268656,2.1227042173483417,2.8601989426303485,0.7531561692075546,37.63713405580049
2024-06-07,9.724206148836572,7.044550177639127,6.2689184636184185,3.293974210495239,2.7349831915980225,2.8344425344268656,2.1227042173483417,3.1005272540200988,0.7531561692075546,37.87746236719024
2024-06-11,9.724206148836572,7.044550177639127,6.2689184636184185,3.264594221327788,2.7349831915980225,2.8344425344268656,2.1227042173483417,3.1005272540200988,0.7531561692075546,37.84808237802279
2024-06-21,9.724206148836572,7.044550177639127,6.2689184636184185,3.264594221327788,2.755549184015238,2.8344425344268656,2.1227042173483417,3.1005272540200988,0.7531561692075546,37.86864837044
2024-06-28,9.724206148836572,7.044550177639127,6.2689184636184185,3.264594221327788,2.7755275766491048,2.8344425344268656,2.1227042173483417,3.1005272540200988,0.7531561692075546,37.888626763073866
2024-07-03,9.724206148836572,7.044550177639127,6.2689184636184185,3.264594221327788,2.7755275766491048,2.8344425344268656,2.1227042173483417,3.0858372594363734,0.7531561692075546,37.87393676849015
