date,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA SECURITIES (INTERNATIONAL),CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,0.0,68.97205318373632,0.0,13.474927465587868,7.240456564488734,1.3765891803423151,7.7578331408575565,0.0,1.0394211339701525,0.13871933101704512
2024-03-04,0.0,68.91806228150428,0.0,13.677809644072697,7.105800779558924,1.3947570800248037,7.751976597835873,0.0,1.012982874631968,0.13861074237145724
2024-03-05,0.0,65.97725876910722,0.0,12.707461189113186,7.049349952223717,1.3275818587067234,7.42119190580814,4.479601315554336,0.9099307749797916,0.12762423450689148
2024-03-06,0.0,65.92751206771251,0.0,12.454200974725614,7.35721789121737,1.3079636378661783,7.4159066312960045,4.496909514432204,0.9127612766225703,0.12752800612755005
2024-03-07,0.0,65.94579157025485,0.0,12.282189821219374,7.4972703974519606,1.3217757958497833,7.415065999040222,4.498156357613808,0.9119797777407515,0.12777028082924877
2024-03-08,0.0,65.97084002678709,0.0,12.237693933351752,7.466067598350238,1.3321100676254665,7.410120217474135,4.541263716135842,0.9140856279440696,0.12781881233140013
2024-03-11,0.0,65.91666029380124,0.0,12.248311242370594,7.496454592700476,1.319661429955177,7.404150682149964,4.558288036867376,0.9278271569279717,0.12864656522719536
2024-03-12,71.40033330484414,18.869347065328952,0.0,3.483563240168934,2.1319081394009425,0.3876016575467371,2.119369087931741,1.3048585685017777,0.2661924848574383,0.036826451419334216
2024-03-13,71.42189937727056,18.875046446362827,0.0,3.4876062630403424,2.098409205762021,0.3867711401209512,2.1198611705522525,1.3052526937543085,0.2683161284931441,0.036837574643579216
2024-03-14,71.56526358024084,18.912934069254455,0.0,3.3895396157779776,2.0120931450530595,0.3914048135426675,2.123967980729671,1.2930368904424392,0.2748483867549474,0.036911518203946295
2024-03-15,71.50264223388072,18.896337784305135,0.0,3.417633851690723,2.064845774347567,0.389579071920202,2.1222227604216437,1.2919022379022682,0.2781646767555846,0.03667160877615455
2024-03-18,71.51404549138518,18.899351376515344,0.0,3.4208474263324526,2.047770333199488,0.38866659575889284,2.1225612129859526,1.2921082707624414,0.2782090385209486,0.036440254539299353
2024-03-19,71.52770357189578,18.902960861350458,0.0,3.3701365774679277,2.075860122223493,0.38577522589680785,2.1228479654969377,1.2982862419115655,0.28048637155332723,0.03594306220370402
2024-03-20,71.51457559906177,18.899491470551116,0.0,3.3832758877667892,2.0629962441886853,0.38570442190852494,2.1224583445664438,1.2980479584820204,0.29760255979593586,0.03584751367871739
2024-03-21,71.3818280675797,18.86440965935437,0.0,3.4687714267798007,2.139814614431285,0.38365666764185846,2.1185185727988776,1.3045171355698488,0.3024069283043189,0.03607692753992609
