date,24,217,454,1077,463,76,Others
2024-08-12,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,0.0,94.0,0.0,0.0,0.0,6.0,0.0
2024-08-16,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-19,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,0.0,40.04796163069545,0.0,59.95203836930456,0.0,0.0,0.0
2024-08-29,0.0,0.0,80.08,19.919999999999998,0.0,0.0,0.0
2024-09-03,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,96.47058823529412,0.0,0.0,0.0,0.0,3.5294117647058822,0.0
2024-10-17,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,72.02993451824135,0.0,0.0,18.6155285313377,9.354536950420954,0.0,0.0
2024-10-24,79.88505747126436,0.0,0.0,0.0,20.114942528735632,0.0,0.0
2024-11-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,26.605504587155966,0.0,65.29051987767585,8.103975535168196,0.0,0.0,0.0
2024-11-08,48.675496688741724,0.0,49.17218543046358,2.152317880794702,0.0,0.0,0.0
2024-11-21,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-11-25,0.0,0.0,82.51612903225806,17.483870967741936,0.0,0.0,0.0
2024-11-29,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,54.04411764705882,0.0,26.801470588235293,19.154411764705884,0.0,0.0,0.0
2024-12-19,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,90.35355739851593,0.0,0.0,9.646442601484068,0.0,0.0,0.0
2025-02-05,78.47682119205298,0.0,0.0,21.52317880794702,0.0,0.0,0.0
2025-02-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05,97.3913043478261,0.0,0.0,0.0,2.608695652173913,0.0,0.0
2025-03-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0
