date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,DEUTSCHE BANK AG,CMB WING LUNG BANK LTD,HANG SENG BANK LTD,CHONG HING SECURITIES LTD
2024-05-23,48.44186357573205,19.067131452500444,0.0,10.662036355694033,6.371465149730697,0.0,6.119453772457833,5.830263915324177,3.507785778560773
2024-05-24,48.44922069639617,19.070027278062465,0.0,10.658593146552919,6.362307800275426,0.0,6.120383166095468,5.83114938817684,3.5083185244407162
2024-05-27,48.45167356658251,19.070992748728266,0.0,10.65913276607583,6.357567143971493,0.0,6.120693026712034,5.831444605566941,3.508496142362927
2024-05-30,48.43450868911857,19.07435844912098,0.0,10.655356576435029,6.380619718480935,0.0,6.1185246610382755,5.829378711352683,3.5072531944535292
2024-05-31,8.45482734048495,3.3296591971845397,0.0,1.8600209343157572,1.1142558131686529,0.0,1.0680622347099367,1.0175883237122294,0.6122333229144709
2024-06-03,48.417355969281175,19.08784012386894,0.0,10.651583061412996,6.393537606965276,0.0,6.116357831185564,5.827314280380466,3.5060111269055874
2024-06-05,48.4247056470654,19.11097741606465,0.0,10.638020113542684,6.374268347463024,0.0,6.1172862845959655,5.828198857438647,3.50654333382963
2024-06-11,48.412457423410835,19.1213196140591,0.0,10.635329403339048,6.382773416855302,0.0,6.115739018803193,5.826724711501044,3.5056564120314833
2024-06-12,48.4087841644367,19.140101931998714,0.0,10.634522455680269,6.3696434201027055,0.0,6.115274991682285,5.826282613124399,3.505390422974926
2024-06-14,48.4026633046822,19.137681836521526,0.0,10.645821924658556,6.368838035403759,0.0,6.114501769606368,5.8255459315617335,3.5049471975658575
2024-06-17,48.39590767295518,19.15271004465908,0.0,10.64312240634393,6.365420658223687,0.0,6.11364835949772,5.824732851449286,3.504458006871115
2024-06-18,48.38122802084091,19.14690056336159,0.0,10.639894089284756,6.393822296227721,0.0,6.111793941730149,5.822966068759815,3.5033950197950663
2024-06-19,48.38514203028589,19.145448743669377,0.0,10.639087316005144,6.393337482662859,0.0,6.111330513053011,5.822524540546006,3.5031293737777114
2024-06-26,48.379028105522856,19.14302953338577,0.0,10.637742965721813,6.405165578395044,0.0,6.11055828808082,5.821788808966474,3.502686719927217
2024-06-27,48.36680489014234,19.163458471372582,0.0,10.635055284126619,6.403547279692519,0.0,6.109014423456513,5.820317903466746,3.5018017477426833
2024-07-09,48.35458784972072,19.158617945989636,0.0,10.632368960302099,6.427188941547185,0.0,6.107471338766154,5.818847741043266,3.500917222630929
2024-07-15,48.36680489014234,19.138192946497092,0.0,10.635055284126619,6.4288128045680075,0.0,6.109014423456513,5.820317903466746,3.5018017477426833
2024-07-16,48.37169343503735,19.130020056537326,0.0,10.636130193774578,6.429462579554966,0.0,6.109631875681053,5.820906176465943,3.5021556829487848
2024-07-17,48.3619173332407,19.146364184684955,0.0,10.633980591721956,6.428163160903025,0.0,6.108397096021398,5.819729749359741,3.501447884068223
2024-07-22,48.35825231375496,19.139861001032546,0.0,10.633174714944756,6.452937071548787,0.0,6.095303653696167,5.81928871178081,3.501182533241973
2024-07-25,48.35458784972072,19.138410631573297,0.0,10.632368960302099,6.460025827473738,0.0,6.094841767255941,5.818847741043266,3.500917222630929
2024-07-29,48.35415425822392,19.139135710601522,0.0,10.632273620749492,6.4599679009688815,0.0,6.094787115325646,5.818795563928044,3.500885830202491
2024-07-30,48.351711634528,19.1558492401744,0.0,10.619107708177262,6.459641573874304,0.0,6.094479235441117,5.8185016258343225,3.5007089819705914
2024-07-31,8.456152520837577,3.349251988698155,0.0,1.857158544754079,1.1305997041844071,0.0,1.0658536007888888,1.0175883237122294,0.6122333229144709
2024-08-01,48.35723231548576,19.152984303615337,0.0,10.608902415057697,6.465431224938402,0.0,6.095175088272903,5.8191659682131665,3.5011086844167316
2024-08-02,48.35112544156135,19.17582287132449,0.0,10.607562652080725,6.4519860599720245,0.0,6.094405348897239,5.81843108511065,3.5006665410535236
2024-08-05,48.34868312385117,19.205161530173665,0.0,10.5817707830843,6.451660156496642,0.0,6.094097507580606,5.818137183838345,3.5004897149752767
2024-08-09,48.34379922855586,19.21332294235685,0.0,10.580701875780017,6.451008448308343,0.0,6.093481918236214,5.817549470358191,3.5001361164045264
2024-08-13,48.34868312385117,19.21526395359351,0.0,10.566617147954537,6.456711368206562,0.0,6.094097507580606,5.818137183838345,3.5004897149752767
2024-08-15,48.34624105286179,19.224395312106182,0.0,10.566083432710904,6.451334285943744,0.0,6.093789697361835,5.817843312255691,3.500312906759847
2024-08-16,48.33159380596974,19.25896639253331,0.0,10.537635141583388,6.4645280326475705,0.0,6.091943488840515,5.816080705990589,3.499252432434889
2024-08-19,48.325493405524284,19.269157503535414,0.0,10.536305084180983,6.463712081701523,0.0,6.091174565412867,5.815346601887338,3.4988107577575907
2024-08-20,48.325493405524284,19.27168189802153,0.0,10.536305084180983,6.461187687215405,0.0,6.091174565412867,5.815346601887338,3.4988107577575907
2024-08-21,48.320614193842815,19.27983267983359,0.0,10.535241279981099,6.460535329624867,0.0,6.090559566413394,5.814759452019387,3.4984574982848473
2024-08-22,48.316955431612854,19.285944686154576,0.0,10.534443567793005,6.460046147874103,0.0,6.090098398655644,5.814319167420065,3.498192600489747
2024-08-23,48.33281407088463,19.234204869486707,0.0,10.53790119336105,6.487414239640714,0.0,6.092097296822367,5.816227549052628,3.499340780751909
2024-08-26,49.716389028913234,19.78480314741823,0.0,7.167328784857946,6.662734731222086,0.0,6.266489651660126,5.982722857504219,4.419531798424161
2024-08-27,49.71509790239029,19.789483306718576,0.0,7.167142650497153,6.659964717379352,0.0,6.266326911944853,5.982567487166356,4.419417023903417
2024-08-28,49.70993406683578,19.805604799350615,0.0,7.166398209721526,6.65148281455749,0.0,6.265676037601457,5.981946086505371,4.4189579854277605
2024-08-29,49.69315900725822,19.840454624627597,0.0,7.153596494165465,6.6466423748176755,0.0,6.263561629469611,5.979927425570195,4.422658444091238
2024-08-30,49.68671007555243,19.850857332847802,0.0,7.152668135893155,6.645779806536561,0.0,6.262748775507608,5.979151380248394,4.422084493414046
2024-09-02,49.662219392791336,19.887768790529847,0.0,7.1491425708890475,6.6425040878444905,0.0,6.259661853607564,5.976204244094449,4.422499060243271
2024-09-03,49.63517881695832,19.91842504487504,0.0,7.145249935114956,6.651851356337253,0.0,6.256253531081686,5.972950261368106,4.420091054264639
2024-09-04,49.623599010918625,19.93710794533871,0.0,7.143582959991145,6.650299490294917,0.0,6.254793957364983,5.971556781840884,4.419059854250735
2024-09-05,49.622312699319124,19.936591148215534,0.0,7.143397788544362,6.6501271054307605,0.0,6.254631824545514,5.971401990916634,4.421537443028072
2024-09-09,49.60302602452607,19.970300475135396,0.0,7.1406213683702395,6.64495127510772,0.0,6.252200840510545,5.969081089652818,4.419818926697209
2024-09-10,49.59531555179497,19.96978694641678,0.0,7.13951140450802,6.656871992976023,0.0,6.251228975929818,5.968153234224224,4.419131894150166
2024-09-11,49.59274592687638,19.968752274863924,0.0,7.139141493232984,6.6617082728753845,0.0,6.250905088208375,5.967844013179898,4.418902930763051
2024-09-12,49.63389190496772,19.884202969155968,0.0,7.145064677238658,6.685384533414089,0.0,6.256091322586073,5.97279539819457,4.422569194442925
2024-09-13,49.640327132333326,19.886781033502306,0.0,7.145991062697771,6.673285930140926,0.0,6.256902449187991,5.973569794376703,4.423142597760981
2024-09-17,49.64161437805618,19.887296726595117,0.0,7.146176368616616,6.670865833005084,0.0,6.257064699748802,5.97372469771059,4.423257296267608
2024-09-19,49.63907738841423,19.88161022743271,0.0,7.145064677238658,6.625751473779213,0.0,6.313131640497692,5.97279539819457,4.422569194442925
2024-09-20,49.62619121496863,19.911185904838636,0.0,7.143582959991145,6.614008633594809,0.0,6.311822446465154,5.971556781840884,4.421652058300743
2024-09-23,49.576005932109666,19.97445753338301,0.0,7.137477366737969,6.6213056080244055,0.0,6.306427755767192,5.966452914915511,4.417872889062245
2024-09-24,49.46710458477936,20.106312900227184,0.0,7.1217987962851215,6.6248509828477475,0.0,6.318417705964123,5.953346680377235,4.40816834951923
2024-09-25,49.371411710176446,20.186065538463684,0.0,7.082228855608469,6.6249318742405565,0.0,6.350042984033359,5.941830080363248,4.443488957114238
2024-09-26,49.19377202024867,20.110865502910418,0.0,7.020766528887918,6.559974875488979,0.0,6.766668696982103,5.9204512131905735,4.427501162291337
2024-09-27,49.109210228233366,20.219969566831487,0.0,7.0086981597708,6.556395391050309,0.0,6.755037110147185,5.91027423461043,4.440415309356417
2024-09-30,8.455269067269159,3.483536931097866,0.0,1.2036149329803287,1.1283910702633593,0.0,1.1630334933149953,1.0175883237122294,0.7645186317707219
2024-10-02,49.140729113957846,20.274022963010317,0.0,6.995225688093179,6.527229135394371,0.0,6.759372574752498,5.91406752017408,4.38935300461771
2024-10-03,49.130638669555424,20.351995022614098,0.0,6.998922747079648,6.548989340663206,0.0,6.757984620719447,5.912853139138623,4.298616460229552
2024-10-04,49.05634942378382,20.53906268220192,0.0,6.985777005736406,6.526272571894716,0.0,6.747766036267777,5.903912457479278,4.240859822636081
2024-10-07,48.99607624911019,20.636692510163897,0.0,6.977193917866159,6.518254054999065,0.0,6.739475381016459,5.896658604492105,4.235649282352131
2024-10-08,48.98855251462575,20.64376077624541,0.0,6.976122514633428,6.5095752307015475,0.0,6.738440481342588,5.908549617500072,4.234998864951203
2024-10-09,48.91469201458338,20.72507532797151,0.0,6.965604549295835,6.5380922774359025,0.0,6.728280871435577,5.899641241831218,4.228613717446574
2024-10-10,48.85476621998708,20.79922491482307,0.0,6.957070929430956,6.553053186800173,0.0,6.720037998775402,5.892413542449109,4.22343320773421
2024-10-14,49.25326549196528,20.02196936382764,0.0,7.013818467388566,6.624517120433439,0.0,6.882923464119408,5.940476867453821,4.263029224811846
2024-10-15,49.238061993748715,20.01578898223315,0.0,7.024515108728672,6.627616931201144,0.0,6.88079884327313,5.938643161027297,4.274574979787891
2024-10-16,49.24439564386197,20.005500356185365,0.0,7.025418694676463,6.628469462861148,0.0,6.8816839425359415,5.939407067777612,4.275124832101499
2024-10-17,49.20641816586595,20.026061555965892,0.0,7.048278145542144,6.618216199861132,0.0,6.894371521387674,5.934826572915673,4.271827838461541
2024-10-18,8.455269067269159,3.441131159813747,0.0,1.2111242883118916,1.1376673327317604,0.0,1.1917457342886175,1.0197969576332775,0.7340394836602612
2024-10-21,8.455269067269159,3.4389225258926985,0.0,1.2111242883118916,1.1385507863001794,0.0,1.1917457342886175,1.0197969576332775,0.738456751502357
2024-10-22,8.455269067269159,3.438480799108489,0.0,1.2111242883118916,1.1385507863001794,0.0,1.1917457342886175,1.0197969576332775,0.738456751502357
2024-10-23,8.455269067269159,3.4415728865979567,0.0,1.2111242883118916,1.1407594202212272,0.0,1.1957212753465036,1.0197969576332775,0.738456751502357
2024-10-24,8.455269067269159,3.4473153347926813,0.0,1.2111242883118916,1.1407594202212272,0.0,1.197488182483342,1.0197969576332775,0.738456751502357
2024-10-25,8.455269067269159,3.4473153347926813,0.0,1.2111242883118916,1.1407594202212272,0.0,1.197488182483342,1.0197969576332775,0.7340394836602612
2024-10-28,8.455269067269159,3.4481987883611,0.0,1.2111242883118916,1.1407594202212272,0.0,1.197488182483342,1.0197969576332775,0.7252049479760697
2024-10-29,8.455269067269159,3.4148307470819086,0.0,1.2400750617489873,1.1403176934370178,0.0,1.197488182483342,1.0197969576332775,0.7252049479760697
2024-10-30,8.455269067269159,3.3847933257556577,0.0,1.2378664278279394,1.1597536719422392,0.0,1.197488182483342,1.0197969576332775,0.7075358766076867
2024-10-31,8.455269067269159,3.384351598971448,0.0,1.2378664278279394,1.1597536719422392,0.0,1.197488182483342,1.0197969576332775,0.7075358766076867
2024-11-01,49.306551753538855,19.653277164725157,0.0,7.223718683678329,6.760479645018792,0.0,6.983102793550226,5.946903767296279,4.125966192192361
2024-11-04,49.28243178911752,19.61791658695975,0.0,7.215035655059538,6.757172528160893,0.0,7.0595009656229974,5.943994638545981,4.123947836533325
2024-11-05,49.276088351691236,19.754404725833634,0.0,7.0879652858100135,6.756302771950519,0.0,7.058592294905859,5.943229551339792,4.123417018468944
2024-11-06,46.118721241153395,18.48864054170355,0.0,6.633803658484284,6.323392431975043,6.407503550207181,6.606312743015115,5.562416906840732,3.859208926620699
2024-11-07,8.466114224561542,3.395769233967352,0.0,1.2182240966025324,1.160798937505186,1.1762393988914714,1.2127352359378574,1.0211050009756992,0.7084433980373143
2024-11-08,46.10761220986727,18.505866126198434,0.0,6.634614504480591,6.321869259552418,6.405960117182814,6.604721421031916,5.561077037438858,3.8582793242476985
2024-11-11,46.11316605644667,18.50809523190046,0.0,6.635413670373278,6.310585353467461,6.406731740738652,6.605516986182962,5.561746891443478,3.8587440694470345
2024-11-13,46.11427698632236,18.50854111748355,0.0,6.633164388505327,6.310737384186706,6.406886087757194,6.605676122212688,5.5618808816096506,3.8588370319225263
2024-11-14,46.10872287215618,18.506311904382226,0.0,6.632365474270855,6.322021543772863,6.406114427024192,6.604880518730962,5.56121099533117,3.8583722643315617
2024-11-15,46.10872287215618,18.52317384029627,0.0,6.632365474270855,6.322021543772863,6.406114427024192,6.604880518730962,5.56121099533117,3.8415103284175167
2024-11-18,45.79433483689174,19.06914630195925,0.0,6.596713001529715,6.278915428308399,6.362434932062351,6.5598457556732725,5.52329239577766,3.8153173477976066
2024-11-20,45.79323926868234,19.068690098139648,0.0,6.596555183994496,6.2811575799014445,6.362282719316586,6.559688820137599,5.523160258394694,3.815226071433185
2024-11-21,45.79104828951605,19.067777755981705,0.0,6.596239571576412,6.285641561260066,6.361978315672934,6.5593749715920096,5.522896002595115,3.815043531805705
2024-11-22,45.78885751999468,19.083610462443204,0.0,6.595923989357859,6.285340838903425,6.361673941156293,6.559061153077174,5.522631772080983,3.8029003229863827
2024-11-26,45.78666696008814,19.070737379328424,0.0,6.607568551788014,6.287432168210877,6.361369595762484,6.561139387479482,5.522367566848668,3.8027183904939097
2024-11-28,45.85686899550137,19.12153864655948,0.0,6.617699552628767,6.306655084301951,6.179467878822145,6.573594891621361,5.530834692089095,3.813340258475833
2024-11-29,45.871155096909504,19.144270766682435,0.0,6.619761209452888,6.311016276119363,6.131067837853252,6.575642808221311,5.532557750531889,3.814528254229351
2024-12-02,45.89683749799486,19.169375956563766,0.0,6.623467489840013,6.348118595084026,6.0329545882330935,6.576926609035261,5.535655326053518,3.816663937195467
2024-12-05,45.87044058043671,19.158350960848345,0.0,6.619658096103766,6.3420711649161365,6.029484819648175,6.633053969072549,5.532471572112333,3.8144688368619915
2024-12-06,45.85835213811506,19.179655522113297,0.0,6.61791358800506,6.340399810542673,6.027895842552049,6.631305930699538,5.531013575139787,3.8134635928325333
2024-12-09,45.856154924013474,19.29851922284054,0.0,6.617596503496335,6.34009602256897,6.02760702760056,6.595053407493172,5.530748567339534,3.7342243246474136
2024-12-10,45.87153984576883,19.304993952541047,0.0,6.6222131902424906,6.34222314991731,6.029629313652352,6.597266074054832,5.532604155408312,3.6995303184148303
2024-12-11,45.93759232144747,19.332792074160988,0.0,6.631748810305779,6.341755969230305,6.0383116457678705,6.606765771653107,5.540570798835661,3.570462608598821
2024-12-12,45.94972258143656,19.337897082550057,0.0,6.633499986917049,6.343430570462251,6.039906119628099,6.608510351254415,5.542033839471477,3.5449994682800865
2024-12-13,45.944208032831625,19.335576290010124,0.0,6.632703882913725,6.3546705448358916,6.039181254405965,6.6077172463238325,5.541368725227886,3.544574023450955
2024-12-16,45.99140018914202,19.362645220319695,0.0,6.639516745988421,6.366003260008765,6.045384473439387,6.614504444068553,5.547060610021451,3.43348505701171
2024-12-17,46.014617827749646,19.37241998032622,0.0,6.642868544361674,6.364409118401328,6.048436338600508,6.6178436155901705,5.549860908513091,3.389543666457364
2024-12-18,45.99825248261855,19.37033622888056,0.0,6.638102895899678,6.3597425055246735,6.046285179841455,6.639520711156909,5.559421838968868,3.38833815710931
2024-12-19,45.99714713588976,19.369870756028213,0.0,6.637943381028453,6.361992698667189,6.046139886462161,6.639361162215314,5.559288245007968,3.3882567347009394
2024-12-20,46.01262682594749,19.388408550703456,0.0,6.596908389166237,6.352114599118468,6.048174629425927,6.646403200744609,5.561159144929655,3.394204659964154
2024-12-23,46.03254460068606,19.401611069319845,0.0,6.599764034329975,6.354864278856976,6.050792740760977,6.601182906581451,5.563566438813418,3.395673930651296
2024-12-27,46.040295059665205,19.388040789583822,0.0,6.600875230785956,6.355934241756889,6.051811507403912,6.602294341931704,5.564503171593147,3.396245657279367
2024-12-30,46.07464991604147,19.339924206245282,0.0,6.605800744843098,6.348641643430438,6.056327315021645,6.607220914916889,5.56865535408932,3.398779905411859
2025-01-02,46.07354089461821,19.339458692338873,0.0,6.608048752543006,6.348488830992276,6.05618153861855,6.607061878449846,5.568521315999011,3.3986980964402247
2025-01-03,46.07686811906509,19.33122656606564,0.0,6.608525956181552,6.341725738957285,6.056618888882469,6.617167746047886,5.568923449629198,3.3989435351708814
2025-01-06,46.079086535683885,19.33215728718508,0.0,6.608844130232988,6.337216468240976,6.056910490819522,6.617486336166886,5.569191570984528,3.399107180686138
2025-01-07,46.07354089461821,19.3274236424223,0.0,6.610455762526321,6.336453781075703,6.05618153861855,6.628724968299679,5.568521315999011,3.3986980964402247
2025-01-09,46.06467064484859,19.32370265480592,0.0,6.609183092951418,6.354486235997508,6.0550155799825385,6.627448781469206,5.567449243526149,3.398043766418664
2025-01-10,46.06493115974422,19.323246396747678,0.0,6.6092204706341295,6.354522173263429,6.055049823617187,6.627486262451994,5.567480729770124,3.3980629837712413
2025-01-15,46.05163203684054,19.320073566552313,0.0,6.6073123632491075,6.357499329064285,6.053301707430648,6.647225670295152,5.565873376657356,3.397081949910604
2025-01-16,46.047200702156424,19.32783702119015,0.0,6.606676572265183,6.356887576428492,6.052719226319271,6.64658603863905,5.5653377985106,3.3967550644908346
2025-01-20,46.058310522553775,19.324036790553084,0.0,6.606199809319162,6.351617918610529,6.052282439045335,6.646106395673924,5.564936182536911,3.396509941707278
2025-01-21,46.03284258224259,19.31335156545539,0.0,6.602546911492067,6.348105791826125,6.04893582979816,6.697726426090968,5.561859051375902,3.3946318417187995
2025-01-24,46.02941210055198,19.319364534774774,0.0,6.602054873307574,6.347632715225436,6.048485048085631,6.697227294892794,5.5614445678339095,3.3943788653278983
2025-01-27,46.031625256018074,19.320293435563862,0.0,6.597564175656974,6.347937917864342,6.048775867306101,6.697549306504912,5.561711969499126,3.3945420715866126
2025-02-04,46.0305186516828,19.32223298283285,0.0,6.597405569631695,6.34778531287634,6.048630454200206,6.697388296828259,5.561578265452337,3.3944604664955094
2025-02-05,46.03605220548042,19.317342909491288,0.0,6.598198676025316,6.343739815544675,6.04935758965296,6.6981934226345645,5.562246849979148,3.3948685311916167
2025-02-06,46.044908659385776,19.31384491483962,0.0,6.59946804295912,6.328126906899822,6.050521370083362,6.704291547375522,5.563316919641446,3.395521638815333
2025-02-07,46.04601595572826,19.314309377696777,0.0,6.599626748167559,6.325874268649696,6.050666874122316,6.704452773398671,5.563450707299116,3.3956032949376054
2025-02-10,46.042694226460064,19.320129990284034,0.0,6.599150655440021,6.325417924245756,6.050230382998585,6.703969118590705,5.563049363628811,3.395358338352027
2025-02-11,46.10144875718055,19.339968750289678,0.0,6.636464311610101,6.323858861293687,6.05795100953611,6.570468891321482,5.570148304301728,3.399691114466661
2025-02-12,46.117741908101884,19.34276305990883,0.0,6.637423172314715,6.317548372228939,6.058826284516998,6.554561788861922,5.570953099758627,3.4001823143080854
2025-02-14,46.12329529382907,19.35231732145117,0.0,6.618955625769694,6.318309115958131,6.059555873564939,6.555351073167272,5.571623940310463,3.4005917559492596
2025-02-17,46.114410518518035,19.348589465710305,0.0,6.617680609898559,6.33635511134853,6.058388615413103,6.554088309503076,5.570550672962328,3.3999366966460656
2025-02-18,46.147746088360805,19.360166707690578,0.0,6.588729664699085,6.319248938287865,6.062768153925098,6.544368416670913,5.574577559112086,3.402394471253562
2025-02-20,46.15330670293433,19.35044993774579,0.0,6.58952357966352,6.320010381927445,6.063498692679644,6.5451569862864805,5.575249272897566,3.402804445865225
2025-02-21,46.158312401928285,19.35254865037779,0.0,6.579392458813346,6.320695838114025,6.064156328101115,6.545866861441309,5.575853953724794,3.403173507499334
2025-02-24,46.16387556334191,19.359702027337864,0.0,6.563312140079162,6.3214576305055585,6.064887201452742,6.546655792232911,5.576525975164686,3.4035836698851663
2025-02-25,46.17266809208833,19.344343001922596,0.0,6.564562210831654,6.322661636825592,6.066042340496244,6.547902690560742,5.577588099268078,3.404231928006763
2025-02-26,46.221700479451734,19.2852402936396,0.0,6.617389649533586,6.329375894574922,6.072484085149353,6.487278437149781,5.583511137107074,3.4030200233939523
2025-02-27,46.21389290767537,19.28680887681061,0.0,6.628337276912105,6.328306763493983,6.071458347133144,6.486182633847308,5.582567994308023,3.402445199819453
2025-02-28,8.47053715821559,3.5364030438983245,1.3848205270827727,1.2308294575165724,1.1590297640435663,1.1128366449606775,1.185313047282753,1.0232280091296426,0.6169992447398492
2025-03-03,42.916509289624585,17.917408453620563,7.016280302526948,6.323470241929457,5.87229719986326,5.638256856587656,6.005463107553347,5.1842490669702945,3.126065481323888
2025-03-04,43.06222193591123,17.975994172746933,7.040102388407013,6.189792481121182,5.984424307488108,5.65740019654275,5.7515343027358705,5.201850933083389,3.1366792819635205
2025-03-05,43.12525100607909,18.00230517452797,7.050406805770525,6.2438884558539485,5.993183555911291,5.66568078815937,5.56854910576815,5.209464748922989,3.1412703590066697
2025-03-06,43.09419826854994,18.01634467077933,7.045330094866687,6.237142300704184,5.988868108427877,5.661601162085683,5.566789605539146,5.250717330938237,3.1390084581089197
2025-03-07,43.1048676017676,18.020805187330975,7.047074389398913,6.238686502759354,5.965592676174328,5.663002870709367,5.56816784056011,5.252017312260233,3.13978561903912
2025-03-10,43.11942520942069,18.013382255480916,7.049454365252473,6.24079346550929,5.945092383088199,5.664915410487746,5.572299854654255,5.253791051786021,3.140846004320408
2025-03-11,43.11942520942069,18.01113075296886,7.049454365252473,6.24079346550929,5.945092383088199,5.664915410487746,5.572299854654255,5.253791051786021,3.143097506832466
2025-03-12,43.11165992857044,18.0146404598451,7.048184844781794,6.239669574971493,5.9440217446970065,5.663895228540939,5.571296351635765,5.2641003935255295,3.1425314734319336
2025-03-13,43.13593572291951,18.00226069836592,7.052153615321124,6.24318307771435,5.947368770761875,5.6670845178425004,5.540648030076275,5.267064561891996,3.1443010051064486
