date,VALUABLE CAPITAL LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HARMONIA CAPITAL LTD,CMB INTERNATIONAL SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,YUE XIU SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD
2025-02-10,87.15091792525939,2.952198896144321,2.275786691389623,1.8706138758044926,1.7093959646919077,0.0,1.8599784015101088,1.2260143652207502,0.9550938799793997
2025-02-11,87.2050294050714,2.953987152988461,2.2771652201642243,1.8717469763115484,1.7104314095046529,0.0,1.7999652250206895,1.2260021950181912,0.9556724159208295
2025-02-12,87.27525989333175,2.956346952017717,2.278984338527878,1.873242225433822,1.7117977913373144,0.0,1.7201959371708475,1.2256596119484398,0.9585132502322365
2025-02-13,87.30180442972927,2.9572461170201185,2.279677485506728,1.87381196703637,1.7123184300479055,0.0,1.7103290043169992,1.2260323930346273,0.938780173307979
2025-02-14,87.30491704507386,2.957313157432878,2.279729165520342,1.8738544461276367,1.7123572481001688,0.0,1.7071562110242195,1.2258712713796185,0.9388014553412689
2025-02-17,87.30470709752687,2.957274050156044,2.279699018560979,1.8738296664236727,1.7123346040224623,0.0,1.7075114620511485,1.2258550605542442,0.9387890407045865
2025-02-18,87.29453062886662,2.9569165458628035,2.2794234261834685,1.8736031395143682,1.7121276002203052,0.0,1.7190162415041996,1.2257068671708762,0.9386755506773494
2025-02-19,87.30590958563097,2.957301983819669,2.279720552022021,1.8738473661453436,1.7123507783025695,0.0,1.7062051861392393,1.2258666396714764,0.9387979082687123
2025-02-20,87.31057592647619,2.9574472473775986,2.279832532577366,1.873939410088408,1.712434889484938,0.0,1.682862391269337,1.2068455076552493,0.9760620950709107
2025-02-21,87.32271749289939,2.9577881140562265,2.280095299375285,1.8741553948378342,1.7126322596979362,0.0,1.6694522408918382,1.2069846051218824,0.9761745931196167
2025-02-24,87.41456470954003,2.961206708969145,2.2827306207339624,1.876321533131637,1.7146117104580767,0.0,1.6358188800803315,1.151630315709797,0.963115521377015
2025-02-25,87.42540037662985,2.961907068129729,2.2832705125613497,1.8767653045745254,1.7206935094144726,0.0,1.6206906217048167,1.1519026894143312,0.9593699175709314
2025-02-26,87.44603730578501,2.962484413083925,2.2837155753803953,1.8771311300220774,1.7210289128192817,0.0,1.5979185195191112,1.152127222186684,0.9595569212035157
2025-02-27,87.53046962492786,2.9652677919069883,2.2858612223050976,1.8883659642555224,1.7226458919360879,0.0,1.4948578879876318,1.1520731513536515,0.9604584653271593
2025-02-28,75.51155860057642,2.5590836492515234,1.9727425949266728,1.6395050587779483,1.4866768349002548,0.0,1.2927069897614716,0.9893571943522165,0.8550505223889137
2025-03-03,87.47024232311746,2.964324449005379,2.2851340195330545,1.8991270298745124,1.7220978652861578,0.0,1.4964653267445878,1.1456470078860714,1.0169619785527677
2025-03-04,86.13959607244303,2.920196739372176,2.2511169164049734,1.870856127828352,1.696462265719854,1.5759290625081184,1.4154269927002734,1.1285926066638616,1.0018232163593643
2025-03-05,86.15087657672944,2.92131934965293,2.2519823125474536,1.8622445231078792,1.6971144361557469,1.5718694877380164,1.4133584959848131,1.1290264711518057,1.002208346931911
2025-03-06,86.14546239489293,2.9211231030971607,2.2518310302946096,1.8621194224153772,1.6970004284684728,1.5762423851230274,1.415129588378231,1.1289506261209081,1.0021410212092807
2025-03-07,86.16379187562357,2.921744640995287,2.2523101605045013,1.862515632280905,1.6973615053701314,1.570231888403573,1.4004992094359316,1.129190837017362,1.0023542503687395
2025-03-10,86.20256672717721,2.9230594649168684,2.2533237300123563,1.8633537890702705,1.6981253406073107,1.570938513623428,1.3749876017603757,1.1296989879021824,0.9839458449299985
2025-03-11,86.2323580981732,2.9243863989322496,2.254346634931297,1.8641996656441422,1.6988962110955363,1.5716516471654642,1.3395570140761814,1.1302118190751986,0.9843925109067262
2025-03-12,86.2485217594067,2.9249218820093703,2.2547594273288443,1.8645410184057645,1.6992072952160062,1.571939431591111,1.3398022997580388,1.1304187716526342,0.9658881146315409
2025-03-13,86.24983668936981,2.924960138304676,2.2547889182848335,1.8645654055294854,1.6992295198697556,1.5719599916544302,1.3405672192944056,1.130433556879759,0.9636585608128353
2025-03-14,86.25999652404838,2.9256215838885957,2.255298812472156,1.864987055225584,1.6996137807857474,1.5723154720525945,1.3276010993522132,1.1306891912298893,0.9638764809448428
2025-03-17,86.2600222028546,2.925616116170202,2.2552945975255376,1.8649835697358397,1.6996106043634842,1.5723125335391945,1.3275986181875299,1.130687078075501,0.9638746795481095
2025-03-18,86.29321794047611,2.927147876020478,2.2564753982792456,1.865960016009073,1.7005004665947177,1.573135746536159,1.2940747786945055,1.130344126595314,0.9591436507943958
2025-03-19,86.32404843406707,2.9281936756323743,2.257281582727632,1.8666266786934367,1.7011080145572115,1.5736977901440907,1.2588095230051852,1.1307479713954305,0.9594863297775695
2025-03-20,86.32460960052023,2.9281936756323743,2.257281582727632,1.8666266786934367,1.7011080145572115,1.5736977901440907,1.2582483565520255,1.1307479713954305,0.9594863297775695
2025-03-21,86.32789037045188,2.928292271195633,2.2573575879287,1.866689530106002,1.6974240571157386,1.573750778312636,1.258290723184556,1.130786044947078,0.9595186367577773
2025-03-24,86.37194838029603,2.930040705850787,2.258705418633521,1.8678040994053018,1.6984375608138318,1.5746904387510574,1.2068206283541556,1.131461218504034,0.9600915493912858
2025-03-25,86.39123179345896,2.9305234001473877,2.259077517294505,1.868486209682552,1.6987173610644217,1.5749498529264914,1.1856781484897767,1.131086002262424,0.9602497146734883
2025-03-26,86.38335800804457,2.9301229720452797,2.2587688358750975,1.8794616226121996,1.6984852475215393,1.5747346510344027,1.1842058857610254,1.1307442714071512,0.9601185056987445
2025-03-27,86.38072877375441,2.9300845805796474,2.2587392407192075,1.8803728786531069,1.6984629933913784,1.5747140183265567,1.1860621326635148,1.1307294560119447,0.9601059259002287
2025-03-28,86.38611565007685,2.9302546075655522,2.258870310869056,1.8804819929548078,1.6985615518239068,1.574805395851961,1.1799537819231427,1.1307950699954294,0.9601616389393035
2025-03-31,75.4450236959077,2.5590836492515234,1.9727425949266728,1.6422841579901555,1.4834073064153053,1.3753271571940253,1.0301638524200232,0.9875589536854943,0.8385394035399184
2025-04-01,86.39224305976155,2.930386254913785,2.2589717949809347,1.8861823436866911,1.6986378629825105,1.5748761470262138,1.1489323326243701,1.1308458731481572,0.978924330875784
2025-04-02,86.38980843978977,2.9302655777261206,2.2588787675301085,1.8861046681992784,1.6985679108252407,1.5748112915403463,1.170598807421035,1.130799303417145,0.9601652335509537
2025-04-03,86.39029247842107,2.9301613645169744,2.258798431806539,1.8860375899720512,1.698507502234878,1.5747552842829364,1.170557175748032,1.1307590871906006,0.9601310858269183
2025-04-07,86.3907942101464,2.9301339412202454,2.25877729177637,1.8860199385999805,1.6984916059515558,1.5747405461930961,1.1701718616763925,1.1307485044485195,0.9601220999874406
2025-04-08,86.39212993729137,2.9301284566224965,2.25877306381782,1.8860164083652142,1.6984884267305969,1.5747375986082321,1.1688594178006608,1.1307463879238735,0.9601203028397287
2025-04-09,86.39964255750849,2.9381716574125067,2.2587688358750975,1.9009871765012947,1.6984852475215393,1.5747346510344027,1.1488291058911213,1.1298083777597991,0.9505723904957544
2025-04-10,86.39801216524405,2.937715258830461,2.2584179717956414,1.900691888154321,1.6982214146523333,1.5744900408667095,1.1523936465102884,1.1296328798646056,0.9504247340815829
2025-04-11,86.40310130115542,2.9378692087682903,2.2585363233973856,1.900791493246113,1.6983104093499717,1.5745725514650994,1.1524540372951686,1.1238901345661183,0.9504745407564414
2025-04-14,86.40632482918646,2.93781972310007,2.258498280458363,1.900759476185275,1.6982818028942441,1.574546029258243,1.1569263767018783,1.123871203684461,0.9429722785310051
2025-04-15,86.38935482690023,2.972215207492463,2.2578982170048607,1.900254460837056,1.6978305841120638,1.5741276860006057,1.1496960477876799,1.123385494245539,0.9352374756194977
2025-04-16,86.40455167572586,2.972738053221268,2.2582954064263605,1.9005887367421068,1.6981292514046942,1.5744045925769345,1.15083398960348,1.123583110254631,0.916875184044678
2025-04-17,86.40334184341228,2.9725934179152476,2.258185531542888,1.9004962656838986,1.698046630790452,1.574327991650122,1.1507779970392902,1.1235284435520554,0.9187018784137566
2025-04-22,86.41969148438719,2.9731108321542785,2.258578594832792,1.9008270690232194,1.6983421954310833,1.5746020216317789,1.132262006783991,1.1237240066624177,0.9188617890932498
2025-04-23,86.41877185883307,2.9730663163218085,2.2585447775578826,1.9019215692687865,1.6983167664710086,1.5745784454101852,1.1324322137990126,1.1235200211907226,0.9188480311475237
2025-04-24,86.40946816916714,2.972726926928801,2.258286954132644,1.9017044560468586,1.698122895687386,1.5743986999333028,1.1311801085950721,1.1353686491515806,0.9187431403572156
2025-04-25,86.40939909101766,2.9726601709229747,2.2582362416989854,1.9016617510837497,1.698084762382611,1.5743633449977943,1.1315289758326863,1.135343153141345,0.9187225089221939
2025-04-29,86.42344101300837,2.972576730131745,2.2581728543597146,1.89824004442241,1.6980370981599948,1.5743191535612908,1.121205100686271,1.1353112847387798,0.9186967209314189
2025-04-30,75.57188140112375,2.5968467032526905,1.9727425949266728,1.658304847566408,1.4834073064153053,1.3753271571940253,0.9809574487215327,0.9916458642916811,0.8025745902054735
2025-05-02,86.39491285942282,2.9685937163437472,2.255147084318718,1.888782047068897,1.6957618649907562,1.5722096924894262,1.1875397091336943,1.1302393654403955,0.906813660791541
