date,VALUABLE CAPITAL LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HARMONIA CAPITAL LTD,CMB INTERNATIONAL SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,YUE XIU SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.094269905951535,50.905730094048465
2024-10-31,0.0,0.0,0.0,1.5377606018548036,0.0,0.0,0.0,0.9234761953804831,0.9575502403920818
2024-11-18,0.0,0.0,0.0,42.74370896424542,0.0,0.0,0.0,30.640152773014144,26.616138262740428
2024-12-18,86.97456730857309,3.481832414979543,2.31217451335102,1.852390454988915,0.0981077004270156,0.0,2.6599842605067647,1.594733275119328,1.0262100720543335
2024-12-19,86.92070558858639,3.561360958841142,2.3091943856278876,1.838546178023762,0.09798125085488897,0.0,2.7953735655293857,1.4697086426869665,1.0071294298495805
2024-12-20,87.00815302129226,3.649427326290861,2.3107916612271526,1.856059539063421,0.035948659453554466,0.0,2.8099182836006285,1.3218754452476766,1.0078260638244472
2024-12-23,86.99189117990807,3.6473435137374026,2.309472205805365,1.8549997343812987,0.03592813287194269,0.0,2.828556536158581,1.3302871673694852,1.0015215297678624
2024-12-27,87.24586498516265,3.65729347960134,2.3157724540613702,1.8599414564038246,0.0360261449440945,0.0,2.549229479278167,1.333341725697611,1.0025302748509386
2024-12-30,87.39569646023621,3.662665924420079,2.319174248254697,1.8626736497310337,0.028408218241177435,0.0,2.4352266984291933,1.288316417598645,1.0078383830889652
2024-12-31,74.50094734587852,3.122259930784082,1.9769929819571068,1.5878465087157456,0.024216743582324275,0.0,2.0759225383311346,1.0977420636282937,0.8591374329951006
2025-01-02,87.35378578985164,3.622134505795749,2.294110619056709,1.84254348413056,0.02810120679143052,0.0,2.515329846071759,1.3364248834175332,1.0075696648846106
2025-01-03,87.67786722397312,2.7365350439265903,2.27386310276308,1.8223329261689034,1.7127402457439642,0.0,1.4870110701159742,1.389498208219166,0.900152179089193
2025-01-06,87.55646922306745,2.7408691407947474,2.277652746669089,1.8252191188546418,1.7154528666371336,0.0,1.4867296720806285,1.455540119869891,0.942067112026409
2025-01-07,87.33857172188883,2.9327703195881716,2.280435626331196,1.84913272469822,1.7139663454223901,0.0,1.5264452056419429,1.4139514901383228,0.944726566290933
2025-01-08,87.46534531019596,2.9371287450719095,2.283824609328413,1.8518807432308377,1.7165134915620877,0.0,1.5162507265473693,1.2829258381829969,0.946130535880432
2025-01-09,87.50001969304398,2.938210663161641,2.2846658768972086,1.8525629003475417,1.7171457849203222,0.0,1.4807289500845053,1.2801870798753527,0.9464790516694432
2025-01-10,87.50431879854251,2.9392878241913634,2.2855034455165675,1.8532420581037854,1.7177752981628744,0.0,1.4935549298092554,1.2594916105960001,0.9468260350776411
2025-01-13,87.4344508899146,2.9380386126453355,2.2845320954945905,1.8581211524382837,1.7170452353502823,0.0,1.5074647717550804,1.2478117492561065,1.012535493145713
2025-01-14,87.44614667227914,2.9388824080445133,2.285188205888496,1.8713141332598393,1.7160268030076717,0.0,1.495616267144815,1.2481701168447865,0.9986553935307303
2025-01-15,87.43904255839189,2.93864365360967,2.2850025574878945,1.8711621079365126,1.7158873932073997,0.0,1.503429820872994,1.24825764560068,0.9985742628929635
2025-01-16,87.43223595955428,2.9388657494994423,2.285175252695602,1.871303526040324,1.7160170760074482,0.0,1.509400717350905,1.248351986026109,0.9986497328258861
2025-01-17,87.42175391754029,2.940476949233054,2.281323783349115,1.8723294469226153,1.716957862859044,0.0,1.5272425314576206,1.2473349505767979,0.9925805580614786
2025-01-20,87.42900366097398,2.940682643183129,2.281483367834387,1.8724604211987037,1.7170779684919133,0.0,1.524891572649674,1.2474222048751586,0.9869781607930693
2025-01-21,87.2893944601303,2.935897992429622,2.277771270189193,1.8694138261552127,1.714284189158118,0.0,1.6785095655832971,1.2493564027606636,0.9853722935936008
2025-01-22,87.28160663548951,2.9544777700519504,2.277543426315956,1.8692268299926005,1.7107154888834624,0.0,1.681738887062421,1.248853961441059,0.9758370007630425
2025-01-23,87.26916098255633,2.954037322253339,2.2772038945724677,1.871778765268296,1.7104604587462355,0.0,1.7046990636981052,1.248290371925177,0.9643691409800556
2025-01-24,87.20705186863357,2.9519094134335013,2.275563535388335,1.8704304496890054,1.7092283470634444,0.0,1.8124648313724263,1.2473911794633457,0.9259603749563803
2025-01-27,87.22676520719602,2.9528448699119023,2.2762846586861922,1.8710231868081046,1.7097699994336186,0.0,1.7696542478551112,1.2296779747454991,0.9639798553635509
2025-02-03,87.26493734615836,2.9540540457203246,2.2772167863338084,1.8717893618271646,1.7104701420460358,0.0,1.7745304770465504,1.229804107043646,0.9171977338241102
2025-02-04,87.21963278139839,2.9529674140706232,2.2763791253448886,1.8711008349652127,1.7098409555235654,0.0,1.7876483040765712,1.2270880741141097,0.9553425105066395
2025-02-05,87.21390738415697,2.9526777806310047,2.276155853150008,1.8709173133428199,1.7096732506194108,0.0,1.7948291300969355,1.2265904795587543,0.9552488084440928
2025-02-06,87.18062808159475,2.952566398282112,2.2760699908906608,1.8708467376889808,1.7096087574926149,0.0,1.8285230504519892,1.2265442095154604,0.9552127740834323
2025-02-07,87.17585977076416,2.952404908801653,2.2759455021203046,1.870744412448179,1.7095152511009564,0.0,1.833892501522651,1.2264771241529535,0.9551605290891438
