date,SDICS INTERNATIONAL SECURITIES (HONG,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-25,36.95952512901974,0.0,25.853121423647952,21.20247106188621,5.848589436295715,4.728918170800082,2.0553690291661564,0.5985993322528684,1.5861328601856561,1.1672735567456252
2024-03-26,36.94738464785646,0.0,26.062923322470166,21.12725037625269,5.900324029388047,4.73075359726778,1.9990690311101473,0.598402704079422,1.6191890440680423,1.0147032475072453
2024-03-27,36.95143384879479,0.0,26.136655700534934,21.17803574546263,6.03532355059329,4.728602092638279,1.76435773958382,0.5928142563587434,1.570661231008995,1.0421158350245203
2024-03-28,36.883685475183945,0.0,26.293063386065356,21.15108525245675,6.117823780855117,4.72201859483764,1.5524908710140208,0.5973655483565624,1.5787759700147503,1.1036911212158587
2024-04-02,36.904530454886164,0.0,26.30122936401842,21.28156462705646,5.970868347867401,4.722037264576033,1.611337168589779,0.5972701992485148,1.54278111118408,1.068381462573148
2024-04-03,36.9059797043278,0.0,26.291348104573625,21.28609588958587,5.896148438095318,4.680753769279111,1.6738769166803698,0.5753461520403349,1.5031782158111913,1.1872728096063787
2024-04-05,36.88895116972513,0.0,26.48609944132627,21.083049680870054,6.219642952968881,4.67755994292826,1.378571169806017,0.5793852514549671,1.4979929964614627,1.1887473944589562
2024-04-08,36.84968635981001,0.0,26.444239286653154,20.763075306734585,6.881534629529074,4.733170557976515,1.143510266158916,0.5642620140859933,1.4772160944844122,1.1433054845673423
2024-04-09,36.930911162806936,0.0,26.502528198680498,20.64234946906828,6.896703043423898,4.742389610379814,1.1016710755395935,0.5694015281214847,1.4753625514469526,1.1386833605325462
2024-04-10,36.984563571350016,0.0,26.246294921836586,20.125631349850305,7.423914311730007,4.751024013159745,1.173733077486742,0.5492190923515209,1.4785406553195135,1.2670790069155564
2024-04-11,36.965217042834475,0.0,26.3135072087572,19.85363895326439,7.666850670405946,4.8184750469279045,1.1060815210993864,0.5481852240561015,1.470973103540643,1.257071229113952
2024-04-12,37.01270923696865,0.0,26.41199271771861,19.574678637634022,7.788346151959645,4.832785899972049,1.1398797753133758,0.5415332704800131,1.4661008887008002,1.2319734212528348
2024-04-15,37.104085481419034,0.0,26.316152303725698,19.40581115430856,7.9649041167994135,4.836973853303635,1.1461200399061215,0.5411400465306696,1.4591409242502384,1.2256720797566287
2024-04-16,37.53352076452744,0.0,26.60101921320245,16.429163281601088,8.023375940880664,4.885725792586127,3.302456265994616,0.5616340245669746,1.4296634385771534,1.2334412780634871
2024-04-17,37.62790610021734,0.0,27.996998100857105,9.738208261064413,8.57077237045109,4.934951834547386,7.930427838268314,0.5698354299573365,1.4521297098276782,1.1787703548093378
2024-04-18,38.69441826782093,0.0,29.423616149581306,10.886726837732505,8.871430473626214,5.0712138812250975,3.757975952904734,0.5859270398396792,1.5026637123497086,1.2060276849198235
2024-04-19,38.06044700596309,0.0,29.214575839990932,11.821104515194849,8.331804920251983,4.97144958811739,4.358515123133779,0.5763589199464669,1.4875937191753081,1.1781503682262
2024-04-22,23.858233687317774,0.0,18.242627344390858,8.509071756752705,5.163291204267342,3.1322256274491305,2.770148965175263,0.3613824213830087,0.9574308844483376,0.7202505767750075
2024-04-23,36.4665231869212,0.0,28.304318722328762,14.363107149452928,7.860102340621709,4.781514387667072,5.093015189403256,0.5495150846582639,1.46078567604486,1.121118262901946
2024-04-24,36.09988175081722,0.0,27.8733571480258,15.266200771123792,7.471964990405722,4.742516216978708,5.3497773595033635,0.545362251088883,1.4636260130670173,1.1873134989894956
2024-04-25,35.754162351084425,0.0,27.54942978995782,15.939652714779646,7.292466254146798,4.710294556723438,5.411777246530371,0.5279595066553957,1.4428214710533902,1.371436109068719
2024-04-26,35.496652166796444,0.0,27.725701727907843,17.692334354243695,7.371139413053681,4.669504841359149,3.4078550833785357,0.5237499963124224,1.4185099242163766,1.6945524927318576
2024-04-29,35.33498008176777,0.0,27.85135373742193,17.943662768706023,7.418248603328633,4.646589576441483,3.1868725355355934,0.5191766553291155,1.4075924177988068,1.691523623670655
2024-04-30,23.858215449496864,0.0,19.00463217197342,12.36718217099137,5.10894734920818,3.1343047390331655,1.8647377443646276,0.3530294994050416,0.9447008854513484,1.0485967175518127
2024-05-02,35.4491549535226,0.0,28.174924007073386,18.271455007862734,7.573907421312481,4.67234172515366,2.3921443371369167,0.5250281493266424,1.3916836472241743,1.5493607513874008
2024-05-03,35.3176828985024,0.0,28.194916773344445,18.098999450378663,7.5254344083088105,4.645105011941805,2.717437209579955,0.5172494422279152,1.3868192154268777,1.5963555902891267
2024-05-06,35.34079222539383,0.0,28.213365479344336,18.131408182649896,7.530358506082761,4.648792800735221,2.610512768508884,0.5441980536847382,1.3922112042588015,1.5883607793415373
2024-05-07,35.34073612464607,0.0,28.213320692829935,18.109112863551413,7.5303465522267095,4.649866035098812,2.627638895218585,0.5497083210043385,1.3900747816629762,1.5891957337611597
2024-05-08,35.3019222577344,0.0,28.33005710373081,18.04480380526739,7.524049295471097,4.636987325395042,2.6177554212607976,0.5647562834224681,1.3847701014824134,1.594898406235586
2024-05-09,35.26713312220879,0.0,28.453894863740732,18.11237433361543,7.472313802877951,4.6326333664465125,2.588780913266319,0.5772209686945643,1.3823270827992054,1.5133215463504908
2024-05-10,35.221041996033996,0.0,28.479225240964567,18.08399542809304,7.527784620773859,4.626417367809986,2.6040817819320825,0.5709472006520139,1.3749472622322476,1.5115591015082035
2024-05-13,35.15224036126775,0.0,28.576173264226185,18.100804014513013,7.56633271393626,4.6097719224391005,2.5891512206708933,0.5533325231547733,1.3665099131950682,1.4856840665969528
2024-05-14,35.19551150664132,0.0,28.93661283373668,18.152197423046236,7.610143747040271,4.605764353452965,2.1597849837782324,0.5551440612156501,1.3548216288958268,1.4300194621928237
2024-05-16,35.09910637013516,0.0,28.84777310527112,18.067946150574894,7.806063311590907,4.593014405726985,2.2837006427262367,0.5535966179534716,1.3482128849679638,1.4005865110532696
2024-05-17,35.11286801122023,0.0,28.865491025447763,18.100103143018657,7.762477077483862,4.596035872747487,2.2939736568285998,0.5530335871786308,1.3441743842127087,1.3718432418620594
2024-05-20,35.002731657099105,0.0,29.001647781241648,18.468221907036657,7.800276379487103,4.5859916618977525,1.9453437239593843,0.5440758089877359,1.3317468852629875,1.319964195027626
2024-05-21,34.953610912793046,0.0,28.945397908876142,18.521273627134033,7.8211902035552585,4.573918161474832,2.007601952607816,0.5384760740208294,1.3226103142971795,1.3159208452408675
2024-05-22,34.98060654685079,0.0,28.985966117641187,18.51307679323241,7.873392639666832,4.562926169422924,1.9548438174811955,0.5253797645995932,1.2984924085837297,1.3053157425213437
2024-05-23,34.97610510970821,0.0,28.860617867650635,18.813979453533534,7.832938479148971,4.562394776218437,1.8300337999210443,0.5254162634604032,1.2957790924369652,1.3027351579218032
2024-05-24,35.04960730399781,0.0,28.718169972609104,18.829011966099714,7.817102561167048,4.571218664284082,1.8222324076042011,0.527063785188569,1.3042799660612387,1.3613133729882336
2024-05-27,35.03413208328074,0.0,28.551620321244876,18.966786040549664,7.787037818370401,4.550538919139178,1.930283995486053,0.5295887913745702,1.2892997092336917,1.3607123213208248
2024-05-28,35.03265162191978,0.0,28.49237031850126,18.971445079213826,7.7713947021875205,4.53982490498608,2.0354431753063804,0.5290309557446528,1.265658370540117,1.3621808716003783
2024-05-29,34.92403745276402,0.0,28.536228097538963,18.980265146496738,7.696696614924871,4.498526157400081,2.2267454414237315,0.5259495141717916,1.2544213521807674,1.3571302230990403
2024-05-30,34.94911445638076,0.0,28.6258946309225,18.990073791165273,7.643410008527194,4.500687938936587,2.1705627758037433,0.5263271691862483,1.2332871733063542,1.3606420557713383
2024-05-31,23.86556529132464,0.0,19.589688408569597,13.070279092355754,5.0979047134020234,3.0734633684687593,1.5412276536079308,0.3601240117400399,0.8424778992362707,0.9280176928689876
2024-06-03,34.93771367408263,0.0,28.814572895958257,19.03626627136607,7.389645614866364,4.500047042821112,2.2087434578992715,0.5289040092556803,1.2201369622909939,1.3639700714596252
2024-06-04,34.95567192124101,0.0,28.866188521154463,19.229605041169194,7.504248394244523,4.502734527820521,2.044759995387733,0.5173164521677643,1.217196324635787,1.1622788221790092
2024-06-05,34.99719195054873,0.0,28.999889367923682,19.287090327918808,7.491257125545905,4.509179409577884,1.8119499500790555,0.5179844073914269,1.2246598869234289,1.160797574091078
2024-06-06,35.02206467816472,0.0,29.02058006852142,19.049658910109564,7.479077075811795,4.50537175267415,1.8745868669750259,0.521564309915743,1.2170190761111894,1.3100772617164036
2024-06-07,35.023066496816604,0.0,29.003729567978137,18.894499946302794,7.656532135014506,4.505527395936581,1.8514570736662086,0.5215792294488613,1.2056250223890033,1.3379831324472997
2024-06-11,34.95302478302865,0.0,29.26819265637619,18.829451095116543,7.458857425567768,4.475815133799827,1.90064499964741,0.5222991267462583,1.1870531833210747,1.404661596396273
2024-06-12,34.92004673668309,0.0,29.262274568506268,18.844224539940114,7.58266523654635,4.4578218478337925,1.8964781205643795,0.5210324232808738,1.1641301151586907,1.3513264114864418
2024-06-13,34.78961469815828,0.0,29.29390008981199,19.104608774828126,7.620719349409207,4.4670749289843155,1.8278086159103015,0.5197284676586269,1.1853255657786756,1.1912195094604703
2024-06-14,34.76481478706157,0.0,29.287168356775577,19.166068901436038,7.573068199416502,4.459070230999507,1.8154788677731224,0.5193567861846815,1.2230117513690442,1.1919621189839578
2024-06-17,34.803955573730036,0.0,29.317428296011634,19.539111282416805,7.409904735992404,4.464835520389649,1.682878474005816,0.5211121362744839,1.2494506180557814,1.0113233631233935
2024-06-18,34.85932931983271,0.0,29.278002001254922,19.606500937412,7.163667945546958,4.471939157445284,1.7026847084959507,0.5267377546987558,1.2586865909442875,1.1324515843691283
2024-06-19,34.805575337012854,0.0,29.274732787788988,19.626925113591728,7.085706696033965,4.4654956182417695,1.8235318653919974,0.5259255115268672,1.26193388029136,1.130173190120474
2024-06-20,34.79787710196805,0.0,29.4612168191486,19.55350959728466,7.0580179449028,4.4640823422328,1.8255990743025898,0.5258091882607069,1.2608301570480722,1.0530577748517198
2024-06-21,34.82978758704138,0.0,29.565265454297073,19.61369932442139,6.99920643717747,4.4617594484925265,1.6855131897480162,0.5271612515786271,1.2534398247515721,1.0641674824919487
2024-06-24,34.76708281463544,0.0,29.56707908877878,19.530667110679467,6.969330695138799,4.455162000476988,1.8675143693602354,0.5247857617540296,1.2531764926561206,1.065201666520147
2024-06-25,34.83114414444762,0.0,29.663414697998867,19.279106757825772,6.992556339888011,4.45815236469344,1.9521181087557387,0.5256462213623169,1.2525034899759269,1.0453578750523105
2024-06-26,34.94420473251505,0.0,29.745116163376828,19.3651503947961,7.011220371909227,4.472623360132355,1.7874104538071318,0.5233456177943187,1.2619115113424564,0.8890173943265347
2024-06-27,34.98386834976904,0.0,29.828619631202073,19.199872290086123,7.040331838339628,4.477807006697277,1.7586932171665792,0.5250093453909852,1.2762872355737964,0.9095110857745013
2024-06-28,35.0148825957005,0.0,29.74831983828156,19.122964719897233,7.029989477485264,4.482071145191304,1.8776139533177454,0.5264116002082678,1.285475339990963,0.9122713299271661
2024-07-02,35.05022119034861,0.0,29.52142269164952,19.384393000627416,7.0441120610598915,4.487103724795153,1.770326425666906,0.5286576465756309,1.2999549792993998,0.9138082799774754
2024-07-03,35.02171672623626,0.0,29.501456993452223,19.325373045411943,7.033591370998366,4.483508147036181,1.8955551908044987,0.5296198337057653,1.298094651808378,0.9110840405463903
2024-07-04,34.991671775852105,0.0,29.51929316781115,19.29655882484874,7.122139967330993,4.47960827150129,1.8536638523594353,0.5120464388110391,1.298960411719254,0.926057289765991
2024-07-05,34.94383867972152,0.0,29.621208472038678,19.321852753750296,7.09560230360352,4.474686750316992,1.813874525272639,0.5109725119044976,1.2856184863532627,0.9323455170385883
2024-07-08,34.95526746379093,0.0,29.73753860911202,19.163385836865544,7.078817725273683,4.475963203382596,1.8290764431846858,0.5131778837854433,1.2785571760083516,0.9682156585967507
2024-07-09,34.933730827324574,0.0,29.795617445416887,19.061421496667165,7.180952688096499,4.444525158789549,1.8568282929181346,0.5093559768400724,1.2635360910225892,0.9540320229245289
2024-07-10,34.9014019038128,0.0,29.82748542042951,18.951952330461015,7.335984889786721,4.4347826638178,1.842080988472474,0.5079508184425128,1.2511880630547045,0.9471729217224679
2024-07-11,34.875960505608425,0.0,29.83485542304858,18.90114408500752,7.312935050968915,4.404649943501719,1.844176068200876,0.5073672670443521,1.2591004827896939,1.0598111738299154
2024-07-12,34.900730619078416,0.0,29.75418089987636,19.029355411255423,7.306395785568679,4.345779657039735,1.8204623767396158,0.5074612149695796,1.2434013661149375,1.0922326693572528
2024-07-15,34.80107937948522,0.0,29.50122766382658,19.32342322462988,7.388087882536633,4.298228926505038,1.8485062218690191,0.5056664361521519,1.223756404115906,1.1100238608795687
2024-07-16,26.19194102391028,24.4722445918891,22.232846112138017,14.813527917160062,5.470014317814805,3.2372897779221055,1.4820158850236016,0.3805739853366573,0.8854631997850205,0.8340831890203508
2024-07-17,26.173520205511906,24.4550332377166,22.278513316429247,14.871946433905023,5.445799414496,3.2126843975891113,1.4531515169026858,0.3881493449630069,0.8867411839567251,0.8344609485296938
2024-07-18,25.869889475590547,24.17133813159727,22.181218654949888,14.67934886451206,5.425537459465606,3.1228910810872716,2.4800626562364965,0.3830532793168698,0.8656173537562224,0.821043043487771
2024-07-19,25.84565266307829,24.148692646736635,22.20931269496366,14.679511351930575,5.479470676237064,3.121585406932024,2.3887484964589722,0.3824178079191115,0.9236626853702409,0.8209455703734282
2024-07-22,25.77733816089728,24.08486350154191,22.106884609574642,14.889207243456703,5.544930056356118,3.0966051053693127,2.3842255971321755,0.3810129149919772,0.9166891714078285,0.8182436392720501
2024-07-23,25.758846748242238,24.067586188152625,22.072576005804205,14.955176677048032,5.470518717839975,3.096786017782446,2.447021764016849,0.3817832025010206,0.9236125069117991,0.826092171700815
2024-07-24,25.75764056800896,24.066459202654926,22.056243472076783,15.011794585475851,5.382761132330045,3.072560395762749,2.5018053843486805,0.38204098222353366,0.933394462830831,0.8352998142876399
2024-07-25,25.782852667327827,24.09001593946351,21.996631233293073,15.1379263874801,5.361343817682434,3.0758043887397606,2.398899528908834,0.38314416695768183,0.938604663735889,0.8347772064108854
2024-07-26,25.747838616562685,24.057300822485537,21.97528144317992,15.204315274847847,5.373449979985702,3.0690883183739244,2.3718174578861406,0.3826238432570688,0.9412467814938036,0.8770374619273726
2024-07-29,25.817795751008372,24.122646308917183,21.953581390522515,15.261446475002591,5.171879816980556,3.080681109630415,2.4097999228129754,0.3814132663208868,0.9644667759409818,0.836289182863518
2024-07-30,25.792263646874407,24.09879059623412,22.04624465463428,15.247674895047156,5.222522697121738,3.0792512501325118,2.387066394798841,0.3815092634380581,0.9084060880436738,0.836270513675216
2024-07-31,23.858233687317774,22.291745521001012,20.398075625821424,14.068769001878461,4.8778094869326845,2.8488828417511023,2.1645713136343883,0.3454972793681412,0.8506119673632868,0.7448565340912909
2024-08-01,25.819332448239628,24.124100550463403,22.071319271085674,15.181770649002985,5.298141440040468,3.082860261252093,2.3280434951747475,0.37330463730546837,0.9190312536476594,0.8020959937878698
2024-08-02,25.815456542324323,24.120479126702254,22.04272676833235,15.240664681166729,5.39927213610625,3.086877087952342,2.136322037409643,0.3730512582943164,0.9083948117754959,0.8767555499362988
2024-08-05,25.812915248308364,24.11810468760736,22.091228750431032,15.241430800470612,5.46174503975398,3.087579547500346,2.0211853344595205,0.3730145348325874,0.9195723850403656,0.8732236715958315
2024-08-06,25.82206968047836,24.12665806297421,22.137337303173897,15.224479469370817,5.4437258526123715,3.0881613283912563,1.993200389266039,0.3755747247177316,0.9207275468785722,0.8680656421367429
2024-08-07,25.827002770291895,24.13115657983563,22.1811082865538,15.20589633767436,5.388204338841128,3.0838606769747203,2.0164990938006175,0.37564475220464905,0.9235052595720222,0.8671219042511745
2024-08-08,25.834816025752044,24.138456803271698,22.129480935132555,15.238944025661546,5.393324145293129,3.0892173223027557,2.0177796382627053,0.3757583932816777,0.933204767758049,0.8490179432838375
2024-08-09,25.84154128726549,24.14437134272654,22.100907394596753,15.173517639301881,5.373860388138986,3.0900730272413823,2.1133473634483857,0.3754751465827969,0.9316358553390389,0.8552705553587509
2024-08-12,25.174241372890943,23.52051947450003,21.46333504436087,17.40561238687301,5.2389647960522865,3.0114812951760257,2.0610363280545654,0.3669665446711565,0.9233432466154222,0.8344995108056934
2024-08-13,25.177187757413762,23.52327230798255,21.46367237716863,17.48975492707956,5.19999020548464,3.0110639425026227,2.0151005203862837,0.36681704045767016,0.9186014773391948,0.8345394441850867
2024-08-14,25.166840954736948,23.51360519745262,21.429996859589764,17.48232991847126,5.200104005182723,3.0097688049593,2.015678232104145,0.36820529162068016,0.9180315946410907,0.8954391412414698
2024-08-15,25.15377929888923,23.501419539690318,21.45923031661793,17.505098114690963,5.2005431941312,3.004575027878452,1.9891946774387423,0.3682067484915174,0.9185172105581346,0.899435871613514
2024-08-16,25.149532921118407,23.4974521078253,21.469045398485324,17.515248986230247,5.201856821340998,3.0050290184925945,1.97639001280057,0.3681445890468757,0.916728087378032,0.9005720572816447
2024-08-19,25.15370665570208,23.501351668457225,21.46757073920419,17.49496949221317,5.217448331964084,3.005527723322571,1.9725220014366038,0.3682056851240042,0.9180146441903698,0.900683058385701
2024-08-20,25.155973775537433,23.50346986046982,21.45467992443826,17.507732672104158,5.240628250143104,3.0061447387887164,1.9423858237804343,0.36823887174034114,0.9197703244430286,0.9009757585547118
2024-08-21,25.183323040740323,23.52902254374648,21.49053699685449,17.542788097273643,5.132634767318236,3.00829647716626,1.9429196319041133,0.368446715615022,0.9133975030938966,0.8886342262875364
2024-08-22,25.19936944355734,23.544014853260865,21.531197714286368,17.554881731136796,5.10938093500862,3.0098858545868556,1.8925642184837725,0.35714333292303746,0.9160020524147631,0.8855598643415792
2024-08-23,25.177186692144065,23.523289293840413,21.55958769913478,17.564327465243352,5.129280937127885,3.005157779254562,1.8970478880446302,0.35682894323995884,0.9062081036804887,0.881085198289865
2024-08-26,25.17623233940783,23.522397632838832,21.542104589337193,17.564852734002,5.136755009836549,3.0049861333707737,1.896371735446412,0.35681541747623813,0.9074054122982634,0.8920789959859156
2024-08-27,25.181983934259062,23.528490809142497,21.648552986158244,17.429624705542317,5.071712811470908,3.006996514495456,1.9688884749289166,0.35690784594719943,0.9125876252987882,0.8942542927566157
2024-08-28,25.22767208799574,23.57116098045934,21.720134720828565,17.527996072002576,5.046911944923431,3.01237272458131,1.8309856626750283,0.3575551173363603,0.9156504248016678,0.7895602643959819
2024-08-29,25.278333141299107,23.618495504179485,21.876812675682704,17.31163677039249,5.062882555829528,3.0200258664127384,1.7627411194243177,0.3581958499485635,0.9305710601404177,0.7803054566906519
2024-08-30,25.27053460756829,23.611209041388168,21.875395116665548,17.33642571846868,5.076581313533925,3.0194225629751137,1.7325514208777002,0.357892170850007,0.938957453905451,0.7810305937671229
2024-09-02,25.270276823059394,23.61096818364528,21.86275104953421,17.39237101302511,5.03244597580165,3.021613232146977,1.7211868633093301,0.3580816913233409,0.9475633168519092,0.7827418513027972
2024-09-03,25.2994447100446,23.637967864244636,21.706118671367975,17.368383376976322,5.121494723487717,3.0278340245954016,1.7227052881066887,0.365840070421566,0.9657040712851349,0.7845071994699592
2024-09-04,25.27166525944422,23.612030807926477,21.729166834137647,17.39236879830495,5.071385740161207,3.0256321399147823,1.7754051137869005,0.36532273980867414,0.974477303522223,0.7825452629929215
2024-09-05,25.26099288279781,23.60202322150722,21.746855841593675,17.458930001712055,5.065428572436654,3.0244878773014956,1.7103160802848578,0.36902986645004743,0.9783124459120508,0.7836232100041326
2024-09-09,25.283538742513183,23.62281755938555,21.743074757896622,17.47025080225892,5.0740853415857625,3.028060934437505,1.6704305559774386,0.3504920132473681,0.9855329049640498,0.7717163877335973
2024-09-10,25.25891038768402,23.599788850948393,21.749662709748403,17.51721740465003,5.09671067326227,3.0250897206415086,1.6429562339265598,0.34292914906919075,0.968836148977752,0.797898721091875
2024-09-11,25.24128234411337,23.58331869844627,21.71914912747324,17.569092237605734,5.042409143591878,3.032548606251306,1.7041239124407346,0.3429213549918085,0.9674075180292739,0.7977470570563792
2024-09-12,25.227223446822507,23.570183254262446,21.764189784599147,17.59313279120003,5.041239740999923,3.031052374034929,1.662895013573165,0.3427303545488457,0.9685849461700006,0.7987682937890107
2024-09-13,25.20863697514591,23.553321746051243,21.829399951649872,17.55390133047576,5.068214808746827,3.0290767361374042,1.6550600176140857,0.34279349350809496,0.9578716608747194,0.8017232797960862
2024-09-16,25.217707527031862,23.56179668371625,21.849360484561025,17.567994211290827,5.065508377470863,3.0299160563948555,1.6036271773324242,0.3429168371927257,0.9600283504340955,0.8011442945750697
2024-09-17,25.22527248031445,23.568864887317833,21.85324116726037,17.466475801238087,5.083591785445267,3.0301308113723833,1.5776368165842116,0.3430197073624426,0.9648092111911751,0.8869573319137729
2024-09-19,25.223735466517383,23.567428800927036,21.851909616403546,17.533720191665473,5.083282034550842,3.030370374195251,1.5173690303626,0.3430373696785299,0.9646925793803725,0.8844545363189654
2024-09-20,25.21758817807961,23.561703182787777,21.8466007771944,17.57289494848168,5.082047070309733,3.0280149036444275,1.5130892001657033,0.34279981542407256,0.9542414926121824,0.8810204313004147
2024-09-23,25.19010011262468,23.536020090703612,21.944041072248993,17.600909760525845,5.050146248547515,3.0256963065568696,1.4822512992819517,0.3423683840240041,0.9635031963672156,0.8649635291193151
2024-09-24,25.198562882617093,23.54392716227832,21.982410175608038,17.60088564282253,5.131954714478808,3.0251718252532864,1.3631866961292798,0.34250266708469934,0.9539453396717085,0.8574528940562336
2024-09-25,25.19202578622165,23.537819317076824,21.93877056972754,17.528290115300006,5.389345011545594,3.0212866017980446,1.2697395555431028,0.34000665305360855,0.9342480044315115,0.8484683853021113
2024-09-26,25.14201716125134,23.49109445307282,21.73180031406864,17.680148216460942,5.419314165724978,3.0101575648418955,1.304761701003271,0.3393124876704931,0.9358720808334559,0.945521855072166
2024-09-27,25.16210174699926,23.50802726627389,21.680821184403516,17.848601436896814,5.274396230111275,3.0105194480362902,1.295071897244783,0.34140342995707396,0.9324692972006545,0.9465880628764421
2024-09-30,23.86388741180068,22.291745521001012,20.47557381707915,17.109760915054682,4.756843893397797,2.849013278646269,1.3405062454401868,0.3269494155000352,0.8851544001717359,0.9013695373181958
2024-10-02,25.230774767571777,23.5683668248636,21.19038529950652,18.192275196535764,5.113140502744435,3.0108230636796693,1.4373536295227474,0.3466375270194764,0.9434626222137154,0.9667805663422959
2024-10-03,25.224830110340296,23.563029942562082,20.75859242788973,18.49191212896289,5.327741066919637,3.0066712608168458,1.3934663922693322,0.33229337824528665,0.9389692855017217,0.9624940064921755
2024-10-04,25.170472606548067,23.51225348603664,20.713859311286587,18.390921148877972,5.31626020841703,2.9999689813531187,1.6744770850058754,0.33090403947326236,0.9325022798224548,0.9583808531789915
2024-10-07,25.180914753474553,23.52200770914209,20.722452600960725,18.436243159647574,5.318465696214715,3.0008890797558965,1.6106551454773825,0.3308873625286173,0.9064089086366101,0.9710755841618361
2024-10-08,25.165132568895537,23.507265247600525,20.709464765725983,18.509666118099467,5.315132338069605,3.0009314959195157,1.5878237476131258,0.3306415136881736,0.9029559718275798,0.9709862325604843
2024-10-09,25.14978204723851,23.49292601122683,20.696832164386755,18.52294609069342,5.311890151530666,3.0058089272343538,1.6180940913986062,0.33013229619307394,0.9027127051120116,0.9688755149857681
2024-10-10,25.149715298916025,23.491750548353615,20.924824457081463,18.34220806435552,5.34137630674748,3.0127313435795466,1.531036387057384,0.33042329163684686,0.9063000417133267,0.9696342605587869
2024-10-14,25.157271479129395,23.498916344728546,20.879240837953574,18.235379935117706,5.4827362434758085,3.015803582183705,1.5279659217459274,0.3250832774189071,0.9065764945702622,0.9710258836761666
2024-10-15,25.16646372362507,23.50721520944279,20.913802591684526,18.261419670060565,5.342128023976957,3.017695628431686,1.5653364464793915,0.3251980836551005,0.9191476026994242,0.981593019944486
2024-10-16,25.182117826000116,23.52212483246425,20.916136478289438,18.270567224601564,5.313130136902979,3.020186957325064,1.5553909986898917,0.32540434291598697,0.9146115560603937,0.9803296467503173
