date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,DBS VICKERS (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD
2024-03-01,37.8864656922953,16.250330341971843,17.471603440113945,0.0,12.454656846036578,7.120850916608099,3.0084678595818484,0.0,3.0007347222519862,2.8068901811403975
2024-03-04,37.811088392920816,16.26291547998218,17.482177065796204,0.0,12.468253009903158,7.144088168049042,3.011752062632311,0.0,3.009468278566029,2.8102575421502602
2024-03-05,37.831058254880034,16.18104705150266,17.49906197027124,0.0,12.466447354424249,7.177977570376476,3.0145060101779615,0.0,3.019196822201086,2.8107049661662975
2024-03-06,36.47964015807153,15.669491834956803,16.862930378531946,0.0,12.064866824475908,6.972548778536698,2.917754890316048,3.384987165951625,2.9272850911999173,2.7204948779595153
2024-03-07,36.5402847077147,15.666812726717,16.857197324617783,0.0,12.041628669427523,6.967666500795554,2.924864416520722,3.3797494703400086,2.910491405215813,2.711304778650899
2024-03-08,33.53470225837778,14.35972749590305,15.493493420208074,8.232523303957137,11.05519260330496,6.395221025883591,2.683206694060857,3.12865413332536,2.657506313356145,2.4597727516230488
2024-03-11,33.626840864150154,14.333352368506006,15.474434394495068,8.217402275302312,11.05596663538278,6.385891416088974,2.6753245069530895,3.1242502483993366,2.650879714720961,2.455657576001319
2024-03-12,33.6358279205803,14.337183077643664,15.483942095999772,8.219598445268314,11.030718285508053,6.3873294979233854,2.6706674813741964,3.125085230591023,2.6533340939409538,2.456313871170342
2024-03-13,33.580943788200685,14.330977619000992,15.489065890180493,8.228527630168397,11.056011484622973,6.393596003610032,2.6738375970682333,3.128480100065277,2.6595776518952383,2.4589822351876798
2024-03-14,33.867092360476505,14.315572636662354,15.491837926587406,8.228714598717714,11.044162229460252,6.39185898355602,2.4318190425404866,3.129895682011356,2.6363782908881297,2.462668249099776
2024-03-15,33.9347063236308,14.294395219570507,15.477665379686655,8.220401874482903,11.037706298237422,6.387282261782562,2.434869263781858,3.126733832201626,2.625253224908252,2.460986321717417
2024-03-18,33.93453827322869,14.292300939049642,15.472781973584581,8.216881260041516,11.032442069989585,6.384546731511001,2.433692207364007,3.1253947219668587,2.647489486998579,2.4599323362655388
2024-03-19,33.683676550200275,14.33240449408546,15.493418201702394,8.221633753162678,11.08315324174326,6.396971144043713,2.480907693880991,3.1298890722334134,2.687305927630016,2.4906399213177997
2024-03-20,33.596773081232726,14.505817944812039,15.422669378639137,8.234209102969952,11.100239950686559,6.3997595414270565,2.4833569567323033,3.1562026852960807,2.619975837712275,2.480995520491875
2024-03-21,33.59741041007718,14.527191456801575,15.423840958817078,8.230311401752902,11.034337035128562,6.400764458087123,2.48218144815442,3.1872518146571824,2.6270731567321253,2.489637859791848
2024-03-22,33.60982843012327,14.527570209619089,15.419206889168565,8.228164813729686,11.035492335817072,6.3898186362003075,2.4815340581945553,3.186420531824937,2.633782214321454,2.4881818810010596
2024-03-25,33.65486835562167,14.54549485861211,15.42751197738478,8.236259091079626,10.936133027057357,6.398123074681009,2.48236033789073,3.189555103399767,2.637449723501268,2.492244450771675
2024-03-26,33.60050456213029,14.519487298611688,15.426860882297659,8.230670422777777,10.925888260114395,6.3936471818416205,2.5971370293856704,3.1873908483288367,2.627591199262391,2.490822315249674
2024-03-27,33.51059211690277,14.512054396510047,15.386921271877267,8.224704825420034,10.896064550275264,6.384712767845715,2.5949858538241855,3.1985190393835135,2.6263586395285334,2.6650865384326714
2024-03-28,33.52910405096757,14.536642870670152,15.359175895896469,8.221434527211082,10.874672068165594,6.384592038143862,2.597983959800427,3.1891874048416327,2.6431803346883607,2.6640268496148547
2024-04-02,33.44996398960169,14.616706857999759,15.312988297942818,8.220076350473612,10.86884632226181,6.387566562531807,2.607896530475881,3.191346723192898,2.6525482048533657,2.692060160666356
2024-04-03,33.65698602435819,14.719155395530455,14.801170593999203,8.27031952020721,10.910280490497744,6.403096448118338,2.6634295776179036,3.21490691884813,2.652275452250232,2.7083795785725933
2024-04-05,33.53492056643776,14.788853720954092,14.773174015092078,8.266451441659264,10.905177686208953,6.396725024871741,2.807258264142957,3.213268221153949,2.6972276243507047,2.616943435128502
2024-04-08,33.31398903147861,14.714624367727595,15.262023264479271,8.209726348670577,10.839102198112789,6.248609797247058,2.891661702278468,3.1924445952216343,2.729736262274815,2.5980824325091816
2024-04-09,33.24061093894239,14.689607372960747,15.35065164385957,8.204145594198033,10.830795664662878,6.247311411645167,2.9057828661414367,3.1902744559628493,2.7446377837153495,2.5961822679115794
2024-04-10,33.37121489847765,14.396113379054059,15.359283305853703,8.242729362732515,10.889274960901814,6.289487575555672,2.8614203075277453,3.205278189106906,2.776806011528899,2.608392009261034
2024-04-11,33.36528992190752,14.398373986586591,15.330468005698405,8.241864647004919,10.88813260538989,6.3037765067069875,2.8744389138897946,3.204941934652893,2.7845951061275636,2.6081183720354395
