date,CGS INTERNATIONAL SECURITIES HK LTD,GOLDEN EAGLE BROKERAGE LTD,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,DBS BANK LTD,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,MIB SECURITIES (HONG KONG) LTD,PUBLIC BANK (HONG KONG) LTD
2024-03-01,96.75750597608436,0.0,3.2424940239156466,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,96.73412110803183,0.0,3.2658788919681636,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,89.73657682668915,0.0,3.0931894881927624,7.1702336851180855,0.0,0.0,0.0,0.0,0.0
2024-03-06,86.02323105454906,0.0,3.1094154400024854,6.911948422079525,0.0,3.521694424935747,0.0,0.43371065843319007,0.0
2024-03-07,85.71901465308494,0.0,3.324496909520037,6.902375755431253,0.0,3.6159665261171647,0.0,0.4381461558466097,0.0
2024-03-08,85.59126307756728,0.0,3.3366045192790037,6.882472340331312,0.0,3.7497992695897557,0.0,0.43986079323264343,0.0
2024-03-11,85.42830826826305,0.0,3.4822766512445784,6.862878707964453,0.0,3.7816709158690487,0.0,0.4448654566588618,0.0
2024-03-12,85.75562126641174,0.0,3.1045880587196524,6.891537718515132,0.0,3.801101713620852,0.0,0.44715124273263906,0.0
2024-03-13,85.66227514839801,0.0,3.1780899601608765,6.8913643580573645,0.0,3.8085527613687864,0.0,0.45971777201496017,0.0
2024-03-14,85.52012653571197,0.0,3.3281680655086174,6.8856916193417215,0.0,3.806674431587838,0.0,0.45933934784986297,0.0
2024-03-15,85.35723339711944,0.0,3.5167952701525014,6.866899959075394,0.0,3.800985603431438,0.0,0.4580857702212186,0.0
2024-03-18,85.44492206089458,0.0,3.3814286019221194,6.860533874874671,0.0,3.8554125999801263,0.0,0.4577028623285009,0.0
2024-03-19,85.37082002156147,0.0,3.330443222997094,6.854182267914945,0.0,3.987275374827232,0.0,0.45727911269926297,0.0
2024-03-20,84.16492296264853,0.0,3.2778513395430546,6.765643237708062,1.3890037841767167,3.9512064748864315,0.0,0.4513722010371994,0.0
2024-03-21,84.03085872560992,0.0,3.3804978453773775,6.765935682126208,1.3890638237604183,3.9763859718059735,0.0,0.45725795132011104,0.0
2024-03-22,84.01070232996115,0.0,3.3833058022836657,6.757360859573847,1.3873033908561987,3.998482009484472,0.0,0.4628456078406656,0.0
2024-03-25,84.14854153691232,0.0,3.2804592467463305,6.7323453767745915,1.3821676485401517,3.9935107195107213,0.0,0.4629754715158943,0.0
2024-03-26,84.14775866152854,0.0,3.2798902697363137,6.733069355597338,1.3823162832359415,3.9939401712140326,0.0,0.46302525868783373,0.0
2024-03-27,84.14372932082989,0.0,3.277310663302735,6.736608749237044,1.383042929762593,3.996039678243114,0.0,0.46326865862463384,0.0
2024-03-28,77.17946988459894,7.879280869676158,3.219147124500129,6.14726590989322,1.2736736358390714,3.874528619233422,0.0,0.42663395625905326,0.0
2024-04-02,77.14364509552341,7.876114639094363,3.221249386921929,6.144795676677744,1.273161819534548,3.913155927005458,0.0,0.4278774552425509,0.0
2024-04-03,77.13937362606663,7.863275174907343,3.21882344307701,6.134778569557993,1.2710863398932213,3.9440702753446555,0.0,0.42859257115314886,0.0
2024-04-05,77.18460421170711,7.880440971287636,3.1066469652546687,6.045673168257172,1.2738611644805644,3.952680314514107,0.12656500122756442,0.429528203271175,0.0
2024-04-08,77.09771587019935,7.881110416085948,3.16750866320557,6.046186749219142,1.273969379202741,3.953016095377842,0.12657575294590467,0.4539170737635016,0.0
2024-04-09,76.96311499548541,7.883566020415761,3.2959605566814383,6.0480706261827155,1.2743663238664311,3.9542477801185876,0.1266151915466314,0.4540585057030204,0.0
2024-04-10,77.30912735595598,7.850876108381327,3.0013409669868247,6.022991760066042,1.2690820498565532,3.968315876956004,0.12609017032360065,0.452175711473673,0.0
2024-04-11,77.29783816818339,7.853024841183534,3.003291046621067,6.024640213026402,1.2694293892097126,3.9699662949765187,0.12951057782779687,0.45229946897158685,0.0
2024-04-12,77.40326845580589,7.8603215794362535,2.8795573018084233,6.030238084367738,1.2706088957273536,3.9736550398248283,0.12963091423401985,0.45271972879549854,0.0
2024-04-15,77.07883723988294,7.882538945198594,3.1482575062815314,6.047282680291765,1.2742002987370107,3.984886660126995,0.1299973187642338,0.4539993507169211,0.0
2024-04-16,77.08091439521341,7.881824615914384,3.147972205752526,6.046734665097871,1.2740848285067123,3.9845255428200748,0.1299855381828364,0.45395820851217156,0.0
2024-04-17,76.91618434042383,7.85577338830989,3.2202687046287557,6.026748828226243,1.269873687625977,4.056032840298556,0.20096689610795637,0.45415131437879463,0.0
2024-04-18,76.9648060579258,7.877853521115237,3.113835390406321,6.0436881425284765,1.2734429071391726,4.069414437104153,0.20153175147434782,0.4554277923064967,0.0
2024-04-19,76.95870939008958,7.877808924805395,3.113817763070715,6.043653929377867,1.2734356982142667,4.075618469691042,0.2015306106087037,0.4554252141424217,0.0
2024-04-22,76.87678928177006,7.88325340397378,3.143444462392247,6.047830794827829,1.2743157898993258,4.116956409755939,0.20166989162220939,0.45573996575861636,0.0
2024-04-23,76.96647073764127,7.867809817670535,3.0917733535449354,6.03909245238918,1.2718193579225257,4.10691231378595,0.20127481281192228,0.45484715423368394,0.0
2024-04-24,77.95304462030485,7.968661209263337,2.991970021443011,6.116502925175793,1.2881218302844122,3.0143039753483385,0.20385479954712188,0.4635406186331325,0.0
2024-04-25,77.96011216152317,7.966106714069726,2.9910108925707326,6.114542172056322,1.287708900064663,3.013337686932392,0.2037894502880729,0.46339202249492983,0.0
2024-04-26,77.58765448151485,7.965627928540626,3.3588893852167576,6.1141746707895015,1.2876315051201594,3.0151600043678615,0.20377720196611548,0.46708482248412986,0.0
2024-04-29,77.59733065745264,7.935064508037007,3.3843617713641314,6.108492778105098,1.2864349112341353,3.0123580210269254,0.2035878321401877,0.47236952063987364,0.0
2024-04-30,77.56220780303836,7.899909572086285,3.4538155292716337,6.10894694087017,1.2865305568962644,3.0125819880344857,0.2036029687730918,0.47240464102970187,0.0
2024-05-02,77.7846969019609,7.914575405229626,3.310679554869817,6.120287931004145,1.1743229054526982,3.0181747134149464,0.20398094869049063,0.47328163937737433,0.0
2024-05-03,77.70973421798159,7.906918846901368,3.41423423313858,6.114367165943456,1.1628831997017395,3.015254931928896,0.20378361757017932,0.4728237868341801,0.0
