date,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,HANG SENG SECURITIES LTD
2024-03-01,18.52745367192862,79.2210020590254,0.0,0.0,0.0,2.251544269045985,0.0
2024-03-04,18.52745367192862,78.36307481125601,0.0,0.0,0.0,3.109471516815374,0.0
2024-03-12,18.52745367192862,77.50514756348662,0.0,0.0,0.0,3.9673987645847633,0.0
2024-03-13,24.94870609981516,69.70887245841035,0.0,0.0,0.0,5.342421441774492,0.0
2024-03-14,24.396294622684138,68.23316764572978,0.0,0.0,2.1464075915047447,5.224130140081337,0.0
2024-03-18,24.22660982723805,67.71370877271707,0.0,0.0,2.131478573031187,5.187794480592327,0.7404083464213597
2024-03-19,24.22660982723805,67.66883553960062,0.0,0.0,2.176351806147633,5.187794480592327,0.7404083464213597
2024-03-26,24.22660982723805,68.79066636751178,0.0,0.0,2.176351806147633,4.065963652681176,0.7404083464213597
2024-04-03,43.94708994708994,43.386243386243386,0.0,0.0,3.9479039479039484,7.375661375661376,1.3431013431013432
2024-04-05,18.138086037616812,20.50392334687118,0.0,0.0,19.123851583139466,35.72808643192303,6.506052600449509
2024-04-08,18.138086037616812,20.50392334687118,0.0,0.0,19.123851583139466,35.72808643192303,6.506052600449509
2024-04-11,75.43249058633674,12.910166756320601,0.0,0.0,5.21785906401291,4.664335664335664,1.7751479289940828
2024-04-12,75.41204948897257,12.910166756320601,0.0,0.0,5.21785906401291,4.684776761699839,1.7751479289940828
2024-04-15,75.37977407208176,12.910166756320601,0.0,0.0,5.21785906401291,4.71705217859064,1.7751479289940828
2024-04-16,48.15524475524475,33.56643356643357,0.0,0.0,13.566433566433567,0.0965034965034965,4.615384615384616
2024-04-22,30.87982062780269,57.219730941704036,0.0,0.0,8.878923766816143,0.06188340807174888,2.9596412556053813
2024-04-30,8.251121076233185,57.219730941704036,0.0,0.0,9.058295964125561,22.51121076233184,2.9596412556053813
2024-05-03,6.552706552706552,47.293447293447294,18.58974358974359,0.0,7.193732193732194,17.87749287749288,2.492877492877493
2024-05-09,6.557377049180328,51.31860299358517,18.602993585174627,0.0,7.198859586600142,13.827512473271561,2.4946543121881684
2024-05-20,7.626514611546685,50.24946543121882,18.602993585174627,0.0,7.198859586600142,13.827512473271561,2.4946543121881684
2024-05-24,7.626514611546685,50.24946543121882,19.38702779757662,0.0,7.198859586600142,13.043478260869565,2.4946543121881684
2024-05-28,7.626514611546685,50.17818959372773,19.38702779757662,0.0,7.270135424091233,13.043478260869565,2.4946543121881684
2024-06-03,7.626514611546685,52.316464718460445,17.248752672843906,0.0,7.270135424091233,13.043478260869565,2.4946543121881684
2024-06-04,7.244414353419093,45.63303994583616,16.384563303994586,5.687203791469194,6.9058903182125935,15.775220040622884,2.3696682464454977
2024-06-05,7.244414353419093,45.497630331753555,16.384563303994586,5.687203791469194,6.9058903182125935,15.775220040622884,2.5050778605280972
2024-06-06,6.721738857304395,61.06102961962496,15.20243741558564,5.276879102930552,6.407638910701385,3.005936488990797,2.324339604862267
2024-06-17,6.679776508412148,61.179261478915,15.10753191622187,5.243936698192715,6.367637419234011,3.1120267191060336,2.3098292599182195
2024-06-20,8.219072857856128,52.23336021815109,18.588931136459657,6.452356262242194,7.835004032722664,3.8291661865806357,2.8421093059876332
2024-07-02,8.603141682989591,51.84929139301763,18.588931136459657,6.452356262242194,7.835004032722664,3.8291661865806357,2.8421093059876332
2024-07-03,8.603141682989591,51.77247762799093,18.588931136459657,6.452356262242194,7.911817797749357,3.8291661865806357,2.8421093059876332
2024-07-10,8.756769213042977,51.61885009793755,18.588931136459657,6.452356262242194,7.911817797749357,3.8291661865806357,2.8421093059876332
2024-07-22,8.756769213042977,51.46522256788416,18.74255866651304,6.452356262242194,7.911817797749357,3.8291661865806357,2.8421093059876332
2024-07-23,95.65983246908655,1.9146390107698443,0.6488498869831139,0.23667065549793911,0.2738997473740194,1.1677170589017416,0.09839117138678366
2024-07-24,96.61321632761602,1.9146390107698443,0.6488498869831139,0.23667065549793911,0.2738997473740194,0.21433320037229092,0.09839117138678366
2024-07-29,96.63120378743551,1.8963774668865365,0.6489706899303154,0.2367147188680249,0.2739507420607479,0.2143731049523911,0.09840948986648225
2024-08-02,96.63120378743551,1.8937177509441991,0.6489706899303154,0.2367147188680249,0.2766104580030853,0.2143731049523911,0.09840948986648225
2024-08-06,96.62863374025905,1.843134125907604,0.704805978882417,0.23670842309635895,0.2766031011463071,0.2117077581850581,0.09840687252320542
2024-08-12,96.62863374025905,1.8165376738743053,0.7314024309157159,0.23670842309635895,0.2766031011463071,0.2117077581850581,0.09840687252320542
2024-08-30,96.64459161147903,1.800579802654326,0.7314024309157159,0.23670842309635895,0.2766031011463071,0.2117077581850581,0.09840687252320542
2024-09-03,96.26692199260619,2.0612250325806536,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.3234128567249129,0.09840687252320542
2024-09-04,96.26692199260619,2.3271895529136413,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.05744833639192532,0.09840687252320542
2024-09-05,95.8839330833267,2.593154073246629,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.17447272533843985,0.09840687252320542
2024-09-10,95.8839330833267,2.726136333413123,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.041490465171946066,0.09840687252320542
2024-09-11,95.4929652384372,2.9468868852895023,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.2117077581850581,0.09840687252320542
2024-09-19,95.50094417404719,2.9468868852895023,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.2037288225750685,0.09840687252320542
2024-09-20,95.50094417404719,3.079869145455996,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.0707465624085747,0.09840687252320542
2024-09-23,95.12327455517435,3.2128514056224895,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.31543392111492324,0.09840687252320542
2024-09-26,95.12327455517435,3.345833665788984,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.1824516609484295,0.09840687252320542
2024-09-30,95.12327455517435,3.478815925955477,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.049469400781935687,0.09840687252320542
2024-10-02,94.77220138833479,3.6117981861219715,0.7314024309157159,0.23670842309635895,0.28192239155296683,0.2675603074549855,0.09840687252320542
2024-10-03,94.77220138833479,3.6091385409186416,0.7314024309157159,0.23670842309635895,0.28458203675629673,0.2675603074549855,0.09840687252320542
2024-10-09,94.77220138833479,3.4761562807521478,0.7314024309157159,0.23670842309635895,0.28458203675629673,0.40054256762147933,0.09840687252320542
2024-10-14,94.81759399696655,3.5044304302706157,0.7317527473989516,0.23682179824911523,0.2847183417152285,0.32622867938585987,0.09845400601367713
2024-10-17,94.81759399696655,3.6374763843431523,0.7317527473989516,0.23682179824911523,0.2847183417152285,0.19318272531332323,0.09845400601367713
2024-10-22,94.46901359729651,3.770522338415689,0.7317527473989516,0.23682179824911523,0.2847183417152285,0.40871717091083265,0.09845400601367713
2024-10-23,93.7612091216306,4.036614246560762,0.7317527473989516,0.23682179824911523,0.2847183417152285,0.8504297384316543,0.09845400601367713
