date,CHINA INTERNATIONAL CAPITAL CORPORATION,SDICS INTERNATIONAL SECURITIES (HONG,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,16.4847941371456,4.827699871795202,8.651342435787969,0.0,0.0,5.666548866148516,1.5078638294798807,0.6125952314006309,37.75084437175779
2024-03-04,0.0,0.0,16.48835394842401,4.829763530507325,8.826778344997305,0.0,0.0,5.667013189358744,1.50734791480185,0.6125952314006309,37.931852159489864
2024-03-05,0.0,0.0,16.489231003376663,4.8302278537175525,8.829873833065488,0.0,0.0,5.667167963762153,1.5071931403984409,0.612646822868434,37.936340617188726
2024-03-06,0.0,0.0,16.494699698963785,4.829918304910734,8.827810174353365,0.0,2.690443454461501,5.646531376640931,1.5071931403984409,0.610737938559721,40.607334088288475
2024-03-07,0.0,0.0,16.500684309228937,4.836831561596344,8.832969321133671,0.0,2.690443454461501,5.643539071508354,1.5071931403984409,0.6112538532377515,40.622914711565
2024-03-08,0.0,0.0,16.48747689347136,4.845860068461878,8.853502725319288,0.0,2.690443454461501,5.646273419301916,1.5198330500101893,0.5910352085972022,40.634424819623334
2024-03-11,0.0,0.0,16.493822644011132,4.845705294058469,8.60395479555591,0.0,2.690443454461501,5.645809096091688,1.5198330500101893,0.5910352085972022,40.390603542786096
2024-03-12,0.0,0.0,16.484742545677797,4.85163831285582,8.744735993561385,0.0,2.7079845535145397,5.615576495959098,1.5126102445177616,0.6108463322335752,40.52813447831998
2024-03-13,0.0,0.0,16.478293612202414,4.842558214522482,9.037249091345274,0.0,2.7079845535145397,5.620632459803797,1.5126102445177616,0.9917461390235283,41.1910743149298
2024-03-14,0.0,0.0,16.478345203670216,4.842558214522482,9.285868374688194,0.0,2.723461993855456,5.619806996318949,1.5036333291200301,0.9917461390235283,41.445420251198854
2024-03-15,3.1869597405981,0.0,16.467820544238393,4.842661397458088,9.036423627860426,0.0,2.7265574819236393,5.620116545125767,1.5036333291200301,0.9917461390235283,44.37591880534797
2024-03-18,3.1869597405981,0.0,16.46776895277059,4.843383678007331,9.286590655237436,0.0,2.7265574819236393,5.616092410637129,1.5036333291200301,0.9917461390235283,44.62273238731779
2024-03-19,3.1869597405981,0.0,16.461990708376646,4.843177312136119,9.666407041203525,0.0,2.7420349222645557,5.613048514036749,1.5036333291200301,0.611671795718424,44.628923363454156
2024-03-20,3.1869597405981,0.0,16.453839256463766,4.86448458833878,9.665942717993298,0.0,2.7420349222645557,5.6189815328341,1.5086892929647293,0.6108463322335752,44.6517783836909
2024-03-21,3.1869597405981,0.0,16.44677122537475,4.862214563755446,9.654231454802005,0.0,2.7420349222645557,5.626359112729936,1.512816610388974,0.6106399663623631,44.64202759627613
2024-03-22,3.1869597405981,0.0,16.44919602436149,4.82831896940884,9.640404941430786,0.0,2.7420349222645557,5.6226445270481165,1.512816610388974,0.6104336004911508,44.592809335992015
2024-03-25,3.1869597405981,0.0,16.45559336636907,4.82563621308308,9.640559715834197,0.0,2.7420349222645557,5.61965222191554,1.512816610388974,0.6104336004911508,44.59368639094466
2024-03-26,3.1869597405981,0.0,16.459411134986496,4.820580249238381,9.641901093997076,0.0,2.7471940690448617,5.609746660097353,1.5267463066957987,0.6104336004911508,44.60297285514921
2024-03-27,3.1869597405981,0.0,16.466479166075516,4.816452931814137,9.643087697756544,0.0,2.7471940690448617,5.610210983307581,1.5267463066957987,0.6104336004911508,44.607564495783684
2024-03-28,3.174577788325367,0.0,16.470606483499758,4.8028327843141305,9.391269743409834,0.0,2.7471940690448617,5.6174337888000085,1.52220625752913,0.5948013857468252,44.32092230066991
2024-04-02,2.5915942021508482,0.0,16.34363028522343,4.887752340317958,9.170561444148367,5.5536151431276295,2.7325936836565967,5.665104305050031,1.5509942965632344,0.9852456140803434,49.481091314318434
2024-04-03,2.5915942021508482,0.0,16.280379145696884,5.2711595440346075,9.172006005246852,5.555162887161721,2.7443049468478904,5.675474190078445,1.5612609986560424,0.985761528758374,49.837103448631666
2024-04-05,2.5871057444519825,0.0,16.238045869974023,5.201872202775105,9.16823982809723,5.555162887161721,2.754623240408501,5.683935190798146,1.5766352560613526,0.9850908396769341,49.75071105940499
2024-04-08,2.548979649745525,0.0,16.23108102182061,5.204864507907682,9.183562494034735,5.5706403275026375,2.754623240408501,5.686566355656102,1.580762573485597,0.9852972055481465,49.74637737610954
2024-04-09,2.548979649745525,0.0,16.15730522286224,5.200685599015635,9.188618457879436,5.5706403275026375,2.935451335058208,5.681355617407993,1.5712697434098348,0.9852972055481465,49.839603158429654
2024-04-10,2.558162931014469,13.294811704040384,16.19408993940582,5.217401234583825,9.189185964025269,5.580958621063249,2.9462855432968493,5.565790729529151,1.5784925489022625,0.9852972055481465,63.11047642140942
