date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,SOFI SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-11,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-12,96.31311449614749,0.0,0.0,2.0218404375965386,1.665045066255973,0.0,0.0
2024-03-15,96.30470811716411,0.0,0.0,2.021663967787092,1.6736279150487854,0.0,0.0
2024-03-18,96.30672284068167,0.0,0.0,2.0205617290277114,1.6727154302906149,0.0,0.0
2024-03-25,96.30462257695035,0.0,0.0,2.020517664476544,1.6748597585731093,0.0,0.0
2024-04-03,71.73411963718738,25.513004576280306,0.0,1.5051870263925569,1.2476887601397557,0.0,0.0
2024-04-18,71.73295426738568,25.512590100083564,0.0,1.511660846989015,1.2427947855417478,0.0,0.0
2024-04-19,71.7277105718164,25.510725123838903,0.0,1.5115503442310212,1.2500139601136708,0.0,0.0
2024-04-24,56.5710852868275,21.95295817741638,19.099524451476665,1.3007470908364953,1.0756849934429695,0.0,0.0
2024-04-29,56.38624675070211,21.881229791217642,19.03711928243311,1.2909237367470012,1.0714736681688546,0.0,0.3330067707312825
2024-05-07,56.38585392913031,21.881077352997778,19.03698665805128,1.29161140540244,1.0714662036186369,0.0,0.3330044507995503
2024-05-08,56.38585392913031,21.881077352997778,19.03698665805128,1.2930047294643627,1.070072879556714,0.0,0.3330044507995503
2024-05-16,56.38624675070211,21.881229791217642,19.03711928243311,1.2930137374001263,1.0693836675157296,0.0,0.3330067707312825
2024-05-21,56.38546111303175,21.88092491690186,19.036854035517326,1.292995721654108,1.0714587391724235,0.0,0.33230547372252667
2024-05-28,56.385068302406324,21.880772482929842,19.036721414831206,1.2929867139693594,1.0721479271545498,0.0,0.33230315870872007
2024-05-30,56.38428269757437,21.880467621357322,19.03645617900232,1.2929686989763707,1.0735262743117389,0.0,0.33229852877787114
2024-06-05,56.38358605495639,21.880467621357322,19.03645617900232,1.2922720563583878,1.0749195595477048,0.0,0.33229852877787114
2024-06-11,56.389871428982,21.882906751829108,19.038578272604,1.281268588279249,1.0750393864681245,0.0,0.3323355718375214
2024-06-13,56.389871428982,21.882906751829108,19.038578272604,1.2784817071736934,1.0778262675736803,0.0,0.3323355718375214
2024-06-18,56.39026431138736,21.883059215539756,19.038710919163336,1.2680397377178247,1.0875879288887496,0.0,0.3323378873029683
2024-06-19,56.39026431138736,21.883059215539756,19.038710919163336,1.265949562325982,1.089678104280592,0.0,0.3323378873029683
2024-06-20,56.39105009262219,21.88336414933466,19.03897621782718,1.2624835287529403,1.0917834931323718,0.0,0.3323425183306582
2024-06-21,56.39105009262219,21.88336414933466,19.03897621782718,1.2596965893958698,1.0945704324894423,0.0,0.3323425183306582
2024-06-24,56.39105009262219,21.88336414933466,19.03897621782718,1.2596965893958698,1.0952671673287098,0.0,0.33164578349139057
2024-06-26,56.39105009262219,21.88336414933466,19.036886013309378,1.2596965893958698,1.0973573718465128,0.0,0.33164578349139057
2024-06-27,56.39105009262219,21.88336414933466,19.03409907395231,1.2596965893958698,1.1001443112035834,0.0,0.33164578349139057
2024-06-28,56.390657199267395,21.883211681374927,19.03187626772198,1.2596878127120128,1.1029235661079182,0.0,0.3316434728157733
2024-07-04,56.38437165008199,21.880772482929842,19.029754891587835,1.2595474024011863,1.113947066614766,0.0,0.3316065063843831
2024-07-05,56.38162216291291,21.87970550459115,19.02882693823172,1.2594859827325726,1.118769075369752,0.0,0.3315903361618941
2024-07-17,56.376745834439944,21.87970550459115,19.02882693823172,1.2594859827325726,1.1236454038427208,0.0,0.3315903361618941
2024-07-18,56.32937578641681,21.87970550459115,19.02882693823172,1.2594859827325726,1.1710154518658487,0.0,0.3315903361618941
2024-07-19,56.32319431830155,21.880010344926674,19.029092058527205,1.2595035305980813,1.1766047915819466,0.0,0.3315949560645391
2024-07-22,63.77422058919561,18.147399194844446,15.782832112856331,1.0446390562324004,0.9758823926861306,0.0,0.2750266541850789
2024-07-23,63.77054453754793,18.14750404877975,15.782923304549392,1.0446450920568642,0.9793547738033103,0.0,0.2750282432627585
2024-07-31,63.768233375839834,18.14750404877975,15.782923304549392,1.0446450920568642,0.9816659355114006,0.0,0.2750282432627585
2024-08-01,63.766500004558765,18.14750404877975,15.782923304549392,1.0446450920568642,0.9833993067924685,0.0,0.2750282432627585
2024-08-08,63.766500004558765,18.14750404877975,15.782923304549392,1.0458006729109095,0.9822437259384232,0.0,0.2750282432627585
2024-08-14,63.76340168082749,18.14760890392673,15.783014497296255,1.0492734780747546,0.9822494012814333,0.0,0.27445203859334166
2024-08-16,63.76182732949175,18.14781861785581,15.783196885951448,1.0492856034883524,0.9834163530491056,0.0,0.27445521016352825
2024-08-19,63.76067172860685,18.14781861785581,15.783196885951448,1.0492856034883524,0.9845719539340045,0.0,0.27445521016352825
2024-08-20,63.75720492595216,18.14781861785581,15.783196885951448,1.0492856034883524,0.9897721579160504,0.0,0.27272180883617964
2024-08-21,63.751535303465566,18.14834292388437,15.783652876032212,1.049315918248444,0.9944232903665045,0.0,0.27272968800289954
2024-08-22,63.750069095278704,18.149077003222512,15.784291306411522,1.0493583618554445,0.9944635136306277,0.0,0.27274071960119484
2024-08-23,63.7483932835325,18.1499160237576,15.78502100437553,1.0494068730394628,0.9945094870599753,0.0,0.27275332823492643
2024-08-27,63.747237549090826,18.1499160237576,15.78502100437553,1.0494068730394628,0.9956652215016487,0.0,0.27275332823492643
2024-08-28,63.74556152896265,18.15075512187107,15.785750769809622,1.049455388708972,0.995711252613193,0.0,0.27276593803449045
2024-09-02,63.74519314935662,18.15065023036395,15.785659545440273,1.0494493240049616,0.9962833890884106,0.0,0.272764361745783
2024-09-09,66.62292545520619,16.709938857792753,14.532669765900188,0.9661490809369871,0.917203202387316,0.0,0.25111363777657375
2024-09-12,66.621862129476,16.709672161189207,14.53243781929045,0.9661336608519351,0.9187845992793456,0.0,0.251109629913058
2024-09-25,66.62257100952473,16.70984995797899,14.532592449540946,0.9661439408539448,0.9177303402935324,0.0,0.2511123018078535
2024-09-27,66.62434327564723,16.710294466507314,14.532979039564117,0.9635094831106537,0.9177547533770721,0.0,0.2511189817936105
2024-10-02,66.62434327564723,16.710294466507314,14.532979039564117,0.96457354659283,0.9166906898948958,0.0,0.2511189817936105
2024-10-07,66.40248620562997,16.654383697142375,14.484353323189389,0.961346191790246,0.9146840490006479,0.3324677673758877,0.2502787658714816
2024-10-24,66.40424675360943,16.654825259548282,14.484737350963561,0.9613716802349148,0.9120569718720649,0.33247658218824694,0.2502854015834969
2024-10-25,66.40424675360943,16.654825259548282,14.484737350963561,0.9613716802349148,0.9141780345973488,0.33035551946296304,0.2502854015834969
2024-10-31,66.40354252321508,16.654648631776205,14.484583737410277,0.9613614846948613,0.9136380794976537,0.33194279614946676,0.25028274725646693
2024-11-01,66.40319041361924,16.654560319295037,14.484506931855456,0.9613563870059285,0.9141634921115394,0.3319410359987376,0.25028142011406407
2024-11-13,66.40283830775756,16.65447200775043,14.484430127115164,0.9613512893710571,0.9146888991533774,0.331939275866675,0.2502800929857358
2024-11-14,66.40002159528652,16.653765549108027,14.483815718514348,0.9634314380048532,0.9167710271383552,0.33192519548213434,0.25026947646576264
2024-11-18,66.41035157189992,16.648645515798027,14.479362814532001,0.9631352406649819,0.9164891750741628,0.3318231484074181,0.2501925336234846
2024-11-21,66.40982150297276,16.648645515798027,14.479362814532001,0.9631352406649819,0.9170192440013313,0.3318231484074181,0.2501925336234846
2024-11-25,66.41193367711888,16.64917502841876,14.479823332797178,0.9631658733230514,0.9138678952168083,0.33183370209148605,0.2502004910338361
2024-11-27,66.41175563060968,16.649263283796916,14.479900088689387,0.9631709789555066,0.9138727395263035,0.3318354611040986,0.25020181731810626
2024-11-28,66.40858741147191,16.648469019075787,14.479209314953046,0.9631250302119522,0.9185997123595558,0.33181963066190534,0.25018988126584557
2024-12-04,66.40911747477968,16.648469019075787,14.479209314953046,0.9631250302119522,0.9185997123595558,0.33181963066190534,0.24965981795807896
2024-12-10,66.40665349365108,16.647851310016506,14.478672092055561,0.9630892953311231,0.9222759349896281,0.3318073191399466,0.24965055481615794
2024-12-11,66.40665349365108,16.647851310016506,14.478672092055561,0.9630892953311231,0.9281064150384131,0.3259768390911616,0.24965055481615794
2024-12-12,66.40489361907204,16.647410117323084,14.478288385821134,0.9630637720397205,0.9307319668143913,0.3259682002225801,0.24964393870704915
2024-12-16,66.40489361907204,16.647410117323084,14.478288385821134,0.9630637720397205,0.9370923219406855,0.3196078450962858,0.24964393870704915
2025-01-03,66.40923412210866,16.638567950594187,14.482587057673403,0.96016858842607,0.9400214838649488,0.3197027381672668,0.24971805916547707
2025-01-06,66.40852994337364,16.638391521429078,14.482433489725077,0.960158407156689,0.9325889774647242,0.3281822496024243,0.2497154112483713
2025-01-07,66.40747370327136,16.638126884696756,14.482203143908906,0.9601431356574547,0.9341646631852208,0.3281770298022995,0.24971143947800173
2025-01-17,66.40747370327136,16.638126884696756,14.482203143908906,0.9601431356574547,0.9256818966636752,0.3366597963238452,0.24971143947800173
2025-01-24,66.40482283873338,16.638126884696756,14.482203143908906,0.9601431356574547,0.9283327612016582,0.3366597963238452,0.24971143947800173
2025-01-27,66.4012897596392,16.63803867432335,14.482126363598482,0.960138045265663,0.9320390301364084,0.3366580114542772,0.24971011558262138
2025-02-04,66.4012897596392,16.63803867432335,14.482126363598482,0.9596078751688848,0.9325692002331869,0.3366580114542772,0.24971011558262138
2025-02-05,66.40039908445574,16.638479735543935,14.482510273292142,0.9596333136132222,0.9325939219036784,0.3366669359913791,0.24971673519990478
2025-02-12,66.40039908445574,16.638479735543935,14.482510273292142,0.9596333136132222,0.9331241060548459,0.3361367518402115,0.24971673519990478
2025-02-14,66.39668779539757,16.638479735543935,14.482510273292142,0.9628144185202273,0.9336542902060134,0.3361367518402115,0.24971673519990478
2025-02-17,66.3897954014324,16.638479735543935,14.482510273292142,0.9628144185202273,0.9410768683223587,0.3361367518402115,0.24918655104873727
2025-02-19,66.12435274501031,16.637861340088847,14.482433489725077,1.2278999839728832,0.942132241588866,0.33613496970587564,0.2491852299081412
2025-02-24,66.11640002490687,16.637861340088847,14.482433489725077,1.2278999839728832,0.9500849616923173,0.33613496970587564,0.2491852299081412
2025-02-25,66.10915716906838,16.637773129720284,14.48235670697219,1.2278934739108067,0.9575024239563544,0.3361331875904367,0.249183908781554
2025-02-28,66.10664143472866,16.639008160002874,14.483431739607685,1.2279846210620662,0.9575734998437354,0.33615813892631685,0.24920240582865763
2025-03-03,66.09902057671972,16.639625743904414,14.483969315777815,1.2264394870183806,0.9629114173909983,0.3388218038066343,0.2492116553820315
2025-03-04,66.09902057671972,16.639625743904414,14.483969315777815,1.2142440230316003,0.9751068813777787,0.3388218038066343,0.2492116553820315
2025-03-05,66.09551594417893,16.63874349522145,14.483201362035972,1.2141796426659237,0.980357274798818,0.33880383915437784,0.24919844194453455
2025-03-07,66.09551594417893,16.63874349522145,14.483201362035972,1.2141796426659237,0.9787666464459804,0.3403944675072153,0.24919844194453455
2025-03-10,66.09586639070922,16.638831715879736,14.483278153745548,1.2131256558709114,0.9798322605111207,0.3403962723204218,0.2486695509630496
2025-03-13,62.84694961630173,20.736417733914788,13.771358212126817,1.1534949329823603,0.9316689843319064,0.32366422507634407,0.23644629526605201
2025-03-18,62.84631593704483,20.736208650771363,13.771219356954182,1.157012316012954,0.9291388664104027,0.3236609616036237,0.2364439112026472
2025-03-19,61.585953937030716,20.736208650771363,13.771219356954182,2.4173743160270647,0.9291388664104027,0.3236609616036237,0.2364439112026472
2025-04-02,61.58502250396511,20.735895033961718,13.771011079445387,2.4188501669050724,0.9291248140070966,0.32365606651793594,0.2364403351976822
2025-04-11,61.58378063703661,20.73547689297178,13.770733385900169,2.4213220256435246,0.9286019511212517,0.3236495399673418,0.2364355673593198
2025-04-25,59.063145590561994,20.73547689297178,13.770733385900169,4.941957072118149,0.9286019511212517,0.3236495399673418,0.2364355673593198
