date,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,ZHONGTAI INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-12,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-18,0.0,95.37512846865364,0.0,4.6248715313463515,0.0,0.0
2024-03-27,0.0,91.39579349904398,0.0,8.604206500956023,0.0,0.0
2024-04-09,94.11460309794045,5.574912891986063,0.0,0.3104840100734812,0.0,0.0
2024-04-18,97.47740022153143,2.201021903026405,0.0,0.3215778754421696,0.0,0.0
2024-05-06,88.04444920856112,11.633972915996713,0.0,0.3215778754421696,0.0,0.0
2024-05-08,91.84621431378855,7.832207810769286,0.0,0.3215778754421696,0.0,0.0
2024-06-17,94.20445206703111,5.473970057526708,0.0,0.3215778754421696,0.0,0.0
2024-06-18,91.92355335338877,7.757918952397806,0.0,0.31852769421341354,0.0,0.0
2024-06-24,87.95965315873296,11.721819147053619,0.0,0.31852769421341354,0.0,0.0
2024-06-25,87.95965315873296,11.721819147053619,0.0,0.31852769421341354,0.0,0.0
2024-06-26,96.99314436916168,2.6460329551377137,0.0,0.36082267570059734,0.0,0.0
2024-07-09,96.99314436916168,2.6460329551377137,0.0,0.36082267570059734,0.0,0.0
2024-07-15,96.91649878715619,2.713481067302553,0.0,0.37002014554125723,0.0,0.0
2024-07-19,99.36609897308034,0.25356041076786545,0.0,0.38034061615179815,0.0,0.0
2024-07-22,99.11253856231247,0.5071208215357309,0.0,0.38034061615179815,0.0,0.0
2024-07-23,98.8589781515446,0.7606812323035963,0.0,0.38034061615179815,0.0,0.0
2024-07-25,98.86759216541543,0.7549385563897161,0.0,0.37746927819485804,0.0,0.0
2024-08-07,98.92357373519914,0.7176175098672408,0.0,0.3588087549336204,0.0,0.0
2024-08-14,98.89629235989045,0.7358050934063688,0.0,0.3679025467031844,0.0,0.0
2024-08-16,98.69078373849112,0.7165063152070504,0.0,0.3582531576035252,0.23445678869830705,0.0
2024-08-21,98.7242988297992,0.6981642159809789,0.0,0.34908210799048944,0.22845484622933143,0.0
2024-08-23,98.72627498363792,0.6970827088634067,0.0,0.34854135443170337,0.22810095306697026,0.0
2024-09-26,90.27928617973546,9.153300637530057,0.0,0.3429629714311845,0.22445021130329737,0.0
2024-09-27,90.47528368039609,8.968743815786034,0.0,0.33604785321429775,0.2199246506035793,0.0
2024-09-30,89.26086525504941,8.892674741793002,1.5934850693386304,0.03671624583729563,0.21625868798167122,0.0
2024-10-02,87.05789050481167,11.09564949203074,1.5934850693386304,0.03671624583729563,0.21625868798167122,0.0
2024-10-03,87.3277513939869,10.864289848611765,1.5602587009588043,0.03595066131241484,0.21174939513012342,0.0
2024-10-04,87.57525419783522,10.658145792994969,1.5235999280522257,0.03526851685306078,0.207731564264528,0.0
2024-10-07,91.70493069561859,6.674611060312473,1.3930197168406842,0.03300994589669867,0.19442858133155522,0.0
2024-10-08,91.70723140618635,6.674778514211469,1.393054665181622,0.03301077405643654,0.19192464036412205,0.0
2024-10-10,91.66928092524194,6.705324531738205,1.3994297489582208,0.03316184239237489,0.19280295166926767,0.0
2024-10-15,97.94613467236786,0.34803018396179464,1.4686873763187733,0.03480301839617946,0.20234474895538737,0.0
2024-10-16,97.90976136554418,0.35419368869349993,1.4946973662865697,0.03541936886934999,0.20592821060640087,0.0
2024-10-22,95.29714790213588,2.9161809402788017,1.5382854459970678,0.03645226175348502,0.2119334498347619,0.0
2024-10-25,93.47453481446163,4.738794027953053,1.5382854459970678,0.03645226175348502,0.2119334498347619,0.0
2024-11-04,95.92214008530236,2.244405258791148,1.578565032016441,0.037406754313185804,0.21748286957686225,0.0
2024-11-07,95.94367373388997,2.22246001629804,1.5789194055181361,0.03741515178952929,0.2175316925043233,0.0
2024-11-08,95.71945351903136,2.3453102087326085,1.6661968149581832,0.039483336847350316,0.22955612043049473,0.0
2024-11-11,95.61558676013482,2.4022187766154923,1.7066268076291882,0.040441393545715354,0.2351262620747891,0.0
2024-11-12,96.22607750023148,2.067731072428373,1.4689941288969246,0.03481028741461907,0.20238701102859527,0.0
2024-11-14,96.14602092154108,2.06586132853664,1.467665792327377,0.034778810244724574,0.20220400276282868,0.08346914458733898
2024-11-15,96.14789652360297,2.0648559432741664,1.4669515287233976,0.034761884566905155,0.2021055968719866,0.08342852296057238
2024-11-19,96.76617307426298,1.7334390906273474,1.2315004987285196,0.029182476273187666,0.16966691705231307,0.07003794305565039
2024-11-20,88.66544832804921,10.124045455551437,0.9935691121494666,0.023544291757096367,0.1368865122757583,0.056506300217031284
2024-11-21,89.7074688592641,9.19331051967005,0.9022272184420375,0.02137979190620942,0.12430211014270157,0.0513115005749026
2024-11-22,97.543381500755,1.2469666946959683,0.9928678210598088,0.023527673484829592,0.13678989364079924,0.05646641636359102
2024-11-26,97.55843193778858,1.2393271716168823,0.9867850309855177,0.023383531539941178,0.135951852373218,0.05612047569585882
2024-11-27,94.65130716333216,4.209580384596126,0.9349699591050343,0.022155686234716455,0.12881315976864147,0.053173646963319485
2024-11-28,93.54352285159634,5.317364696331949,0.9349699591050343,0.022155686234716455,0.12881315976864147,0.053173646963319485
2024-11-29,85.78903266944558,13.071854878482709,0.9349699591050343,0.022155686234716455,0.12881315976864147,0.053173646963319485
2024-12-02,86.8968169811814,11.964070566746884,0.9349699591050343,0.022155686234716455,0.12881315976864147,0.053173646963319485
2024-12-03,94.1311978031435,4.618921924174805,1.0258868694746146,0.02431011539039371,0.14133901087974904,0.05834427693694491
2024-12-04,92.91569203362381,5.834427693694491,1.0258868694746146,0.02431011539039371,0.14133901087974904,0.05834427693694491
2024-12-05,91.70018626410412,7.049933463214177,1.0258868694746146,0.02431011539039371,0.14133901087974904,0.05834427693694491
2024-12-09,94.1311978031435,4.618921924174805,1.0258868694746146,0.02431011539039371,0.14133901087974904,0.05834427693694491
2024-12-10,90.48468049458444,8.265439232733861,1.0258868694746146,0.02431011539039371,0.14133901087974904,0.05834427693694491
2024-12-11,67.3900708737104,31.360048853607886,1.0258868694746146,0.02431011539039371,0.14133901087974904,0.05834427693694491
2024-12-12,82.49183707227542,16.1047562531493,1.1518995150557634,0.027296197039236098,0.15870008958611867,0.06551087289416664
