date,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,MIDAS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,ORIENT SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-07-16,61.438767502633574,25.094642481304458,0.0,0.0,5.217519498273704,1.9384233363858836,2.3618112040189176,1.2985280133097072,2.6503079640737557,0.0
2024-07-18,84.2453151411592,10.252737226830911,0.0,0.0,2.1316843398554073,0.7919676527421179,0.9649481825545564,0.5305302321824977,1.0828172246753187,0.0
2024-07-25,84.24511372349473,10.252712714104202,0.0,0.0,2.1316792433241596,0.7919657592685796,0.9651849602175451,0.530528963765849,1.0828146358249346,0.0
2024-07-26,84.2453970168619,10.252761739674833,0.0,0.0,2.1316894364110257,0.7919695462247103,0.9648309466842411,0.5305315006052114,1.0828198135380815,0.0
2024-08-02,84.2448934728133,10.252700457784803,0.0,0.0,2.131676695067674,0.7919648125352058,0.9654228908348215,0.5305283295597991,1.082813341404385,0.0
2024-08-06,83.99307202727837,10.22205349814743,0.0,0.0,2.1253047728699412,0.7895975031864226,1.2614530635552597,0.5289424956256616,1.0795766393369184,0.0
2024-08-07,83.99407310962737,10.222175331021027,0.0,0.0,2.1240190542899615,0.7896069141069209,1.261587284647712,0.5289487998955642,1.0795895064114511,0.0
2024-08-12,83.9854645811909,10.221127663206362,0.0,0.0,2.12380136418694,0.7895259875210074,1.271706956216949,0.5288945880849357,1.0794788595929128,0.0
2024-08-19,83.97535681803832,10.219897536801906,0.0,0.0,2.1200901293306815,0.7894309670109173,1.2961008114295833,0.5197747945222815,1.079348942866306,0.0
2024-08-27,83.97515668887824,10.219873180852879,0.0,0.0,2.120085076754867,0.7894290856475942,1.2963360414921812,0.5197735558006256,1.0793463705736053,0.0
2024-08-28,83.96225037271967,10.250947140821335,0.0,0.0,2.119759236478259,0.7893077566526167,1.2846992550777405,0.5138557546611247,1.0791804835892576,0.0
2024-08-29,83.9723549807924,10.254087299657408,0.0,0.0,2.128355226991462,0.7671206722900071,1.2848538648268393,0.5139175956787693,1.0793103597631095,0.0
2024-08-30,79.23117095913535,9.675128726053837,0.0,0.0,2.008522916563479,6.343512418419496,1.2383926642739442,0.4849011664784934,1.0183711490753984,0.0
2024-09-02,79.23117095913535,9.675128726053837,0.0,0.0,2.0292096345398396,6.305736672549621,1.2554816921674594,0.4849011664784934,1.0183711490753984,0.0
2024-09-03,79.23321980322588,9.67537891584752,0.0,0.0,2.0562454813741335,6.27576829941691,1.2560763113634164,0.48491370556983093,1.018397483202302,0.0
2024-09-04,79.23384338550323,9.67545506313566,0.0,0.0,2.061995676431301,6.269071794613808,1.2563110601653518,0.48491752194374055,1.0184054982069097,0.0
2024-09-05,79.23313072084466,9.675368037761345,0.0,0.0,2.072770467131306,6.255748597452207,1.259672678220076,0.4849131603784618,1.0183963382119423,0.0
2024-09-09,79.23321549271908,9.675433306645315,0.0,0.0,2.0727844497947654,6.255565935280656,1.259681175822395,0.4849164315450652,1.01840320819272,0.0
2024-09-10,79.25633718102634,9.678284240271573,0.0,0.0,2.0733952101297928,6.228168415630896,1.2600523496301923,0.48505931553969395,1.0187032877715159,0.0
2024-09-11,79.28495992295561,9.681779469069426,0.0,0.0,2.0744815142056727,6.193966012918477,1.2605074066578525,0.485234490523839,1.0190711836691244,0.0
2024-09-12,79.30789085611494,9.684579650063203,0.0,0.0,2.0755316498854386,6.166385119067156,1.2608719727888944,0.48537483088195504,1.0193659211984114,0.0
2024-09-13,79.3191381055207,9.685953093254522,0.0,0.0,2.084605177259507,6.144298686722937,1.2610507865411402,0.48544366554291085,1.019510485158286,0.0
2024-09-16,79.31672771210066,9.685658751205926,0.0,0.0,2.083303777187881,6.141298215982339,1.268103126193155,0.4854289136148747,1.0194795037151716,0.0
2024-09-23,79.31654532412902,9.691318982848426,0.0,0.0,2.0833108114979018,6.117570784635122,1.2863405982110505,0.48543055267371416,1.0194829460047536,0.0
2024-09-24,79.32011250718327,9.691809851217455,0.0,0.0,2.0834163318488494,6.1088761409047,1.2880940956358218,0.48815649007176987,1.019534583138135,0.0
2024-09-25,79.32135862405721,9.692017121681223,0.0,0.0,2.083460888095408,6.098763947714001,1.2881216430046498,0.49672138839357294,1.019556387053928,0.0
2024-09-26,73.36488986184655,8.96426658631557,4.0562131256930885,3.1453297844053805,2.003225013207392,5.398565493295643,1.4752991721351463,0.6492106424675863,0.943000320633643,0.0
2024-09-27,73.42404090513,8.971570485174139,4.057434209658166,3.1478925340069166,1.9502607348462213,5.292416710996339,1.4630604826563989,0.7359061635975457,0.9574177739342838,0.0
2024-09-30,73.42026617559877,9.075450167928107,4.057294706599961,3.1477843028902295,1.9733234487957285,5.225554334453142,1.363927254566711,0.7405693280908151,0.9958302810765352,0.0
2024-10-02,73.38329716582658,9.071112148190153,4.055355340045768,3.1462796777549373,1.9999768708740941,5.177964643272728,1.371189818210954,0.7994700566363147,0.9953542791884713,0.0
2024-10-03,73.50312288539409,9.086194915387233,4.063037085224699,3.151511076412703,2.004345397874062,5.084140286632658,1.3849439947144113,0.7256950784808665,0.9970092798792758,0.0
2024-10-04,73.63492261675215,9.10252628331009,4.0729523916580535,3.1571755473360255,2.096145115565191,4.859932200745829,1.3627715086718404,0.7147730490286608,0.998801286932155,0.0
2024-10-07,73.66556540160441,9.106637343693595,4.072910066590114,3.1586014525092105,2.166092296054227,4.701230567603007,1.3580551349473984,0.7712371672374165,0.9996705697606313,0.0
2024-10-08,73.67706973707027,9.108227568454272,4.072889337716626,3.1591530157316514,2.1664705447395645,4.662421587587085,1.375127156235647,0.7792141753655694,0.9994268770993173,0.0
2024-10-09,73.7108287237951,9.112400977286457,4.0747555440895775,3.1606005462197726,2.16746322605304,4.598652139993854,1.380883247384439,0.7945307786028687,0.9998848165748808,0.0
2024-10-10,73.78191610363973,9.121189057963127,4.078685274634625,3.163648657541491,2.1599199291388773,4.510939472969171,1.3875553585503992,0.7952970311635126,1.000849114399059,0.0
2024-10-14,73.74870949958657,9.117083936687658,4.0768496041326285,3.1622248123246397,2.1654371251033333,4.4621235096612395,1.4722337481413459,0.7949390963874435,1.0003986679751395,0.0
2024-10-15,73.80440545129186,9.123969272988134,4.0799284921593095,3.1646129642207677,2.1670724904183194,4.330162622455399,1.4807825034909858,0.8479120213609307,1.001154181614302,0.0
2024-10-16,73.83193684512118,9.127372804116193,4.081450435428499,3.1657934656461584,2.186218117244235,4.1415945385748225,1.566000538140356,0.8981056117187661,1.0015276440097967,0.0
2024-10-17,74.05207355666263,9.223950695461587,4.093619655356448,3.1752325700869464,2.1901091113956763,3.5438570242878518,1.763311874191153,0.9533317217462539,1.0045137908114534,0.0
2024-10-18,73.79512983260827,9.422356077967333,4.079415733324412,3.164215240765674,2.187746534194594,3.4475655968002408,1.8276782152135667,1.074864410955006,1.0010283581709,0.0
2024-10-21,73.74539048306892,9.41600522712515,4.076666127957005,3.1620824982901863,2.190458406511057,3.445241870686227,1.8393196766291426,1.1244820641002815,1.0003536456320263,0.0
2024-10-22,73.71545565190894,9.412183069227156,4.075011321989654,3.1607989413779474,2.189569252597404,3.4438433733289178,1.8431762896547466,1.1600145192221327,0.9999475806931045,0.0
2024-10-23,73.70265590347978,9.41054876371565,4.074303748261647,3.1602501089665216,2.1891890618307106,3.4432453938628997,1.8396136224085888,1.1804194449213803,0.9997739525528182,0.0
2024-10-24,73.68708630025364,9.408560795865709,4.0734430561738835,3.159582509682767,2.1808831992362245,3.442518012143265,1.8681932925752331,1.180170082640299,0.9995627514289744,0.0
2024-10-25,73.70157660987046,9.410410956671704,4.0742440846044286,3.160203830610543,2.181312062343476,3.4428811737052984,1.8692928608142523,1.1603191094071248,0.9997593119727125,0.0
2024-10-28,73.69224974644567,9.409220078242758,4.073728492945683,3.1598039098642263,2.1810360194061587,3.4424454804138938,1.8738672586693292,1.160172272143115,1.007476741869163,0.0
2024-10-29,73.63526074892293,9.401943573297194,4.070578124979017,3.1573603142648086,2.179871867447237,3.370600931649375,1.8321836631556943,1.1592750671457022,1.192925709138032,0.0
2024-10-30,73.70836126629237,9.41127723943073,4.074619142338124,3.160494745651987,2.194379752736176,3.2482072227585377,1.8479155178545044,1.1604259234925112,1.1943191894450553,0.0
2024-10-31,70.87247504598214,9.049183835367677,3.9178505467506737,3.038896553200296,2.1179989977902736,6.9425124910718425,1.8019640661257652,1.1107500086716051,1.148368455039728,0.0
2024-11-01,70.80168711088756,9.040145445815439,3.913937369596444,3.0358612815828234,2.115883525239206,6.848358480287986,1.894417884363564,1.2024874458155281,1.1472214564114553,0.0
2024-11-04,70.82851859953715,9.043571360787494,3.91542062190854,3.037011772211542,2.1418157991067046,6.800692932245597,1.8577417345393772,1.2275709644103385,1.1476562152532617,0.0
2024-11-05,70.79912601607053,9.039818438499777,3.9137957915476655,3.0357514659991742,2.14092698340238,6.7531571727326405,1.8552626448518799,1.3149815286894893,1.1471799582064566,0.0
2024-11-06,70.81869374460122,9.042316897493905,3.914877501137641,3.036590498398526,2.141519957195155,6.753113988378394,1.830045424454004,1.3153449682264462,1.1474970201147197,0.0
2024-11-07,70.81976143486851,9.04245322299265,3.9149365233588176,3.0366362792220554,2.1415522435858607,6.753215800960611,1.8287663944405792,1.315163780343255,1.147514320227661,0.0
2024-11-08,70.83734736551202,9.044698640825255,3.915908678598804,3.0373903353486784,2.116950476088252,6.754892756407652,1.829522115553201,1.3154903612093491,1.1477992704567932,0.0
2024-11-11,70.83535337981166,9.044444043491723,3.915798450503041,3.037304836482327,2.1198062970087483,6.751787203824419,1.8318833702488393,1.3158554573344536,1.1477669612947863,0.0
2024-11-13,70.86983665529525,9.048846958712252,3.9177046957642583,3.038783423295362,2.1258672542677224,6.751654302003178,1.8000865378130129,1.298894468462931,1.1483257043860373,0.0
2024-11-14,70.88837459442034,9.051213931489244,3.918729478303456,3.0395782999985412,2.1264233328422972,6.727262653346316,1.8005573995538149,1.2992342297453423,1.1486260803006485,0.0
2024-11-15,70.89058553427947,9.05149623009983,3.9188516996867264,3.0396731015066423,2.1233707506234656,6.727371860379567,1.8007141669821642,1.2992747516046927,1.1486619048374458,0.0
2024-11-18,70.71393216540078,9.028940663794529,3.9090862512894793,3.03209849213328,2.3122742957379208,6.686822715976093,1.7945208346903239,1.376525044868848,1.1457995361087516,0.0
2024-11-19,70.70364332485613,9.02762695759927,3.9085174812623698,3.0316573233713986,2.310733727374865,6.659258501974404,1.796668000135977,1.416261860556522,1.1456328228690529,0.0
2024-11-20,70.71698391450883,9.02933031913929,3.909254952846801,3.0322293461755536,2.4095258600198433,6.535060737059255,1.7990142692849038,1.4227516164297773,1.1458489845357482,0.0
2024-11-21,70.71670001975922,9.02929407071171,3.909239259064423,3.0322171732300554,2.4095161869299737,6.532826515900898,1.8016164851368028,1.422745904764891,1.1458443845020287,0.0
2024-11-22,70.72386906011087,9.030209432620877,3.909635565650911,3.0325245700297336,2.4097604562294075,6.493339523380535,1.7962786027824091,1.4584222425331246,1.1459605466621254,0.0
2024-11-25,70.76442633472956,9.035387892010757,3.911877583309197,3.0342636000546612,2.6143137344250853,6.231122602686014,1.8027319555362904,1.459258588623723,1.1466177086247107,0.0
2024-11-26,70.76712706868878,9.035732728819005,3.9120268806494116,3.0343794031377973,2.610596996458529,6.231360414327948,1.802800757046652,1.4593142814263036,1.1466614694455683,0.0
2024-11-27,70.75113888344106,9.0336913153167,3.911143049228628,3.033693855737206,2.6074968958860394,6.229952583477998,1.82749642560701,1.4589845833301318,1.1464024079752313,0.0
2024-11-28,70.7818425824021,9.037611644275778,3.912840358426363,3.0350103804512463,2.6125462276218556,6.166757403473353,1.8468737586138886,1.4596177353067972,1.14689990942861,0.0
2024-11-29,70.78177147825278,9.037602565511161,3.9128364277687955,3.035007331620876,2.6125436031793385,6.166751208635477,1.8469723586826563,1.4596162690426586,1.1468987573062652,0.0
2024-12-02,70.79955196309211,9.039872824534692,3.9138193380199775,3.0357697299152413,2.6131998779653225,6.143180158876237,1.8685372440853338,1.4388820035543652,1.147186859956717,0.0
2024-12-03,70.80133050290162,9.040099913170785,3.913917656205713,3.0358459908119197,2.6132655235786673,6.143334480339671,1.8660721054193838,1.4389181493893815,1.1472156781828609,0.0
2024-12-04,70.76613203745704,9.035605680616833,3.9119718750403534,3.0343367378156323,2.6119663539786635,6.132547004656812,1.9153609768381885,1.44543398694721,1.14664534664927,0.0
2024-12-05,70.75838596548857,9.16014434551157,3.911543669982224,3.0340045988379747,2.6116804477298037,6.06911188323648,1.8633334850293792,1.4452757695151388,1.1465198346688674,0.0
2024-12-09,70.76940153086836,9.161570383818544,3.9121526135645954,3.0344769283797683,2.613091408411023,6.010697976221337,1.9064100674809668,1.4455007680013776,1.1466983232540113,0.0
2024-12-10,70.7871758007726,9.16387138144218,3.9131351802523993,3.0352390601878163,2.613747706061884,5.987091852866569,1.9068888767736065,1.445863816440978,1.1469863252019625,0.0
2024-12-11,70.80503015194742,9.16618274611967,3.9141221738555823,3.0360046257506044,2.6180245416545573,5.959560815314031,1.9075708200458514,1.4462285005809747,1.1472756247313083,0.0
2024-12-12,70.8238189515088,9.16861508136464,3.9151608240309375,3.0368102589416113,2.618719259787639,5.939632026597522,1.903051261053113,1.4466122713012055,1.1475800654145263,0.0
2024-12-13,70.84774639571037,9.17171264838394,3.9164835399412636,3.03783622886384,2.619402881955639,5.92162945101106,1.890120083567167,1.447101001433459,1.1479677691332548,0.0
2024-12-16,70.84055222058522,9.170781314497587,3.9160858438973594,3.0375277543259216,2.619136896881804,5.92072652777699,1.9003841855552488,1.4469540567731456,1.1478511997067125,0.0
2024-12-17,70.85707963151293,9.172920897922076,3.91699948386686,3.03823642284736,2.619747952984753,5.893849872107594,1.9057551028538313,1.4472916374884304,1.1481189984161624,0.0
2024-12-20,70.85244832930506,9.172321345004738,3.9167434641656222,3.0380378401351407,2.619576723171983,5.893464643135873,1.91216665827404,1.4471970408018187,1.1480439560057227,0.0
2024-12-23,70.85964492096197,9.173252991727223,3.9171412937960883,3.038346418290014,2.619842797590513,5.894063251362987,1.9022037268621153,1.4473440348210136,1.1481605645880708,0.0
2024-12-27,70.86855361835774,9.174406281940986,3.9176337691179985,3.03872840875658,2.620172172465793,5.8621162538937375,1.9024428778966231,1.4676417026256023,1.1483049149449358,0.0
2024-12-30,70.87703677988287,9.175504483702039,3.918102720696137,3.0390921529365627,2.6204858143087235,5.862817965393716,1.902771196116786,1.4557465167496213,1.1484423702135453,0.0
2025-01-02,70.99293876644543,9.190508767821273,3.924509815426906,3.04406184176492,2.6247709752781447,5.739307747894058,1.875555442105373,1.458026277606294,1.150320365657595,0.0
2025-01-03,71.05407711187588,9.198423533845778,3.9278895605242328,3.149945373862422,2.619669946905549,5.587441353897981,1.8476239980398168,1.4636181120240486,1.1513110090242913,0.0
2025-01-06,71.08511607676897,9.202441734584482,3.9296054033179,3.181587142865008,2.6226302581376513,5.5796926757720655,1.861142725589128,1.3859700400703783,1.1518139428944176,0.0
2025-01-07,71.11323941434213,9.206082487947247,3.931160069405347,3.182845871192055,2.623667846878444,5.540015965499653,1.8638975633405594,1.3868211474339265,1.1522696339606389,0.0
2025-01-08,71.11323941434213,9.206082487947247,3.931160069405347,3.182845871192055,2.623667846878444,5.514784520418619,1.8891290084215928,1.3868211474339265,1.1522696339606389,0.0
2025-01-10,71.08719586785026,9.202710977392286,3.929720374759487,3.202362436790538,2.6182678823974452,5.512764860672656,1.9012500394506808,1.3938799182993267,1.1518476423873345,0.0
2025-01-13,71.107713431214,9.20536711262581,3.9308545914887674,3.203286719615432,2.6190235807552793,5.446740965833155,1.9405512763953168,1.3942822273114635,1.152180094760783,0.0
2025-01-14,71.10419734362459,9.204911931668654,3.930660221168334,3.2646852236175543,2.6188940769945153,5.446471638957229,1.8858614166476952,1.392195024806509,1.1521231225149258,0.0
2025-01-15,71.10412559035561,9.204902642730076,3.930656254627248,3.26468192913079,2.618891434193975,5.446466142767705,1.8525582744753064,1.425595771844603,1.1521219598746963,0.0
2025-01-16,71.10412559035561,9.204902642730076,3.930656254627248,3.3100927097161996,2.618891434193975,5.426283573618634,1.8273300630389682,1.425595771844603,1.1521219598746963,0.0
2025-01-20,71.10254705507573,9.20469829082435,3.9305689927487077,3.336054160760337,2.6188332939315258,5.393367161545142,1.8362705395874486,1.4255641231434621,1.152096382383302,0.0
2025-01-21,71.10254705507573,9.20469829082435,3.9305689927487077,3.384793983191023,2.6188332939315258,5.3446273391144565,1.8362705395874486,1.4255641231434621,1.152096382383302,0.0
2025-01-22,71.10254705507573,9.20469829082435,3.9305689927487077,3.41092983000168,2.6188332939315258,5.332013513433638,1.8227485184576107,1.4255641231434621,1.152096382383302,0.0
2025-01-24,71.0461246054555,9.197394028922435,3.927449943710979,3.408223133484292,2.61675515474087,5.310036194202392,1.9184019010466982,1.424432886313702,1.1511821521231353,0.0
2025-01-27,71.03824549917798,9.196374026136462,3.9270143844784666,3.421758227054682,2.616464953240352,5.284242467635988,1.9542824740383185,1.4105634836907455,1.1510544845470116,0.0
2025-02-03,71.05278739530033,9.19825657144499,3.9278182646256856,3.4224586786542956,2.6018745593592016,5.2853241793887165,1.9468170069166173,1.4133732329591953,1.1512901113509655,0.0
2025-02-04,71.01125490670451,9.192879914171439,3.9255223368618046,3.444444036561175,2.600958371768598,5.2570394883324365,2.0120937400644854,1.405190057838416,1.150617147697138,0.0
2025-02-06,71.00810614752032,9.19247228632291,3.9253482725599245,3.4559813864864517,2.600843040873917,5.247031054782001,2.0145239347345014,1.405127749333856,1.1505661273861174,0.0
2025-02-10,71.0078914695628,9.19244449483146,3.925336405101469,3.4559709380592856,2.6008351777762773,5.234418158027149,2.014517844248399,1.4180228634998528,1.150562648893314,0.0
2025-02-11,71.01182743837721,9.192954032209785,3.9255539865752573,3.4593875219169985,2.6009793421211027,5.234708301928133,2.014629509011947,1.409333443256101,1.1506264246034688,0.0
2025-02-12,71.01182743837721,9.192954032209785,3.9255539865752573,3.482063439017443,2.6009793421211027,5.211528475558789,2.0151334182808465,1.409333443256101,1.1506264246034688,0.0
2025-02-13,71.0101814347011,9.192740946070796,3.925462995024614,3.481982727262404,2.600919053269047,5.211407676033719,2.015086708920814,1.4093007759088136,1.1529176828086976,0.0
2025-02-14,71.01010987105482,9.192731681680142,3.9254590389659256,3.5069725133489706,2.6009164320780105,5.211402424007489,2.0192166341908777,1.3802748837687688,1.1529165209049879,0.0
2025-02-17,71.02328001089083,9.194436644000893,3.9261870880360874,3.5126628517220504,2.601398820193934,5.186161467122705,2.022211886104277,1.3805308813058008,1.15313035062342,0.0
2025-02-18,71.02328001089083,9.194436644000893,3.9261870880360874,3.5126628517220504,2.601398820193934,5.155115649990536,2.0532577032364463,1.3805308813058008,1.15313035062342,0.0
2025-02-19,71.03251633764839,9.195632348017698,3.9266976748021563,3.53076162392322,2.6218993661260406,5.088948218361741,2.0695537054955624,1.3807104144717808,1.153280311153415,0.0
2025-02-21,71.20803233329715,9.218354062668919,3.936400248884264,3.5615170180753974,2.680221822434923,4.459284337301053,2.342073004772495,1.4379871926619137,1.156129979903879,0.0
2025-02-24,71.24943515201876,9.223713933313595,3.938689008460676,3.5672280941688657,2.686836149968453,3.563029680821666,2.316537093824244,2.297728693467483,1.156802193956256,0.0
2025-02-25,71.24979538768144,9.22376056821946,3.938708922390408,3.5672461299999387,2.6871530933086243,3.5630476954256487,2.3056278910989705,2.3078522691514025,1.156808042724096,0.0
2025-02-27,71.26377534453796,9.225570366747258,3.9394817383754335,3.5831169748221017,2.687680340918346,3.5272354703588955,2.3077996496869138,2.3083050939627356,1.157035020590356,0.0
2025-02-28,71.30091371157874,9.230378175718707,3.9415347578519193,3.5920677278336504,2.689080997261723,3.4698762544431347,2.309002335203255,2.3095080428860455,1.1576379972228175,0.0
2025-03-03,71.32278214400121,9.286655023117385,3.9427436510063822,3.593169437282715,2.689905755080466,3.445533471620884,2.251001082589383,2.310216383325683,1.157993051975893,0.0
2025-03-04,71.39852304023795,9.296516943156794,3.9469306292590813,3.5969851868276614,2.6927622879660005,3.3353981060189635,2.253391522702627,2.3202695065280596,1.1592227773028647,0.0
2025-03-05,71.41697670059611,9.298919720677643,3.9479507528441107,3.597914863522986,2.693458259235034,3.310414175595025,2.2539739342154044,2.3208692033227503,1.1595223899909277,0.0
2025-03-07,71.45898527591797,9.304389489737396,3.9502729988174057,3.6000312129475716,2.7077196522255753,3.2246361644136154,2.271526392215726,2.322234374648172,1.160204439076561,0.0
2025-03-10,70.76414205893585,9.213916725533696,3.9118618684625925,3.56502571630384,2.681390694060643,3.088130325589839,2.2523513107151354,2.299653746092692,1.1489230000567907,1.0746045542489213
2025-03-11,70.80645319684234,9.219425890060956,3.914200840181487,3.5872553847751956,2.6829939452007916,2.981849123354699,2.2803279826166314,2.3026365960288206,1.1496099615331112,1.0752470794059694
2025-03-12,70.78788695727896,9.217008454050767,3.9131744931860233,3.586314766514546,2.6917340533135037,2.9685092454046877,2.304042350893802,2.3070560206804402,1.1493085210148162,1.0749651376624592
2025-03-13,70.80339372102986,9.219027527916799,3.9140317114897494,3.587100383068608,2.692323703405336,2.9314772610631845,2.325347683516818,2.3025371014114175,1.1495602880399152,1.0752006190583123
2025-03-17,70.81449447521163,9.220472912848285,3.9146453643332855,3.5876627787036908,2.6907357775759833,2.931836364477061,2.3121445158908625,2.3028980996208803,1.149740519318446,1.0753691920198751
2025-03-18,70.85009728449731,9.225108612659074,3.916613497741005,3.599521750029104,2.692088576228817,2.8729789859950396,2.3133069733912692,2.3040559083781518,1.15031856471354,1.0759098463666854
2025-03-19,70.88908778575816,9.230185410331618,3.9187689037231417,3.601502652846632,2.688841536944263,2.8242562257534445,2.3145800414874294,2.3053238853922124,1.150951612502702,1.0765019452603943
2025-03-20,70.9409038448581,9.236932172741238,3.921633310184797,3.6066521849014115,2.6904042087539346,2.6752988073831445,2.3777880847915998,2.321305681487527,1.1517928953945746,1.0772888095036668
