date,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,ICBC (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,HANG SENG BANK LTD,CITIBANK N.A.,TAI YIP STOCK CO LTD
2024-03-05,0.0,0.0,0.0,0.0,62.395007394828006,0.0,37.604992605171994,0.0,0.0,0.0
2024-03-06,0.0,73.55327516500341,0.0,0.0,16.501435916485928,0.0,9.945288918510649,0.0,0.0,0.0
2024-03-08,0.0,73.54842887412637,0.0,0.0,16.50693748427414,0.0,9.944633641599495,0.0,0.0,0.0
2024-03-11,0.0,73.56296966301579,0.0,0.0,16.510200965178413,0.0,9.926829371805786,0.0,0.0,0.0
2024-03-12,46.5420145123763,35.25780801834773,0.0,0.0,7.988889782768821,5.444087462135553,4.767200224371599,0.0,0.0,0.0
2024-03-13,46.53170606717722,35.249998876745146,0.0,0.0,7.987120348562117,5.465030355408592,4.766144352106919,0.0,0.0,0.0
2024-03-14,45.324192236951184,34.338331230081494,0.0,0.0,7.779851819214732,5.3447848528390445,4.645543250133404,0.0,2.567296610780143,0.0
2024-03-15,37.882049426390275,28.678593894136345,16.453958454601235,0.0,6.4975554398625235,4.46384284719763,3.879852151100179,0.0,2.144147786711813,0.0
2024-03-18,37.87479725575329,28.665312645637403,16.44633851647479,0.0,6.494546378513455,4.497795020440243,3.8780553656389354,0.0,2.1431548175418844,0.0
2024-03-19,37.87187413608327,28.663100300085404,16.445069212898254,0.0,6.494045139229225,4.505165736434324,3.8777560631807817,0.0,2.1429894120887343,0.0
2024-03-20,37.876746252901064,28.677079521619113,16.44718482772085,0.0,6.4948805810250185,4.50574531413551,3.8550984005684774,0.0,2.143265102029968,0.0
2024-03-21,37.86797734499048,28.69359160841276,16.443377112871755,0.0,6.493376940524195,4.502129829982477,3.8542059003881524,0.0,2.1453412628301827,0.0
2024-03-25,37.86505527788591,28.69137747906049,16.44210826634975,0.0,6.577756935335093,4.424617830772592,3.8539084921539297,0.0,2.1451757184422404,0.0
2024-03-26,37.846098943656415,28.734915371758536,16.430528523415326,0.0,6.573124394716673,4.4153328692667175,3.856334969390059,0.0,2.143664927796276,0.0
2024-03-27,34.00266411509206,25.816760591788075,14.761937378192433,0.24109220867112607,5.905595219021418,3.9784833055422992,3.4647074953396926,0.0,1.9259664945566968,9.902793191796196
2024-04-02,34.032695874462,25.818758570658957,14.745932485156724,0.2408308164898244,5.899192372472816,3.9741698337995164,3.4724851022841237,0.0,1.9238783616141149,9.892056583061926
2024-04-03,34.02553593186606,25.74572072449136,14.74083184353515,0.24074751272537392,5.9612589287003175,3.9727951621003275,3.501262102693388,0.0,1.9232128890130447,9.888634904874985
2024-04-05,34.026320582445315,25.746314437246397,14.74117177652747,0.2407530645167018,5.961396399136665,3.9705807134564868,3.5013428440325547,0.0,1.9232572395299745,9.888862943108437
2024-04-08,34.05944114213827,25.74868956211972,14.742531665292663,0.24077527424280673,5.961946344291022,3.9317403020032273,3.501665846631593,0.0,1.9234346620546054,9.88977520122609
2024-04-09,34.05472876474885,25.74512703911785,14.740491926220244,0.2407419611900899,5.96112146460399,3.9311963164450696,3.515017109973926,0.0,1.9231685405415226,9.888406877158463
2024-04-10,34.05467886298519,25.743346147267538,14.739472268329216,0.2407253081203241,5.9699323022327455,3.9263127841694243,3.514773962394372,0.0,1.9230355073979915,9.887722857103197
2024-04-11,34.05279441024341,25.74745522007693,14.738656643579374,0.24071198732323978,5.969601949527307,3.926095517375601,3.5145794685494343,0.0,1.9229290941339274,9.887175709190775
2024-04-12,34.04588653414487,25.730245093295473,14.73566679162402,0.24066315701099494,5.982222184929166,3.9252990781448482,3.532308129799691,0.0,1.922539012903925,9.885170018147015
2024-04-15,34.059567079628735,25.724907991941027,14.732610242923954,0.24061323740639765,5.980981321268131,3.9244848721802095,3.531575440062943,0.0,1.9221402298557053,9.883119584732897
2024-04-16,34.06172071822259,25.719573104226097,14.729554961971406,0.24056333850667405,5.9912622049602415,3.9236710039192007,3.530843054219797,0.0,1.921741612208488,9.881070001765515
2024-04-17,34.050736137504785,25.711278786709723,14.757053868856113,0.24048575911978895,5.989330079926502,3.922405657367592,3.5297043909428645,0.0,1.921121868830498,9.877883450742136
2024-04-18,34.02309409622665,25.711278786709723,14.757053868856113,0.24048575911978895,6.016972121204638,3.922405657367592,3.5297043909428645,0.0,1.921121868830498,9.877883450742136
2024-04-19,34.022310391136465,25.710686540160864,14.756713947442726,0.24048021964965718,6.016833523237461,3.9223153066995806,3.5319265363334518,0.0,1.9210776167415142,9.877655918598274
2024-04-23,34.02042964621833,25.709265259757025,14.75589819993922,0.24046692596249075,6.016500914165883,3.927626457387349,3.531731292306574,0.0,1.9209714200451848,9.87710988421794
2024-04-24,34.02748351204452,25.714595871672223,14.758957718208968,0.240516784869301,6.026963590320296,3.8961876108329676,3.532463568733684,0.0,1.9236735188301375,9.879157824487898
2024-04-26,34.002003061853394,25.729995167167587,14.75589819993922,0.24046692596249075,6.034927498530825,3.895379934748701,3.540944584489045,0.0,1.9232747430908026,9.87710988421794
2024-04-29,33.98625656267111,25.71459562178444,14.74706671269942,0.24032300516827976,6.035919449805801,3.8930485281666156,3.5388253094377378,0.0,1.9727664313143272,9.871198378952272
2024-04-30,9.880430085282951,7.475706062062278,4.287243620054,0.06986631923029481,1.7734909303345532,1.1130427408412482,1.0288016271946054,0.0,0.5929268087934981,2.869738985855845
2024-05-03,33.9838384512705,25.679718782302764,14.727065189590546,0.23999705382927025,6.117386972766817,3.8234013403145815,3.534025582306645,0.0,2.036756606252236,9.857810021366634
2024-05-06,34.01114384965266,25.669097217291377,14.720973826921652,0.23989778699806388,6.1148567182892695,3.821819917003638,3.5325638496921794,0.0,2.035914169351385,9.853732664799784
2024-05-07,34.053722932493145,25.657895093461196,14.714549519501954,0.23979309439069288,6.107594426455113,3.820152055465521,3.521834746083689,0.0,2.035025686112585,9.849432446036104
2024-05-08,34.054107784812736,25.64434770244093,14.741215064076119,0.239666483427407,6.104369611263259,3.818135011843519,3.5199752142616068,0.0,2.033951190772822,9.844231937101597
