date,CITIC SECURITIES BROKERAGE (HK) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,PATRONS SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,TIGER BROKERS (HK) GLOBAL LTD
2024-08-06,27.52266288951841,8.014164305949008,21.194050991501417,4.046742209631728,0.0,3.669971671388102,6.804532577903682,0.00141643059490085,0.03824362606232295,0.24787535410764872
2024-08-08,39.647657841140536,11.64562118126273,30.474541751527497,5.818737270875764,0.016293279022403257,5.737270875763747,6.319755600814664,0.004073319755600814,0.15071283095723012,0.18533604887983707
2024-08-09,39.77584161655827,11.571972021106884,30.60293696568086,5.843252750848775,0.05317625884566613,5.493516586902278,6.332065284083936,0.04295005522149957,0.12271444348999877,0.16157401726183174
2024-08-12,39.95813323482329,11.611870459303042,30.70845134014694,5.863399417148956,0.053359602676189305,5.526823461806838,5.857242539917087,0.04309814062307597,0.22985674998973854,0.1477650535648319
2024-08-13,39.865517879541855,11.634554091011907,30.768439884024595,5.874853488515556,0.05346383993748843,5.494437704344965,5.881022393123728,0.045238633793259445,0.23441837511052618,0.14805371059612182
2024-08-14,39.87781800230377,11.638143820964292,30.777933190719104,5.876666118150403,0.05348033569195327,5.535214744117163,5.819071910482146,0.04525259173934507,0.23243376666118148,0.1439855191706434
2024-08-15,39.979790480904065,11.66584178833622,30.85663614616844,5.891693475212406,0.05361709147900685,5.297781077291099,5.842200775385631,0.02887074156561907,0.24746349913387775,0.13610492452363276
2024-08-16,40.04337498709078,11.684395332025199,30.905711039966953,5.901063719921512,0.033047609212021066,5.264897242590107,5.789528038830941,0.0247857069090158,0.2106785087266343,0.14251781472684086
2024-08-19,40.075657350752444,11.693815114933024,30.930626757069625,5.905821068298329,0.0330742516950554,5.171986108814288,5.781792624441872,0.02480568877129155,0.23978832478915163,0.1426327104349264
2024-08-20,40.108821582257534,11.703492221118834,30.95622310493214,5.91070837471036,0.033101621979477,5.122476001324064,5.761751075802715,0.024826216484607744,0.2358490566037736,0.14275074478649455
2024-08-21,40.111311112490434,11.704218649783792,30.958144538927858,5.911075248794819,0.03310367657707984,5.097966192870295,5.80348829991931,0.024827757432809884,0.21517389775101897,0.14069062545258934
2024-08-22,40.142871932912314,11.713427891086035,30.98250336473755,5.915726265658971,0.03312972357386893,5.122683507609484,5.70245367015219,0.016564861786934466,0.21534320323014802,0.1552955792525106
2024-08-23,40.12127232466216,11.707125266447301,30.965832660747918,5.912543200678794,0.03311189751867718,5.121996647420376,5.769748142629498,0.01655594875933859,0.20487986589681506,0.14693404523913
2024-08-26,40.171878235659555,11.714640712362808,30.985711327396974,5.9163387864982395,0.03313315386208325,5.1045765168772,5.723752329674881,0.016566576931041625,0.18637399047421827,0.1470283702629944
2024-08-27,40.16356107660455,11.712215320910973,30.979296066252587,5.9482401656314705,0.03312629399585921,5.107660455486542,5.714285714285714,0.020703933747412008,0.1780538302277433,0.14285714285714285
2024-08-28,40.16641139214306,11.708821459618331,30.970319162147618,6.492942004387962,0.03311669495384361,4.895061472865008,5.346276441611128,0.03518648838845883,0.19870016972306165,0.15316471416152666
2024-08-29,40.13235446179299,11.69889359942095,30.944059559507807,6.487436666321994,0.03308861544824734,4.988108778823285,5.337607279495399,0.0351566539137628,0.19232757729293765,0.15096680798262846
2024-08-30,40.12820512820513,11.697684036393714,30.94086021505376,6.486765922249793,0.033085194375516956,4.987593052109181,5.345326716294458,0.035153019023986765,0.19230769230769232,0.15301902398676592
2024-09-02,40.09835523596991,11.688982560542193,30.91784444995454,6.481940656252583,0.033060583519299115,4.9880155384742535,5.417803124225143,0.03512686998925531,0.18389949582610132,0.1549714852467146
2024-09-03,40.03758622113915,11.682706207922019,30.901243236545373,6.478460204039487,0.03304283177068275,5.072074676799802,5.3963074635496255,0.043368716699021106,0.1961918136384288,0.15901862789641072
2024-09-04,40.064890780962614,11.69067350017566,30.92231705552915,6.4828783401186225,0.03306536609560024,5.087933207960487,5.350389551344314,0.04753146376242534,0.16119365971605115,0.15912707433507614
2024-09-05,40.28467532467532,11.754805194805193,31.091948051948055,5.963636363636363,0.03324675324675325,5.12,5.383896103896104,0.04363636363636364,0.16,0.16415584415584414
2024-09-09,40.292210491312666,11.75700390722421,31.09776373763405,5.952281985202427,0.033252971984371105,5.0980962673538945,5.401529636711281,0.04364452572948707,0.16002992767478594,0.16418654917283232
2024-09-10,40.15617556287413,11.717309803434206,30.992771184158745,5.9321858364920566,0.033140702997162326,5.393649412788169,5.4019345885374594,0.045568466621098196,0.16363222104848898,0.16363222104848898
2024-09-11,40.17698014672359,11.723380445144443,31.0088282836656,5.935259253118912,0.024868404691839017,5.388154349898453,5.352924109918349,0.04351970821071828,0.15128279520868734,0.19480250341940564
2024-09-12,40.187807052092616,11.72653966542982,31.017184552559023,5.936858688667316,0.016583404158288594,5.366804170726145,5.356439543127216,0.04353143591550755,0.14925063742459735,0.1990008498994631
2024-09-13,40.107162067110764,11.703007985435889,30.954942281434896,5.92494517770698,0.016550126194712234,5.341553229343374,5.552567338325955,0.04344408126111962,0.1489511357524101,0.20687657743390292
2024-09-16,40.10384344876091,11.702039634272476,30.952380952380953,5.924454925323735,0.016548756774647302,5.351454222001572,5.5459021141036775,0.047577675727110996,0.14893881097182574,0.20685945968309133
2024-09-17,39.91065546772069,11.645668642951252,30.803277338603426,5.881505270092227,0.016469038208168644,5.797101449275362,5.5521245059288535,0.03911396574440053,0.14822134387351776,0.20586297760210806
2024-09-19,39.92709448883763,11.650465441963918,30.815965071257928,5.883927835900816,0.016475821731608865,5.745942828898591,5.566768267567345,0.039130076612571056,0.14828239558447978,0.20594777164511083
