date,CITIBANK N.A.,REALINK FINANCIAL TRADE LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CLSA LTD,THE HONGKONG AND SHANGHAI BANKING
2024-10-03,22.71356211940129,23.311137670024472,17.03943998634113,17.915884127255136,13.7783848386546,5.241591258323373
2024-10-04,27.747499867717867,22.069950791047148,15.84210804804487,16.656965977035824,12.810201597968145,4.873273718186147
2024-10-07,28.2821339819172,22.10648760112092,15.349230687886639,16.64463596468038,12.800719082112833,4.816792682282029
2024-10-08,28.395972800590375,22.144325549522957,15.302303515892678,16.593748352748932,12.761583469506089,4.80206631173897
2024-10-09,29.59862102930313,20.689485348436346,17.995567594188625,15.50357054912583,11.726175818763851,4.486579660182221
2024-10-15,29.544784190345098,20.686264870710843,17.962835512732276,15.47537115327893,11.704847114344705,4.625897158588143
2024-10-16,29.533169533169534,20.766584766584767,17.955773955773957,15.469287469287469,11.65110565110565,4.624078624078624
2024-10-17,29.62780379590831,20.833127927039683,18.013310327828442,15.518856297756964,11.51589844712842,4.491003204338181
2024-11-18,29.576771653543304,20.79724409448819,17.98228346456693,15.49212598425197,11.496062992125983,4.655511811023622
2024-11-27,29.38875305623472,21.30073349633252,17.8679706601467,15.39364303178484,11.422982885085576,4.625916870415648
2024-12-06,29.394502592194073,21.3049007140761,17.871466301477064,15.377090873520494,11.42521764648342,4.6268218722488506
2024-12-10,29.57512345377206,21.29760915269154,17.86534982643133,15.21537182809368,11.421307387669291,4.625238351342102
2024-12-19,29.58669601369528,21.305942773294202,17.872340425531917,15.182196135974566,11.425776473465394,4.62704817803864
2025-01-03,29.58090860188762,21.37512836813536,17.868844442271016,15.125434006552888,11.423541493471562,4.626143087681549
2025-02-04,29.745816460945505,21.3250719617505,17.82699907303508,15.090013172659415,11.396789774113286,4.615309557496219
2025-02-11,29.920186879501653,21.272143274284602,17.782752579326456,15.052559859840372,11.368503017325288,4.6038543897216275
2025-02-12,30.176969696969696,21.19272727272727,17.716363636363635,14.996363636363636,11.326060606060606,4.591515151515151
2025-02-26,30.210806881511992,21.182456990550037,17.707778047007512,14.989096195783864,11.320571843954447,4.589290041192149
2025-03-04,30.237853025238582,21.174247929080074,17.70091556459817,14.983287312890567,11.316184663081916,4.587511505110691
2025-03-07,30.241232319317962,21.173222243751212,17.700058128269717,14.982561519085449,11.31563650455338,4.587289285022282
2025-03-10,30.289974342837777,21.159897371351118,17.688919010504915,14.973132594277969,11.308515273272983,4.57956140775524
2025-03-12,30.340557275541798,21.14454334365325,17.676083591331267,14.962267801857584,11.30030959752322,4.576238390092879
2025-03-14,30.350665054413543,21.141475211608224,17.67351874244256,14.960096735187426,11.298669891172915,4.575574365175332
2025-03-24,30.364137530828376,21.13738575366314,17.6701001015523,14.957202959524155,11.296484356110064,4.574689298321969
2025-03-27,30.286599535243997,21.160921766072814,17.689775367931837,14.973857474825717,11.30906274206042,4.57978311386522
2025-03-28,30.851983479012585,20.99221976755355,17.548746518105848,14.85448083757564,11.218903083277302,4.533666314475075
2025-03-31,4.096875,2.731875,2.28375,1.9331250000000002,1.46,0.59
