date,CITIBANK N.A.,REALINK FINANCIAL TRADE LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CLSA LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-14,0.0,0.0,0.0,51.79071940205543,48.20928059794456,0.0
2024-03-19,0.0,0.0,0.0,51.895771571227954,48.10422842877204,0.0
2024-04-02,0.0,0.0,30.03275109170306,36.31004366812227,33.65720524017467,0.0
2024-05-02,24.095984002666224,0.0,22.50458256957174,27.71204799200133,25.687385435760707,0.0
2024-05-06,24.39085239085239,0.0,22.46153846153846,27.559251559251557,25.588357588357592,0.0
2024-05-16,24.66483470730286,0.0,22.491464734782245,27.59596968939962,25.247730868515276,0.0
2024-05-17,27.601998334721067,0.0,22.489592006661116,27.59367194004996,22.31473771856786,0.0
2024-05-20,27.627302275189596,0.0,22.510209184098677,27.618968247353948,22.24352029335778,0.0
2024-05-21,29.31550091377305,0.0,22.43728194052168,27.529489948496426,20.717727197208838,0.0
2024-05-28,27.303675048355903,0.0,20.897485493230175,25.640232108317214,19.218568665377177,6.9400386847195366
2024-05-29,28.077369439071564,0.0,20.897485493230175,25.640232108317214,18.444874274661508,6.9400386847195366
2024-05-30,28.0991095625242,0.0,20.83623693379791,25.6755710414247,18.443670150987224,6.94541231126597
2024-06-03,28.492874845105327,0.0,20.8410780669145,25.681536555142504,17.97552664188352,7.008983890954151
2024-06-04,27.582846003898638,0.0,23.36932073774179,24.861298545509072,17.401409506672668,6.785125206177837
2024-06-05,21.38778335352137,23.412355078733345,17.97888908115591,18.273057622426027,13.675953163753821,5.271961700409529
2024-06-06,21.757418611351195,23.38807260155575,17.67214059348891,18.254105445116682,13.661768942667818,5.266493805819648
2024-06-11,21.74614144206404,23.42778161713891,17.66298087998157,18.24464409122322,13.654687859940108,5.263764109652154
2024-07-02,21.761180267404335,23.443983402489625,17.548409405255878,18.314891655140617,13.664130935915168,5.267404333794375
2024-07-16,21.776239907727795,23.546712802768166,17.416378316032297,18.327566320645904,13.673587081891581,5.259515570934256
2024-07-17,21.76494322439334,23.534497665571504,17.40734336272984,18.318058677733585,13.666493746037236,5.308663323534497
2024-07-25,21.737876953237617,23.542639681715965,17.41336562301793,18.324396009917546,13.671221818601165,5.310499913509773
2024-07-26,21.606792191290285,23.58207231142428,17.442532054984405,18.35508836779485,13.694120365022524,5.319394709483655
2024-07-29,21.639287366959742,23.617538176770015,17.318371124479405,18.382693197593706,13.714715409532625,5.327394724664507
2024-08-15,21.584857605927297,23.63394304237092,17.330400555684186,18.395461912479742,13.724241722620977,5.331095160916878
2024-08-16,21.448451814913604,23.675055085237158,17.360547373303955,18.42746144033399,13.748115505044648,5.340368781166648
2024-08-21,21.22005117469179,23.743893928820654,17.41102581995813,18.48104210281461,13.788090253547336,5.355896720167481
2024-08-26,21.257136199464057,23.785389723872772,17.441454037049983,18.33857625538856,13.812186881043925,5.365256903180706
2024-08-28,20.80847080847081,23.944073944073942,17.514917514917517,18.474318474318473,13.87036387036387,5.387855387855388
2024-08-29,20.738919140464898,23.96510334328708,17.530300368874055,18.490543942853797,13.882545816499794,5.392587388020376
2024-09-09,20.751069189759214,23.979143476477827,17.540570625109847,18.442791024664594,13.890679008729276,5.395746675259242
2024-09-19,20.030572050091127,24.0637309659592,17.602445764007292,18.507848785936858,14.380622023634546,5.41478041037098
2024-09-24,20.17755306014463,24.0637309659592,17.602445764007292,18.507848785936858,14.233641013581044,5.41478041037098
2024-09-26,22.66461608566872,23.313966735019367,17.053998632946,17.931191615402142,13.790157211209845,5.2460697197539305
2024-09-27,22.660743778119482,23.32706873967766,17.05108491371946,17.92812802551398,13.787801127626858,5.245173415342559
