date,THE HONGKONG AND SHANGHAI BANKING,SUCCESS SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,DELTA ASIA SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA CONSTRUCTION BANK (ASIA),TOTAL_CCASS_PCT
2024-03-12,0.0,0.0,1.5028639622641509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5028639622641509
2024-03-14,0.0,0.0,1.5028639622641509,1.441741320754717,0.0,0.0,0.0,0.0,0.0,0.0,2.944605283018868
2024-03-19,0.0,0.0,1.5028639622641509,1.4416469811320756,1.0271698113207546,0.0,0.0,0.0,0.0,0.0,3.971680754716981
2024-03-20,0.0,0.0,1.5028639622641509,1.4416469811320756,1.0271698113207546,0.0,0.0,0.0,0.37027820754716984,0.0,4.341958962264151
2024-03-22,20.51107490566038,0.0,1.5028639622641509,1.4416469811320756,1.0271698113207546,0.0,0.0,0.0,0.37027820754716984,0.0,24.85303386792453
2024-03-26,20.52871641509434,0.0,1.5028639622641509,1.4416469811320756,1.0271698113207546,0.0,0.0,0.0,0.37027820754716984,0.0,24.870675377358488
2024-04-03,20.528527735849057,0.0,1.503052641509434,1.4416469811320756,1.0271698113207546,0.0,0.0,0.0,0.37027820754716984,0.0,24.870675377358488
2024-04-05,20.528527735849057,0.0,1.503052641509434,1.4416469811320756,1.0271698113207546,0.0,0.8365295283018869,0.0,0.37027820754716984,0.0,25.707204905660376
2024-04-08,20.538244716981133,0.0,1.5019205660377357,1.4416469811320756,1.0325471698113207,0.0,0.8063408490566039,0.0,0.38971216981132073,0.0,25.71041245283019
2024-04-09,20.538244716981133,0.0,1.512297924528302,1.4416469811320756,1.034811320754717,0.0,0.8063408490566039,0.0,0.3829197169811321,0.0,25.716261509433963
2024-04-19,20.538303396226414,0.0,1.512297924528302,1.4345715094339624,1.036698113207547,0.0,0.8063408490566039,0.0,0.3880140566037736,0.0,25.716225849056606
2024-04-22,20.54773735849057,0.0,1.5255054716981131,1.2543828301886792,1.0621698113207547,0.0,0.8063408490566039,0.0,0.5020706603773585,0.0,25.698206981132078
2024-04-23,20.54773735849057,0.0,1.5255054716981131,1.2543828301886792,1.0621698113207547,0.0,0.8063408490566039,0.5643396226415094,0.5020706603773585,0.0,26.262546603773586
2024-04-29,20.54292603773585,0.0,1.5255054716981131,1.2543828301886792,1.0743396226415094,0.0,0.8063408490566039,0.5643396226415094,0.5020706603773585,0.0,26.269905094339624
2024-04-30,20.542737358490566,0.0,1.5255054716981131,1.2543828301886792,1.0743396226415094,0.0,0.8063408490566039,0.5643396226415094,0.5020706603773585,0.0,26.26971641509434
2024-05-03,20.542737358490566,0.0,1.5255054716981131,1.2543828301886792,1.0724528301886793,0.0,0.8063408490566039,0.5643396226415094,0.5020706603773585,0.0,26.267829622641507
2024-05-07,20.54415245283019,0.0,1.5255054716981131,1.2543828301886792,1.072547169811321,0.0,0.8063408490566039,0.5643396226415094,0.5020706603773585,0.0,26.269339056603773
2024-05-09,20.54415245283019,0.0,1.5255054716981131,1.2543828301886792,1.072547169811321,0.4018888679245283,0.8063408490566039,0.5643396226415094,0.5020706603773585,0.0,26.671227924528303
2024-05-10,20.54415245283019,0.0,1.5255054716981131,1.2543828301886792,1.0736792452830188,0.4018888679245283,0.8063408490566039,0.5643396226415094,0.5009385849056603,0.0,26.671227924528303
2024-05-13,20.538492075471698,0.0,1.5283356603773584,1.2543828301886792,1.0783962264150944,0.4018888679245283,0.8063408490566039,0.5643396226415094,0.5009385849056603,0.0,26.673114716981132
