date,CCB INTERNATIONAL SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,KINGSTON SECURITIES LTD,GREAT BAY SECURITIES LTD
2024-03-01,0.0,30.95356575377748,29.233982745538512,19.44011798280563,5.026104060220658,15.346229457657723,0.0,0.0
2024-03-04,0.0,30.975194525830425,29.254409960743143,19.453701745137796,5.170492852820143,15.146200915468494,0.0,0.0
2024-03-05,0.0,31.025195683008526,28.83542504411507,19.527435802030272,5.430004732536614,15.181938738309517,0.0,0.0
2024-03-06,0.0,30.9499090947637,28.60099955697009,19.560114374815406,5.6816317201687685,15.207345253282039,0.0,0.0
2024-03-07,0.0,30.967416876812404,28.61717860502756,19.571179163996963,5.684845712479155,15.159379641683918,0.0,0.0
2024-03-08,0.0,30.92036589846491,28.573698509278287,19.541443292556888,5.811200719655183,15.153291580044723,0.0,0.0
2024-03-11,0.0,30.92508203122667,28.57805671629649,19.564195629525496,5.812087073787896,15.120578549163444,0.0,0.0
2024-03-12,0.0,30.68648573597193,28.618959417865025,19.66291168107923,5.873017322551934,15.158625842531883,0.0,0.0
2024-03-13,0.0,30.71463448795746,28.616333622773492,19.610169076614074,5.878404648733293,15.180458163921676,0.0,0.0
2024-03-14,0.0,30.53560292200445,29.081333777452667,19.448178933487995,5.829845984772719,15.10503838228217,0.0,0.0
2024-03-15,0.0,29.925509225480546,29.54991593314478,19.67415893304411,5.813653057493616,15.036762850836945,0.0,0.0
2024-03-18,0.0,30.05091272465032,29.496562724878316,19.63863668311971,5.803156342610665,15.010731524740986,0.0,0.0
2024-03-19,0.0,30.129691063173457,29.150814712410227,19.766334970809492,5.9309017351983675,15.02225751840846,0.0,0.0
2024-03-20,0.0,30.03211065548635,29.191526545910495,19.793940502462075,5.939184793024777,15.043237503116305,0.0,0.0
2024-03-21,0.0,30.02573672643595,29.045701327544243,19.793090605907118,6.077553969951486,15.0579173701612,0.0,0.0
2024-03-22,0.0,29.987549896819456,29.012665569242703,19.89119335501097,6.069824517047461,15.038766661879416,0.0,0.0
2024-03-25,0.0,30.012159219493817,28.64568850468562,20.26480746377471,6.0748057266037865,15.002539085442072,0.0,0.0
2024-03-26,0.0,29.999374898853038,28.660765183512787,20.26783256784066,6.075043130995158,14.99698421879836,0.0,0.0
2024-03-27,0.0,29.858350425000456,28.52603339847243,20.822681604323897,6.046484877229241,14.746449694973974,0.0,0.0
2024-03-28,0.0,29.868474487010783,28.577394610052675,20.712457178675294,6.048535057060685,14.79313866720057,0.0,0.0
2024-04-02,0.0,29.87578135228332,28.58438563238784,20.689724766767885,6.050014738615142,14.800093509945816,0.0,0.0
2024-04-03,0.0,29.836499229874626,28.546690448153672,20.662520915885896,6.042059886598576,14.912229519487234,0.0,0.0
2024-04-05,0.0,29.8447096128529,28.55826618570011,20.615906882618525,6.044509953432564,14.936607365395908,0.0,0.0
2024-04-08,0.0,29.96648009549063,28.183171229219063,20.80155560341133,6.052949338561621,14.995843733317354,0.0,0.0
2024-04-09,0.0,29.960313803731253,28.17737189423043,20.79727520543029,6.08229167983017,14.982747416777864,0.0,0.0
2024-04-10,0.0,29.923535491908552,27.920598075288638,20.646766537043163,6.07482525536403,15.434274640395621,0.0,0.0
2024-04-11,0.0,29.961146938101486,27.955691992331534,20.460265239647388,6.082460815783866,15.540435014135726,0.0,0.0
2024-04-12,0.0,30.008545151287887,27.951455249724116,20.381225464291536,6.092083203572961,15.566690931123503,0.0,0.0
2024-04-15,0.0,30.017072690173276,27.959398224644882,20.400947123629702,6.093814393010823,15.528767568541321,0.0,0.0
2024-04-16,0.0,30.004533868117928,27.947718940567718,20.392425178522526,6.091268866499928,15.564053146291895,0.0,0.0
2024-04-17,0.0,30.023262370174436,27.786823867271803,20.405153907406365,6.0672053865109055,15.717554468636491,0.0,0.0
2024-04-18,0.0,30.017574461040773,27.79493259762851,20.401288149586556,6.071628014889422,15.714576776854742,0.0,0.0
2024-04-19,0.0,30.00119195123654,27.832111912004077,20.39015386211894,6.068314339242153,15.708227935398295,0.0,0.0
2024-04-22,0.0,30.015985577506203,27.733007702246233,20.44868263666923,6.071306632833938,15.731017450744394,0.0,0.0
2024-04-23,0.0,29.898681105232544,27.775165476428427,20.473769722239965,6.075775202065267,15.7766084940338,0.0,0.0
2024-04-24,0.0,29.980258077248823,27.576985614607512,20.529631321412868,6.092352633755032,15.820772352975762,0.0,0.0
