date,EVERBRIGHT SECURITIES INVESTMENT,MORTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,GET NICE SECURITIES LTD,KGI ASIA LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-08,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,65.64927173779039,34.350728262209614,0.0,0.0,0.0
2024-03-12,0.0,0.0,65.6665484731663,34.3334515268337,0.0,0.0,0.0
2024-03-14,0.0,0.0,65.69243101572296,34.30756898427704,0.0,0.0,0.0
2024-03-19,0.0,0.0,65.70104986019449,34.2989501398055,0.0,0.0,0.0
2024-04-05,0.0,0.0,66.58254865341829,33.417451346581714,0.0,0.0,0.0
2024-04-08,0.0,0.0,66.59072611726819,33.4092738827318,0.0,0.0,0.0
2024-04-16,0.0,0.0,66.58254865341829,33.417451346581714,0.0,0.0,0.0
2024-04-17,96.55096253430634,0.0,2.274466124404748,1.174571341288917,0.0,0.0,0.0
2024-04-18,96.5517883452374,0.0,2.273630267236681,1.1745813875259248,0.0,0.0,0.0
2024-04-19,96.5443565553728,0.0,2.2811524670481123,1.1744909775790913,0.0,0.0,0.0
2024-04-23,96.55096253430634,0.0,2.274466124404748,1.174571341288917,0.0,0.0,0.0
2024-04-25,96.5468336915377,0.0,2.2786451957807587,1.174521112681543,0.0,0.0,0.0
2024-04-26,96.54518225330392,0.0,2.28031672425466,1.1745010224414212,0.0,0.0,0.0
2024-04-30,64.63862415084445,0.0,1.5295734487327335,0.7863481986619328,0.0,0.0,0.0
2024-05-03,96.54022827756036,0.0,2.285330966595068,1.1744407558445784,0.0,0.0,0.0
2024-05-06,96.53692590950047,0.0,2.288673508950268,1.1744005815492662,0.0,0.0,0.0
2024-05-07,96.53610035278665,0.0,2.289509108808462,1.1743905384048874,0.0,0.0,0.0
2024-05-08,96.54270520188028,0.0,2.2905209839046736,1.166773814215054,0.0,0.0,0.0
2024-05-14,96.52206804867619,0.0,2.311407548909559,1.1665244024142545,0.0,0.0,0.0
2024-05-17,94.96776501691598,0.0,2.3608384678608005,1.1477397612233882,0.0,0.820490743632948,0.7031660103668929
2024-05-20,94.96772268143668,0.0,2.360858329260038,1.1477494169952371,0.0,0.8204976463052195,0.7031719260028213
2024-05-21,94.96612480835516,0.0,2.3625011501235234,1.147730105614002,0.0,0.820483841076817,0.7031600948304975
2024-05-23,94.96848168998712,0.0,2.3600779699833048,1.1477585901289782,0.0,0.8205042039514552,0.7031775459491482
2024-05-24,94.96688379136441,0.0,2.3617208171064403,1.1477392784390603,0.0,0.8204903985023831,0.7031657145877092
2024-05-28,94.96608486221704,0.0,2.362542219936806,1.1477296228377971,0.0,0.820483495952059,0.7031597990562904
2024-05-30,94.9652859465119,0.0,2.363363608946835,1.147719967398992,0.0,0.8204765935178724,0.7031538836244022
2024-05-31,64.63805154496752,0.0,1.6091942959189895,0.776613898754228,0.0,0.5584567857050248,0.4786011701092299
2024-06-03,94.97087863874624,0.0,2.3752811849419944,1.1301199695777573,0.0,0.8205249129961668,0.7031952937378483
2024-06-04,94.96928065946314,0.0,2.3769238177197503,1.1301009541877274,0.0,0.820511106850209,0.7031834617791735
2024-06-05,94.97327570850356,0.0,2.3728171321250255,1.1301484938626756,0.0,0.8205456230862731,0.7032130424224586
2024-06-11,94.97247667180632,0.0,2.3736384968845248,1.1301389856077144,0.0,0.8205387196067445,0.7032071260947054
2024-06-12,94.9748738222342,0.0,2.383794598667907,1.11754727332743,0.0,0.8205594303938244,0.7032248753766268
2024-06-14,94.9828651976983,0.0,2.4092377747380267,1.0839845075400778,0.0,0.8206284739022283,0.7032840461213582
2024-06-17,94.97687154003125,0.0,2.41413394696799,1.0839161053915318,0.0,0.8205766901817207,0.7045017174274936
2024-06-21,94.97607244282764,0.0,2.414954995202272,1.0839069857573018,0.0,0.8205697861794321,0.704495790033348
2024-06-26,94.96888117304471,0.0,2.4223438076406123,1.0838249159543112,0.0,0.8205076553863137,0.7044424479740611
2024-06-28,94.95689814309594,0.0,2.4346560088800047,1.0836881605638435,0.0,0.8204041249699685,0.7043535624902375
2024-07-03,94.9553006342457,0.0,2.4362974009594804,1.0836699291192484,0.0,0.820390322888434,0.7043417127871429
2024-07-05,94.96728326097902,0.0,2.4239856140117593,1.0838066799080515,0.0,0.8204938498210976,0.7044305952800702
2024-07-08,94.96648432511043,0.0,2.4248064964791762,1.0837975621150446,0.0,0.8204869472127038,0.7044246690826453
2024-07-10,94.96768273395432,0.0,2.4248370957960907,1.0838112388620849,0.0,0.8204973011688476,0.7031716302186609
2024-07-12,94.97407475864608,0.0,2.4292070156454377,1.0729467401767443,0.0,0.8205525266819655,0.7032189588497648
2024-07-19,94.96688379136441,0.0,2.436594593590063,1.072865501955438,0.0,0.8204903985023831,0.7031657145877092
2024-07-22,94.96448704424863,0.0,2.4390568709774922,1.0728384252820253,0.0,0.82046969119982,0.703147968292042
2024-07-29,94.96928065946314,0.0,2.4341321919118513,1.0728925799956264,0.0,0.820511106850209,0.7031834617791735
2024-07-31,64.63805154496752,0.0,1.656147977826742,0.7302328227233992,0.0,0.5584567857050248,0.4786011701092299
2024-08-07,94.98446363417231,0.0,2.4353627767904906,1.0562354235737714,0.0,0.8206422839982025,0.7032958814652233
2024-09-16,94.98466344251433,0.0,2.4353678997946115,1.0562376454597586,0.0,0.8206440102928814,0.7030870019384243
2024-09-26,94.99345584186314,0.0,2.426336681736299,1.0563354176984503,0.0,0.820719974449622,0.7031520842524942
2024-10-04,94.99745292514797,0.0,2.422231029876031,1.0563798656091388,0.0,0.820754508261055,0.7031816711057965
2024-10-08,95.00544810092525,0.0,2.4182267896117526,1.0522606725771002,0.0,0.820823584603225,0.7032408522826674
2024-10-15,95.15414411715103,0.0,2.267433422778058,1.0541503959509724,0.0,0.8222976770539591,0.7019743870659858
2024-10-16,95.15840059547513,0.0,2.282590543734854,1.0330633994856284,0.0,0.8222907440620417,0.7036547172423574
2024-10-17,95.20194708613334,0.0,2.252325448214915,1.0174643829055492,0.0,0.822630598206016,0.7056324845401766
2024-10-18,95.20756843581223,0.0,2.2465537820276995,1.0175244607007747,0.0,0.8226791717319848,0.7056741497273056
2024-10-21,95.16983781786841,0.0,2.285293327554795,1.0171212172684936,0.0,0.8223531451982865,0.7053944921100213
2024-10-22,95.14577007700923,0.0,2.310004646731604,1.0168639949127465,0.0,0.8221451782326263,0.7052161031137923
2024-10-23,95.14416599376612,0.0,2.3116516236223164,1.0168468513813689,0.0,0.8221313175081534,0.7052042137220426
2024-10-25,95.1447675186439,0.0,2.3125092046641624,1.0168532801378944,0.0,0.8221365152250615,0.7037334813289771
2024-10-28,95.12472078729738,0.0,2.3330916805581405,1.0166390320498768,0.0,0.8219632934044535,0.7035852066901537
2024-10-29,95.09827203325541,0.0,2.3594047175472888,1.016356362776468,0.0,0.8217347523396404,0.7042321340811879
2024-11-01,95.13354030825171,0.0,2.32319359307997,1.016733290084717,0.0,0.8220395020117417,0.7044933065718648
2024-11-05,95.13273846604115,0.0,2.324016871453884,1.0167247204502199,0.0,0.8220325733725959,0.7044873686821528
2024-11-07,95.12872945773194,0.0,2.3281330551597956,1.016681874444542,0.0,0.8219979319287539,0.7044576807349716
2024-11-08,95.12311741371889,0.0,2.3338951295536816,1.0166218961029918,0.0,0.8219494388121223,0.7044161218123185
2024-11-13,95.12632421492899,0.0,2.3306025988650463,1.0166561685744506,0.0,0.8219771484638525,0.704439869167675
2024-11-18,95.09026016279793,0.0,2.3440412425223185,1.0162707364517924,0.0,0.821665522560325,0.7277623356676327
2024-11-25,95.08945905000009,0.0,2.344863970719841,1.0162621746128446,0.0,0.8216586002239621,0.7277562044432582
2024-11-28,95.08865795070052,0.0,2.3456866850549023,1.0162536129181583,0.0,0.8216516780042366,0.727750073322191
2024-12-02,95.08785686489884,0.0,2.3465093855278525,1.01624505136773,0.0,0.821644755901145,0.7277439423044285
2024-12-03,95.09186242888974,0.0,2.342395744538487,1.016287860562488,0.0,0.8216793675829734,0.7277745984263141
2024-12-13,95.09026016279793,0.0,2.3440412425223185,1.0162707364517924,0.0,0.821665522560325,0.7277623356676327
2024-12-20,78.06786972743245,16.6906367616604,1.9244274444477114,0.8343450877649374,1.2106608120580282,0.6745767323061526,0.5974834343303261
2024-12-23,78.06786972743245,17.20938764522284,1.9244274444477114,0.8343450877649374,0.6919099284955857,0.6745767323061526,0.5974834343303261
2025-01-09,78.06732976081524,17.209268614245516,1.9251057969546865,0.8343393169081663,0.6919051428101967,0.6745720665080789,0.5974793017581169
2025-01-15,78.06301029676465,17.208316425700783,1.9305322792113901,0.8342931529277096,0.6918668597102119,0.6745347424469161,0.5974462432383388
