date,EVERBRIGHT SECURITIES INVESTMENT,CHINA SUNRISE SECURITIES (INTL) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),BOCOM INTERNATIONAL SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HEAD & SHOULDERS SECURITIES LTD,TOTAL_CCASS_PCT
2024-04-02,0.0,9.541354878520563,6.5257713051339,0.0,2.204057540204379,0.38691422854779856,0.0,2.1953656047209744,0.0,0.0,20.853463557127615
2024-04-05,0.0,9.541354878520563,6.5257713051339,0.0,2.204057540204379,0.38691422854779856,0.0,1.8889748789309542,0.0,0.0,20.547072831337594
2024-04-12,0.0,9.541354878520563,6.5257713051339,0.0,2.204057540204379,0.38691422854779856,0.0,1.8737639918349955,0.0,0.0,20.53186194424164
2024-04-19,0.0,9.541354878520563,6.5257713051339,0.0,2.204057540204379,0.38691422854779856,0.0,1.8737639918349955,0.0,0.0,20.53186194424164
2024-04-22,0.0,8.980290443066782,6.52359832126305,0.0,2.204057540204379,0.38691422854779856,0.0,1.8737639918349955,0.0,0.0,19.968624524917004
2024-04-23,0.0,8.980290443066782,6.52359832126305,0.1923090725703318,2.204057540204379,0.38691422854779856,0.0,1.8735466934479104,0.0,0.0,20.16071629910025
2024-04-24,0.0,8.980290443066782,6.306299934177928,0.19057068547365083,2.204057540204379,0.38691422854779856,0.0,1.878109959576698,0.0,0.0,19.94624279104724
2024-04-25,0.0,8.980290443066782,6.2886987648240344,0.19057068547365083,2.2038402418172938,0.38691422854779856,0.0,1.878109959576698,0.0,0.0,19.928424323306256
2024-04-26,0.0,8.980290443066782,6.224378442246838,0.19057068547365083,2.2038402418172938,0.38691422854779856,0.0,1.8787618547379537,0.0,0.0,19.86475589589032
2024-04-30,0.0,8.980290443066782,6.22068436966639,0.19057068547365083,2.2038402418172938,0.38691422854779856,0.0,1.8787618547379537,0.0,0.0,19.86106182330987
2024-05-02,0.0,8.980290443066782,6.2041696922479215,0.19057068547365083,2.2038402418172938,0.38691422854779856,0.0,1.8787618547379537,0.0,0.0,19.8445471458914
2024-05-06,0.0,8.980290443066782,6.2041696922479215,0.19057068547365083,2.2038402418172938,0.8096968153598026,0.0,1.8787618547379537,0.0,0.0,20.267329732703406
2024-05-08,0.0,8.980290443066782,6.2041696922479215,0.18991879031239547,2.2038402418172938,0.8096968153598026,0.0,1.8787618547379537,0.0,0.0,20.26667783754215
2024-05-09,0.0,8.945522701133163,6.2041696922479215,0.18991879031239547,2.2038402418172938,0.8096968153598026,0.0,1.8787618547379537,0.0,0.0,20.23191009560853
2024-05-10,0.0,8.945522701133163,6.2041696922479215,0.18991879031239547,2.2038402418172938,2.167627574258752,0.0,1.8789791531250388,0.0,0.0,21.590058152894564
2024-05-13,0.0,8.945522701133163,6.039591370643844,0.1910052822478211,1.7692434676470525,1.3398439276499197,0.0,1.8789791531250388,0.0,1.9556854837660862,22.119871386212928
2024-05-14,0.0,8.470725725352175,5.9948279029043094,0.1942647580540979,2.2331755240737854,2.330090604713749,0.0,1.8789791531250388,0.0,2.0208749998916224,23.122938668114777
2024-05-16,0.0,8.644781733407356,5.9948279029043094,0.19622044353786397,2.2331755240737854,2.330090604713749,0.0,1.8789791531250388,0.0,2.0208749998916224,23.298950361653723
2024-05-17,0.0,8.594368507603608,5.9948279029043094,0.1973069354732896,2.2331755240737854,2.330090604713749,0.0,1.8789791531250388,0.0,2.0317399192458785,23.26048854713966
2024-05-20,0.0,8.590457136636076,5.9948279029043094,0.1973069354732896,2.2331755240737854,2.330090604713749,0.0,1.8789791531250388,0.0,2.0317399192458785,23.256577176172126
2024-05-21,0.0,8.588066854378141,5.9948279029043094,0.1973069354732896,2.230785241815849,2.330090604713749,0.0,1.8835424192538264,0.0,2.0317399192458785,23.256359877785044
2024-05-22,0.0,8.588066854378141,5.988091652904671,0.1973069354732896,2.230785241815849,2.330090604713749,0.0,1.8835424192538264,0.0,2.0317399192458785,23.249623627785404
2024-05-23,0.0,8.588066854378141,5.988091652904671,0.20078370966665152,2.230785241815849,2.330090604713749,0.0,1.8835424192538264,0.0,2.0317399192458785,23.253100401978767
2024-05-27,0.0,8.54438987857403,5.988091652904671,0.19274366934450207,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0317399192458785,25.402507397831236
2024-05-28,0.0,8.54438987857403,5.988091652904671,0.19274366934450207,2.230785241815849,2.330090604713749,0.09582858870453823,1.8835424192538264,0.0,2.0317399192458785,23.297211974557044
2024-05-30,0.0,8.54438987857403,5.988091652904671,0.19274366934450207,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0317399192458785,25.402507397831236
2024-06-04,0.0,8.422920080193448,5.988091652904671,0.19274366934450207,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0317399192458785,25.281037599450656
2024-06-05,0.0,8.324483910843888,5.988091652904671,0.19274366934450207,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0317399192458785,25.182601430101094
2024-06-06,0.0,8.324483910843888,5.988091652904671,0.19274366934450207,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.189772276874905
2024-06-07,0.0,8.324483910843888,5.982659193227543,0.19274366934450207,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.184339817197777
2024-06-13,0.0,8.324483910843888,5.982659193227543,0.2579331854700383,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.249529333323313
2024-06-24,0.0,8.944218910810653,5.982659193227543,0.2579331854700383,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.869264333290076
2024-07-09,0.0,8.944218910810653,6.010907983548608,0.2579331854700383,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.897513123611144
2024-07-26,0.0,8.944218910810653,6.010907983548608,0.2579331854700383,2.230785241815849,0.7021831145389554,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,24.26960563343635
2024-07-29,0.0,8.944218910810653,6.010907983548608,0.2579331854700383,2.230785241815849,0.6692791408713652,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,24.23670165976876
2024-07-30,0.0,8.944218910810653,6.010907983548608,0.2579331854700383,2.230785241815849,0.7021240093776683,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,24.26954652827506
2024-07-31,0.0,8.944218910810653,6.010907983548608,0.2579331854700383,2.230785241815849,0.7021240093776683,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,24.26954652827506
2024-08-01,0.0,8.944218910810653,6.010907983548608,0.2579331854700383,2.230785241815849,0.45463733521755373,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,24.022059854114946
2024-08-02,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,0.45463733521755373,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,24.017713886373244
2024-08-05,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,0.10339828666784195,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,23.666474837823532
2024-08-06,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,0.10339828666784195,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,23.666474837823532
2024-08-16,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,0.6637578061539194,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,24.22683435730961
2024-08-19,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,1.9959912923929568,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.559067843548643
2024-08-20,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.89316715586944
2024-08-21,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,2.119581271136329,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.682657822292022
2024-08-22,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,0.0,2.0389107660196872,25.89316715586944
2024-09-03,0.0,8.93987294306895,6.010907983548608,0.2579331854700383,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,1.5795419757217422,2.0389107660196872,27.472709131591184
2024-09-05,0.0,8.93987294306895,6.0402432658051,0.2579331854700383,2.230785241815849,2.330090604713749,2.20112401197873,1.8835424192538264,1.5795419757217422,2.0389107660196872,27.50204441384767
2024-09-09,0.0,8.364249515680465,6.0402432658051,0.2579331854700383,2.8077124595268446,2.330090604713749,2.20112401197873,1.8835424192538264,1.5795419757217422,2.0389107660196872,27.503348204170187
2024-09-10,0.0,8.364249515680465,6.0402432658051,0.2579331854700383,2.8077124595268446,2.330090604713749,2.20112401197873,1.8835424192538264,1.5795419757217422,2.0386934676326023,27.503130905783095
2024-09-11,0.0,8.341650483423614,6.0402432658051,0.2579331854700383,2.830311491783697,2.330090604713749,2.20112401197873,1.8835424192538264,1.5795419757217422,2.0319572176329634,27.496394655783458
2024-09-12,0.0,8.340563991488187,6.0402432658051,0.2579331854700383,2.830311491783697,2.330090604713749,2.20112401197873,1.8835424192538264,1.5795419757217422,2.0319572176329634,27.49530816384803
2024-10-03,0.0,8.340563991488187,6.0402432658051,0.2579331854700383,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.479662679977906
2024-10-04,0.0,10.289933371686063,4.090873885607223,0.2579331854700383,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.479662679977906
2024-10-08,0.0,10.238216355559805,4.090873885607223,0.25815048385712336,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.428162962238734
2024-10-09,0.0,10.155425670080374,4.090873885607223,0.2640175403084216,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.351239333210597
2024-10-14,0.0,10.155425670080374,4.090873885607223,0.266407822566358,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.353629615468535
2024-10-18,0.0,10.155425670080374,4.090873885607223,0.2696672983726348,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.356889091274812
2024-10-28,0.0,10.155425670080374,4.090873885607223,0.27227487901765624,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.359496671919832
2024-10-30,0.0,10.155425670080374,4.090873885607223,0.27249217740474135,2.830311491783697,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.35971397030692
2024-10-31,0.0,10.155425670080374,4.090873885607223,0.27336137095308183,2.832484475654548,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.36275614772611
2024-11-04,0.0,10.155425670080374,4.090873885607223,0.2768381451464438,2.8290077014611863,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.36275614772611
2024-11-13,0.0,10.15520837169329,4.090873885607223,0.29704689514536,2.809668145010611,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.363408042887365
2024-11-14,0.0,10.15520837169329,4.090873885607223,0.34398334675574604,2.809668145010611,2.330090604713749,2.20112401197873,1.8678969353836974,1.5795419757217422,2.0319572176329634,27.41034449449775
2024-11-15,0.0,10.014181718475045,4.090873885607223,0.3783164919151951,2.8337882659770592,2.330090604713749,2.20112401197873,1.8696353224803786,1.5795419757217422,2.0319572176329634,27.329509494502087
2024-11-18,0.0,9.968983653961342,4.090873885607223,0.3783164919151951,2.855518104685571,2.330090604713749,2.20112401197873,1.8807175402217196,1.5795419757217422,2.0319572176329634,27.317123486438234
2024-11-21,0.0,9.968983653961342,4.090873885607223,0.3783164919151951,2.894631814360893,2.330090604713749,2.20112401197873,1.8807175402217196,1.5795419757217422,2.0319572176329634,27.356237196113558
2024-11-22,0.0,9.968983653961342,4.090873885607223,0.3783164919151951,2.898977782102595,2.330090604713749,2.20112401197873,1.8807175402217196,1.5795419757217422,2.0319572176329634,27.360583163855257
2024-11-25,0.0,9.902273049126208,4.091960377542649,0.3783164919151951,2.898977782102595,2.330090604713749,2.20112401197873,1.8809348386088047,1.5795419757217422,2.0319572176329634,27.295176349342636
2024-11-27,0.0,9.902273049126208,4.091960377542649,0.3783164919151951,2.898977782102595,2.330090604713749,2.20112401197873,1.8789791531250388,1.5795419757217422,2.0319572176329634,27.293220663858868
2024-12-02,0.0,9.808617444292523,4.091960377542649,0.3783164919151951,2.898977782102595,2.330090604713749,2.20112401197873,1.8820213305442302,1.5795419757217422,2.0319572176329634,27.202607236444376
2024-12-03,0.0,9.808617444292523,4.091960377542649,0.3783164919151951,2.8985431853284247,2.330090604713749,2.20112401197873,1.8820213305442302,1.5795419757217422,2.0319572176329634,27.20217263967021
2024-12-04,0.0,9.808617444292523,4.091960377542649,0.3783164919151951,2.8985431853284247,2.330090604713749,2.20112401197873,1.8835424192538264,1.5795419757217422,2.0319572176329634,27.2036937283798
2024-12-09,0.0,9.808617444292523,4.091960377542649,0.3783164919151951,2.8985431853284247,2.330090604713749,2.20112401197873,1.8839770160279965,1.5795419757217422,2.0319572176329634,27.20412832515397
2024-12-10,0.0,9.808617444292523,4.091960377542649,0.3783164919151951,2.900716169199276,2.330090604713749,2.20112401197873,1.8863672982859327,1.5795419757217422,2.0319572176329634,27.208691591282758
2024-12-11,0.0,9.766461557198008,4.091960377542649,0.3783164919151951,2.900716169199276,2.330090604713749,2.20112401197873,1.8859327015117624,1.5795419757217422,2.0319572176329634,27.166101107414075
2024-12-12,0.0,9.755596637843752,4.091960377542649,0.37896838707645053,2.900716169199276,2.330090604713749,2.20112401197873,1.888105685382614,1.5795419757217422,2.0319572176329634,27.158061067091925
2024-12-13,0.0,9.755596637843752,4.091960377542649,0.39396197578532377,2.900716169199276,2.330090604713749,2.20112401197873,1.887236491834273,1.5795419757217422,2.0319572176329634,27.172185462252457
2024-12-19,0.0,9.701272041072471,4.091960377542649,0.4052614919137501,2.900716169199276,2.330090604713749,2.20112401197873,1.8868018950601029,1.5795419757217422,2.0319572176329634,27.128725784835435
2024-12-20,0.0,9.701272041072471,4.091960377542649,0.4052614919137501,2.900716169199276,2.330090604713749,2.20112401197873,1.8861499998988476,1.5795419757217422,2.0319572176329634,27.12807388967418
2024-12-23,0.0,9.701272041072471,4.091960377542649,0.40591338707500546,2.900716169199276,2.330090604713749,2.20112401197873,1.8831078224796558,1.5795419757217422,2.0319572176329634,27.125683607416246
2024-12-30,0.0,9.325128533028128,4.091960377542649,0.40591338707500546,2.900716169199276,2.330090604713749,2.20112401197873,1.8831078224796558,1.5795419757217422,2.0319572176329634,26.7495400993719
2025-01-03,0.0,9.325128533028128,4.091960377542649,0.42134157255804905,2.900716169199276,2.330090604713749,2.20112401197873,1.8813694353829749,1.5795419757217422,2.0319572176329634,26.76322989775826
2025-01-06,0.0,9.001571234658384,4.091960377542649,0.5269485886814177,2.900716169199276,2.330090604713749,2.20112401197873,1.8822386289313153,1.5795419757217422,2.0319572176329634,26.546148809060227
2025-01-10,0.0,8.963761315305572,4.091960377542649,0.538248104809844,2.900716169199276,2.330090604713749,2.20112401197873,1.88158673377006,1.5795419757217422,2.0319572176329634,26.518986510674587
2025-01-13,0.0,8.963761315305572,4.091960377542649,0.5428113709386314,2.900716169199276,2.330090604713749,2.20112401197873,1.88158673377006,1.5795419757217422,2.0319572176329634,26.523549776803375
2025-01-15,0.0,8.807306476604285,4.091960377542649,0.5595433467441858,2.900716169199276,2.330090604713749,2.20112401197873,1.879848346673379,1.5795419757217422,2.0319572176329634,26.38208852681096
2025-01-21,0.0,8.807306476604285,4.091960377542649,0.5617163306150369,2.900716169199276,2.330090604713749,2.20112401197873,1.8796310482862941,1.5795419757217422,2.0319572176329634,26.38404421229473
2025-01-22,0.0,8.807306476604285,4.091960377542649,0.5628028225504625,2.900716169199276,2.330090604713749,2.20112401197873,1.8796310482862941,1.5795419757217422,2.0319572176329634,26.385130704230153
2025-01-24,0.0,8.807306476604285,4.091960377542649,0.5630201209375477,2.900716169199276,2.330090604713749,2.20112401197873,1.8796310482862941,1.5795419757217422,2.0319572176329634,26.38534800261724
2025-02-11,0.0,8.807306476604285,4.091960377542649,0.5927899999682092,2.900716169199276,2.330090604713749,2.20112401197873,1.8796310482862941,1.5795419757217422,2.0319572176329634,26.415117881647898
2025-02-17,28.625192414190664,8.807306476604285,4.091960377542649,0.5927899999682092,2.900716169199276,2.330090604713749,2.20112401197873,1.8913651611888904,1.5795419757217422,2.0319572176329634,55.05204440874116
2025-02-18,28.625192414190664,8.807306476604285,4.091960377542649,0.5927899999682092,2.900716169199276,2.330090604713749,2.20112401197873,1.8909305644147203,1.5795419757217422,2.0319572176329634,55.051609811967
2025-02-19,28.625192414190664,8.807306476604285,4.091960377542649,0.5927899999682092,2.900716169199276,2.330090604713749,2.20112401197873,1.890278669253465,1.5795419757217422,2.0319572176329634,55.05095791680573
2025-02-20,28.625192414190664,8.807306476604285,4.091960377542649,0.5993089515807628,2.900716169199276,2.330090604713749,2.20112401197873,1.890278669253465,1.5795419757217422,2.0319572176329634,55.057476868418284
2025-02-21,28.625192414190664,8.807306476604285,4.091960377542649,0.6857937096406409,2.900716169199276,2.330090604713749,2.20112401197873,1.890278669253465,1.5795419757217422,2.0319572176329634,55.143961626478166
2025-02-24,28.625192414190664,8.807306476604285,4.091960377542649,0.6999181048011737,2.900716169199276,2.330090604713749,2.20112401197873,1.890278669253465,1.5795419757217422,2.0319572176329634,55.158086021638695
2025-02-25,28.625192414190664,8.807306476604285,4.091960377542649,0.7014391935107697,2.900716169199276,2.330090604713749,2.20112401197873,1.890278669253465,1.5795419757217422,2.0319572176329634,55.1596071103483
2025-02-26,28.625192414190664,8.807306476604285,4.091960377542649,0.7101311289941744,2.900716169199276,2.330090604713749,2.20112401197873,1.890278669253465,1.5795419757217422,2.0319572176329634,55.1682990458317
2025-02-27,28.657787172253435,8.807306476604285,4.091960377542649,0.7127387096391958,2.900716169199276,2.330090604713749,2.20112401197873,1.8924516531243158,1.5795419757217422,2.0319572176329634,55.20567436841034
2025-02-28,28.657787172253435,8.807306476604285,4.091960377542649,0.81008838705333,2.900716169199276,2.330090604713749,2.20112401197873,1.890278669253465,1.5795419757217422,2.0319572176329634,55.30085106195363
2025-03-03,28.657787172253435,8.807306476604285,4.091960377542649,0.9219970564021671,2.900716169199276,2.330090604713749,2.20112401197873,1.8920170563501457,1.5795419757217422,2.0319572176329634,55.414498118399145
2025-03-05,28.657787172253435,8.807306476604285,4.091960377542649,0.992184435430661,2.900716169199276,2.330090604713749,2.20112401197873,1.8846289111892518,1.5795419757217422,2.0319572176329634,55.47729735226674
2025-03-06,28.657787172253435,8.807306476604285,4.091960377542649,1.0273867741384506,2.900716169199276,2.330090604713749,2.20112401197873,1.884846209576337,1.5795419757217422,2.0319572176329634,55.51271698936162
2025-03-07,28.646922252899177,8.807306476604285,4.091960377542649,1.0273867741384506,2.900716169199276,2.330090604713749,2.219159778106795,1.884846209576337,1.5795419757217422,2.0319572176329634,55.51988783613543
2025-03-11,28.686035962574497,8.807306476604285,4.1028252968969054,1.0273867741384506,2.900716169199276,2.330090604713749,2.219159778106795,1.8859327015117624,1.5795419757217422,1.5202195160475043,55.05921525551497
2025-03-12,28.675605639994412,8.807306476604285,4.1028252968969054,1.1030066128440728,2.900716169199276,2.330090604713749,2.219159778106795,1.8861499998988476,1.5795419757217422,1.5202195160475043,55.1246220700276
2025-03-13,28.675605639994412,8.807306476604285,4.097392837219777,1.8200912902249708,2.900716169199276,2.330090604713749,2.219159778106795,1.8702872176416339,1.5795419757217422,1.2377316128368474,55.5379236022635
2025-03-14,28.65126822064088,8.807306476604285,4.091960377542649,2.0373896773100917,2.900716169199276,2.330090604713749,2.219159778106795,1.8702872176416339,1.5795419757217422,1.1697172176792048,55.657437715160306
2025-03-19,28.65126822064088,8.807306476604285,4.091960377542649,2.113444112789884,2.900716169199276,2.330090604713749,2.219159778106795,1.8702872176416339,1.5795419757217422,1.1697172176792048,55.733492150640096
2025-03-20,28.65126822064088,8.807306476604285,4.091960377542649,2.254688064395212,2.900716169199276,2.330090604713749,2.219159778106795,1.8702872176416339,1.5795419757217422,1.1697172176792048,55.87473610224543
2025-03-21,28.65126822064088,8.807306476604285,4.091960377542649,2.4285267740633087,2.900716169199276,2.330090604713749,2.219159778106795,1.8709391128028892,1.5795419757217422,1.1697172176792048,56.04922670707479
2025-03-25,28.564566164193916,8.807306476604285,4.091960377542649,2.537175967605869,2.900716169199276,2.330090604713749,2.219159778106795,1.8722429031253998,1.5795419757217422,1.1697172176792048,56.07247763449289
2025-03-26,28.564566164193916,8.807306476604285,4.091960377542649,2.5697707256686373,2.900716169199276,2.330090604713749,2.219159778106795,1.872894798286655,1.5795419757217422,1.1697172176792048,56.10572428771691
2025-03-27,28.564566164193916,8.807306476604285,4.091960377542649,2.5697707256686373,2.900716169199276,2.330090604713749,2.219159778106795,1.8731120966737402,1.5795419757217422,1.1697172176792048,56.10594158610399
2025-03-28,28.564566164193916,8.807306476604285,4.091960377542649,2.6458251611484296,2.900716169199276,2.330090604713749,2.219159778106795,1.8731120966737402,1.5795419757217422,1.1697172176792048,56.18199602158379
2025-04-01,28.564566164193916,8.807306476604285,4.091960377542649,2.6892848385654538,2.900716169199276,2.330090604713749,2.219159778106795,1.8746331853833362,1.5795419757217422,1.1697172176792048,56.226976787710406
2025-04-02,28.564566164193916,8.807306476604285,4.091960377542649,2.6905886288879644,2.900716169199276,2.330090604713749,2.219159778106795,1.8746331853833362,1.5795419757217422,1.1697172176792048,56.228280578032916
2025-04-09,28.564566164193916,8.807306476604285,4.091960377542649,2.696021088565092,2.900716169199276,2.330090604713749,2.219159778106795,1.872894798286655,1.5795419757217422,1.1697172176792048,56.23197465061337
2025-04-10,28.564566164193916,8.807306476604285,4.091960377542649,2.709276290177285,2.900716169199276,2.330090604713749,2.219159778106795,1.87267749989957,1.5795419757217422,1.1697172176792048,56.24501255383847
2025-04-11,28.564566164193916,8.807306476604285,4.091960377542649,2.7827231450120555,2.900716169199276,2.330090604713749,2.219159778106795,1.87267749989957,1.5795419757217422,1.1697172176792048,56.31845940867325
2025-04-14,28.564566164193916,8.807306476604285,4.091960377542649,2.7935880643663116,2.900716169199276,2.330090604713749,2.219159778106795,1.872460201512485,1.5795419757217422,1.1697172176792048,56.32910702964041
2025-04-15,28.564566164193916,8.807306476604285,4.091960377542649,2.815535201461909,2.900716169199276,2.330090604713749,2.219159778106795,1.872460201512485,1.5795419757217422,1.1697172176792048,56.35105416673601
2025-04-24,28.564566164193916,8.807306476604285,4.091960377542649,2.956779153067237,2.878986330490764,2.330090604713749,2.219159778106795,1.872460201512485,1.5795419757217422,1.1697172176792048,56.47056827963283
2025-04-25,28.564566164193916,8.807306476604285,4.091960377542649,3.0545634272555415,2.878986330490764,2.330090604713749,2.20112401197873,1.872460201512485,1.5795419757217422,1.1697172176792048,56.55031678769306
2025-04-29,28.564566164193916,8.807306476604285,4.091960377542649,3.1088880240268217,2.878986330490764,2.330090604713749,2.20112401197873,1.877892661189613,1.5795419757217422,1.1697172176792048,56.610073844141475
2025-04-30,28.564566164193916,8.807306476604285,4.091960377542649,3.152347701443846,2.878986330490764,2.330090604713749,2.20112401197873,1.878109959576698,1.5795419757217422,1.1697172176792048,56.65375081994558
2025-05-02,28.564566164193916,8.807306476604285,4.091960377542649,3.1740775401523575,2.878986330490764,2.330090604713749,2.20112401197873,1.878109959576698,1.5795419757217422,1.1697172176792048,56.675480658654095
