date,PUBLIC BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,76.7716592461491,0.0,23.228340753850894,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,43.3240642794639,28.234157134189612,0.0,8.542639683062776,19.89913890328371
2024-03-05,0.0,57.37558486761507,0.0,0.0,16.18581092101406,11.499579070299472,7.442149439656914,0.0,2.2517265462658664,5.245149155148617
2024-03-07,0.0,44.252883117333084,22.880240587235946,0.0,12.480571138160258,8.867106834878287,5.738499971099282,0.0,1.7362635385706322,4.044434812722512
2024-03-08,0.0,41.52780614030219,21.516235895154463,0.0,11.693974601148684,8.308251358440925,5.376827083301207,6.168342852840503,1.6190305279541632,3.7895315408578614
2024-03-12,0.0,41.73941736776713,21.438940762316165,0.0,11.65196505428333,8.278404716326852,5.327963360034527,6.174176440871955,1.6132143071087846,3.775917991291253
2024-03-13,0.0,41.71413501486476,21.43394079509999,0.0,11.649247595248328,8.285802793415712,5.326720778023387,6.202277572714403,1.6128380749647793,3.7750373756686466
2024-03-14,0.0,36.22153857087335,18.617084614977102,13.157780336190065,10.115364275025204,7.194792013915871,4.625339157786493,5.385609368317999,1.404522172223437,3.2779694906904853
2024-03-15,0.0,36.12613607203541,18.613349784529053,13.153160909405306,10.123754757134128,7.29452888458981,4.626088622895244,5.379730580703479,1.404749753450811,3.2785006352567585
2024-03-18,0.0,36.12579671521192,18.611088053985107,13.151562652985982,10.122524607503959,7.293642517601978,4.625526501296578,5.345323770923622,1.4464329197938026,3.2781022606970502
2024-03-19,0.0,36.11090781217584,18.613852465971675,13.119758004470224,10.124028164323322,7.333885310197476,4.626213557360538,5.346117742617355,1.4466477667973547,3.278589176086219
2024-03-20,0.0,36.12088864653749,18.620389796364847,13.09059578406901,10.127583802101206,7.336461028009039,4.627838319700797,5.3479953409312015,1.448506640069969,3.2797406422164435
2024-03-21,0.0,36.06103568005743,18.60832446298268,13.083463479506886,10.121021497215835,7.404603165269415,4.624839649276784,5.344530035026208,1.474566540751155,3.277615489913611
2024-03-22,0.0,36.064443578131346,18.61008301683174,13.073899501404352,10.104427299749414,7.405302927003629,4.625276713322109,5.345035112411504,1.4936066147343225,3.277925236411582
2024-03-25,0.0,36.03525390724591,18.59232255700444,13.063317809694386,10.102993819987697,7.4761999137637565,4.621533128460653,5.340708972859002,1.4923977263891592,3.2752721645949987
2024-03-26,0.0,36.078462907057414,18.589564135663334,12.993941753368027,10.101494904848037,7.508809687497455,4.620847461805985,5.343962883022532,1.4881300328595395,3.27478623387768
2024-03-27,0.0,36.094041196248114,18.597590907945197,12.899701153325038,10.10585662084718,7.568724237367238,4.622842693649747,5.346270348266564,1.4887725912763152,3.276200251074602
2024-03-28,0.0,36.0945282345614,18.597841856273693,12.899875216646386,10.105992985166601,7.56882636665407,4.622905072409051,5.346342488664437,1.487443320835927,3.276244458788434
2024-04-02,0.0,36.0945282345614,18.597841856273693,12.879634826662109,10.105992985166601,7.622800739945479,4.622905072409051,5.312608505357307,1.487443320835927,3.276244458788434
2024-04-03,0.0,35.20934851258232,18.597841856273693,12.879634826662109,10.105992985166601,7.6120058652871965,4.622905072409051,6.208583101994671,1.487443320835927,3.276244458788434
2024-04-05,0.0,35.21617152800241,18.597245327937546,12.877457397517004,10.088859718757302,7.646049366636366,4.631188702533621,6.17509909151515,1.49155177801212,3.276377089088471
2024-04-08,0.0,35.217597221519746,18.597998219888996,12.868532449132728,10.089268156735487,7.646358909739498,4.631376191843909,6.175349084582586,1.4916121620802458,3.2819076044768023
2024-04-09,0.0,35.21056505452607,18.590722816916212,12.732651125467079,10.085321307689,7.806589532079995,4.629564430829856,6.172933332491595,1.4910286541440725,3.280623745856122
2024-04-10,0.0,35.188261318208305,18.57893055565741,12.725933857066623,10.078932874365698,7.865004587807002,4.626631885323375,6.169023157317131,1.4887360926033852,3.2785456716510626
2024-04-11,0.0,35.18778695650345,18.57868009903231,12.725762302819435,10.07879700349279,7.866246630234319,4.626569515177574,6.168939994687533,1.4887160234279126,3.2785014746246683
2024-04-12,0.0,35.22421113661146,18.570181756483297,12.753616408192475,10.087652445802723,7.862641570531932,4.570551173437811,6.132426546041485,1.5217200083585034,3.2769989545403173
2024-04-15,0.0,35.22373651429348,18.569931535898473,12.753444561874646,10.084821657394267,7.8625356267777,4.57048958836543,6.132343915759409,1.5257418004311891,3.276954799205403
2024-04-16,0.0,35.189822204197505,18.554181221623924,12.822058636711983,10.076268092713663,7.855866921140462,4.566613071789904,6.127142693357156,1.524447723885341,3.2835994345800636
2024-04-17,0.0,35.1756152385999,18.549381950137324,12.857254438686509,10.069508572965336,7.8526953213966415,4.5647694218154315,6.1246690205732754,1.5238322681935532,3.2822737676320277
2024-04-18,0.0,35.177982269522445,18.55063017167864,12.858119626647795,10.070186168453157,7.853223743501697,4.565076593425719,6.12508116065565,1.5172056283303055,3.2824946377845903
2024-04-19,0.0,35.18461165118331,18.55412608587052,12.861888862403822,10.082852640148014,7.922008198118155,4.5793977927679546,6.112774549166229,1.557874246236777,3.144465974105215
2024-04-22,0.0,35.184138041059605,18.553876334017694,12.861715732149165,10.084062989482172,7.934016208103987,4.577990079020335,6.112692266833852,1.5470847019966714,3.1444236473365192
2024-04-24,0.0,34.804064816353325,18.624186120447817,12.951572993225794,10.140067170171523,8.006574502506748,4.60034462140584,6.142540832691323,1.569518281561218,3.1611306616364154
2024-04-25,0.0,34.925407074111675,18.587980296907208,12.926394853180726,10.10685450741161,7.991009547252986,4.604901602527358,6.130599599499112,1.5664671038303657,3.1603854152789634
2024-04-26,0.0,34.93861401820757,18.59500928918541,12.931282932905184,10.110676385913456,7.994031324955861,4.572879792252423,6.132917868431901,1.5630078820457396,3.161580506102458
2024-04-29,0.0,34.914891033213586,18.570180579358258,12.914016629530945,10.097176255516208,7.983357413422409,4.574866256644278,6.139564926982059,1.5946389580828417,3.2113079472494186
2024-04-30,0.0,4.7195493678652305,2.508151754606419,1.7434823602584724,1.361755176789594,1.078259407255454,0.6178969978055312,0.8272267291369761,0.21574168782488742,0.4410166956624973
2024-05-02,0.0,34.937903064916384,18.545168296144276,12.903357194936216,10.068760347266787,7.973951489087828,4.56062290835637,6.116479548232722,1.6328983025269945,3.2608588485324197
2024-05-03,0.0,34.92990502556084,18.52745693298647,12.907136325375859,10.075881572896893,7.972126079654684,4.55957888343481,6.115079354178339,1.6527234582819537,3.2601123676301462
2024-05-06,0.0,34.81787034160708,18.540939210732578,12.916528742126577,10.110165255564537,7.977927330113486,4.562896851417902,6.119529247036852,1.6889631421967377,3.265179879204246
