date,ORIENT SECURITIES (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,I WIN SECURITIES LTD,LIVERMORE HOLDINGS LTD,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,HEAD & SHOULDERS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,51.58678756476684,0.0,0.0,30.942357512953368,0.0,17.470854922279795
2024-03-07,0.0,0.0,0.0,0.0,53.7117903930131,0.0,0.0,30.858806404657933,0.0,15.429403202328967
2024-03-11,0.0,0.0,0.0,0.0,53.61387728878895,0.0,0.0,30.661741085769357,0.0,15.724381625441698
2024-03-12,0.0,0.0,0.0,0.0,55.630334865397245,0.0,0.0,31.172028890347995,0.0,13.19763624425476
2024-03-14,0.0,0.0,0.0,0.0,57.19792190380426,0.0,0.0,31.0038545332663,0.0,11.798223562929445
2024-03-15,0.0,0.0,0.0,0.0,57.94846050870147,0.0,0.0,30.906961178045517,0.0,11.144578313253012
2024-03-18,0.0,0.0,0.0,0.0,57.967860729829255,0.0,0.0,30.883829929695345,0.0,11.148309340475393
2024-03-20,0.0,0.0,0.0,0.0,57.977565712372346,0.0,0.0,30.872258496567888,0.0,11.15017579105977
2024-03-21,0.0,0.0,0.0,46.796185723197574,30.852865163532663,0.0,0.0,16.415649229123964,0.0,5.935299884145798
2024-03-22,0.0,0.0,0.0,46.51430596155549,30.879617326601117,0.0,0.0,16.219328549915847,0.4871999291345558,5.899548232792984
2024-03-25,0.0,0.0,0.0,46.32962766896065,31.198164813834477,0.0,0.0,16.17257808364214,0.42350449973530974,5.8761249338274215
2024-03-26,0.0,0.0,0.0,46.223591549295776,31.12676056338028,0.0,0.0,16.08274647887324,0.7042253521126761,5.862676056338028
2024-03-27,0.0,0.0,0.0,46.09375,31.23244382022472,0.0,0.0,16.0375702247191,0.7900280898876405,5.846207865168539
2024-03-28,0.0,0.0,0.0,46.10184372256365,31.237928007023708,0.0,0.0,16.022827041264268,0.7901668129938543,5.847234416154522
2024-04-05,0.0,0.0,0.0,46.158579465541486,31.20604781997187,0.0,0.0,15.989803094233473,0.7911392405063291,5.8544303797468356
2024-04-09,0.0,0.0,0.0,46.27181385510312,31.288559844879256,0.0,0.0,15.917503966155474,0.7932310946589107,5.728891239203243
2024-04-10,0.0,0.0,0.0,46.30037922215363,31.30787547402769,0.0,0.0,15.865596613457978,0.7937207866654907,5.7324279036952115
2024-04-11,0.0,0.0,0.0,46.32489190858555,31.324450719138795,0.0,0.0,15.821053560398834,0.7941410041471808,5.735462807729639
2024-04-12,0.0,0.0,0.0,46.32897987998588,31.32721496646664,0.0,0.0,15.813625132368514,0.7942110836569007,5.7359689375220615
2024-04-15,0.0,0.0,0.0,46.390386144738,31.245029601484493,0.0,0.0,15.825748873376336,0.795263762481223,5.743571617919944
2024-04-22,0.0,0.0,0.0,46.39858594785683,31.250552364118427,0.0,0.0,15.828546177640302,0.7954043305346884,5.726911179849757
2024-04-23,0.0,0.0,0.0,46.50132860938884,31.2488928255093,0.0,0.0,15.713020372010627,0.7971656333038087,5.739592559787423
2024-04-24,0.0,0.0,0.0,46.57971785999468,31.292698074704994,0.0,0.0,15.650785200958211,0.7985094490284802,5.678289415313636
2024-04-25,0.0,0.0,0.0,46.60866477272727,31.285511363636363,0.0,0.0,15.625,0.7990056818181818,5.681818181818182
2024-04-26,0.0,0.0,0.0,46.61634103019538,31.296625222024865,0.0,0.0,15.559502664298403,0.7992895204262878,5.728241563055062
2024-04-29,0.0,0.0,0.0,46.69928825622775,31.467971530249113,0.0,0.0,15.427046263345195,0.693950177935943,5.711743772241993
2024-04-30,0.0,0.0,0.0,2.0996,1.4168,0.0,0.0,0.69,0.0312,0.2568
2024-05-02,0.0,0.0,0.0,46.870256272881505,31.62782391284936,0.0,0.0,15.358514153049379,0.6964907581034021,5.446914903116349
2024-05-03,0.0,0.0,0.0,46.98353025420695,31.704260651629074,0.0,0.0,15.368779090583601,0.5818116720372359,5.361618331543143
2024-05-06,0.0,0.0,0.0,47.0171981368685,31.726979577212468,0.0,0.0,15.308133285560732,0.582228591902544,5.365460408455751
2024-05-08,52.7997024670441,0.0,2.615810570684739,21.84387784619199,13.525352287284598,0.0,0.0,6.665564692755899,0.25620893425348157,2.293483201785198
2024-05-09,52.39051992783336,0.0,3.989667049368542,21.514679350500245,13.35082827620141,0.0,0.0,6.46629489913072,0.2460226340823356,2.0419878628833854
2024-05-10,52.3840760936411,0.0,3.9891763355335987,21.512033126973062,13.349186175228567,0.0,0.0,6.485998934033045,0.2459923742363987,2.0335369603542293
2024-05-13,52.34759095378564,0.0,3.986397902327106,21.497050147492626,13.380858734841036,0.0,0.0,6.575712881022616,0.2622091117666339,1.9501802687643395
2024-05-14,52.591068121012555,0.0,3.4739658365918915,21.597036427248405,13.44309528709611,0.0,0.0,6.705083350483639,0.23050010290183165,1.959250874665569
2024-05-16,52.36046225719203,0.0,3.95459388574707,21.50233587410868,13.384148840258995,0.0,0.0,6.618309974592247,0.22948938611589212,1.9506597819850833
2024-05-17,52.202157215231246,0.0,3.9426376858963885,21.437326360516423,13.617421147246281,0.0,0.0,6.655499264585717,0.22879555482922045,1.9161627716947214
2024-05-20,52.2277632439503,0.0,3.7524525833878353,21.447841726618705,13.820307390451275,0.0,0.0,6.577011118378024,0.2411706998037933,1.9334532374100721
2024-05-21,52.388371806962155,0.0,3.4605764894009594,21.513797203657386,13.86280700315716,0.0,0.0,6.593136249948747,0.24191233752921398,1.9393989093443766
2024-05-22,52.40771123872027,0.0,3.4618539786710416,21.521739130434785,13.867924528301886,0.0,0.0,6.542247744052503,0.25430680885972107,1.944216570959803
2024-05-23,52.25553147110548,0.0,3.4518015623082903,21.765980941474787,13.815385873788394,0.0,0.0,6.52325058279825,0.2535683612122204,1.9344812073125845
2024-05-24,52.405561707887294,0.0,3.461711988843772,21.520856404577334,13.855051064353392,0.0,0.0,6.562487182642221,0.25429637832738605,1.9400352733686066
2024-05-27,52.39481669810547,0.0,3.461002214385303,21.516443861231853,13.85221028458952,0.0,0.0,6.581645206265891,0.25424423849749855,1.9396374969244647
2024-05-29,52.129742962056305,0.0,3.875968992248062,21.407588739290084,13.82700938392493,0.0,0.0,6.576907384740922,0.25295797633618927,1.9298245614035088
2024-05-30,52.294028567920435,0.0,3.495272786804731,21.475054229934923,13.870584864732125,0.0,0.0,6.69995497892195,0.25375516719191255,1.911349404493922
2024-05-31,5.1108,0.0,0.3416,2.0987999999999998,1.3652,0.0,0.0,0.6536,0.024800000000000003,0.1908
2024-06-03,52.15102040816326,0.0,3.444897959183674,21.506122448979593,14.012244897959183,0.0,0.0,6.685714285714285,0.25306122448979596,1.9469387755102041
2024-06-04,52.13612437262823,0.0,3.4439139837597423,21.499979597665973,14.06944954502795,0.0,0.0,6.6511608928061365,0.25298894193495736,1.9463826661770107
2024-06-05,52.26194371727748,0.0,3.452225130890053,21.535503926701573,14.009325916230367,0.0,0.0,6.524051047120419,0.2535994764397906,1.963350785340314
2024-06-06,52.37763384438796,0.0,3.45986718045421,21.574977453472165,13.987045994916784,0.0,0.0,6.497499385094696,0.26235959662212016,1.840616545052062
2024-06-07,52.332582428834726,0.0,3.4568912553757936,21.54003686258448,13.966823673970918,0.0,0.0,6.500102396067992,0.2539422486176531,1.9496211345484336
2024-06-11,39.798778968352856,23.97520558185896,2.6289558933466237,16.378021430351357,10.621729379516571,0.0,0.0,4.9557687515574385,0.19312235235484676,1.4484176426613506
2024-06-12,39.69861736833929,23.91486717414945,2.6223395991921703,16.551188441820724,10.59499766972192,0.0,0.0,4.980581016001243,0.19263632126767127,1.4447724095075345
2024-06-13,39.671499984475425,23.89853137516689,2.9030956003353308,16.393951625423046,10.587760424752384,0.0,0.0,4.908870742385195,0.19250473499549786,1.443785512466234
2024-06-14,39.8285536159601,23.993142144638405,2.630922693266833,16.443266832917704,10.629675810473815,0.0,0.0,4.831670822942644,0.19326683291770574,1.449501246882793
