date,THE HONGKONG AND SHANGHAI BANKING,HSBC BROKING SECURITIES (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,14.074121569633238,17.998204667863554,0.0,67.9276737625032,0.0,0.0,0.0
2024-03-06,54.73384802925641,0.0,0.0,6.382422940732571,11.037905613281476,0.0,27.845823416729555,0.0,0.0,0.0
2024-03-07,54.922505369478145,0.0,0.0,6.382422940732571,13.940326232077553,0.0,24.75474545771173,0.0,0.0,0.0
2024-03-11,53.29821991888238,0.0,0.0,6.182401982875169,13.913925191527715,0.0,26.57165389815232,0.0,0.0,0.0337990085624155
2024-03-12,53.29821991888238,0.0,0.0,6.182401982875169,15.403898152320867,0.0,25.08168093735917,0.0,0.0,0.0337990085624155
2024-03-14,53.313236039894065,0.0,0.0,6.1841437989519354,15.380064236208938,0.0,25.088747393925736,0.0,0.0,0.03380853101932721
2024-03-15,53.313236039894065,0.0,0.0,6.1841437989519354,18.19744182115287,0.0,22.2713698089818,0.0,0.0,0.03380853101932721
2024-03-18,53.28771366618794,0.0,0.0,6.181183295316944,18.188730252597786,0.0,21.13429641519529,1.1742840246684125,0.0,0.03379234603362338
2024-03-19,53.08905823795731,0.0,0.0,6.17249233711088,18.16315626669666,0.0,21.368915384831695,1.1726329405809734,0.0,0.033744832822474057
2024-03-20,53.08905823795731,0.0,0.0,6.17249233711088,17.063637130564384,0.0,22.468434520963978,1.1726329405809734,0.0,0.033744832822474057
2024-03-21,53.074133423294256,0.0,0.0,6.170757077394507,17.058840066346182,0.0,22.344044305754686,1.1723032807624187,0.0,0.17992184644794917
2024-03-22,53.08905823795731,0.0,0.0,6.318719946008268,17.063637130564384,0.0,22.32220691206659,1.1726329405809734,0.0,0.033744832822474057
2024-03-25,52.894205984534345,0.0,0.0,6.2955284097276705,17.001008629384735,0.0,22.607306959542754,1.1683290373192874,0.0,0.03362097949120251
2024-03-26,29.313396683435812,0.0,0.0,3.4889137320663317,9.421775045028259,0.0,15.466430656480965,0.6474753120924166,41.643376187814425,0.018632383081796162
2024-03-27,31.674048721562308,0.0,0.0,3.6641836118381317,8.502785047983357,0.0,10.442252197839071,0.6996174753372257,44.99698006845178,0.020132876988121603
2024-03-28,31.70064143466434,0.0,0.0,3.667259965745374,9.455284279813277,0.0,9.421701313093997,0.7002048560969876,45.03475837055446,0.020149780031567987
2024-04-02,32.26284080465639,0.0,0.0,3.716940671908506,9.583375880731134,0.0,7.78957758943463,0.9819939412505532,45.64484836107424,0.02042275094455223
2024-04-05,29.466534025554143,0.0,0.0,3.3372711163614883,8.729443218204992,6.071439674200267,9.791090247769453,0.8968818975969162,41.688687163863584,0.01865265644915597
2024-04-08,29.482975648417227,0.0,0.0,3.33649318559729,8.727408351334132,6.070024398203546,9.788807906882779,0.8966728309686243,41.67896937015338,0.018648308443021646
2024-04-09,29.778584617294296,0.0,0.0,3.3313162345420406,7.751865816381945,6.0606060606060606,10.549426678458937,0.8952815404428308,41.61429967881581,0.018619373458083135
2024-04-10,29.928992060162525,0.0,0.0,3.227209869637502,9.316490312155254,6.06908124737799,8.87055423483895,0.8965335073571683,41.672493357572364,0.01864541089824267
2024-04-11,30.502951593860683,0.0,0.0,3.2695789059425424,9.438803620621803,6.148760330578512,7.493112947658402,0.9083038173947264,42.21959858323495,0.018890200708382526
2024-04-12,28.64677984131909,0.0,0.0,3.050987692625918,10.138439489975326,5.771020788085634,11.89663578742077,0.8525035828790096,39.625903107131776,0.01772971056247507
2024-04-16,28.62267493356953,0.0,0.0,3.048420431059935,10.033953351048124,5.766164747564216,12.066725715972836,0.8517862415116623,39.5925597874225,0.01771479185119575
2024-04-17,28.677947082447435,0.0,0.0,3.906803685329553,9.592782896291046,4.236061894637373,13.115698086463501,0.8519371604063313,39.5995747696669,0.01919442475785495
2024-04-18,28.6724435718398,0.0,0.0,3.9252446819503697,9.590941970151016,4.23524896296187,13.113181086786438,0.8517736673506443,39.59197531775438,0.01919074120547379
2024-04-19,28.669057845872263,0.0,0.0,3.924781177581957,9.589809443681824,2.7173832824100725,14.640806506369097,0.8516730874256447,39.58730018155249,0.019188475106643642
2024-04-23,30.145094392537157,0.0,0.0,3.924781177581957,10.313067351547623,2.7173832824100725,12.441512051838403,0.8516730874256447,39.58730018155249,0.019188475106643642
2024-04-24,32.41632278771206,0.0,0.0,4.18346535123085,11.04681496940663,2.9107179560151146,6.106025391705798,0.9122673876266819,42.40383247165963,0.020553684643235468
2024-04-25,32.44478173567962,0.0,0.0,4.18346535123085,11.04681496940663,2.9107179560151146,6.077566443738241,0.9122673876266819,42.40383247165963,0.020553684643235468
2024-04-26,32.439652855720134,0.0,0.0,4.182804027885361,11.04506868587869,2.9102578289255283,6.092413727690921,0.9121231761488484,42.39712926223936,0.020550435511152564
2024-04-29,32.091139398867796,0.0,0.0,4.137866324711475,9.362587182935602,2.878991649204016,8.633847308666688,0.9023238357364026,41.94163825727958,0.05160604259844243
2024-04-30,34.64993652963578,0.0,0.0,4.30622009569378,8.334147055951567,2.996126680337207,5.07274680207011,0.9390359014419165,43.648081242066205,0.05370569280343716
2024-05-06,34.703590813515675,0.0,0.0,4.312888135482714,8.439960228847125,3.0007660836824175,4.832847060357615,0.9404899675636909,43.71566885625336,0.05378885429740347
2024-05-07,34.89729377241604,0.0,0.0,5.5689598956635145,8.44147375285295,3.001304206064558,3.373002934463645,0.9406586240626019,43.72350831431366,0.05379850016302576
2024-05-08,35.03423540919465,0.0,0.0,5.578741441147701,8.44147375285295,3.001304206064558,3.2262797522008473,0.9406586240626019,43.72350831431366,0.05379850016302576
2024-05-09,35.03643685094312,0.0,0.0,5.578832390485662,8.44161137286229,3.001353135851579,3.2230717814115004,0.9406739594711359,43.72422113174326,0.05379937723145144
2024-05-10,35.04092346822317,0.0,0.0,5.579287181661069,8.44229954022239,3.0015978087194704,3.2135520266084066,0.9407506440147391,43.727785567548175,0.05380376300257606
2024-05-13,29.96347617587197,16.867872975158225,0.0,4.770401762065409,7.218334402096635,2.566425962583991,0.3736024758134218,0.8043605542699417,37.3881283631193,0.04739732902110575
2024-05-14,29.152087232484337,16.410339870344753,0.0,4.641006862505764,9.734993354490467,2.4968128678764208,0.3621124582960371,0.7825426533213985,36.37399300187159,0.04611169880923319
2024-05-16,29.154799685355464,16.410339870344753,0.0,4.803754034773646,9.734993354490467,2.4968128678764208,0.6035207638267285,0.7825426533213985,35.96712507120189,0.04611169880923319
2024-05-17,28.341299812501653,15.976972033696887,0.0,4.676895449863998,10.873583859297014,2.430876488763303,1.7442628145878998,0.8939181873399001,35.01729738294557,0.04489397100377637
2024-05-20,28.34262022341353,15.976972033696887,0.0,4.676895449863998,11.5337893152349,2.430876488763303,1.0827369477381361,0.8939181873399001,35.01729738294557,0.04489397100377637
2024-05-21,25.51982405040718,14.385068061582357,0.20567080782262379,4.234678713665815,10.911252452000237,2.1886702728407537,10.181299411519943,0.8048505022885335,31.52826487546811,0.04042085240444629
2024-05-22,25.55899511846648,14.40647696154304,0.2059769020121443,4.240981069174902,10.927491368020002,2.191927610429813,10.046434099297535,0.8060483390879867,31.57518752232409,0.040481009644005236
2024-05-23,25.473689231246198,14.428293764830736,0.2563705090445131,4.247403503332817,10.944039683769958,2.195247010004412,9.984140801068408,0.8072689982471413,31.623004185397612,0.04054231305820207
2024-05-24,24.307644559041208,14.443966957933437,0.25664899966575944,4.252017380509001,10.95592799503414,2.19763166690541,11.080074487895716,0.8081459198777634,31.65735567970205,0.04058635343551545
2024-05-27,24.281557797333715,14.42846581288307,0.5008227802818916,4.249839021249195,12.136605375497842,2.195273186902292,9.736233335718204,0.8072786244067635,31.62338126922802,0.04054279649901028
2024-05-28,24.273430885001133,14.43001443001443,0.5008765339343851,4.250295159386068,12.1379080056766,2.1955088070790554,9.737278332319654,0.8073652701751876,31.62677542842832,0.04054714798516452
2024-05-30,24.291488321629128,14.426573509949566,0.5007570970395717,4.249281652021509,13.203295458610043,2.1949852753567893,8.666674615192015,0.8071727492756906,31.61923384164153,0.040537479284155804
2024-05-31,24.3016293327608,14.432596197428374,0.500966149001646,4.251055607242539,14.054486032586656,2.1959016197905483,7.782866957704143,0.8075097211288438,31.63243397981822,0.04055440253822849
2024-06-03,24.517521887449607,14.432596197428374,0.500966149001646,4.396574345762065,14.054486032586656,2.1959016197905483,7.421455664495813,0.8075097211288438,31.63243397981822,0.04055440253822849
2024-06-04,24.51871466399485,14.432596197428374,0.6381354517044776,4.585033039910303,14.054486032586656,2.1959016197905483,7.094634891099501,0.8075097211288438,31.63243397981822,0.04055440253822849
2024-06-05,23.41098408000573,14.440174714180012,0.6384705348831659,4.58744062820727,14.061866004725875,2.1970546817194547,8.166455832159821,0.8079337422727164,31.64904408430198,0.04057569754397689
2024-06-06,23.41098408000573,14.440174714180012,0.6384705348831659,4.58744062820727,14.197913931785092,2.1970546817194547,8.031601307969545,0.8079337422727164,31.64904408430198,0.0393822946750364
2024-06-07,23.42000334264499,14.445001551942315,0.6386839529164577,4.588974046749278,14.202659790368408,2.197789079101306,7.999665735501277,0.8082038058400784,31.65962323615787,0.03939545877802449
2024-06-11,24.404805960575334,14.92610958971702,0.659956085165174,4.9885278661831105,15.292477734191893,2.2709890706338047,3.8672193027903186,0.8351219993585475,32.71408481977648,0.04070757160831914
2024-06-12,24.584969431880314,15.035538545653363,0.6647944728863263,5.025100651125801,16.025895919280284,2.2876385506237886,2.5398876683731793,0.8412445946617626,32.953924151299766,0.04100601421541826
2024-06-13,24.585906532301156,15.035351715396947,0.6647862122096997,5.025038209674814,16.02569678293177,2.287610124631882,2.5398561079563104,0.8412341414317135,32.953514668787356,0.0410055046783553
2024-06-14,24.70688126662255,16.606939952801326,0.6680235244171963,5.049508659332975,16.241087816999013,2.298750109256184,0.4282842408880343,0.845330702860639,33.1139885374655,0.041205189356574724
2024-06-17,24.234815731135253,16.28963709628033,0.6552598380834569,4.953029505064485,16.54316753830514,2.25482871385354,1.7183729959459624,0.8291792717429911,32.48129141303416,0.04041789655468052
2024-06-18,24.24049392395139,16.292630341042727,0.6553802430419443,4.953939631517052,16.527832222657782,2.2552430419443357,1.7174637397099175,0.8293316346530774,32.48725989807919,0.04042532340258722
2024-06-19,24.28588942012995,16.305014098320463,0.6558783866617629,4.957705038617139,16.437415716562462,2.256957214662253,1.7187691553267133,0.829961995831801,32.51195292386907,0.04045605001838912
