date,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,55.63077413188914,0.0,44.36922586811086,0.0
2024-03-04,0.0,0.0,39.61983281804649,0.0,31.89625558227413,28.48391159967938
2024-03-12,0.0,0.0,29.047501454467834,26.812015787777447,23.31752602346402,20.822956734290702
2024-03-13,0.0,0.0,29.616305435567437,25.0302961208298,23.9455472091678,21.407851234434972
2024-03-14,0.0,0.0,28.895742420946213,25.286547312832457,24.19069313096929,21.62701713525204
2024-03-15,0.0,30.619040994112407,19.743716495623527,17.547043030645682,17.082606880996007,15.007592598622379
2024-03-20,0.0,30.595494085876794,19.805435846774074,17.533548858436685,17.06946987331738,14.996051335595064
2024-03-21,0.0,30.652612613680475,19.65572113945694,17.566282126124953,17.101336754983567,15.024047365754061
2024-03-26,0.0,30.653520976503117,19.653340208446313,17.566802687220886,17.10184353783831,15.024492589991375
2024-03-28,0.0,30.780309409954796,19.321012084187597,17.639462118258997,17.17257981485394,15.086636572744666
2024-04-02,0.0,30.75651390495333,19.38338303812749,17.6258254811652,17.159304113059328,15.074973462694643
2024-04-03,0.0,29.70975345492079,19.680749926812116,17.890740299210176,17.41720715038073,15.30154916867619
2024-04-05,0.0,29.66767025608106,19.79452034152178,17.865398467190463,17.39253606743639,15.279874867770312
2024-04-10,0.0,29.729493022146116,19.627384716672857,17.902627152171878,17.428779381430846,15.311715727578305
2024-05-08,0.0,29.67482493239964,19.77517793138375,17.86970689930636,17.396730463721894,15.283559773188355
2024-05-10,0.0,29.697205554499682,19.714672724365645,17.88318415344562,17.409851001119225,15.295086566569827
2024-05-13,0.0,29.69183112695641,19.729202295959148,17.87994775878554,17.406700267540167,15.292318550758734
2024-05-17,0.0,29.69183112695641,19.60855283993738,17.87994775878554,17.527349723561933,15.292318550758734
2024-05-20,0.0,29.695413862485253,19.5988524852262,17.88210522505347,17.529464643935576,15.294163783299497
2024-05-21,0.0,29.694518097547878,19.601277793363074,17.88156580967636,17.528935865994587,15.293702433418096
2024-05-22,0.0,29.70437448513725,19.574591353625088,17.887501169285365,17.53475417849782,15.298778813454476
2024-05-28,0.0,29.713340517176327,19.58049979021971,17.892900370963993,17.509862692009335,15.303396629630637
2024-06-04,0.0,29.714237418085116,19.57807231752337,17.893440470404993,17.510391229409972,15.303858564576547
2024-06-13,0.0,29.714237418085116,19.39696156527986,17.893440470404993,17.510391229409972,15.484969316820058
2024-06-19,0.0,29.576749622178355,19.526543660558424,17.81064750968215,17.429370637774955,15.656688569806116
2024-06-21,0.0,29.574972434947977,19.52537036313764,17.809577315839917,17.428323353833118,15.661756532241347
2024-06-24,0.0,29.57053040111265,19.537457306870852,17.806902393819147,17.425705694519962,15.65940420367739
2024-07-02,84.09825768160594,4.7022295465673105,3.1067961165048543,2.8316077335530636,2.7709908167042836,2.490118105064546
2024-07-03,84.09745425711549,4.7021846242766285,3.1077217762640945,2.8315806820651592,2.770964344314173,2.490094315964452
2024-09-17,84.05449341510051,4.699782532411264,3.1572188019946865,2.8301341806055196,2.76954880846381,2.48882226142421
2024-10-03,83.99354033829735,4.6963744313804066,3.154929308687386,2.828081876450621,2.7675404384841262,2.5595336067001098
2024-10-07,83.97671362577242,4.695433590666371,3.213920310230598,2.8275153171587952,2.766986007665138,2.519431148506681
2024-10-08,83.949084372221,4.693888741867113,3.245763984751061,2.826585033818982,2.7660756391275014,2.5186022282143528
2024-10-09,83.89587924851979,4.690913856160875,3.454807543393574,2.824793605032106,2.7643225598932584,2.369283187000393
2024-10-10,83.89827802703405,4.691047980309417,3.4501409363510946,2.824874372457963,2.7644015983111463,2.3712570855363326
2024-10-14,83.87829239649065,4.689930513372067,3.4731403334500572,2.8242014516678458,2.763743082900382,2.3706922221189966
2024-10-15,83.87749316931755,4.689885825768169,3.4740600814203058,2.8241745415045845,2.7637167488095438,2.3706696331798462
2024-10-16,83.87789278100026,4.689908169463667,3.4736002096261274,2.8241879965221117,2.763729915792232,2.370680927595612
2024-10-21,83.87869201578881,4.689952857493371,3.4726804528920345,2.8242149069417875,2.763756250133995,2.3707035167500017
2024-11-05,83.85711802123843,4.688746579534602,3.4975077340027005,2.823488505569196,2.7630453990126194,2.3700937606424404
2024-11-14,83.84952981042395,4.6883222959634425,3.5062402217475483,2.823233008760838,2.7627953716867055,2.369879291417522
2024-11-18,83.38014828285985,5.202923980762537,3.5055564632809304,2.807428824464067,2.747329511414844,2.3566129372177667
2024-11-21,83.38804672939249,5.203416844084583,3.496415723924303,2.8076947669806116,2.7475897608351234,2.356836174782895
2024-12-06,83.40858969530294,5.203751211042337,3.509121014219828,2.8083864533810883,2.7482666401362525,2.3218849859175617
2024-12-13,83.4101703426989,5.201954760049176,3.509187514361043,2.80843967414349,2.748318721588823,2.321928987158562
2024-12-16,83.41096068886283,5.201056509019413,3.5092207653768255,2.8084662852811237,2.748344763055348,2.3219509884044585
2024-12-19,83.41056551390867,5.201031868045965,3.509677908406313,2.808452979649269,2.7483317422603974,2.321939987729393
2024-12-23,83.40779939407004,5.1989643761503315,3.51477279995073,2.808359843756292,2.74824060015018,2.3218629859224325
2024-12-30,83.40108243820983,5.196650836698682,3.524437759802935,2.8081336823032013,2.7480192801904333,2.321676002794917
2025-01-02,83.36751388017473,5.191718063760018,3.5661098812638357,2.8070034212115114,2.7469132148733912,2.3207415387165127
2025-01-03,83.41570308039637,5.1639221929257255,3.5411647371251376,2.8086259626978993,2.748501022218748,2.3220830046361116
2025-01-09,83.42953813638636,5.159566024011316,3.5303790300224382,2.8090917922241623,2.748956879618814,2.3224681377369083
2025-01-13,83.43705051740112,5.160030615170623,3.5216924597109567,2.8093447358256736,2.749204408395002,2.322677263496622
2025-01-14,83.45089265611706,5.168470622809242,3.4981028243151324,2.8098108038289533,2.749660499166949,2.323062593762665
2025-01-15,83.43230569831555,5.167319453033739,3.5195966230448987,2.8091849766726615,2.749048069245114,2.3225451796880368
2025-01-17,83.43270107929438,5.165922257632661,3.5205610909047826,2.809198289241414,2.7490610968284623,2.3225561860983093
2025-01-20,83.27209003686895,5.14840995248895,3.7138553005919372,2.803790478397726,2.7437690523094536,2.318085179342981
2025-01-21,83.21344591832153,5.1362765185621075,3.7901722096576362,2.8018159173998636,2.7418367612200965,2.3164526748387675
2025-01-23,83.22445998614955,5.122775005849806,3.791619297030662,2.8021867636040474,2.7421996686292074,2.3167592787367255
2025-01-24,83.2201326832312,5.10643728743858,3.8126930630824387,2.802041062316686,2.7420570864048135,2.3166388175262873
2025-01-27,83.23980586885037,5.089678094999445,3.8145399786767777,2.802703463014139,2.742705306929101,2.31056728753017
2025-02-03,83.23862521541585,5.089133112224274,3.816377042165955,2.8026637101406795,2.742666405055092,2.310534514998144
2025-02-04,83.25043325712421,5.057700628193277,3.834887069432262,2.8030612896285456,2.7430554734619665,2.3108622821597367
2025-02-05,83.15331335472887,5.0442433989132205,3.9073994044203255,2.847021983549532,2.739855426694344,2.308166431693718
2025-02-06,83.15802649322555,5.05822699909548,3.888255173830796,2.8471833530532864,2.7400107219864487,2.3082972588084427
2025-02-07,83.15763371127764,5.004829594432151,3.942082653372096,2.8471699048959573,2.739997780039723,2.3082863559824385
2025-02-12,83.1650972028352,4.977408695939706,3.961331434388381,2.8474254416109854,2.7402436979354876,2.308493527290248
2025-02-13,83.25082691621134,4.974500953997688,3.962577756131238,2.822461857824791,2.7430684443099413,2.2465640715250013
2025-02-14,83.27682146142585,4.995967942184311,3.9563828302917505,2.80371091209641,2.743691189303341,2.2234256646983286
2025-02-17,83.26540070320794,4.980149863212578,3.9719189726637962,2.8033264052927396,2.7433149137305253,2.2358891418924194
2025-02-18,83.32963395039673,4.926726188081677,3.9726166784589427,2.8054889692919667,2.7454311831951785,2.220103030575518
